Country,2000,2005,2010,2015
AFG,0.13625,0.14625,0.13874999999999998,0.13625
ALB,0.12250000000000001,0.11875,0.09125,0.06625
DZA,0.06,0.0675,0.06625,0.0625
AGO,0.45375,0.48125,0.485,0.47625
ATG,0.057499999999999996,0.04,0.005,0.0
ARG,0.28500000000000003,0.25625,0.26749999999999996,0.29625
ARM,0.08375,0.09125,0.09875,0.1
AUS,0.25,0.21000000000000002,0.20750000000000002,0.19125
AUT,0.31124999999999997,0.26375000000000004,0.2425,0.23125
AZE,0.06,0.075,0.075,0.06625
BHS,0.03125,0.013750000000000002,0.0325,0.03625
BHR,0.1125,0.1275,0.12375,0.11875
BGD,0.08249999999999999,0.065,0.0625,0.06625
BRB,0.041249999999999995,0.04625,0.028749999999999998,0.00625
BLR,0.85875,0.7,0.5349999999999999,0.4375
BEL,0.3525,0.31,0.2975,0.2925
BLZ,0.20625,0.13999999999999999,0.14750000000000002,0.18375
BEN,0.2725,0.28625,0.27875,0.28375
BTN,0.25,0.215,0.18125,0.17375000000000002
BOL,0.45875000000000005,0.40750000000000003,0.37124999999999997,0.33375
BIH,0.18375,0.13874999999999998,0.09375,0.08875
BWA,0.29874999999999996,0.29,0.25875,0.24375
BRA,0.11875,0.12625,0.11750000000000001,0.12
BRN,0.01625,0.03,0.01125,0.017499999999999998
BGR,0.305,0.24874999999999997,0.225,0.22875
BFA,0.32375,0.3125,0.31124999999999997,0.31375000000000003
BDI,0.25375000000000003,0.27125,0.26875,0.25375000000000003
CPV,0.28250000000000003,0.23374999999999999,0.23500000000000001,0.23125
KHM,0.22749999999999998,0.22374999999999998,0.215,0.22374999999999998
CMR,0.2975,0.32999999999999996,0.33999999999999997,0.33875
CAN,0.21749999999999997,0.20750000000000002,0.20125,0.19125
CAF,0.3225,0.37,0.40125,0.37875000000000003
TCD,0.22000000000000003,0.23374999999999999,0.2475,0.26125
CHL,0.24,0.21625,0.2375,0.19125
CHN,0.13625,0.11374999999999999,0.1025,0.09625
COL,0.125,0.11875,0.145,0.12625
COM,0.22625,0.22999999999999998,0.22374999999999998,0.215
COG,0.3225,0.32375,0.2575,0.22374999999999998
COD,0.25375000000000003,0.22749999999999998,0.21375000000000002,0.21625
CRI,0.17250000000000001,0.16875,0.1775,0.1575
