Country,1990,1995,2000,2005,2010,2015,2016,2017
AFG,0.45211888024812785,0.45211888024812785,0.45211888024812785,0.45211888024812785,0.45211888024812785,0.45211888024812785,0.45211888024812785,0.45211888024812785
ALB,0.9724423194139388,0.9724423194139388,1.4927657585797496,1.4927657585797496,1.4927657585797496,1.4927657585797496,1.4927657585797496,1.4927657585797496
DZA,-0.06820455891768304,-0.06820455891768304,-0.06820455891768304,-0.06820455891768304,-0.06820455891768304,-0.06820455891768304,-0.06820455891768304,-0.06820455891768304
AGO,-1.6291748764151157,-1.6291748764151157,-1.6291748764151157,-1.6291748764151157,-1.6291748764151157,-1.1088514372493048,-1.1088514372493048,-1.1088514372493048
ATG,-1.1088514372493048,-1.1088514372493048,-1.1088514372493048,-1.1088514372493048,-1.1088514372493048,-1.1088514372493048,-1.1088514372493048,-1.1088514372493048
ARG,-0.588527998083494,-0.588527998083494,-0.588527998083494,-0.588527998083494,-0.588527998083494,-0.588527998083494,-0.588527998083494,-0.588527998083494
ARM,0.45211888024812785,1.4927657585797496,5.135029832740415,6.175676711072036,5.135029832740415,4.614706393574603,4.094382954408792,4.094382954408792
AUS,-0.06820455891768304,0.45211888024812785,-0.06820455891768304,0.45211888024812785,0.45211888024812785,0.45211888024812785,0.45211888024812785,0.45211888024812785
AUT,0.45211888024812785,0.45211888024812785,0.45211888024812785,0.45211888024812785,0.45211888024812785,0.45211888024812785,0.45211888024812785,0.45211888024812785
AZE,0.45211888024812785,1.4927657585797496,4.094382954408792,6.175676711072036,6.175676711072036,5.655353271906225,4.094382954408792,4.094382954408792
BHS,0.45211888024812785,0.45211888024812785,0.45211888024812785,0.45211888024812785,0.45211888024812785,0.45211888024812785,0.45211888024812785,0.45211888024812785
BHR,-0.06820455891768304,-0.06820455891768304,-0.588527998083494,-0.588527998083494,-0.588527998083494,-0.588527998083494,-0.588527998083494,-0.588527998083494
BGD,-0.06820455891768304,-0.06820455891768304,-0.06820455891768304,-0.06820455891768304,-0.06820455891768304,-0.06820455891768304,-0.06820455891768304,-0.06820455891768304
BRB,-0.588527998083494,-0.588527998083494,-0.588527998083494,-0.588527998083494,-0.588527998083494,-0.588527998083494,-0.588527998083494,-0.588527998083494
BLR,0.45211888024812785,0.9724423194139388,0.9724423194139388,0.45211888024812785,0.45211888024812785,0.45211888024812785,0.45211888024812785,0.45211888024812785
BEL,0.45211888024812785,-0.06820455891768304,-0.588527998083494,-0.06820455891768304,-0.06820455891768304,-0.06820455891768304,-0.06820455891768304,-0.06820455891768304
BLZ,-1.1088514372493048,-1.1088514372493048,-1.1088514372493048,-1.1088514372493048,-1.1088514372493048,-1.1088514372493048,-1.1088514372493048,-1.1088514372493048
BEN,-0.588527998083494,-0.588527998083494,-0.588527998083494,-0.588527998083494,-0.588527998083494,-0.588527998083494,-0.588527998083494,-0.588527998083494
BTN,-0.588527998083494,-0.588527998083494,-0.588527998083494,-0.588527998083494,-0.588527998083494,-0.588527998083494,-0.588527998083494,-0.588527998083494
BOL,-0.06820455891768304,-0.06820455891768304,-0.06820455891768304,-0.06820455891768304,-0.06820455891768304,-0.06820455891768304,-0.06820455891768304,-0.06820455891768304
BIH,0.9724423194139388,0.9724423194139388,0.9724423194139388,0.9724423194139388,0.9724423194139388,0.9724423194139388,0.45211888024812785,0.45211888024812785
BWA,-1.1088514372493048,-1.1088514372493048,-1.1088514372493048,-1.1088514372493048,-1.1088514372493048,-1.1088514372493048,-1.1088514372493048,-1.1088514372493048
BRA,-0.06820455891768304,-0.06820455891768304,-0.06820455891768304,-0.06820455891768304,-0.06820455891768304,-0.06820455891768304,-0.06820455891768304,-0.06820455891768304
BRN,0.45211888024812785,0.45211888024812785,0.45211888024812785,0.45211888024812785,0.45211888024812785,0.45211888024812785,0.45211888024812785,0.45211888024812785
BGR,0.45211888024812785,-0.06820455891768304,0.45211888024812785,0.45211888024812785,0.45211888024812785,0.45211888024812785,0.45211888024812785,0.45211888024812785
BFA,-0.06820455891768304,-0.06820455891768304,-0.06820455891768304,-0.06820455891768304,-0.06820455891768304,-0.06820455891768304,-0.06820455891768304,-0.06820455891768304
BDI,-1.1088514372493048,-1.1088514372493048,-1.1088514372493048,-1.1088514372493048,-1.1088514372493048,-1.1088514372493048,-1.1088514372493048,-1.1088514372493048
CPV,-1.1088514372493048,-1.1088514372493048,-1.1088514372493048,-1.1088514372493048,-1.1088514372493048,-1.1088514372493048,-1.1088514372493048,-1.1088514372493048
KHM,-0.588527998083494,-0.588527998083494,-0.588527998083494,-1.1088514372493048,0.45211888024812785,-0.06820455891768304,-0.06820455891768304,-0.06820455891768304
CMR,-1.1088514372493048,-1.1088514372493048,-1.1088514372493048,-1.1088514372493048,-1.1088514372493048,-1.1088514372493048,-1.1088514372493048,-1.1088514372493048
CAN,-0.06820455891768304,0.45211888024812785,-0.06820455891768304,-0.06820455891768304,-0.06820455891768304,0.45211888024812785,0.45211888024812785,0.45211888024812785
CAF,-1.1088514372493048,-1.1088514372493048,-1.1088514372493048,-1.1088514372493048,-1.1088514372493048,-1.1088514372493048,-1.1088514372493048,-1.1088514372493048
TCD,-1.1088514372493048,-1.1088514372493048,-1.1088514372493048,-1.1088514372493048,-1.1088514372493048,-1.1088514372493048,-1.1088514372493048,-1.1088514372493048
CHL,-0.588527998083494,-0.588527998083494,-0.588527998083494,-0.588527998083494,-0.588527998083494,-0.588527998083494,-0.588527998083494,-0.588527998083494
