Country,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
AFG,-2.7336717459649367,-2.644026206485563,-2.5543806670061895,-2.4348532810336923,-2.3452077415543187,-2.2555622020749455,-2.136034816102448,-2.0463892766230747,-1.9567437371437013,-1.8670981976643282,-1.7475708116918303,-1.657925272212457,-1.5682797327330837,-1.4786341932537106,-1.1499338818293416,-1.090170188843093,-1.0005246493637194,-0.9108791098843465,-0.8511154168980973,-0.7614698774187243,-0.6718243379393508,-0.5821787984599773,-0.5224151054737287,-0.46265141248748004,-0.40288771950123087,-0.40288771950123087,-0.40288771950123087,-0.40288771950123087
ALB,-0.044305561583737885,0.015458131402511297,-0.3132421800218579,-0.46265141248748004,-0.49253325898060435,-0.46265141248748004,-0.4327695659943552,-0.3431240265149822,-0.3132421800218579,-0.3132421800218579,-0.3431240265149822,-0.3132421800218579,-0.283360333528733,-0.22359664054248435,-0.2534784870356087,-0.07418740807686221,-0.044305561583737885,0.07522182438875995,0.1349855173750086,0.16486736386813344,0.4039221358131286,0.6130950612649999,0.8820316797031194,0.9119135261962442,0.9119135261962442,0.9119135261962442,0.9119135261962442,0.9119135261962442
DZA,-0.6419424914462265,-0.6120606449531022,-0.5821787984599773,-0.5821787984599773,-0.552296951966853,-0.5821787984599773,-0.5224151054737287,-0.4327695659943552,-0.3730058730081065,-0.3132421800218579,-0.2534784870356087,-0.19371479404936004,-0.07418740807686221,-0.014423715090613558,0.07522182438875995,0.16486736386813344,0.16486736386813344,0.2545129033475064,0.4039221358131286,0.5533313682787507,0.6728587542512485,0.7625042937306221,0.7625042937306221,0.7625042937306221,0.7625042937306221,0.7625042937306221,0.7625042937306221,0.7923861402237464
AND,-0.283360333528733,-0.283360333528733,-0.283360333528733,-0.283360333528733,-0.283360333528733,-0.283360333528733,-0.283360333528733,-0.283360333528733,-0.283360333528733,-0.283360333528733,-0.283360333528733,-0.283360333528733,-0.22359664054248435,-0.2534784870356087,-0.283360333528733,-0.283360333528733,-0.1638329475562357,-0.1638329475562357,-0.014423715090613558,-0.014423715090613558,-0.014423715090613558,-0.014423715090613558,0.5234495217856264,0.5234495217856264,0.5234495217856264,0.5234495217856264,0.5234495217856264,0.5234495217856264
AGO,-2.3750895880474436,-2.4348532810336923,-2.464735127526817,-2.4049714345405673,-2.3750895880474436,-2.3452077415543187,-2.3153258950611946,-2.28544404856807,-2.2555622020749455,-2.136034816102448,-1.9866255836368258,-1.8670981976643282,-1.7475708116918303,-1.598161579226208,-1.4786341932537106,-1.3591068072812127,-1.2096975748155905,-1.090170188843093,-0.9706428028705951,-0.821233570404973,-0.9407609563774708,-0.6718243379393508,-0.552296951966853,-0.4327695659943552,-0.3132421800218579,-0.22359664054248435,-0.10406925456998653,0.015458131402511297
ATG,,,,,,,,,,,,,,,,0.46368582879937775,0.46368582879937775,0.46368582879937775,0.4039221358131286,0.37404028932000427,0.3441584428268799,0.2545129033475064,0.3142765963337556,0.37404028932000427,0.37404028932000427,0.46368582879937775,0.4338039823062529,0.4338039823062529
ARG,0.4338039823062529,0.4338039823062529,0.4338039823062529,0.4039221358131286,0.4039221358131286,0.46368582879937775,0.5234495217856264,0.6130950612649999,0.6728587542512485,0.9716772191824928,1.1509682981412392,1.3601412235931107,1.3900230700862344,1.3601412235931107,1.3601412235931107,1.3003775306068621,1.3601412235931107,1.3601412235931107,1.4199049165793594,1.509550456058733,1.5991959955381063,1.6290778420312302,1.6290778420312302,1.5991959955381063,1.658959688524355,1.6888415350174788,1.6888415350174788,1.6888415350174788
ARM,-0.3132421800218579,-0.3132421800218579,-0.3431240265149822,-0.283360333528733,-0.40288771950123087,-0.46265141248748004,-0.5224151054737287,-0.40288771950123087,-0.19371479404936004,-0.1638329475562357,-0.19371479404936004,-0.283360333528733,-0.283360333528733,-0.2534784870356087,-0.2534784870356087,-0.1638329475562357,-0.014423715090613558,0.16486736386813344,0.19474921036125778,0.37404028932000427,0.37404028932000427,0.37404028932000427,0.37404028932000427,0.37404028932000427,0.37404028932000427,0.37404028932000427,0.37404028932000427,0.37404028932000427
AUS,1.6888415350174788,1.658959688524355,1.658959688524355,1.658959688524355,1.658959688524355,2.1071873859212213,2.286478464879967,2.525533236824963,2.4956513903318394,2.5852969298112116,2.6151787763043366,2.4956513903318394,2.6450606227974616,2.674942469290585,2.555415083318088,2.555415083318088,2.16695107890747,2.196832925400595,2.196832925400595,2.316360311373092,2.4060058508524658,2.4956513903318394,2.555415083318088,2.5852969298112116,2.5852969298112116,3.451870478111821,3.3323430921393227,3.3323430921393227
AUT,0.6728587542512485,0.7027406007443728,0.7923861402237464,0.7923861402237464,0.9119135261962442,0.9417953726893685,0.9417953726893685,0.9716772191824928,1.1808501446343638,1.0912046051549906,1.121086451648115,1.3003775306068621,0.8820316797031194,0.8820316797031194,0.9417953726893685,0.9716772191824928,1.0314409121687416,1.0015590656756173,1.0613227586618663,1.0912046051549906,1.2704956841137371,1.2704956841137371,1.3003775306068621,1.2107319911274885,1.2107319911274885,1.2406138376206128,1.3003775306068621,1.3003775306068621
AZE,-0.3132421800218579,-0.3431240265149822,-0.3431240265149822,-0.40288771950123087,-0.49253325898060435,-0.5224151054737287,-0.5821787984599773,-0.6120606449531022,-0.552296951966853,-0.49253325898060435,-0.40288771950123087,-0.3431240265149822,-0.283360333528733,-0.22359664054248435,-0.1638329475562357,-0.3132421800218579,-0.044305561583737885,-0.044305561583737885,-0.044305561583737885,-0.014423715090613558,-0.014423715090613558,0.015458131402511297,0.045339977895635625,0.1349855173750086,0.28439474984063073,0.28439474984063073,0.28439474984063073,0.28439474984063073
BHS,0.10510367088188427,0.07522182438875995,0.07522182438875995,0.045339977895635625,0.015458131402511297,-0.014423715090613558,0.015458131402511297,0.045339977895635625,0.045339977895635625,0.07522182438875995,0.10510367088188427,0.10510367088188427,0.1349855173750086,0.16486736386813344,0.19474921036125778,0.19474921036125778,0.2246310568543821,0.2545129033475064,0.2545129033475064,0.2545129033475064,0.2545129033475064,0.3142765963337556,0.3142765963337556,0.3142765963337556,0.3142765963337556,0.3142765963337556,0.3142765963337556,0.3142765963337556
BHR,0.49356767529250206,0.5533313682787507,0.46368582879937775,0.5234495217856264,0.5533313682787507,0.583213214771875,0.5533313682787507,0.5234495217856264,0.46368582879937775,0.4338039823062529,0.4338039823062529,0.4338039823062529,0.4338039823062529,0.4338039823062529,0.37404028932000427,0.3142765963337556,0.37404028932000427,0.4039221358131286,0.4338039823062529,0.46368582879937775,0.5234495217856264,0.5533313682787507,0.49356767529250206,0.5234495217856264,0.583213214771875,0.9119135261962442,1.2704956841137371,1.2704956841137371
BGD,-1.8372163511712036,-1.7774526581849548,-1.717688965198706,-1.657925272212457,-1.598161579226208,-1.5383978862399594,-1.4786341932537106,-1.4487523467605858,-1.3889886537743372,-1.3292249607880884,-1.2694612678018395,-1.2096975748155905,-1.1499338818293416,-1.1200520353362173,-1.0602883423499687,-1.0005246493637194,-0.9706428028705951,-0.9407609563774708,-1.0005246493637194,-0.8511154168980973,-0.7017061844324751,-0.5821787984599773,-0.46265141248748004,-0.3431240265149822,-0.2534784870356087,-0.13395110106311087,-0.10406925456998653,-0.10406925456998653
BRB,0.3142765963337556,0.3441584428268799,0.4039221358131286,0.4338039823062529,0.46368582879937775,0.5234495217856264,0.5533313682787507,0.583213214771875,0.49356767529250206,0.6728587542512485,0.6728587542512485,0.6728587542512485,0.7326224472374973,0.7923861402237464,0.852149833209995,0.9119135261962442,0.9716772191824928,1.0613227586618663,1.121086451648115,1.2107319911274885,1.121086451648115,1.0613227586618663,1.0912046051549906,1.0912046051549906,1.0912046051549906,1.0613227586618663,1.0613227586618663,1.0613227586618663
BLR,0.3441584428268799,0.28439474984063073,0.2246310568543821,0.19474921036125778,0.19474921036125778,0.19474921036125778,0.3142765963337556,0.3441584428268799,0.3142765963337556,0.4039221358131286,0.46368582879937775,0.5533313682787507,0.6429769077581242,0.7027406007443728,0.7923861402237464,0.852149833209995,0.9417953726893685,1.0015590656756173,1.0912046051549906,1.121086451648115,1.121086451648115,1.1509682981412392,1.1808501446343638,1.1509682981412392,1.121086451648115,1.121086451648115,1.121086451648115,1.121086451648115
