Country,1990,1995,2000,2005,2010,2011,2012,2013,2014,2015,2016
AFG,,,,,,-2.683226711601665,,,,,
ALB,,,,,,0.7081905964999334,0.7290287980858114,,,,
AND,,,,,,,,,,0.8748962091869553,0.8748962091869553
AGO,,,,,,,,,-0.8963509256126507,,
ARG,,,,,,,,,,0.7759147516540359,
ARM,,,,,,0.8592675579975472,,,,,
AZE,,,,,0.8644771083940164,0.8644771083940164,0.8644771083940164,0.8644771083940164,0.8644771083940164,0.8644771083940164,0.8644771083940164
BHR,,,,,0.5935804877776059,,,,,,
BGD,,,,,,-1.880955950545373,,,,,-0.5421014986527297
BEN,,,,,,,-2.620712106844032,,,,
BTN,,,,-1.5840115779466157,,,-1.3652104612948994,,,,
BOL,,,,,,0.46855127826234,0.5883709373811367,,,0.4841799294517481,
BIH,,,0.7029810461034643,,,0.7759147516540359,,0.7186096972928725,,,
BRA,,,0.1663973552671132,,0.3747793711258904,0.4268748750905847,0.42166532469411483,0.43208442548705384,0.44250352627999284,,
BRN,,,,,,0.6717237437246473,,,,,
BGR,,,,,,0.7915434028434448,,,,,
BFA,,,,-3.105200293715689,,,,,-2.5321497501040517,,
BDI,-2.386282339002908,,-1.2453908021761027,,,,,,-1.1255711430573057,,
CPV,-1.0630565382996726,,,,,,0.10909230090594903,,,0.18723555685299048,
CMR,,,-0.7713217160973842,,-0.6202447545997711,,,,,,
CAF,,,-1.698621686668943,,-2.4175396413817243,,,,,,
TCD,,,-2.9957997353898307,,,,,,,-2.9801710842004225,-3.1729244488697916
CHL,,,,,,0.7029810461034643,,0.6821428445175863,,,
CHN,-0.2816239788292582,,0.40082712310823754,,0.619628239759953,,,,,,
COL,,,,0.49980858064115624,0.5310658830199733,0.5414849838129115,,,0.5727422861917286,0.5727422861917286,
COM,,,-0.766112165700915,,,,-1.7715553922195149,,,,
COG,,,,,,-0.20348072288221677,,,,,
COD,,,,,,,-0.4274913899304021,,,,-0.3233003820010135
CRI,,,0.6092091389670147,,,0.7394478988787505,,,,,
HRV,,,,,,0.8280102556187302,,,,,
CUB,,,,,,,0.8644771083940164,,,,
CYP,,,,,,0.8071720540328529,,,,,
CIV,,,-1.797603144201862,,,,-2.1987385247300084,,-2.0476615632323947,,
DOM,,,,,0.3278934175576652,0.3591507199364815,0.3643602703329514,0.40082712310823754,0.447713076676462,0.458132177469401,
ECU,0.2653788128000319,,,,0.45292262707293185,0.4372939758835229,0.4633417278658701,0.5258563326235034,0.5727422861917286,0.5883709373811367,0.5779518365881977
EGY,,,,-0.6150352042033013,-0.583777901824485,,-0.48479644429156554,-0.42228183953393295,,,
SLV,,,,,0.06741589773419374,0.11951140169888803,,0.18723555685299048,,0.24975016161062377,
GNQ,,,0.2653788128000319,,,,,,,,
EST,,,0.8644771083940164,,,0.8696866587904862,,,,,
SWZ,,,-0.07845151336695015,,-0.005517807816378581,,,,,,
ETH,,,,-2.7822081691345844,,,,,,,
GAB,,,,,,,-0.047194210988133874,,,,
GMB,,,-2.4175396413817243,,,,,-2.146643020765314,,,
GEO,,,,,,,,,0.8540580076010773,,
GHA,,,-1.3183245077266748,,-0.6098256538068322,,,,,,
GRC,,,,0.5102276814340952,,0.7238192476893416,,,,,
GTM,,,,,,,-0.25557622684691106,-0.3233003820010135,-0.09928971495282816,,
GIN,,,,,-3.016637936975709,,,,-2.667598060412257,,
GNB,,,-2.1779003231441307,,,,,,-1.9590992064924144,,
GUY,,,,,,,,,0.12472095209535716,,
HND,,,,,0.08304454892360187,0.09867320011301002,0.11430185130241889,0.11951140169888803,0.2080737584388685,0.24454061121415463,0.30184566557531806
IND,,,,,,-0.7244357625291598,,,,,
IDN,-0.08887061415988916,,,,,0.49980858064115624,,,0.619628239759953,0.6248377901564228,0.6352568909493619
IRN,,,,-0.041984660591663996,,,0.02052994416596857,0.07262544813066286,0.07783499852713274,,
IRQ,,,-0.47437734349862726,,,,,-2.0580806640253333,,,
ITA,,,,,,0.8123816044293221,,,,,
JOR,,,,0.4112462239011758,0.48938947984821723,0.661304642931709,0.7654956508610976,,,,
KAZ,,,,,0.8644771083940164,,,,,,
KEN,,,-0.052403761384603,,,,,,-0.23473802526103305,,
KWT,,-0.2503666764504412,,0.5258563326235034,0.5883709373811367,,0.640466441345831,0.6456759917423002,,0.65088554213877,
LAO,,-1.1932952982114085,-0.7088071113397516,-0.5473110490491988,,-1.297486306140797,,,,,
LVA,,,0.8592675579975472,,,0.8696866587904862,,,,,
LSO,,,0.16118780487064333,,,,,,-0.34413858358689153,,
LTU,,,,,,0.8644771083940164,,,,,
MDG,,,-0.6515020569785874,,,,-0.604616103410363,,,,
MWI,,,,,-1.141199794246714,,,,-0.943236879180876,-1.0995233910749584,
MYS,,,0.2862170143859099,,0.5154372318305644,,,,,,
MDV,0.6665141933281782,0.6821428445175863,,,,,,,0.801962503636383,,
MLI,,,,,-2.714484013980482,-2.584245254068746,,,,-2.610293006051093,
MLT,,0.24454061121415463,,0.478970379055279,,0.5258563326235034,,,,,
MHL,,,,,,0.7863338524469748,,,,,
MRT,,,-1.6673643842901262,,,,,,,,
MUS,-0.17222342050339975,,0.05699679694125472,,,0.3174743167647262,0.447713076676462,0.43208442548705384,0.4841799294517481,0.4945990302446871,
MEX,0.22891196002474576,,0.3799889215223595,0.4372939758835229,0.5154372318305644,0.5362754334164425,0.5727422861917286,0.5623231853987896,0.5935804877776059,0.5883709373811367,
MDA,,,0.7029810461034643,,,,0.8280102556187302,,,,
MNG,,,0.7602861004646277,,0.7863338524469748,,,,,,
