Country,Human Development Index (HDI),[Education] Education Index,[Education] Expected years of schooling (years),[Education] Mean years of schooling (years),[Health] Life expectancy Index,[Health] Life expectancy at birth (years),[Income_composition of resources] Gross national income (GNI) per capita (2011 PPP$),[Income_composition of resources] Income Index
AFG,0.45299999999999996,0.359,9.2,3.1,0.627,60.8,1538.0,0.413
AGO,0.522,0.40399999999999997,9.0,4.7,0.573,57.2,5770.0,0.613
ALB,0.7290000000000001,0.652,12.3,9.3,0.866,76.3,9397.0,0.6859999999999999
AND,0.83,0.6609999999999999,11.7,10.1,0.934,80.7,45492.0,0.924
ARE,0.835,0.695,13.3,9.7,0.8640000000000001,76.2,61473.0,0.97
ARG,0.799,0.775,16.8,9.3,0.853,75.4,16660.0,0.773
ARM,0.7240000000000001,0.7290000000000001,13.0,11.1,0.8170000000000001,73.1,6803.0,0.637
ATG,0.77,0.672,13.0,9.3,0.85,75.2,20068.0,0.8009999999999999
AUS,0.9209999999999999,0.909,19.5,12.3,0.95,81.7,39888.0,0.905
AUT,0.8859999999999999,0.8190000000000001,15.4,11.7,0.929,80.4,42640.0,0.915
AZE,0.736,0.6829999999999999,11.7,10.7,0.779,70.6,14364.0,0.75
BDI,0.387,0.359,9.8,2.6,0.529,54.4,753.0,0.305
BEL,0.899,0.87,19.0,11.1,0.9209999999999999,79.9,40410.0,0.907
BEN,0.46799999999999997,0.389,10.6,2.8,0.6,59.0,1823.0,0.439
BFA,0.366,0.22,6.3,1.4,0.56,56.4,1393.0,0.39799999999999996
BGD,0.535,0.409,8.9,4.8,0.7659999999999999,69.8,2525.0,0.488
BGR,0.774,0.746,14.2,10.6,0.823,73.5,14715.0,0.754
BHR,0.794,0.6509999999999999,13.3,8.4,0.86,75.9,37212.0,0.894
BHS,0.787,0.713,12.6,10.9,0.84,74.6,22088.0,0.815
BIH,0.72,0.625,13.3,7.7,0.858,75.8,9942.0,0.695
BLR,0.784,0.828,15.5,11.9,0.772,70.2,14736.0,0.754
BLZ,0.6990000000000001,0.6940000000000001,12.4,10.4,0.763,69.6,7199.0,0.6459999999999999
BOL,0.647,0.647,13.8,7.9,0.705,65.8,5093.0,0.594
BRA,0.718,0.61,13.8,6.8,0.823,73.5,13252.0,0.738
BRB,0.7829999999999999,0.7509999999999999,15.8,9.3,0.843,74.8,15168.0,0.759
BRN,0.8420000000000001,0.685,14.2,8.7,0.872,76.7,80307.0,1.0
BTN,0.5539999999999999,0.384,11.1,2.3,0.728,67.3,5617.0,0.609
BWA,0.648,0.633,12.3,8.8,0.5920000000000001,58.5,12234.0,0.726
