Country,Human Development Index (HDI),[Education] Education Index,[Education] Expected years of schooling (years),[Education] Mean years of schooling (years),[Health] Life expectancy Index,[Health] Life expectancy at birth (years),[Income_composition of resources] Gross national income (GNI) per capita (2011 PPP$),[Income_composition of resources] Income Index
AFG,0.41700000000000004,0.324,8.4,2.7,0.602,59.1,1168.0,0.371
AGO,0.47100000000000003,0.36200000000000004,7.7,4.5,0.523,54.0,3905.0,0.5539999999999999
ALB,0.711,0.629,11.6,9.2,0.853,75.4,8409.0,0.669
AND,0.8290000000000001,0.6459999999999999,11.2,10.1,0.9279999999999999,80.3,53867.0,0.95
ARE,0.83,0.667,12.9,9.3,0.856,75.6,90254.0,1.0
ARG,0.787,0.752,16.3,9.0,0.845,74.9,16077.0,0.767
ARM,0.706,0.69,11.7,10.9,0.8109999999999999,72.7,6415.0,0.629
ATG,0.772,0.675,13.3,9.2,0.8420000000000001,74.7,21538.0,0.812
AUS,0.9109999999999999,0.895,19.0,11.9,0.941,81.2,38042.0,0.897
AUT,0.861,0.759,15.2,10.1,0.92,79.8,42600.0,0.915
AZE,0.7040000000000001,0.68,11.6,10.7,0.758,69.3,8941.0,0.679
BDI,0.35,0.28,7.2,2.4,0.509,53.1,734.0,0.301
BEL,0.8959999999999999,0.8690000000000001,18.9,11.1,0.9109999999999999,79.2,41091.0,0.909
BEN,0.447,0.355,9.5,2.8,0.5820000000000001,57.8,1743.0,0.4320000000000001
BFA,0.33299999999999996,0.18100000000000002,4.9,1.3,0.524,54.1,1310.0,0.389
BGD,0.513,0.391,8.5,4.6,0.745,68.4,2150.0,0.46299999999999997
BGR,0.7559999999999999,0.721,13.5,10.4,0.813,72.9,13067.0,0.736
BHR,0.7929999999999999,0.64,13.0,8.4,0.8540000000000001,75.5,42372.0,0.914
BHS,0.7879999999999999,0.7120000000000001,12.5,10.9,0.831,74.0,24027.0,0.828
BIH,0.706,0.607,12.9,7.4,0.852,75.4,9022.0,0.68
BLR,0.741,0.745,14.9,10.0,0.7490000000000001,68.7,12474.0,0.7290000000000001
BLZ,0.7,0.701,12.8,10.3,0.757,69.2,7208.0,0.6459999999999999
BOL,0.63,0.635,14.1,7.3,0.679,64.1,4682.0,0.581
BRA,0.7020000000000001,0.589,13.5,6.4,0.8059999999999999,72.4,12356.0,0.728
BRB,0.772,0.725,15.0,9.2,0.836,74.3,15353.0,0.76
BRN,0.84,0.6829999999999999,14.3,8.5,0.8690000000000001,76.5,85882.0,1.0
BTN,0.521,0.34700000000000003,9.7,2.3,0.701,65.6,4701.0,0.5820000000000001
BWA,0.611,0.615,12.1,8.4,0.518,53.7,11424.0,0.716
CAF,0.325,0.282,6.2,3.3,0.384,45.0,824.0,0.319
CAN,0.895,0.85,15.8,12.3,0.93,80.4,40559.0,0.907
CHE,0.912,0.8340000000000001,15.3,12.3,0.945,81.4,58382.0,0.9620000000000001
CHL,0.7879999999999999,0.7190000000000001,14.5,9.5,0.8909999999999999,77.9,15667.0,0.763
CHN,0.6609999999999999,0.551,11.5,6.9,0.835,74.3,6400.0,0.628
CIV,0.418,0.344,7.8,3.8,0.434,48.2,2567.0,0.49
CMR,0.47200000000000003,0.406,8.4,5.2,0.515,53.5,2812.0,0.504
COD,0.3720000000000001,0.36200000000000004,7.6,4.5,0.529,54.4,590.0,0.268
COG,0.503,0.46799999999999997,9.8,5.9,0.552,55.9,2607.0,0.493
COL,0.691,0.593,13.3,6.7,0.8079999999999999,72.5,9449.0,0.687
COM,0.461,0.38799999999999996,10.0,3.3,0.622,60.4,1470.0,0.406
