Country,Human Development Index (HDI),[Education] Education Index,[Education] Expected years of schooling (years),[Education] Mean years of schooling (years),[Health] Life expectancy Index,[Health] Life expectancy at birth (years),[Income_composition of resources] Gross national income (GNI) per capita (2011 PPP$),[Income_composition of resources] Income Index
AFG,0.39799999999999996,0.302,7.9,2.5,0.583,57.9,1064.0,0.35700000000000004
AGO,0.442,0.336,6.8,4.4,0.48700000000000004,51.7,3250.0,0.526
ALB,0.6940000000000001,0.606,10.9,9.1,0.847,75.0,7418.0,0.6509999999999999
AND,0.826,0.649,10.8,10.5,0.9229999999999999,80.0,50968.0,0.9420000000000001
ARE,0.818,0.645,12.6,8.9,0.8490000000000001,75.2,98612.0,1.0
ARG,0.78,0.76,16.3,9.2,0.84,74.6,13610.0,0.742
ARM,0.68,0.664,10.9,10.8,0.8079999999999999,72.5,4821.0,0.585
ATG,,,,9.1,0.836,74.4,18644.0,0.79
AUS,0.907,0.892,20.3,11.8,0.934,80.7,37299.0,0.894
AUT,0.8490000000000001,0.74,14.9,9.8,0.9129999999999999,79.3,40597.0,0.907
AZE,0.674,0.6659999999999999,11.2,10.6,0.742,68.2,6017.0,0.619
BDI,0.324,0.228,5.6,2.2,0.499,52.4,721.0,0.298
BEL,0.885,0.8490000000000001,18.4,10.5,0.904,78.7,39735.0,0.904
BEN,0.434,0.33299999999999996,8.7,2.7,0.568,56.9,1743.0,0.4320000000000001
BFA,0.312,0.162,4.3,1.3,0.502,52.6,1197.0,0.375
BGD,0.4970000000000001,0.37799999999999995,8.2,4.5,0.73,67.5,1921.0,0.446
BGR,0.745,0.7120000000000001,13.5,10.1,0.807,72.5,11642.0,0.7190000000000001
BHR,0.792,0.6409999999999999,13.0,8.4,0.8490000000000001,75.2,42045.0,0.9129999999999999
BHS,0.784,0.708,12.4,10.9,0.8240000000000001,73.5,23816.0,0.8270000000000001
BIH,0.6940000000000001,0.59,12.5,7.3,0.848,75.1,8356.0,0.669
BLR,0.715,0.706,14.4,9.2,0.7390000000000001,68.1,10283.0,0.7
BLZ,0.696,0.6990000000000001,12.8,10.3,0.7509999999999999,68.8,7016.0,0.642
BOL,0.622,0.637,14.4,7.1,0.6609999999999999,63.0,4393.0,0.5710000000000001
BRA,0.698,0.593,13.8,6.2,0.795,71.7,11816.0,0.721
BRB,0.762,0.711,14.6,9.2,0.831,74.0,14305.0,0.75
BRN,0.8340000000000001,0.6729999999999999,14.1,8.4,0.863,76.1,84392.0,1.0
BTN,,,9.2,,0.679,64.1,4229.0,0.5660000000000001
BWA,0.584,0.601,11.9,8.1,0.474,50.8,10130.0,0.698
CAF,0.315,0.26899999999999996,5.9,3.2,0.37,44.1,792.0,0.313
CAN,0.887,0.8390000000000001,15.8,12.0,0.9229999999999999,80.0,38775.0,0.9
CHE,0.9009999999999999,0.8190000000000001,15.2,11.9,0.937,80.9,54533.0,0.9520000000000001
CHL,0.7829999999999999,0.715,14.2,9.6,0.887,77.6,15065.0,0.758
CHN,0.635,0.522,10.6,6.8,0.825,73.6,5152.0,0.595
CIV,0.40700000000000003,0.32899999999999996,7.5,3.6,0.419,47.2,2584.0,0.491
CMR,0.46399999999999997,0.4,8.3,5.1,0.4970000000000001,52.3,2784.0,0.502
COD,0.35700000000000004,0.34299999999999997,7.4,4.1,0.506,52.9,564.0,0.261
COG,0.501,0.45299999999999996,9.4,5.8,0.517,53.6,3518.0,0.5379999999999999
COL,0.6709999999999999,0.56,12.3,6.6,0.8009999999999999,72.1,8688.0,0.674
COM,0.449,0.364,9.7,2.8,0.614,59.9,1457.0,0.405
CPV,0.5920000000000001,0.455,11.4,4.2,0.794,71.6,4506.0,0.575
CRI,0.725,0.609,12.4,7.9,0.892,78.0,10320.0,0.7
CUB,0.718,0.721,14.2,9.8,0.887,77.7,4616.0,0.579
CYP,0.828,0.7240000000000001,13.5,10.5,0.9,78.5,31903.0,0.871
CZE,0.825,0.794,14.6,11.6,0.861,76.0,23059.0,0.8220000000000001
DEU,0.897,0.8859999999999999,16.4,12.9,0.9079999999999999,79.0,37694.0,0.8959999999999999
DJI,0.396,0.23199999999999998,4.0,3.6,0.58,57.7,2128.0,0.462
DMA,0.7040000000000001,0.604,12.4,7.8,0.875,76.8,7887.0,0.66
DNK,0.898,0.889,16.6,12.8,0.887,77.7,43864.0,0.919
DOM,0.6679999999999999,0.579,12.6,6.9,0.7909999999999999,71.4,7418.0,0.6509999999999999
DZA,0.684,0.557,12.0,6.7,0.804,72.3,11244.0,0.713
ECU,0.688,0.594,12.8,7.2,0.83,73.9,7923.0,0.66
EGY,0.628,0.4970000000000001,11.4,5.4,0.758,69.3,7779.0,0.6579999999999999
ERI,,,5.8,,0.583,57.9,1608.0,0.42
ESP,0.8370000000000001,0.725,15.7,8.6,0.927,80.3,31961.0,0.871
EST,0.8140000000000001,0.841,15.9,12.0,0.8029999999999999,72.2,19785.0,0.799
ETH,0.325,0.221,5.8,1.8,0.541,55.2,671.0,0.28800000000000003
FIN,0.8909999999999999,0.871,17.1,11.9,0.904,78.7,38468.0,0.899
FJI,0.6990000000000001,0.695,13.9,9.3,0.742,68.2,8026.0,0.662
FRA,0.86,0.774,15.5,10.3,0.9209999999999999,79.9,36751.0,0.892
FSM,0.575,0.49,10.7,5.8,0.736,67.8,3275.0,0.527
GAB,0.6409999999999999,0.569,12.4,6.8,0.608,59.5,15433.0,0.7609999999999999
GBR,0.8859999999999999,0.861,16.5,12.1,0.904,78.8,36798.0,0.892
