Country,Human Development Index (HDI),[Education] Education Index,[Education] Expected years of schooling (years),[Education] Mean years of schooling (years),[Health] Life expectancy Index,[Health] Life expectancy at birth (years),[Income_composition of resources] Gross national income (GNI) per capita (2011 PPP$),[Income_composition of resources] Income Index
AFG,,0.22399999999999998,5.5,2.1,0.5379999999999999,55.0,,
AGO,0.374,0.276,4.6,4.4,0.402,46.1,2295.0,0.473
ALB,0.662,0.586,10.7,8.6,0.8240000000000001,73.6,5376.0,0.602
AND,,,10.8,,0.9,78.5,44398.0,0.9209999999999999
ARE,0.7909999999999999,0.597,11.8,8.0,0.831,74.0,98681.0,1.0
ARG,0.764,0.715,15.0,8.9,0.825,73.6,14827.0,0.755
ARM,0.642,0.67,11.2,10.7,0.784,70.9,2826.0,0.505
ATG,,,,,0.82,73.3,17548.0,0.7809999999999999
AUS,0.895,0.895,20.4,11.9,0.912,79.3,33554.0,0.879
AUT,0.8340000000000001,0.727,15.4,9.0,0.892,78.0,37059.0,0.894
AZE,0.633,0.633,10.1,10.5,0.715,66.5,4105.0,0.561
BDI,0.3,0.183,4.5,1.8,0.48,51.2,765.0,0.307
BEL,0.868,0.825,17.7,10.0,0.887,77.7,36822.0,0.893
BEN,0.391,0.262,6.5,2.5,0.542,55.2,1615.0,0.42
BFA,,,3.4,,0.46399999999999997,50.2,1089.0,0.361
BGD,0.46,0.33399999999999996,7.3,3.9,0.688,64.7,1641.0,0.423
BGR,0.708,0.6759999999999999,12.9,9.5,0.789,71.3,8278.0,0.667
BHR,0.7859999999999999,0.635,13.2,8.1,0.8340000000000001,74.2,42881.0,0.9159999999999999
BHS,,,12.0,,0.8009999999999999,72.1,23698.0,0.826
BIH,,,,,0.8320000000000001,74.1,7393.0,0.65
BLR,0.6759999999999999,0.6579999999999999,13.1,8.8,0.7290000000000001,67.4,7154.0,0.645
BLZ,0.67,0.654,11.7,9.9,0.745,68.4,5983.0,0.618
BOL,0.6,0.616,13.3,7.4,0.617,60.1,4307.0,0.568
BRA,0.6759999999999999,0.5720000000000001,14.1,5.4,0.763,69.6,10843.0,0.708
BRB,0.743,0.6779999999999999,14.0,8.7,0.8190000000000001,73.2,13259.0,0.738
BRN,0.818,0.647,13.4,8.2,0.846,75.0,81912.0,1.0
BTN,,,7.3,,0.614,59.9,2834.0,0.505
BWA,0.5660000000000001,0.5720000000000001,11.7,7.4,0.457,49.7,9903.0,0.6940000000000001
CAF,0.308,0.23600000000000002,5.2,2.8,0.373,44.3,900.0,0.332
CAN,0.8640000000000001,0.805,15.9,10.9,0.9059999999999999,78.9,34766.0,0.884
