Country,Human Development Index (HDI),[Education] Education Index,[Education] Expected years of schooling (years),[Education] Mean years of schooling (years),[Health] Life expectancy Index,[Health] Life expectancy at birth (years),[Income_composition of resources] Gross national income (GNI) per capita (2011 PPP$),[Income_composition of resources] Income Index
GAB,0.639,0.557,12.3,6.5,0.602,59.2,17113.0,0.777
GBR,0.8740000000000001,0.8420000000000001,16.1,11.9,0.8959999999999999,78.3,35082.0,0.885
GEO,0.684,0.7240000000000001,11.8,11.9,0.8059999999999999,72.4,3736.0,0.547
GHA,0.489,0.4270000000000001,7.9,6.2,0.5760000000000001,57.4,2326.0,0.475
GIN,0.345,0.214,5.9,1.5,0.484,51.5,1376.0,0.396
GMB,0.397,0.27399999999999997,7.3,2.1,0.565,56.7,1456.0,0.405
GNB,,,7.4,,0.502,52.6,1296.0,0.387
GNQ,0.525,0.41100000000000003,8.4,5.4,0.514,53.4,9180.0,0.6829999999999999
GRC,0.818,0.7140000000000001,14.8,9.1,0.9079999999999999,79.0,26724.0,0.8440000000000001
GRD,0.7020000000000001,0.654,14.6,7.4,0.7809999999999999,70.8,8877.0,0.6779999999999999
GTM,0.56,0.379,9.0,3.8,0.75,68.7,6075.0,0.62
GUY,0.609,0.568,11.1,7.8,0.695,65.2,4408.0,0.5720000000000001
HKG,0.8420000000000001,0.716,14.4,9.5,0.943,81.3,34629.0,0.883
HND,0.563,0.434,10.3,4.5,0.784,71.0,3234.0,0.525
HRV,0.7659999999999999,0.685,12.9,9.8,0.846,75.0,16831.0,0.774
HTI,0.446,0.35600000000000004,8.1,4.0,0.588,58.2,1647.0,0.423
HUN,0.784,0.758,14.9,10.3,0.805,72.3,18480.0,0.7879999999999999
IDN,0.618,0.5329999999999999,10.8,7.0,0.718,66.6,5942.0,0.617
IND,0.504,0.39,8.6,4.6,0.667,63.4,2607.0,0.493
IRL,0.871,0.841,16.8,11.2,0.8859999999999999,77.6,35318.0,0.8859999999999999
IRN,0.6829999999999999,0.546,11.8,6.5,0.7829999999999999,70.9,13845.0,0.745
IRQ,0.616,0.441,9.4,5.4,0.753,68.9,10475.0,0.703
ISL,0.875,0.813,17.6,9.7,0.93,80.5,35109.0,0.885
ISR,0.865,0.8490000000000001,16.0,12.1,0.914,79.4,24775.0,0.833
ITA,0.8420000000000001,0.722,15.4,8.8,0.925,80.1,37030.0,0.893
JAM,0.677,0.586,11.9,7.7,0.8109999999999999,72.7,7551.0,0.653
JOR,0.713,0.688,13.2,9.6,0.8009999999999999,72.1,7819.0,0.6579999999999999
JPN,0.862,0.764,14.4,10.9,0.9490000000000001,81.7,34399.0,0.882
KAZ,0.713,0.73,13.1,11.0,0.679,64.2,12660.0,0.731
KEN,0.456,0.41100000000000003,8.2,5.5,0.501,52.6,2088.0,0.45899999999999996
KGZ,0.604,0.674,12.3,10.0,0.718,66.7,2043.0,0.456
KHM,0.45299999999999996,0.369,9.3,3.3,0.62,60.3,1467.0,0.406
KIR,0.5660000000000001,0.556,11.6,7.0,0.684,64.4,2375.0,0.478
KNA,,,12.9,,0.782,70.8,19757.0,0.799
KOR,0.8320000000000001,0.8,15.7,10.9,0.8759999999999999,77.0,22902.0,0.821
KWT,0.7879999999999999,0.598,14.1,6.1,0.82,73.3,74343.0,0.9990000000000001
LAO,0.48,0.364,8.3,4.0,0.616,60.1,2625.0,0.494
LBN,,,14.8,,0.853,75.4,11740.0,0.72
LBR,0.374,0.406,10.3,3.6,0.505,52.8,539.0,0.254
LBY,0.735,0.642,16.0,5.9,0.7809999999999999,70.8,18937.0,0.792
LCA,0.6890000000000001,0.585,12.4,7.2,0.799,72.0,10308.0,0.7
LIE,0.873,0.7390000000000001,14.0,10.5,0.9,78.5,97254.0,1.0
LKA,0.6970000000000001,0.6920000000000001,12.7,10.2,0.8079999999999999,72.5,5506.0,0.605
LSO,0.45799999999999996,0.46,10.5,5.1,0.406,46.4,3014.0,0.515
LTU,0.779,0.8009999999999999,15.5,11.1,0.7909999999999999,71.4,13916.0,0.746
LUX,0.863,0.7340000000000001,13.6,10.7,0.895,78.2,65095.0,0.9790000000000001
LVA,0.76,0.769,15.0,10.6,0.7759999999999999,70.4,13080.0,0.736
MAR,0.552,0.377,9.3,3.6,0.765,69.7,4768.0,0.584
MDA,0.617,0.638,11.5,9.6,0.7290000000000001,67.4,2845.0,0.506
MDG,0.457,0.41200000000000003,8.5,5.3,0.611,59.7,1236.0,0.38
MDV,0.615,0.435,11.8,3.2,0.7959999999999999,71.7,8495.0,0.6709999999999999
MEX,0.71,0.5660000000000001,12.0,7.0,0.843,74.8,14371.0,0.75
MHL,,,12.3,,,,4106.0,0.561
MKD,0.679,0.569,11.9,7.1,0.825,73.6,8322.0,0.6679999999999999
MLI,0.33,0.191,5.2,1.4,0.45399999999999996,49.5,1548.0,0.414
MLT,0.792,0.662,13.8,8.3,0.898,78.4,25258.0,0.836
MMR,0.449,0.32899999999999996,7.9,3.3,0.6579999999999999,62.8,1586.0,0.41700000000000004
MNE,,,,,0.82,73.3,11268.0,0.7140000000000001
MNG,0.609,0.57,10.5,8.4,0.674,63.8,4927.0,0.589
MOZ,0.318,0.268,6.7,2.5,0.452,49.4,578.0,0.265
MRT,0.449,0.28600000000000003,6.5,3.1,0.619,60.3,2960.0,0.512
MUS,0.687,0.569,12.6,6.6,0.797,71.8,11465.0,0.716
MWI,0.37,0.38799999999999996,10.2,3.2,0.418,47.2,783.0,0.311
MYS,0.725,0.611,12.1,8.2,0.8170000000000001,73.1,15565.0,0.762
NAM,0.5539999999999999,0.517,11.7,5.8,0.525,54.1,6338.0,0.627
NER,0.263,0.124,3.0,1.2,0.479,51.1,764.0,0.307
NGA,,,8.1,,0.413,46.8,2645.0,0.495
NIC,0.583,0.479,11.0,5.2,0.78,70.7,3339.0,0.53
NLD,0.878,0.8240000000000001,16.3,11.1,0.9009999999999999,78.6,41879.0,0.912
NOR,0.9179999999999999,0.88,17.1,12.1,0.9109999999999999,79.2,59540.0,0.965
NPL,0.457,0.341,9.2,2.5,0.6729999999999999,63.7,1559.0,0.415
NRU,,,8.4,,,,5674.0,0.61
NZL,0.8809999999999999,0.887,18.2,11.6,0.9059999999999999,78.9,28023.0,0.851
OMN,0.725,0.51,11.2,5.9,0.816,73.0,43059.0,0.9159999999999999
PAK,0.465,0.28,5.6,3.8,0.665,63.2,3546.0,0.539
PAN,0.728,0.645,12.8,8.7,0.853,75.4,10396.0,0.7020000000000001
PER,0.687,0.6459999999999999,13.3,8.3,0.7909999999999999,71.4,6683.0,0.635
PHL,0.633,0.584,11.6,7.9,0.73,67.4,5144.0,0.595
PLW,0.7509999999999999,0.763,13.8,11.4,0.746,68.5,13710.0,0.743
PNG,0.462,0.306,7.0,3.4,0.653,62.5,2626.0,0.494
POL,0.799,0.804,15.3,11.4,0.8370000000000001,74.4,15171.0,0.759
PRK,,,,,0.722,66.9,,
PRT,0.792,0.67,15.7,7.0,0.883,77.4,25913.0,0.8390000000000001
PRY,0.642,0.568,12.7,6.5,0.778,70.6,5217.0,0.597
PSE,,,11.9,,0.7859999999999999,71.1,3917.0,0.5539999999999999
QAT,0.816,0.625,12.8,8.1,0.8690000000000001,76.5,108010.0,1.0
ROU,0.7240000000000001,0.667,12.5,9.6,0.7879999999999999,71.2,11919.0,0.722
RUS,0.732,0.746,13.2,11.4,0.6920000000000001,65.0,15365.0,0.7609999999999999
RWA,0.361,0.29600000000000004,7.7,2.5,0.47600000000000003,51.0,905.0,0.33299999999999996
SAU,0.748,0.5720000000000001,12.2,7.0,0.813,72.8,39327.0,0.902
SDN,0.414,0.249,5.8,2.6,0.603,59.2,2287.0,0.473
SEN,0.4,0.242,5.9,2.4,0.595,58.7,1873.0,0.44299999999999995
SGP,0.83,0.67,12.7,9.5,0.9079999999999999,79.0,50017.0,0.9390000000000001
SLB,0.462,0.377,8.0,4.7,0.6829999999999999,64.4,1260.0,0.38299999999999995
SLE,0.315,0.287,7.4,2.5,0.318,40.7,972.0,0.344
SLV,0.628,0.518,12.0,5.5,0.7609999999999999,69.4,6380.0,0.628
SMR,,,,,,,,
SOM,,,,,0.484,51.5,,
SRB,0.72,0.684,13.0,9.7,0.805,72.3,8969.0,0.679
SSD,,,,,0.462,50.0,,
STP,0.499,0.413,9.7,4.3,0.6729999999999999,63.8,1928.0,0.447
SUR,,,10.9,,0.7390000000000001,68.1,10002.0,0.696
SVK,0.7709999999999999,0.718,13.5,10.3,0.826,73.7,16795.0,0.774
SVN,0.843,0.831,16.1,11.5,0.87,76.5,24104.0,0.8290000000000001
SWE,0.902,0.8859999999999999,18.6,11.6,0.924,80.1,38069.0,0.898
SWZ,0.455,0.373,9.1,3.6,0.408,46.5,6062.0,0.62
SYC,0.716,0.588,12.1,7.6,0.8,72.0,17430.0,0.78
SYR,0.6,0.442,10.2,4.7,0.826,73.7,5039.0,0.5920000000000001
TCD,0.311,0.198,5.4,1.4,0.425,47.6,1076.0,0.359
TGO,0.4270000000000001,0.41,9.9,4.1,0.519,53.7,1133.0,0.3670000000000001
THA,0.6659999999999999,0.544,11.8,6.5,0.7859999999999999,71.1,9563.0,0.6890000000000001
TJK,0.568,0.634,10.1,10.6,0.7120000000000001,66.3,1460.0,0.405
TKM,,,10.3,,0.6779999999999999,64.1,5316.0,0.6
TLS,0.523,0.37,9.8,2.9,0.635,61.3,5598.0,0.608
TON,0.6829999999999999,0.6859999999999999,13.7,9.1,0.7859999999999999,71.1,4982.0,0.59
TTO,0.728,0.648,12.0,9.4,0.748,68.6,19362.0,0.795
TUN,0.6659999999999999,0.5489999999999999,13.5,5.2,0.825,73.6,7579.0,0.654
TUR,0.672,0.524,12.0,5.7,0.7859999999999999,71.1,13208.0,0.738
TUV,,,,,0.6809999999999999,64.3,7123.0,0.644
TZA,0.413,0.332,6.8,4.3,0.51,53.2,1579.0,0.41700000000000004
UGA,0.42100000000000004,0.45799999999999996,11.5,4.2,0.45,49.2,1098.0,0.36200000000000004
UKR,0.6890000000000001,0.742,14.1,10.5,0.727,67.3,5551.0,0.607
URY,0.747,0.685,15.1,8.0,0.85,75.2,11481.0,0.7170000000000001
USA,0.889,0.861,15.7,12.7,0.879,77.1,46690.0,0.9279999999999999
UZB,0.609,0.627,11.3,9.4,0.732,67.6,2596.0,0.4920000000000001
VCT,0.682,0.616,13.0,7.7,0.78,70.7,7841.0,0.659
VEN,0.688,0.5489999999999999,11.6,6.8,0.8109999999999999,72.7,12815.0,0.733
VNM,0.595,0.496,10.9,5.8,0.826,73.7,3004.0,0.514
VUT,,,10.4,,0.741,68.2,2381.0,0.479
WSM,0.659,0.637,12.1,9.1,0.769,70.0,4768.0,0.584
YEM,0.456,0.278,8.2,1.5,0.629,60.9,3660.0,0.544
ZAF,0.617,0.644,12.9,8.5,0.528,54.3,9658.0,0.69
ZMB,0.449,0.486,10.2,6.1,0.405,46.3,2113.0,0.461
ZWE,0.435,0.493,9.5,6.9,0.371,44.1,1976.0,0.451
