Country,Human Development Index (HDI),[Education] Education Index,[Education] Expected years of schooling (years),[Education] Mean years of schooling (years),[Health] Life expectancy Index,[Health] Life expectancy at birth (years),[Income_composition of resources] Gross national income (GNI) per capita (2011 PPP$),[Income_composition of resources] Income Index
AFG,,0.213,5.2,2.0,0.53,54.5,,
AGO,,,4.2,,0.38799999999999996,45.2,2447.0,0.483
ALB,0.652,0.58,10.7,8.5,0.8190000000000001,73.2,4728.0,0.5820000000000001
AND,,,10.8,,0.8959999999999999,78.2,42801.0,0.915
ARE,0.785,0.585,11.7,7.8,0.8270000000000001,73.7,99890.0,1.0
ARG,0.753,0.6809999999999999,14.0,8.8,0.8220000000000001,73.4,15540.0,0.762
ARM,0.636,0.6629999999999999,11.1,10.7,0.7759999999999999,70.4,2723.0,0.499
ATG,,,,,0.8170000000000001,73.1,17371.0,0.779
AUS,0.892,0.895,20.1,11.8,0.9079999999999999,79.0,32300.0,0.873
AUT,0.835,0.736,15.7,9.0,0.887,77.7,36218.0,0.89
AZE,0.626,0.625,9.9,10.5,0.711,66.2,3880.0,0.5529999999999999
BDI,0.3,0.183,4.5,1.7,0.473,50.8,788.0,0.312
BEL,0.866,0.8270000000000001,17.9,9.9,0.884,77.5,35677.0,0.888
BEN,0.385,0.254,6.3,2.4,0.541,55.1,1577.0,0.41700000000000004
BFA,,,3.3,,0.46,49.9,1044.0,0.354
BGD,0.451,0.324,7.1,3.8,0.6779999999999999,64.0,1597.0,0.419
BGR,0.7090000000000001,0.6709999999999999,12.8,9.4,0.7859999999999999,71.1,8717.0,0.675
BHR,0.7829999999999999,0.632,13.3,7.9,0.831,74.0,42520.0,0.914
BHS,,,11.9,,0.7979999999999999,71.8,22812.0,0.82
BIH,,,,,0.8240000000000001,73.6,7008.0,0.642
BLR,0.6709999999999999,0.649,12.8,8.8,0.73,67.4,6872.0,0.639
BLZ,0.6659999999999999,0.645,11.6,9.7,0.747,68.6,5756.0,0.612
BOL,0.591,0.594,12.6,7.3,0.609,59.6,4392.0,0.5710000000000001
BRA,0.67,0.5589999999999999,13.9,5.2,0.7559999999999999,69.1,11097.0,0.711
BRB,0.736,0.66,13.4,8.6,0.816,73.0,13275.0,0.738
BRN,0.812,0.636,13.1,8.2,0.843,74.8,81246.0,1.0
BTN,,,6.3,,0.601,59.1,2672.0,0.496
BWA,0.5670000000000001,0.5539999999999999,11.3,7.3,0.474,50.8,9864.0,0.6940000000000001
CAF,0.304,0.22899999999999998,5.0,2.7,0.38,44.7,859.0,0.325
CAN,0.861,0.807,16.0,10.8,0.903,78.7,33340.0,0.878
CHE,0.873,0.7759999999999999,15.0,10.8,0.9129999999999999,79.3,50711.0,0.941
CHL,0.747,0.647,12.9,8.6,0.866,76.3,13758.0,0.7440000000000001
CHN,0.5760000000000001,0.465,9.3,6.2,0.7859999999999999,71.1,3177.0,0.522
CIV,0.389,0.273,6.3,3.0,0.42200000000000004,47.4,2928.0,0.51
CMR,0.428,0.359,7.5,4.6,0.45399999999999996,49.5,2429.0,0.48200000000000004
COD,0.33399999999999996,0.295,6.9,3.1,0.45,49.2,642.0,0.281
COG,0.509,0.456,10.0,5.4,0.488,51.7,5014.0,0.591
COL,0.649,0.526,11.3,6.3,0.7759999999999999,70.4,8435.0,0.67
COM,,,8.1,,0.605,59.3,1377.0,0.396
CPV,,,,,0.745,68.4,3482.0,0.536
CRI,0.703,0.5760000000000001,11.4,7.8,0.879,77.1,9359.0,0.6859999999999999
CUB,0.672,0.647,11.9,9.5,0.865,76.2,3635.0,0.5429999999999999
CYP,0.8,0.6709999999999999,12.6,9.7,0.888,77.7,29278.0,0.858
CZE,0.775,0.6970000000000001,12.9,10.1,0.836,74.3,19675.0,0.7979999999999999
DEU,0.85,0.7859999999999999,16.1,10.2,0.884,77.4,34853.0,0.884
DJI,0.359,0.182,2.9,3.0,0.569,57.0,1906.0,0.445
DMA,,,12.0,,0.867,76.3,7504.0,0.652
DNK,0.8490000000000001,0.784,15.7,10.4,0.865,76.2,39499.0,0.903
DOM,0.6459999999999999,0.542,12.1,6.2,0.772,70.2,7116.0,0.644
DZA,0.627,0.473,10.5,5.4,0.76,69.4,9438.0,0.687
ECU,0.6709999999999999,0.5720000000000001,12.3,6.9,0.805,72.3,7662.0,0.655
EGY,0.5920000000000001,0.43799999999999994,10.4,4.5,0.7390000000000001,68.1,6954.0,0.6409999999999999
ERI,,,3.8,,0.525,54.1,1832.0,0.439
ESP,0.8140000000000001,0.7040000000000001,15.6,8.1,0.9059999999999999,78.9,27308.0,0.847
EST,0.763,0.768,14.2,11.2,0.763,69.6,15000.0,0.757
ETH,,,3.6,,0.474,50.8,587.0,0.267
FIN,0.84,0.775,17.1,9.0,0.8809999999999999,77.3,31096.0,0.867
FJI,0.6759999999999999,0.685,13.0,9.7,0.726,67.2,6084.0,0.621
FRA,0.8390000000000001,0.7490000000000001,15.7,9.4,0.898,78.4,33329.0,0.877
FSM,,,,,0.725,67.1,2928.0,0.51
GAB,0.64,0.531,12.2,5.8,0.612,59.8,20854.0,0.807
GBR,0.855,0.816,15.5,11.5,0.882,77.3,31198.0,0.868
GEO,,,11.3,,0.789,71.3,3225.0,0.525
GHA,0.47700000000000004,0.41100000000000003,7.7,5.9,0.57,57.0,2157.0,0.46399999999999997
GIN,0.314,0.16899999999999998,4.4,1.4,0.484,51.4,1232.0,0.379
GMB,0.371,0.23600000000000002,6.2,1.9,0.54,55.1,1404.0,0.39899999999999997
GNB,,,6.1,,0.49,51.9,1166.0,0.371
GNQ,,,,,0.4920000000000001,52.0,7022.0,0.642
GRC,0.787,0.659,13.6,8.4,0.8959999999999999,78.2,23840.0,0.8270000000000001
GRD,,,14.0,,0.768,69.9,8184.0,0.665
GTM,0.531,0.33899999999999997,7.9,3.6,0.72,66.8,5855.0,0.615
GUY,0.597,0.55,10.8,7.5,0.687,64.6,4156.0,0.563
HKG,0.8170000000000001,0.677,13.9,8.8,0.925,80.1,32083.0,0.872
HND,0.546,0.40299999999999997,9.6,4.1,0.769,70.0,3231.0,0.525
HRV,0.731,0.616,11.9,8.6,0.8390000000000001,74.5,14967.0,0.757
