Country,Human Development Index (HDI),[Education] Education Index,[Education] Expected years of schooling (years),[Education] Mean years of schooling (years),[Health] Life expectancy Index,[Health] Life expectancy at birth (years),[Income_composition of resources] Gross national income (GNI) per capita (2011 PPP$),[Income_composition of resources] Income Index
DZA,0.7090000000000001,0.588,13.1,6.7,0.831,74.0,12577.0,0.73
ECU,0.711,0.628,13.1,7.9,0.841,74.7,9068.0,0.6809999999999999
EGY,0.6579999999999999,0.54,12.0,6.2,0.769,70.0,9382.0,0.6859999999999999
ERI,0.40700000000000003,0.27,5.2,3.8,0.63,60.9,1371.0,0.396
ESP,0.856,0.758,16.2,9.2,0.9440000000000001,81.4,33248.0,0.877
EST,0.841,0.858,16.1,12.3,0.8340000000000001,74.2,24619.0,0.8320000000000001
ETH,0.39399999999999996,0.298,8.1,2.2,0.609,59.6,926.0,0.336
FIN,0.904,0.879,17.0,12.2,0.9179999999999999,79.7,42656.0,0.915
FJI,0.703,0.715,14.4,9.4,0.752,68.9,7204.0,0.6459999999999999
FRA,0.878,0.804,16.0,10.7,0.937,80.9,38443.0,0.899
FSM,0.596,0.54,11.4,6.7,0.7440000000000001,68.4,3255.0,0.526
GAB,0.653,0.589,12.4,7.3,0.64,61.6,13386.0,0.74
GBR,0.8959999999999999,0.872,16.0,12.8,0.9209999999999999,79.8,37876.0,0.897
GEO,0.728,0.7609999999999999,12.8,12.2,0.81,72.7,6318.0,0.626
GHA,0.542,0.511,10.4,6.6,0.617,60.1,2836.0,0.505
GIN,0.396,0.28,8.1,1.6,0.546,55.5,1476.0,0.40700000000000003
GMB,0.435,0.335,8.9,2.6,0.6,59.0,1504.0,0.409
GNB,0.415,0.345,9.5,2.4,0.528,54.3,1338.0,0.392
GNQ,0.586,0.434,9.1,5.4,0.541,55.2,29216.0,0.858
GRC,0.857,0.785,16.2,10.1,0.924,80.1,30930.0,0.866
GRD,0.7390000000000001,0.703,15.6,8.1,0.802,72.1,11491.0,0.7170000000000001
GTM,0.598,0.4320000000000001,10.4,4.3,0.7809999999999999,70.8,6593.0,0.633
GUY,0.621,0.565,10.7,8.0,0.705,65.8,5380.0,0.602
HKG,0.8959999999999999,0.7979999999999999,15.2,11.3,0.9620000000000001,82.5,49409.0,0.937
HND,0.59,0.461,10.5,5.1,0.8009999999999999,72.1,3932.0,0.555
HRV,0.8029999999999999,0.738,14.2,10.3,0.8640000000000001,76.2,21414.0,0.8109999999999999
HTI,0.466,0.389,8.5,4.6,0.622,60.4,1587.0,0.418
HUN,0.818,0.8079999999999999,15.3,11.5,0.83,74.0,22175.0,0.816
IDN,0.6459999999999999,0.561,11.7,7.1,0.735,67.8,7528.0,0.653
IND,0.564,0.46399999999999997,10.5,5.2,0.705,65.8,3764.0,0.5479999999999999
IRL,0.9079999999999999,0.898,17.9,12.0,0.92,79.8,40142.0,0.9059999999999999
IRN,0.741,0.64,12.7,8.6,0.816,73.0,17243.0,0.778
IRQ,0.643,0.493,10.3,6.2,0.741,68.2,12505.0,0.7290000000000001
ISL,0.89,0.846,18.4,10.4,0.946,81.5,34282.0,0.882
ISR,0.88,0.851,15.6,12.6,0.9390000000000001,81.0,28529.0,0.8540000000000001
ITA,0.868,0.7709999999999999,16.3,9.5,0.9470000000000001,81.6,37608.0,0.8959999999999999
JAM,0.708,0.639,12.7,8.6,0.836,74.3,8212.0,0.6659999999999999
JOR,0.736,0.7040000000000001,13.6,9.8,0.8170000000000001,73.1,9876.0,0.6940000000000001
JPN,0.8809999999999999,0.792,14.8,11.4,0.965,82.7,37233.0,0.894
KAZ,0.759,0.79,14.6,11.5,0.715,66.5,16855.0,0.775
KEN,0.523,0.484,10.2,6.0,0.62,60.3,2333.0,0.47600000000000003
KGZ,0.631,0.69,12.4,10.3,0.737,67.9,2649.0,0.495
KHM,0.521,0.424,10.6,3.9,0.698,65.4,2355.0,0.47700000000000004
KIR,0.585,0.585,11.9,7.6,0.695,65.1,2593.0,0.4920000000000001
KNA,0.738,0.61,12.9,7.6,0.807,72.4,22139.0,0.816
KOR,0.8740000000000001,0.851,16.7,11.6,0.9179999999999999,79.7,28590.0,0.8540000000000001
KWT,0.789,0.595,13.6,6.5,0.8270000000000001,73.8,99025.0,1.0
LAO,0.529,0.41,9.4,4.4,0.6679999999999999,63.4,3576.0,0.54
LBN,0.75,0.627,13.2,7.8,0.89,77.9,14797.0,0.755
LBR,0.39899999999999997,0.402,9.7,4.0,0.5870000000000001,58.2,592.0,0.26899999999999996
LBY,0.757,0.637,14.6,7.0,0.795,71.7,28787.0,0.855
LCA,0.7190000000000001,0.616,12.8,7.8,0.831,74.0,12251.0,0.726
LIE,0.899,0.7959999999999999,14.7,11.7,0.912,79.3,116408.0,1.0
LKA,0.738,0.738,13.4,11.0,0.8340000000000001,74.2,7552.0,0.653
LSO,0.48,0.48,10.8,5.4,0.44799999999999995,49.1,2989.0,0.513
LTU,0.831,0.871,16.7,12.2,0.8029999999999999,72.2,22756.0,0.82
LUX,0.89,0.767,13.5,11.7,0.919,79.7,78100.0,1.0
LVA,0.821,0.857,16.2,12.2,0.799,71.9,21111.0,0.809
MAR,0.602,0.429,10.5,4.1,0.8170000000000001,73.1,6093.0,0.621
MDA,0.6659999999999999,0.698,12.0,10.9,0.7490000000000001,68.7,4247.0,0.5660000000000001
MDG,0.5,0.465,9.7,5.9,0.654,62.5,1515.0,0.41100000000000003
MDV,0.66,0.47,11.8,4.3,0.856,75.6,11352.0,0.715
MEX,0.742,0.619,12.6,8.0,0.8590000000000001,75.8,16262.0,0.769
MHL,,,,,,,4231.0,0.5660000000000001
MKD,0.728,0.653,13.0,8.7,0.835,74.3,10906.0,0.7090000000000001
MLI,0.39,0.26,7.1,1.9,0.526,54.2,1775.0,0.434
MLT,0.8290000000000001,0.733,14.4,10.0,0.915,79.5,27733.0,0.85
MMR,0.509,0.37,8.7,3.9,0.685,64.5,3097.0,0.519
MNE,0.7859999999999999,0.767,14.6,10.9,0.838,74.5,14777.0,0.755
MNG,0.6829999999999999,0.685,13.8,9.0,0.715,66.4,7440.0,0.6509999999999999
MOZ,0.38799999999999996,0.36,9.3,3.1,0.515,53.5,808.0,0.316
MRT,0.47600000000000003,0.317,7.1,3.6,0.638,61.5,3407.0,0.5329999999999999
MUS,0.7340000000000001,0.642,13.7,7.8,0.815,73.0,15061.0,0.758
MWI,0.41700000000000004,0.406,9.9,3.9,0.526,54.2,944.0,0.33899999999999997
MYS,0.7609999999999999,0.664,12.6,9.4,0.8290000000000001,73.9,20042.0,0.8009999999999999
NAM,0.575,0.521,11.4,6.1,0.5489999999999999,55.7,8075.0,0.6629999999999999
NER,0.303,0.162,4.2,1.4,0.544,55.4,813.0,0.317
NGA,0.485,0.435,9.3,5.2,0.46,49.9,4349.0,0.57
NIC,0.614,0.506,11.3,5.8,0.816,73.0,4087.0,0.56
NLD,0.9059999999999999,0.866,16.8,12.0,0.9279999999999999,80.3,46260.0,0.927
NOR,0.938,0.905,17.4,12.7,0.934,80.7,64168.0,0.976
NPL,0.502,0.395,10.5,3.1,0.7240000000000001,67.0,1867.0,0.442
NRU,,,9.3,,,,7640.0,0.655
NZL,0.894,0.894,19.3,11.8,0.93,80.4,29591.0,0.86
OMN,0.782,0.614,12.4,8.1,0.8490000000000001,75.2,43201.0,0.917
PAK,0.515,0.349,7.3,4.4,0.6859999999999999,64.6,4358.0,0.57
PAN,0.755,0.6629999999999999,12.8,9.2,0.8690000000000001,76.5,14170.0,0.748
PER,0.7120000000000001,0.653,13.4,8.4,0.8190000000000001,73.3,8738.0,0.675
PHL,0.6609999999999999,0.626,11.7,9.0,0.74,68.1,6232.0,0.624
PLW,0.764,0.784,14.1,11.8,0.782,70.9,12282.0,0.727
PNG,0.503,0.375,9.0,3.8,0.6809999999999999,64.2,2692.0,0.4970000000000001
POL,0.8240000000000001,0.815,15.0,11.9,0.858,75.8,20005.0,0.8
PRK,,,,,0.752,68.9,,
PRT,0.8140000000000001,0.701,15.9,7.8,0.914,79.4,26526.0,0.843
PRY,0.664,0.5820000000000001,12.1,7.4,0.7979999999999999,71.9,6487.0,0.63
PSE,0.66,0.644,13.4,8.2,0.802,72.1,3971.0,0.556
QAT,0.835,0.6629999999999999,12.3,9.7,0.878,77.0,113128.0,1.0
ROU,0.795,0.777,15.3,10.6,0.82,73.3,18433.0,0.7879999999999999
RUS,0.774,0.77,14.0,11.4,0.731,67.5,23335.0,0.8240000000000001
RWA,0.455,0.39399999999999996,10.3,3.2,0.624,60.6,1255.0,0.382
SAU,0.7909999999999999,0.649,13.4,8.3,0.82,73.3,47508.0,0.9309999999999999
SDN,0.46299999999999997,0.298,7.1,3.0,0.642,61.7,3093.0,0.518
SEN,0.445,0.289,7.5,2.4,0.6579999999999999,62.8,2156.0,0.46399999999999997
SGP,0.883,0.75,14.4,10.5,0.943,81.3,63092.0,0.9740000000000001
SLB,0.504,0.426,9.4,5.0,0.733,67.6,1508.0,0.41
SLE,0.373,0.33399999999999996,8.5,2.9,0.40700000000000003,46.4,1245.0,0.381
SLV,0.659,0.557,12.4,6.4,0.789,71.3,7470.0,0.652
SMR,,,,,,,,
SOM,,,,,0.513,53.3,,
SRB,0.757,0.7240000000000001,13.6,10.4,0.823,73.5,12562.0,0.73
SSD,,,,4.8,0.501,52.6,2145.0,0.46299999999999997
STP,0.53,0.436,10.1,4.7,0.7,65.5,2531.0,0.488
SUR,0.691,0.583,11.8,7.7,0.765,69.7,13490.0,0.741
SVK,0.8220000000000001,0.7879999999999999,14.9,11.2,0.846,75.0,24896.0,0.833
SVN,0.878,0.868,16.9,11.9,0.904,78.8,30414.0,0.8640000000000001
SWE,0.9009999999999999,0.843,15.7,12.2,0.941,81.1,45055.0,0.9229999999999999
SWZ,0.517,0.48100000000000004,10.8,5.4,0.446,49.0,7173.0,0.645
SYC,0.741,0.634,13.3,8.0,0.807,72.4,19400.0,0.7959999999999999
SYR,0.6459999999999999,0.5329999999999999,11.6,6.3,0.825,73.6,5754.0,0.612
TCD,0.348,0.23199999999999998,6.2,1.8,0.449,49.2,1450.0,0.40399999999999997
TGO,0.44,0.436,10.6,4.3,0.557,56.2,1023.0,0.35100000000000003
THA,0.7140000000000001,0.611,13.2,7.3,0.82,73.3,12294.0,0.727
TJK,0.618,0.6729999999999999,11.0,11.0,0.752,68.9,2183.0,0.466
TKM,,,10.5,,0.708,66.0,8369.0,0.669
TLS,0.599,0.46799999999999997,12.1,4.0,0.715,66.5,7012.0,0.642
TON,0.7020000000000001,0.7390000000000001,14.5,10.1,0.799,71.9,4813.0,0.585
TTO,0.773,0.7040000000000001,12.5,10.7,0.76,69.4,30543.0,0.8640000000000001
TUN,0.7070000000000001,0.612,14.4,6.3,0.84,74.6,9493.0,0.688
TUR,0.71,0.555,12.5,6.3,0.8240000000000001,73.5,17656.0,0.782
TUV,,,,,0.711,66.2,5400.0,0.603
TZA,0.47700000000000004,0.4,8.4,5.0,0.602,59.2,1964.0,0.45
UGA,0.47,0.473,10.9,5.2,0.547,55.6,1413.0,0.4
UKR,0.733,0.7859999999999999,14.8,11.3,0.7440000000000001,68.3,8666.0,0.674
URY,0.7659999999999999,0.688,14.7,8.4,0.866,76.3,14872.0,0.7559999999999999
USA,0.91,0.893,16.3,13.2,0.8959999999999999,78.2,51095.0,0.9420000000000001
UZB,0.653,0.659,11.3,10.3,0.759,69.3,4018.0,0.5579999999999999
VCT,0.71,0.643,13.4,8.1,0.799,71.9,10149.0,0.698
VEN,0.753,0.662,14.0,8.2,0.8220000000000001,73.4,18154.0,0.7859999999999999
VNM,0.64,0.561,11.7,7.0,0.843,74.8,3897.0,0.5529999999999999
VUT,0.589,0.519,10.7,6.6,0.772,70.2,2946.0,0.511
WSM,0.685,0.6659999999999999,12.2,9.8,0.804,72.3,5312.0,0.6
YEM,0.485,0.311,8.4,2.3,0.66,62.9,3927.0,0.5539999999999999
ZAF,0.633,0.6809999999999999,12.8,9.7,0.519,53.7,11629.0,0.718
ZMB,0.517,0.5379999999999999,11.6,6.5,0.519,53.7,2657.0,0.495
ZWE,0.439,0.509,9.9,7.0,0.451,49.3,1136.0,0.3670000000000001
