Country,2010-2016
Afghanistan,40.9
Albania,23.2
Algeria,11.7
Angola,37.6
Armenia,9.4
Australia,2.0
Azerbaijan,18.0
Bangladesh,36.2
Barbados,7.7
Belize,15.0
Benin,34.0
Bhutan,33.5
Bolivia (Plurinational State of),16.1
Bosnia and Herzegovina,8.9
Botswana,31.4
Brazil,7.1
Brunei Darussalam,19.7
Burkina Faso,27.3
Burundi,55.9
Cambodia,32.4
Cameroon,31.7
Central African Republic,40.7
Chad,39.8
Chile,1.8
China,8.1
Colombia,12.6
Comoros,31.1
Congo,21.2
Congo (Democratic Republic of the),42.7
Costa Rica,5.6
Côte d'Ivoire,21.6
Djibouti,33.5
Dominican Republic,7.1
Ecuador,23.9
Egypt,22.3
El Salvador,13.6
Equatorial Guinea,26.2
Eritrea,50.3
Eswatini (Kingdom of),25.5
Ethiopia,38.4
Gabon,17.0
Gambia,24.6
Georgia,11.3
Ghana,18.8
Guatemala,46.7
Guinea,32.4
Guinea-Bissau,27.6
Guyana,11.3
Haiti,22.0
Honduras,22.6
India,37.9
Indonesia,36.4
Iran (Islamic Republic of),6.8
Iraq,22.1
Jamaica,6.2
Japan,7.1
Jordan,7.8
Kazakhstan,8.0
Kenya,26.2
Korea (Democratic People's Rep. of),27.9
Korea (Republic of),2.5
Kuwait,4.9
Kyrgyzstan,12.9
Lao People's Democratic Republic,44.2
Lesotho,33.4
Liberia,32.1
Libya,21.0
Madagascar,49.2
Malawi,37.4
Malaysia,20.7
Maldives,18.6
Mali,30.4
Mauritania,27.9
Mexico,12.4
Moldova (Republic of),6.4
Mongolia,10.8
Montenegro,9.4
Morocco,14.9
Mozambique,42.9
Myanmar,29.4
Namibia,22.7
Nauru,24.0
Nepal,36.0
Nicaragua,17.3
Niger,42.2
Nigeria,43.6
Oman,14.1
Pakistan,45.0
"Palestine, State of",7.4
Panama,19.1
Papua New Guinea,49.5
Paraguay,5.6
Peru,13.1
Philippines,33.4
Rwanda,36.7
Saint Lucia,2.5
Samoa,4.9
Sao Tome and Principe,17.2
Senegal,17.1
Serbia,6.0
Seychelles,7.9
Sierra Leone,37.8
Solomon Islands,31.6
Somalia,25.3
South Africa,27.4
South Sudan,31.3
Sri Lanka,17.3
Sudan,38.2
Suriname,8.8
Syrian Arab Republic,27.5
Tajikistan,26.8
Tanzania (United Republic of),34.5
Thailand,10.5
The former Yugoslav Republic of Macedonia,4.9
Timor-Leste,50.2
Togo,27.6
Tonga,8.1
Trinidad and Tobago,11.0
Tunisia,10.1
Turkey,9.5
Turkmenistan,11.5
Tuvalu,10.0
Uganda,28.9
United States,2.1
Uruguay,10.7
Uzbekistan,19.6
Vanuatu,28.5
Venezuela (Bolivarian Republic of),13.4
Viet Nam,24.6
Yemen,46.4
Zambia,40.0
Zimbabwe,27.1
