Country,2000,2005,2010,2011,2012,2013,2014,2015
Afghanistan,,9.9,8.6,8.6,7.9,8.8,9.7,10.3
Albania,6.8,6.3,5.0,5.6,5.9,6.3,7.0,6.8
Algeria,3.5,3.2,5.1,5.3,6.0,6.0,6.5,7.1
Andorra,9.3,9.8,11.6,11.8,12.1,14.2,12.0,12.0
Angola,2.5,4.0,2.7,2.8,2.7,3.0,2.8,2.9
Antigua and Barbuda,4.1,4.4,5.5,5.7,5.1,5.4,5.7,4.8
Argentina,5.0,6.4,6.8,6.3,6.3,6.4,6.4,6.8
Armenia,6.5,7.0,5.3,3.8,6.7,8.3,7.0,10.1
Australia,7.6,8.0,8.5,8.6,8.7,8.8,9.1,9.4
Austria,9.2,9.6,10.1,9.9,10.1,10.2,10.3,10.3
Azerbaijan,3.8,7.4,4.9,4.8,5.1,5.4,5.7,6.7
Bahamas,5.1,5.9,7.4,7.6,7.6,7.4,7.3,7.4
Bahrain,3.4,3.0,3.3,3.1,4.2,4.3,4.6,5.2
Bangladesh,2.4,2.8,2.7,2.8,2.7,2.7,2.7,2.6
Barbados,5.2,6.3,6.9,7.4,8.3,8.2,7.7,7.5
Belarus,5.5,6.3,5.3,4.7,5.3,5.8,5.4,6.1
Belgium,7.9,9.0,9.9,10.1,10.2,10.4,10.4,10.5
Belize,3.9,4.4,5.8,5.6,5.4,5.8,5.8,6.2
Benin,4.3,4.0,4.1,4.2,4.7,3.9,3.6,4.0
Bhutan,4.2,3.5,3.2,3.0,3.2,3.3,3.2,3.5
Bolivia (Plurinational State of),4.3,5.0,5.1,5.1,5.1,5.5,5.8,6.4
Bosnia and Herzegovina,7.1,9.1,9.0,9.2,9.5,9.5,9.6,9.4
Botswana,5.8,5.3,5.6,6.3,6.4,5.4,5.3,6.0
Brazil,8.4,8.0,8.0,7.8,7.8,8.0,8.4,8.9
Brunei Darussalam,2.5,2.2,2.3,1.9,1.9,2.1,2.2,2.6
Bulgaria,5.9,6.9,7.1,7.1,7.6,7.8,8.5,8.2
Burkina Faso,3.3,4.4,5.9,5.2,4.9,6.1,5.6,5.4
Burundi,6.8,9.4,11.3,10.4,8.6,8.2,6.8,8.2
Cabo Verde,4.8,4.8,4.5,4.3,4.6,4.4,5.0,4.8
Cambodia,6.4,7.1,6.9,7.5,7.3,6.9,6.2,6.0
Cameroon,4.3,4.5,5.0,3.8,5.0,4.9,4.9,5.1
Canada,8.3,9.1,10.6,10.2,10.2,10.1,10.0,10.4
Central African Republic,3.5,4.5,3.8,3.8,3.6,4.4,4.7,4.8
Chad,6.2,4.9,4.1,3.9,3.6,4.8,4.6,4.6
Chile,7.0,6.6,6.8,6.8,7.0,7.4,7.6,8.1
China,4.5,4.3,4.5,4.6,4.8,4.9,5.0,5.3
Colombia,5.5,5.5,6.1,5.9,6.1,6.0,6.4,6.2
Comoros,12.1,10.1,8.8,9.5,8.3,8.3,8.0,8.0
Congo,1.7,1.9,2.0,1.9,2.0,2.4,2.4,3.4
Congo (Democratic Republic of the),1.4,3.0,4.0,3.5,3.6,3.9,4.4,4.3
Costa Rica,6.5,6.7,8.1,8.4,8.1,8.3,8.2,8.1
Croatia,7.7,6.9,8.1,7.8,7.8,7.3,7.5,7.4
Cyprus,5.3,5.3,6.3,6.6,6.7,6.9,6.8,6.8
Czechia,5.7,6.4,6.9,7.0,7.0,7.8,7.7,7.3
Côte d'Ivoire,5.7,5.4,6.1,5.9,6.0,5.1,5.2,5.4
Denmark,8.1,9.1,10.4,10.2,10.3,10.2,10.3,10.3
Djibouti,4.1,4.5,4.3,4.7,4.6,4.1,4.1,4.4
Dominica,4.7,4.6,5.1,4.6,5.4,5.0,5.2,5.4
Dominican Republic,4.2,4.6,5.6,5.6,5.9,6.0,6.1,6.2
Ecuador,3.3,5.6,7.5,7.8,8.4,8.5,8.6,8.5
Egypt,5.2,5.2,4.4,4.6,4.9,4.6,4.1,4.2
El Salvador,8.0,7.2,6.9,6.8,6.7,6.9,6.8,6.9
Equatorial Guinea,2.5,0.8,1.5,1.3,1.4,1.7,1.8,2.7
Eritrea,5.6,5.3,3.7,3.4,3.2,3.2,3.4,3.3
Estonia,5.2,5.0,6.3,5.8,5.8,6.0,6.2,6.5
Eswatini (Kingdom of),4.6,5.9,8.2,8.5,7.4,7.3,7.2,7.0
Ethiopia,4.4,4.1,5.5,4.5,4.6,4.1,4.0,4.0
Fiji,3.7,3.5,3.6,3.4,3.5,3.5,3.7,3.6
Finland,6.8,8.0,8.9,8.9,9.3,9.5,9.5,9.4
France,9.5,10.2,10.7,10.7,10.8,10.9,11.1,11.1
Gabon,2.9,2.8,2.5,2.6,2.4,2.8,2.5,2.7
Gambia,3.6,4.9,5.7,6.2,6.1,6.1,7.0,6.7
Georgia,7.4,8.3,9.5,8.4,8.4,8.4,8.4,7.9
Germany,9.8,10.3,11.0,10.7,10.8,11.0,11.1,11.2
Ghana,5.1,6.3,6.5,6.1,5.5,5.8,5.5,5.9
Greece,7.2,9.0,9.6,9.1,8.8,8.3,7.9,8.4
Grenada,5.1,5.3,6.1,6.1,5.8,5.6,5.3,5.0
Guatemala,5.2,6.6,6.4,6.2,6.3,6.2,6.2,5.7
Guinea,5.0,4.5,4.4,5.1,4.6,4.7,4.3,4.5
Guinea-Bissau,6.3,6.3,6.2,5.4,4.8,4.7,6.3,6.9
Guyana,4.4,5.4,4.6,4.9,4.8,5.0,5.1,4.5
Haiti,6.9,5.5,10.2,10.6,10.1,7.2,7.2,6.9
Honduras,6.3,7.2,8.2,7.6,8.4,8.2,7.7,7.6
Hungary,6.8,8.0,7.6,7.6,7.5,7.3,7.1,7.2
Iceland,9.0,9.2,8.8,8.6,8.7,8.7,8.8,8.6
India,4.2,3.8,3.3,3.2,3.3,3.7,3.6,3.9
Indonesia,2.0,2.8,3.5,3.3,3.4,3.4,3.4,3.3
Iran (Islamic Republic of),5.2,6.0,7.8,6.7,6.8,6.3,7.1,7.6
Iraq,,2.9,3.3,2.9,3.2,3.2,3.4,3.4
Ireland,5.9,7.6,10.5,9.9,10.1,10.4,9.9,7.8
Israel,6.8,7.1,7.1,7.0,7.1,7.1,7.4,7.4
Italy,7.6,8.4,9.0,8.8,9.0,9.0,9.0,9.0
Jamaica,5.8,4.1,5.4,5.5,5.3,5.8,5.5,5.9
Japan,7.2,7.8,9.2,10.6,10.8,10.8,10.8,10.9
Jordan,9.6,8.9,8.1,8.3,8.0,7.3,7.4,6.3
Kazakhstan,4.2,4.0,4.2,3.6,4.0,3.8,3.6,3.9
Kenya,5.2,5.1,6.4,5.5,5.7,5.7,5.5,5.2
Kiribati,8.6,11.5,9.4,8.8,8.7,9.4,9.6,7.6
Korea (Republic of),4.0,5.1,6.5,6.6,6.7,6.9,7.1,7.4
Kuwait,2.5,2.4,2.8,2.6,2.6,2.6,3.2,4.0
Kyrgyzstan,4.4,7.5,7.1,7.2,8.5,8.2,8.3,8.2
Lao People's Democratic Republic,4.7,4.8,3.2,2.2,2.3,2.7,2.6,2.8
Latvia,7.9,8.9,8.6,7.9,7.6,7.5,7.8,5.8
Lebanon,10.7,7.6,7.5,8.1,8.0,7.5,7.4,7.4
Lesotho,5.8,5.3,6.2,7.2,7.7,7.9,8.6,8.4
Liberia,3.8,8.5,10.0,10.5,9.3,9.2,14.1,15.2
Libya,3.4,2.6,3.4,5.0,,,,
Lithuania,5.8,5.6,6.8,6.5,6.3,6.1,6.2,6.5
Luxembourg,5.9,7.2,7.0,6.1,6.6,6.5,6.3,6.0
Madagascar,5.3,5.5,5.4,5.0,3.8,4.0,4.9,5.2
Malawi,4.4,6.1,7.2,7.5,8.5,11.6,9.7,9.3
Malaysia,2.4,2.9,3.3,3.5,3.6,3.7,3.9,4.0
Maldives,7.4,8.8,9.3,10.2,8.4,11.0,13.0,11.5
Mali,5.1,5.0,4.4,4.1,4.4,5.4,5.8,5.8
Malta,6.5,8.7,8.2,8.6,8.6,8.9,9.5,9.6
Marshall Islands,25.2,26.3,19.3,19.1,18.7,19.4,18.8,22.1
Mauritania,4.5,4.5,3.3,3.2,3.3,3.6,4.2,4.6
Mauritius,3.0,3.7,4.7,4.4,4.4,4.7,5.4,5.5
Mexico,4.9,5.9,6.0,5.8,5.9,6.0,5.7,5.9
Micronesia (Federated States of),7.7,11.5,12.9,12.9,12.0,11.9,12.4,13.1
Moldova (Republic of),5.8,9.6,12.2,10.9,10.9,10.3,10.3,10.2
Monaco,1.7,2.1,2.3,2.2,2.2,2.1,2.1,2.0
Mongolia,5.5,4.2,4.2,4.1,3.7,4.0,3.8,3.9
Montenegro,6.7,7.7,5.9,5.8,6.1,6.0,5.9,6.0
Morocco,4.0,4.8,5.9,5.7,5.7,5.6,5.7,5.5
Mozambique,3.7,6.4,5.1,4.4,5.1,4.7,5.5,5.4
Myanmar,1.8,1.8,1.9,1.7,1.9,2.0,4.9,4.9
Namibia,11.5,12.4,9.5,9.7,9.2,8.6,8.2,8.9
Nauru,13.5,12.6,10.7,8.2,7.5,4.9,5.5,4.8
Nepal,3.6,4.5,5.0,5.1,5.2,5.7,5.8,6.1
Netherlands,7.1,9.3,10.4,10.5,10.9,10.9,10.9,10.7
New Zealand,7.5,8.3,9.7,9.6,9.7,9.4,9.4,9.3
Nicaragua,5.2,5.5,6.5,7.1,7.5,7.4,7.6,7.8
Niger,5.7,7.2,6.2,6.5,6.0,6.1,5.9,7.2
Nigeria,2.6,3.8,3.3,3.3,3.3,3.4,3.3,3.6
Norway,7.7,8.3,8.9,8.8,8.8,8.9,9.3,10.0
Oman,3.1,2.6,2.7,2.6,2.6,2.8,3.5,3.8
Pakistan,3.1,2.9,2.6,2.4,2.4,2.6,2.7,2.7
Palau,9.5,9.0,11.5,10.4,11.4,11.8,11.9,10.6
Panama,7.5,6.6,6.6,6.0,6.1,6.6,6.8,7.0
Papua New Guinea,3.0,3.7,3.1,3.2,3.7,4.9,4.5,3.8
Paraguay,5.8,5.0,6.2,6.7,7.6,7.0,7.6,7.8
Peru,4.4,4.5,4.7,4.6,4.7,4.8,5.1,5.3
Philippines,3.2,3.9,4.3,4.2,4.4,4.5,4.2,4.4
Poland,5.3,5.8,6.4,6.2,6.2,6.4,6.2,6.3
Portugal,8.4,9.4,9.8,9.5,9.3,9.1,9.0,9.0
Qatar,2.0,2.6,1.8,1.6,1.7,2.1,2.4,3.1
Romania,4.2,5.5,5.7,4.7,4.7,5.2,5.0,5.0
Russian Federation,5.4,5.1,5.3,5.1,5.3,5.5,5.7,5.6
Rwanda,4.6,7.5,9.3,8.9,8.5,7.9,8.2,7.9
