Country,2000,2005,2010,2011,2012,2013,2014,2015,2016,2017
AFG,,,,,,,-7.4,,,
ALB,-13.5,,,-17.8,-13.9,-12.0,-11.7,-13.5,-14.9,
DZA,,-2.5,-1.4,-1.5,-1.5,-1.1,-1.0,-1.0,-0.9,
AND,,,,,,-185.7,,-218.6,-198.2,
ATG,,,-41.8,-48.9,-19.3,,,,,
ARG,-0.2,,,,,,,,,
ARM,,0.6,-1.5,-1.9,-2.4,-3.2,-2.7,-3.1,-3.1,
AUS,,,,,,,,14.8,16.8,
AUT,,,14.5,14.2,10.4,13.2,11.6,11.8,12.3,
AZE,,,-4.7,-7.7,-6.6,-9.5,-14.4,-17.5,-18.3,
BHR,,-15.4,,,,,-0.0,-0.1,-1.6,
BGD,,-4.6,,,,,,,,
BRB,,,3.3,3.9,,,,,,
BLR,-1.3,-1.5,-4.6,-5.2,-5.0,-4.4,-3.9,-2.7,-2.1,
BEL,8.1,2.8,5.6,5.5,6.2,7.4,8.6,8.5,,
BEN,,,3.8,,,,3.4,3.6,4.0,
BIH,,,,-6.1,-4.6,-3.1,-2.1,-2.7,-3.9,
BWA,,-44.3,,,,,-3.6,-3.7,-3.6,-3.7
BRA,,,-0.2,-0.2,-0.2,,-0.2,-0.3,,
BRN,-59.7,-52.7,-57.5,-49.5,-41.1,,-27.6,-26.8,-30.9,
BGR,-5.1,-7.2,-4.9,-5.0,-5.0,-4.7,-4.7,-4.6,-4.7,
BFA,,-8.0,,-3.1,-3.0,-2.9,,,,
BDI,-12.5,,0.6,-4.5,2.8,-3.7,-1.2,,,
CPV,,,,-25.4,-26.0,-32.1,-22.4,-23.4,-25.8,
CMR,,-14.8,-8.8,-8.2,-7.3,,,,,
CAF,,,,,4.0,,,,,
TCD,,,,-15.5,,,,,,
CHL,-0.4,-0.9,0.0,-0.7,-0.5,-0.5,-0.5,-0.5,-0.4,
CHN,,,-1.6,-1.8,-1.9,-1.8,-1.6,-1.6,-1.6,
COL,,,,,,,-1.1,-1.1,-1.0,
COM,,,-92.0,-71.7,-71.1,,-78.8,,,
COG,,,,-28.9,,-22.8,,,,
COD,,,,-0.7,,-0.2,,,,
HRV,,-7.4,-6.1,-5.9,-5.0,-4.9,-4.9,-4.9,-5.1,
CUB,2.8,2.8,3.5,3.8,4.1,,,,,
CYP,-140.5,-82.0,-52.0,-56.1,-61.2,-67.0,-31.6,-50.2,,
CZE,-0.1,3.5,5.4,5.8,6.2,6.4,6.9,7.4,,
CIV,,,-4.7,-11.4,,-0.6,-3.8,-3.7,,
DNK,3.4,2.1,5.3,5.5,6.0,8.3,8.1,8.7,9.2,
DJI,-720.5,-131.1,,-40.2,,,,,,
DOM,,,,,2.7,,1.4,1.2,1.2,
ECU,,,,,-1.4,,,-1.5,,
EGY,,0.9,1.3,,,1.0,0.9,,0.8,
