Country1_Country2,Human Development Index (HDI),[Education] Education Index,[Education] Expected years of schooling (years),[Education] Mean years of schooling (years),[Health] Life expectancy Index,[Health] Life expectancy at birth (years),[Income_composition of resources] Gross national income (GNI) per capita (2011 PPP$),[Income_composition of resources] Income Index
AFG_AGO,,,0.298818464931244,,0.9579165043816449,0.9651237539332351,,
AFG_ALB,,1.9545129487644775,1.6435015571218432,2.0486942584720156,1.9495624631429234,1.9406251826399474,,
AFG_AND,,,1.673383403614968,,2.4689960605893067,2.4595089213137302,,
AFG_ARE,,1.9811411905732579,1.9423200220530876,1.8280656460211833,2.00352959015034,1.9925135565073258,,
AFG_ARG,,2.4924034333018406,2.62960249139495,2.1432493780938016,1.9698001357707047,1.9613805321868991,,
AFG_ARM,,2.396541762790231,1.763028943094341,2.7420984690317747,1.6594891554780584,1.6500502889826296,,
AFG_ATG,,,,,1.9360706813910693,1.9302475078664711,,
AFG_AUS,,3.6320921827176393,4.4523951274755404,3.088800574311655,2.549946751100432,2.542530319501535,,
AFG_AUT,,2.7853140931984246,3.1375938817780646,2.2062861245083245,2.4082830427059636,2.407620547446352,,
AFG_AZE,,2.1941671250435006,1.404446785176848,2.6790617226172513,1.2210062485427993,1.2141879484966518,,
AFG_BDI,,0.15976945085268146,0.20917292545187127,0.09455511962178509,0.3845157799278436,0.3839739666185995,,
AFG_BEL,,3.2699480941182273,3.7949945046268017,2.489951483373681,2.3880453700781823,2.3868651978994,,
AFG_BEN,,0.2183515828319993,0.3287003114243685,0.12607349282904723,0.07420479963519777,0.062266048640854166,,
AFG_BFA,,,0.5677550833693648,,0.4722123613148952,0.4773730395798801,,
AFG_BGD,,0.5911469681549242,0.5677550833693639,0.5673307177307121,0.9983918496372057,0.985879103480187,,
AFG_BGR,,2.4391469496842797,2.271020333477457,2.3323596173373717,1.7269480642373292,1.722694012396958,,
AFG_BHR,,2.2314466635757935,2.420429565943079,1.8595840192284452,2.0305131536540477,2.0236465808277524,,
AFG_BHS,,,2.002083715039337,,1.8078987547484542,1.7953377358112879,,
AFG_BIH,,,,,1.9832919175225587,1.9821358817338492,,
AFG_BLR,,2.3219826857256467,2.271020333477457,2.1432493780938016,1.3491781751854137,1.33872004577836,,
AFG_BLZ,,2.3006800922786224,1.9124381755599633,2.426914736959157,1.463858320076174,1.4632521430600667,,
AFG_BOL,,2.0290720258290627,2.2112566404912073,1.6704737799848743,0.5329253791982382,0.5292614134472585,,
AFG_BRA,,1.8426743331676,2.5997206449018253,1.008587942632377,1.524571337959517,1.5151405169274448,,
AFG_BRB,,2.3805648177049634,2.450311412436203,2.0802126316792773,1.9293247905151414,1.919869833092996,,
AFG_BRN,,2.252749257022818,2.3606658729568295,1.9541391388502303,2.1114638441651725,2.1066679790155574,,
AFG_BTN,,,0.3287003114243685,,0.47895825219082167,0.4773730395798804,,
AFG_BWA,,1.8160460913588197,1.8227926360805902,1.6704737799848743,0.37776988905191633,0.3839739666185995,,
AFG_CAF,,0.08521037378809715,0.05976369298624906,0.22062861245083254,1.0118836313890607,1.017012127800613,,
AFG_CAN,,3.163435126883106,3.2272394212574382,2.7736168422390373,2.516217296720797,2.5113972951811085,,
AFG_CHE,,2.998340027668667,2.928420956326194,2.7736168422390373,2.583676205480067,2.573663343821962,,
AFG_CHL,,2.3113313890021345,2.300902179970581,2.0802126316792773,2.2666193343114953,2.2623331006176923,,
AFG_CHN,,1.34206338716253,1.2251557062181018,1.3237716747049948,1.7269480642373292,1.722694012396958,,
AFG_CIV,,0.3195389017053647,0.3287003114243685,0.31518373207261763,0.7285562146001237,0.7368149089167715,,
AFG_CMR,,0.7775446608163865,0.6872824693418615,0.8194777033888062,0.5126877065704576,0.5188837386737823,,
AFG_COD,,0.4367031656639979,0.5079913903831152,0.34670210527987977,0.5396712700741659,0.5500167629942094,,
AFG_COG,,1.2941325519067253,1.4343286316699724,1.0716246890469008,0.28332741678893725,0.2905748936573178,,
AFG_COL,,1.6669279372296502,1.8227926360805902,1.3552900479122565,1.6594891554780584,1.6500502889826296,,
AFG_COM,,,0.8665735483006081,,0.5059418156945299,0.4981283891268312,,
AFG_CPV,,,,,1.4503665383243198,1.4424967935131165,,
AFG_CRI,,1.9332103553174538,1.8526744825737145,1.8280656460211833,2.3543159156985474,2.3453544988054973,,
AFG_CUB,,2.3113313890021345,2.002083715039337,2.3638779905446334,2.259873443435568,2.2519554258442174,,
AFG_CYP,,2.4391469496842797,2.2112566404912073,2.426914736959157,2.415028933581891,2.407620547446352,,
AFG_CZE,,2.5776138070899384,2.300902179970581,2.5529882297882045,2.064242608033683,2.054779605148179,,
AFG_DEU,,3.0515965112862276,3.2571212677505628,2.5845066029954658,2.3880453700781823,2.3764875231259253,,
AFG_DJI,,0.16509509921443777,0.687282469341862,0.31518373207261763,0.2630897441611555,0.2594418693368914,,
AFG_DMA,,,2.031965561532461,,2.2733652251874226,2.2623331006176923,,
AFG_DNK,,3.040945214562716,3.1375938817780646,2.6475433494099896,2.259873443435568,2.2519554258442174,,
AFG_DOM,,1.7521383110177473,2.0618474080255855,1.3237716747049948,1.632505591974351,1.629294939435678,,
AFG_DZA,,1.3846685740565783,1.5837378641355946,1.0716246890469008,1.551554901463226,1.546273541247873,,
AFG_ECU,,1.9119077618704297,2.1216111010118346,1.5444002871558273,1.8551199908799443,1.8472261096786662,,
AFG_EGY,,1.1982708813951157,1.5538560176424703,0.7879593301815445,1.409891193068758,1.4113637691926884,,
AFG_ERI,,,0.418345850903743,,0.03372945437963559,0.04151069909390226,,
AFG_ESP,,2.6148933456222307,3.1077120352849406,1.9226207656429686,2.5364549693485774,2.5321526447280602,,
AFG_EST,,2.955734840774619,2.6893661843811985,2.899690335068084,1.571792574091007,1.567028890794823,,
AFG_ETH,,,0.47810954388999116,,0.37776988905191633,0.3839739666185995,,
AFG_FIN,,2.993014379306911,3.555939732681807,2.2062861245083245,2.3678076974504005,2.3661098483524485,,
AFG_FJI,,2.5137060267488653,2.3307840264637054,2.426914736959157,1.3221946116817054,1.3179646962314084,,
AFG_FRA,,2.854547521901254,3.1375938817780646,2.3323596173373717,2.4824878423411616,2.480264270860682,,
AFG_FSM,,,,,1.3154487208057783,1.3075870214579317,,
AFG_GAB,,1.6935561790384306,2.0917292545187096,1.1976981818759476,0.5531630518260194,0.5500167629942094,,
AFG_GBR,,3.2113659621389097,3.077830188791816,2.994245454689869,2.3745535883263287,2.3661098483524485,,
AFG_GEO,,,1.8227926360805902,,1.7471857368651111,1.7434493619439095,,
