Country1_Country2,Human Development Index (HDI),[Education] Education Index,[Education] Expected years of schooling (years),[Education] Mean years of schooling (years),[Health] Life expectancy Index,[Health] Life expectancy at birth (years),[Income_composition of resources] Gross national income (GNI) per capita (2011 PPP$),[Income_composition of resources] Income Index
AFG_AGO,,,0.02988184649312453,,0.9983918496372077,1.0066344530271383,,
AFG_ALB,,2.0610259159995983,1.9722018685462124,1.9226207656429684,2.0642426080336818,2.0651572799216558,,
AFG_AND,,,2.151492947504959,,2.597167987231921,2.5944186933689135,,
AFG_ARE,,1.9385360036792092,2.1813747939980836,1.5128819139485652,2.1182097350410984,2.117045653789034,,
AFG_ARG,,2.556311213642913,2.8387754168468207,2.017175885264754,2.104717953289245,2.1066679790155574,,
AFG_ARM,,2.5882651038134497,2.151492947504959,2.710580095824513,1.6864727189817663,1.6811833133030563,,
AFG_ATG,,,,,2.0777343897855367,2.0755349546951307,,
AFG_AUS,,3.8291411721026134,4.093812969558047,3.18335569393344,2.6781186777430457,2.6774400915567185,,
AFG_AUT,,2.8651988186247657,3.2272394212574387,2.2378044977155866,2.522963187596723,2.5217749699545835,,
AFG_AZE,,,2.0319655615324614,,1.3289405025576322,1.3283423710048834,,
AFG_BDI,,0.13314120904390192,0.3287003114243685,0.06303674641452406,0.424991125183406,0.42548466571250176,,
AFG_BEL,,3.3285302260975427,3.8846400441061766,2.48995148337368,2.543200860224505,2.542530319501535,,
AFG_BEN,,0.35149279187590077,0.6275187763556132,0.06303674641452339,0.3170568711685715,0.3113302432042697,,
AFG_BFA,,,0.2390547719449958,,0.26983563503708363,0.26981954411036657,,
AFG_BGD,,0.6390778034107285,0.7769280088212356,0.44125722490166486,0.876965813870518,0.8717246809719549,,
AFG_BGR,,2.5509855652811573,2.480193258929328,2.3323596173373717,1.9765460266466306,1.9717582069603743,,
AFG_BHR,,2.3592622242579386,2.958302802819319,1.5759186603630888,2.178922752924442,2.1793117024298874,,
AFG_BHS,,,2.480193258929328,,1.9900378083984849,1.9821358817338495,,
AFG_BIH,,,,,1.9428165722669952,1.9406251826399477,,
AFG_BLR,,,2.62960249139495,,1.7876610821206724,1.784960061037813,,
AFG_BLZ,,2.3645878726196945,2.2411384869843323,2.2378044977155866,1.9023412270114328,1.8991144835460445,,
AFG_BOL,,2.1249336963406718,2.4503114124362035,1.6074370335703505,0.4924500339426747,0.48775071435335615,,
AFG_BRA,,1.8266973880823318,2.749129877367448,0.819477703388806,1.5178254470835904,1.515140516927445,,
AFG_BRB,,2.6095676972604736,2.868657263339945,2.1117310048865394,2.084480280661463,2.0859126294686057,,
AFG_BRN,,2.4338213013225234,2.719248030874323,1.9226207656429684,2.2463816616837127,2.2519554258442174,,
AFG_BTN,,,0.7171643158349861,,0.33054865292042557,0.32170791797774556,,
AFG_BWA,,1.7947434979117953,2.002083715039337,1.4183267943267799,0.7015726510964141,0.6953042098228692,,
AFG_CAF,,0.21302593447024298,0.20917292545187127,0.1891102392435704,0.47895825219082266,0.4773730395798801,,
AFG_CAN,,3.509602270397249,3.9444037370924256,2.7736168422390364,2.6781186777430457,2.6774400915567185,,
AFG_CHE,,2.9823630825833987,3.137593881778065,2.521469856580942,2.711848132122681,2.7085731158771456,,
AFG_CHL,,2.4338213013225234,2.5399569519155767,2.0802126316792777,2.361061806574474,2.3557321735789736,,
AFG_CHN,,1.4432507060358954,1.5837378641355948,1.1346614354614237,1.841628209128089,1.8472261096786662,,
AFG_CIV,,0.48995964928155833,0.7769280088212356,0.1891102392435704,0.101188363138907,0.10377674773475642,,
