Country1_Country2,Human Development Index (HDI),[Education] Education Index,[Education] Expected years of schooling (years),[Education] Mean years of schooling (years),[Gender] Share of seats in parliament (% held by women),[Health] Life expectancy Index,[Health] Life expectancy at birth (years),[Income_composition of resources] Gross national income (GNI) per capita (2011 PPP$),[Income_composition of resources] Income Index
AFG_CPV,,,,,,1.4301288656965385,1.4321191187396398,,
AFG_CRI,,1.9438616520409657,1.882556329066839,1.7965472728139216,,2.3812994792022546,2.3764875231259253,,
AFG_CUB,,2.3326339824491584,2.061847408025586,2.3323596173373717,,2.2801111160633494,2.2830884501646436,,
AFG_CYP,,2.481752136578328,2.3009021799705813,2.3638779905446334,,2.448758387961526,2.4491312465402535,,
AFG_CZE,,2.646847235792767,2.5100751054224526,2.489951483373681,,2.077734389785537,2.0755349546951307,,
AFG_DEU,,3.0515965112862276,3.2870031142436877,2.521469856580943,,2.401537151830037,2.407620547446352,,
AFG_DJI,,0.12781556068214517,0.5976369298624884,0.28366535886535615,,0.31705687116857173,0.3113302432042695,,
AFG_DMA,,,2.0917292545187105,,,2.320586461318912,2.31422147448507,,
AFG_DNK,,3.0462708629244717,3.1973575747643137,2.5845066029954658,,2.286857006939276,2.2830884501646436,,
AFG_DOM,,1.7840922011882836,2.1216111010118346,1.292253301497733,,1.6662350463539861,1.6604279637561044,,
AFG_DZA,,1.3633659806095535,1.6136197106287196,1.008587942632377,,1.551554901463226,1.546273541247873,,
AFG_ECU,,1.9598385971262333,2.181374793998083,1.5444002871558273,,1.8618658817558713,1.8679814592256174,,
AFG_EGY,,1.2781556068214568,1.7331470966012168,0.7249225837670209,,1.4233829748206122,1.4217414439661646,,
AFG_ERI,,,0.35858215791749304,,,0.04722123613148965,0.05188837386737832,,
AFG_ESP,,2.6574985325162785,3.1973575747643137,1.8911023924357069,,2.556692641976359,2.55290799427501,,
AFG_EST,,2.902478357157058,2.62960249139495,2.8366535886535607,,1.578538464966934,1.5774065655682996,,
AFG_ETH,,,0.5079913903831144,,,0.3777698890519161,0.3839739666185995,,
AFG_FIN,,2.982363082583399,3.555939732681808,2.1747677513010633,,2.3880453700781823,2.3868651978994,,
AFG_FJI,,2.5669625103664258,2.3905477194499545,2.426914736959157,,1.3491781751854135,1.3490977205518349,,
AFG_FRA,,2.88650141207179,3.2272394212574387,2.2693228709228483,,2.50947140584487,2.5113972951811085,,
AFG_FSM,,,,,,1.3491781751854135,1.3490977205518349,,
AFG_GAB,,1.7095331241236984,2.151492947504959,1.1346614354614242,,0.6341137423371442,0.6330381611820148,,
AFG_GBR,,3.232668555585934,3.107712035284941,2.994245454689869,,2.3947912609541095,2.397242872672875,,
AFG_GEO,,,1.882556329066839,,,1.7606775186169652,1.764204711490861,,
AFG_GHA,,1.1024092108835064,0.8366917018074842,1.1976981818759476,,0.3305486529204269,0.3320855927512214,,
AFG_GIN,,0.23432852791726688,0.2689366184381199,0.1891102392435704,,0.24959796240930188,0.24906419456341555,,
AFG_GMB,,0.13846685740565756,0.2988184649312442,0.031518373207261696,,0.06745890875926985,0.07264372341433001,,
AFG_GNB,,,0.2689366184381199,,,0.24959796240930188,0.24906419456341555,,
AFG_GNQ,,,,,,0.2563438532852289,0.2594418693368914,,
AFG_GRC,,2.3273083340874026,2.420429565943079,1.9856575120574924,,2.4959796240930157,2.5010196204076323,,
AFG_GRD,,,2.659484337888075,,,1.6325055919743507,1.6292949394356777,,
AFG_GTM,,0.6816829903047772,0.8068098553143597,0.5042939713161885,,1.2749733755502164,1.276453997137505,,
AFG_GUY,,1.826697388082332,1.7331470966012168,1.7019921531921363,,1.0860884310242582,1.0896558512149435,,
AFG_HKG,,2.508380378387108,2.62960249139495,2.1432493780938016,,2.6713727868671198,2.667062416783243,,
AFG_HND,,1.0331757821806775,1.3446830921905994,0.6303674641452357,,1.6257597010984237,1.6292949394356777,,
AFG_HRV,,2.0770028610848676,1.9722018685462124,1.9541391388502303,,2.1114638441651725,2.1066679790155574,,
AFG_HTI,,0.6710316935812644,0.8366917018074842,0.4412572249016651,,0.30356508941671767,0.30095256843079365,,
AFG_HUN,,2.6841267743250588,2.450311412436203,2.616024976202728,,1.7336939551132569,1.7330716871704344,,
AFG_IDN,,1.4112968158653585,1.6733834036149682,1.008587942632377,,1.2075144667909457,1.203810273723175,,
AFG_IND,,0.8308011444339469,0.986100934273106,0.5988490909379738,,0.7622856689797587,0.7575702584637223,,
AFG_IRL,,2.7799884448366687,2.5399569519155767,2.7105800958245134,,2.2801111160633494,2.2830884501646436,,
AFG_IRN,,1.608345805250333,1.942320022053088,1.1346614354614242,,1.56504668321508,1.5670288907948229,,
AFG_IRQ,,1.0331757821806775,1.1653920132318532,0.7879593301815445,,1.558300792339153,1.556651216021348,,
AFG_ISL,,2.9610604891363743,3.4065305002161854,2.2378044977155866,,2.603913878107849,2.604796368142388,,
AFG_ISR,,3.1101786432655443,2.779011723860572,3.088800574311655,,2.50947140584487,2.5113972951811085,,
AFG_ITA,,2.535008620195889,2.8985391098330697,1.9541391388502303,,2.556692641976359,2.5632856690484864,,
AFG_JAM,,1.826697388082332,1.942320022053088,1.5444002871558273,,1.8753576635077247,1.8783591339990926,,
AFG_JOR,,2.4125187078754995,2.211256640491208,2.3323596173373717,,1.7876610821206727,1.7849600610378125,,
AFG_JPN,,2.8918270604335454,2.838775416846821,2.6475433494099896,,2.7388316956263905,2.7397061401975726,,
AFG_KAZ,,2.43914694968428,2.151492947504959,2.4584331101664194,,0.9646623952575702,0.9651237539332354,,
AFG_KEN,,1.0491527272659456,1.1056283202456039,0.8825144498033298,,0.14840959927039576,0.14528744682865913,,
AFG_KGZ,,2.1835158283199885,1.7331470966012168,2.3323596173373717,,1.2479898120465074,1.2453209728170784,,
AFG_KHM,,0.5485417812608753,0.7171643158349863,0.34670210527987977,,0.22936028978152057,0.22830884501646453,,
AFG_KIR,,,1.7331470966012168,,,0.9511706135057169,0.9547460791597603,,
AFG_KNA,,,2.420429565943079,,,1.578538464966934,1.5774065655682996,,
AFG_KOR,,3.0356195662009595,3.1674757282711896,2.5845066029954658,,2.1519391894207356,2.1585563528829352,,
AFG_KWT,,1.9704898938497462,2.5399569519155767,1.2607349282904712,,1.9630542448947774,1.9613805321868991,,
AFG_LAO,,0.7136368804753135,0.8366917018074842,0.5358123445234504,,0.33729454379635304,0.3320855927512214,,
AFG_LBN,,,2.5399569519155767,,,1.9698001357707038,1.971758206960374,,
AFG_LBR,,,,0.37822047848714146,,0.2428520715333744,0.24906419456341555,,
AFG_LBY,,2.0610259159995987,3.0778301887918165,0.9455511962178534,,1.6729809372299125,1.6708056385295795,,
AFG_LCA,,,2.420429565943079,,,1.7809151912447465,1.7849600610378125,,
AFG_LIE,,,,2.426914736959157,,2.448758387961526,2.4491312465402535,,
AFG_LKA,,2.3965417627902315,2.151492947504959,2.3323596173373717,,1.5987761375947154,1.598161915115251,,
AFG_LSO,,1.2089221781186277,1.4642104781630974,0.8509960765960681,,0.04047534525556262,0.04151069909390248,,
AFG_LTU,,2.646847235792767,2.3905477194499545,2.5845066029954658,,1.6729809372299125,1.6708056385295795,,
AFG_LUX,,2.481752136578328,2.2411384869843323,2.426914736959157,,2.3745535883263282,2.3764875231259253,,
AFG_LVA,,2.3592622242579386,2.211256640491208,2.2378044977155866,,1.4975877744558093,1.4943851673804947,,
AFG_MAR,,0.5751700230696557,0.8068098553143597,0.31518373207261763,,1.4031453021928302,1.4009860944192132,,
AFG_MCO,,,,,,,,,
AFG_MDA,,2.0663515643613546,1.7331470966012168,2.1432493780938016,,1.322194611681706,1.3179646962314082,,
AFG_MDG,,,0.8068098553143597,,,0.2361061806574467,0.22830884501646453,,
AFG_MDV,,0.9692680018396049,1.4642104781630974,0.40973885169440316,,1.3761617386891218,1.3802307448722615,,
AFG_MEX,,1.7095331241236984,1.8227926360805904,1.41832679432678,,2.0237672627781205,2.0236465808277524,,
AFG_MHL,,,,,,,,,
AFG_MKD,,,1.942320022053088,,,1.9225788996392144,1.9198698330929957,,
AFG_MLI,,0.3514927918759003,0.35858215791749304,0.3151837320726181,,0.7420479963519782,0.7471925836902475,,
AFG_MLT,,2.284703147193354,2.569838798408701,1.7965472728139216,,2.435266606209672,2.428375896993303,,
AFG_MMR,,0.5485417812608753,0.8068098553143597,0.28366535886535615,,0.7420479963519775,0.7368149089167715,,
AFG_MNE,,,,,,2.0372590445299745,2.0340242556012273,,
AFG_MNG,,1.5604149699945284,1.0159827807662312,1.8911023924357069,,0.8027610142353212,0.7990809575576255,,
AFG_MOZ,,0.05858213197931672,0.05976369298624906,0.031518373207261696,,0.7555397781038318,0.7575702584637225,,
AFG_MRT,,0.2716080664495597,0.2689366184381199,0.25214698565809424,,0.5936383970815818,0.5915274620881125,,
AFG_MUS,,1.7308357175707227,1.9722018685462124,1.3237716747049948,,1.7134562824854758,1.7123163376234827,,
AFG_MWI,,0.9852449469248732,1.6733834036149682,0.25214698565809424,,0.7825233416075408,0.78870328278415,,
AFG_MYS,,1.9811411905732577,1.8526744825737147,1.8911023924357069,,1.8888494452595788,1.888736808772569,,
AFG_NAM,,1.6775792339531619,2.0917292545187105,1.1346614354614242,,0.46546647043896816,0.46699536480640447,,
AFG_NER,,0.5165878910903392,0.687282469341862,0.3151837320726181,,0.627367851461218,0.6226604864085392,,
AFG_NGA,,,0.7470461623281106,,,0.836490468614957,0.8405916566515279,,
AFG_NIC,,1.1716426395863357,1.374564938683724,0.8825144498033298,,1.490841883579883,1.4840074926070181,,
AFG_NLD,,3.2592967973947147,3.496176039695559,2.7105800958245134,,2.4689960605893075,2.469886596087205,,
AFG_NOR,,3.403089303162128,3.316884960736812,3.1203189475189164,,2.50947140584487,2.5113972951811085,,
AFG_NPL,,0.6017982648784361,1.1056283202456039,0.09455511962178531,,0.6341137423371442,0.6330381611820148,,
AFG_NRU,,,,,,,,,
AFG_NZL,,3.5415561605677857,3.7053489651474294,3.025763827897131,,2.442012497085599,2.4387535717667785,,
AFG_OMN,,,1.523974171149346,,,1.7336939551132569,1.7330716871704344,,
AFG_PAK,,0.2183515828319993,0.08964553947937359,0.31518373207261763,,0.8297445777390288,0.8302139818780522,,
AFG_PAN,,2.098305454531891,2.002083715039337,1.9541391388502303,,2.1249556259170266,2.127423328562509,,
AFG_PER,,2.0663515643613546,2.181374793998083,1.733510526399398,,1.558300792339153,1.556651216021348,,
AFG_PHL,,1.8639769266146247,1.8526744825737147,1.6704737799848743,,1.3154487208057781,1.3179646962314082,,
AFG_PLW,,,,2.8681719618608223,,1.2479898120465074,1.2453209728170784,,
AFG_PNG,,0.3035619566200962,0.23905477194499558,0.34670210527987977,,0.7218103237241963,0.7264372341432956,,
AFG_POL,,2.870524466986521,2.659484337888075,2.7420984690317747,,1.9225788996392144,1.9198698330929957,,
AFG_PRK,,,,,,1.1198178854038938,1.12078887553537,,
AFG_PRT,,2.3965417627902315,3.2272394212574387,1.41832679432678,,2.273365225187422,2.2727107753911686,,
AFG_PRY,,1.5817175634415528,1.7331470966012168,1.2607349282904712,,1.5920302467187883,1.5877842403417746,,
AFG_PSE,,,1.7032652501080925,,,1.6797268281058404,1.681183313303056,,
AFG_QAT,,2.098305454531891,2.5399569519155767,1.4813635407413037,,2.273365225187422,2.2727107753911686,,
AFG_ROU,,2.2687262021080854,1.8227926360805904,2.426914736959157,,1.6325055919743507,1.6292949394356777,,
AFG_RUS,,2.5563112136429136,2.0917292545187105,2.7105800958245134,,1.2075144667909457,1.203810273723175,,
AFG_RWA,,0.24497982464077928,0.44822769739686663,0.031518373207261696,,1.4503665383243205,1.4528744682865915,,
AFG_SAU,,1.7734409044647714,2.002083715039337,1.3868084211195186,,1.828136427376236,1.8264707601317143,,
AFG_SDN,,0.0639077803410728,0.05976369298624906,0.06303674641452361,,0.3507863255482071,0.35284094229817176,,
AFG_SEN,,0.01065129672351195,0.02988184649312453,0.0,,0.34404043467227985,0.34246326752469614,,
AFG_SGP,,2.1196080479789154,2.1216111010118346,1.8911023924357069,,2.455504278837453,2.45950892131373,,
AFG_SLB,,,0.687282469341862,,,0.7420479963519775,0.7368149089167715,,
AFG_SLE,,0.21302593447024298,0.388464004410618,0.031518373207261696,,1.8213905365003091,1.8264707601317147,,
AFG_SLV,,1.3899942224183341,1.8526744825737147,0.8194777033888062,,1.4503665383243196,1.4528744682865913,,
AFG_SMR,,,,,,,,,
AFG_SOM,,,,,,0.5194335974463844,0.518883738673783,,
AFG_SRB,,2.43914694968428,2.3905477194499545,2.2062861245083245,,1.8618658817558713,1.8576037844521425,,
AFG_SSD,,,,,,0.6341137423371443,0.6330381611820151,,
AFG_STP,,0.9426397600308245,1.255037552711226,0.5673307177307121,,0.9241870500020085,0.923613054839333,,
AFG_SUR,,,1.9124381755599638,,,1.4301288656965385,1.4321191187396398,,
AFG_SVK,,2.694778071048571,2.211256640491208,2.8366535886535607,,1.929324790515142,1.9302475078664707,,
AFG_SVN,,2.88650141207179,2.450311412436203,2.9627270814826074,,2.18566864380037,2.1896893772033623,,
AFG_SWE,,3.424391896609152,3.6157034256680562,2.8681719618608223,,2.610659768983776,2.615174042915865,,
AFG_SWZ,,1.0598040239894582,1.374564938683724,0.6618858373524972,,0.074204799635198,0.07264372341432979,,
AFG_SYC,,,2.1216111010118346,,,1.7876610821206727,1.7849600610378125,,
AFG_SYR,,1.1822939363098475,1.4940923246562217,0.7879593301815445,,1.915833008763288,1.9094921583195208,,
AFG_TCD,,,0.2689366184381199,,,0.6678431967167806,0.6641711855024417,,
AFG_TGO,,0.9000345731367758,1.1952738597249772,0.5358123445234504,,0.0,0.0,,
AFG_THA,,1.3899942224183341,1.5538560176424703,1.1031430622541625,,1.6864727189817674,1.6915609880765312,,
AFG_TJK,,2.2793774988315976,1.523974171149346,2.7105800958245134,,1.0523589766446229,1.0481451521210403,,
AFG_TKM,,,,,,0.944424722629789,0.9443684043862846,,
AFG_TLS,,,,,,0.22936028978152057,0.22830884501646453,,
AFG_TON,,2.572288158728182,2.62960249139495,2.2378044977155866,,1.7067103916095478,1.7019386628500077,,
AFG_TTO,,2.178190179958232,1.9722018685462124,2.1432493780938016,,1.4975877744558093,1.4943851673804947,,
AFG_TUN,,1.4645532994829193,2.061847408025586,0.7564409569742828,,1.8955953361355067,1.899114483546044,,
AFG_TUR,,1.2781556068214568,1.4642104781630974,0.9770695694251151,,1.470604210952101,1.473629817833543,,
AFG_TUV,,,,,,0.957916504381644,0.9547460791597603,,
AFG_TZA,,0.45800575911102226,0.1494092324656222,0.6934042105597593,,0.42499112518340576,0.425484665712502,,
AFG_UGA,,0.697659935390045,0.8366917018074842,0.5042939713161885,,0.9511706135057172,0.9547460791597604,,
AFG_UKR,,2.630870290707498,2.3307840264637054,2.616024976202728,,1.3963994113169031,1.4009860944192132,,
AFG_URY,,2.2740518504698417,2.569838798408701,1.7650288996066597,,2.084480280661465,2.0859126294686057,,
AFG_USA,,3.530904863844274,3.2571212677505628,3.3724659331770104,,2.320586461318912,2.324599149258547,,
AFG_UZB,,,1.7331470966012168,,,1.3087028299298518,1.3075870214579317,,
AFG_VCT,,,2.271020333477457,,,1.7269480642373298,1.7226940123969579,,
AFG_VEN,,1.51780978310048,1.7032652501080925,1.1976981818759476,,1.8146446456243819,1.816093085358239,,
AFG_VNM,,1.134363101054043,1.2251557062181018,0.9140328230105917,,1.9225788996392144,1.9198698330929957,,
AFG_VUT,,,,,,1.2682274846742887,1.26607632236403,,
AFG_WSM,,2.1728645315964763,2.061847408025586,2.0486942584720156,,1.477350101828028,1.473629817833543,,
AFG_YEM,,0.2077002861084869,0.8068098553143597,0.3467021052798793,,0.5936383970815818,0.5915274620881125,,
AFG_ZAF,,2.348610927534427,2.420429565943079,2.0171758852647543,,0.5801466153297277,0.5811497873146366,,
AFG_ZMB,,1.3314120904390174,1.255037552711226,1.2607349282904712,,1.10632610365204,1.1104112007618954,,
AFG_ZWE,,1.4219481125888704,1.4642104781630974,1.2292165550832097,,0.627367851461218,0.6226604864085392,,
AGO_ALB,,,1.9423200220530878,,,2.954700203656057,2.947259635667086,0.09788005268763289,0.4510661834517512
AGO_AND,,,2.002083715039337,,0.21575434261746207,3.4808796919783678,3.476521049114345,2.093545571374371,2.3096762405661972
AGO_ARE,,,2.2112566404912077,,0.8450378419183932,3.0221591124153275,3.0199033590814155,5.431158457079399,2.798784150333156
AGO_ARG,,,2.89853910983307,,1.1956386486717698,2.988429658035692,2.988770334760989,0.6844604564454773,1.4890618586238542
AGO_ARM,,,1.8825563290668392,,0.2876724568232828,2.651135114239339,2.6463070672362927,0.006245371898660812,0.03260719398446388
AGO_ATG,,,,,0.14383622841164145,2.9614460945319845,2.957637310440562,0.7807253267455255,1.5814489082465015
AGO_AUS,,,4.810977285393033,,0.988874070330035,3.5685762733654203,3.569920122075625,1.5436298078146997,2.0759913503442053
AGO_AUT,,,3.2571212677505628,,1.3664441699105938,3.426912564970952,3.4246326752469667,1.754357269981584,2.173812932297597
AGO_AZE,,,1.673383403614968,,0.2247441068931898,2.2328898799318604,2.2312000762972666,0.05868496008224422,0.29889927819091977
AGO_BDI,,,0.11952738597249768,,,0.6003842879575094,0.6019051368615882,0.09222691433108643,0.9727812872031751
AGO_BEL,,,4.063931123064922,,0.5663551493708383,3.413420783219097,3.4142550004734904,1.7545187882203424,2.173812932297597
AGO_BEN,,,0.5976369298624884,,0.20676457834173456,1.1198178854038943,1.1104112007618956,0.049693778124689336,0.3858517954828238
AGO_BFA,,,0.268936618438119,,0.11686693558445871,0.5531630518260202,0.5500167629942105,0.07925161581748941,0.7445309293119273
AGO_BGD,,,0.8366917018074842,,0.03595905710291036,1.9698001357707051,1.9613805321868987,0.04963993871176986,0.3858517954828238
AGO_BGR,,,2.5698387984087008,,0.11686693558445871,2.7658152591300995,2.7604614897445243,0.31275314964931783,0.989084884195407
AGO_BHR,,,2.8088935703536966,,,3.055888566794963,3.051036383401842,2.0974220091045748,2.3096762405661972
AGO_BHS,,,2.330784026463706,,0.9079661918484869,2.8332741678893703,2.8227275383853776,1.027094480265112,1.7770920721532861
AGO_BIH,,,,,,2.968191985407911,2.9680149852140376,0.12038492728797978,0.5271496360821677
AGO_BLR,,,2.62960249139495,,,2.4150289335818913,2.4076205474463515,0.2066895061979223,0.766269058634903
AGO_BLZ,,,2.2112566404912077,,0.11686693558445871,2.536454969348578,2.53215264472806,0.18106194564824502,0.701054670665975
AGO_BOL,,,2.36066587295683,,,1.517825447083591,1.515140516927446,0.0951880820416584,0.4401971187902638
AGO_BRA,,,2.868657263339945,,0.25171339972037265,2.5162172967207974,2.511397295181108,0.47545585549201674,1.244507903740375
AGO_BRB,,,2.868657263339945,,0.8000890205397555,2.954700203656057,2.957637310440562,0.6082238477514793,1.4075438736626948
AGO_BRN,,,2.6594843378880744,,,3.1300933664301613,3.134057781589647,4.3669686213127585,2.798784150333156
AGO_BTN,,,0.8068098553143594,,0.6742323206795692,1.4368747565724662,1.432119118739641,0.018413079218465578,0.10325611428413584
AGO_BWA,,,2.0618474080255855,,0.08989764275727596,0.8162527959871757,0.8094586323311017,0.3778988392819007,1.1032100631410302
AGO_CAF,,,0.23905477194499536,,0.5393858565436555,0.08095069051112525,0.0830213981878063,0.08775824305876878,0.8858287699112708
AGO_CAN,,,3.7053489651474294,,1.0518024202601282,3.541592709861712,3.5387870977551983,1.613513365784198,2.108598544328669
AGO_CHE,,,3.197357574764314,,0.9708945417785799,3.6023057277450565,3.601053146396051,2.515269692772737,2.4509740811655405
AGO_CHL,,,2.5997206449018258,,0.20676457834173456,3.2785029657005564,3.279345228418307,0.5810349442271369,1.37493667967823
AGO_CHN,,,1.5239741711493457,,,2.7388316956263905,2.7293284654240977,0.02772729765353743,0.15216690526083188
AGO_CIV,,,0.7171643158349865,,0.13484646413591383,0.37776988905191633,0.3735962918451241,0.020889692212762156,0.11955971127636789
AGO_CMR,,,0.9263372412868573,,0.350600806753376,0.5396712700741662,0.5292614134472591,0.006353050724499876,0.04347625864595184
AGO_COD,,,0.8068098553143594,,,0.48570414306674947,0.48775071435335615,0.09734165855843802,1.0814719338180545
AGO_COG,,,1.7929107895874656,,,0.8095069051112491,0.8094586323311017,0.10057202333360749,0.46193524811323905
AGO_COL,,,2.0319655615324614,,0.026969292827182856,2.6713727868671193,2.6670624167832426,0.3231441563427794,1.0108230135183822
AGO_COM,,,1.195273859724977,,0.8450378419183932,1.5313172288354453,1.5358958664743976,0.05771585064969331,0.4673697804439836
AGO_CPV,,,,,0.14383622841164145,2.4285207153337454,2.428375896993303,0.04425599741982078,0.2336848902219918
AGO_CRI,,,2.121611101011834,,0.5663551493708383,3.3796913288394617,3.372744301379589,0.35383262170688873,1.0597338044950788
AGO_CUB,,,2.3009021799705813,,1.1956386486717698,3.2785029657005564,3.279345228418307,0.06272291605120595,0.31520287518315115
AGO_CYP,,,2.5399569519155767,,0.36858033530483125,3.4471502375987324,3.4453880247939166,1.2614036052907327,1.923824445083374
AGO_CZE,,,2.749129877367448,,0.39554962813201405,3.076126239422744,3.071791732948794,0.929645142880835,1.7010086195228693
AGO_DEU,,,3.526057886188683,,1.4383622841164145,3.399929001467244,3.403877325700015,1.7141930679436443,2.157509335305365
AGO_DJI,,,0.35858215791749304,,,1.3154487208057788,1.3075870214579328,0.027242742937262032,0.19020863157603984
AGO_DMA,,,2.330784026463706,,0.008989764275727508,3.318978310956119,3.3104782527387338,0.25169925539861604,0.869525172919039
AGO_DNK,,,3.436412346709309,,2.112594604795984,3.2852488565764837,3.279345228418307,1.9493097841630576,2.2553309172587572
AGO_DOM,,,2.36066587295683,,0.04494882137863798,2.6646268959911934,2.6566847420097677,0.23350153383182842,0.831483446603831
AGO_DZA,,,1.852674482573715,,0.5663551493708384,2.549946751100433,2.542530319501536,0.3535095852293718,1.0597338044950788
AGO_ECU,,,2.4204295659430786,,0.5214063279922004,2.8602577313930784,2.864238237479281,0.2761423488640646,0.9184359638957349
AGO_EGY,,,1.9722018685462122,,0.6742323206795692,2.421774824457819,2.417998222219828,0.23285546087679454,0.826048914273087
AGO_ERI,,,0.11952738597249768,,1.033822891708673,0.9511706135057174,0.944368404386285,0.03526481546226601,0.25542301954496804
AGO_ESP,,,3.436412346709309,,0.9349354846756694,3.5550844916135667,3.5491647725286732,1.2832624069360459,1.940128042075606
AGO_EST,,,2.868657263339945,,0.12585669986018633,2.5769303146041413,2.5736633438219627,0.6300288099838728,1.42928200298567
AGO_ETH,,,0.268936618438119,,,0.620621960585291,0.6122828116350638,0.09917219859770077,1.1249481924640063
AGO_FIN,,,3.7949945046268034,,2.157543426174622,3.38643721971539,3.3831219761530633,1.4670163232302653,2.0379496240289976
AGO_FJI,,,2.62960249139495,,0.3326212782019208,2.3475700248226206,2.345354498805498,0.19888279132459635,0.749965461642671
AGO_FRA,,,3.466294193202434,,0.04494882137863798,3.507863255482077,3.5076540734347716,1.6050067385429185,2.108598544328669
AGO_FSM,,,,,0.8450378419183932,2.3475700248226206,2.345354498805498,0.020889692212762156,0.11955971127636789
AGO_GAB,,,2.3905477194499545,,0.008989764275727619,1.6325055919743514,1.6292949394356782,0.938097930709195,1.711877684184358
AGO_GBR,,,3.3467668072299364,,0.18878504979027944,3.3931831105913166,3.3934996509265387,1.4986738980269254,2.054253221021229
AGO_GEO,,,2.121611101011834,,0.2337338711689172,2.7590693682541723,2.7604614897445243,0.030742304777028773,0.16847050225306381
AGO_GHA,,,1.0757464737524796,,0.04494882137863798,1.328940502557634,1.3283423710048847,0.019382188651016485,0.1304287759378555
