Country,Aridity Index (AI),Cloud Cover (CLD) [percentage],Diurnal Temperature Range (DTR) [degrees Celsius],Ground Frost Frequency (FRS) [days],Maximum Temperature (TMX) [degrees Celsius],Mean Temperature (TMP) [degrees Celsius],Minimum Temperature (TMN) [degrees Celsius],Potential Evapotranspiration (PET) [mm_day],Potential Evapotranspiration (PET) [mm_month],Precipitation (PRE) [mm_month],Rain Days (WET) [days],Vapour Pressure (VAP) [hPa]
AFG,0.29562841530054645,35.6,15.0,136.5,19.5,12.0,4.5,4.0,1464.0,432.8,70.3,5.2
ALB,1.0598907103825137,56.0,10.3,97.1,16.7,11.5,6.4,2.5,915.0,969.8,130.7,10.5
DZA,0.04009144641463143,36.5,14.1,17.1,29.6,22.5,15.5,4.9,1793.4,71.9,18.9,9.2
AND,0.8265027322404371,57.8,10.5,150.9,12.7,7.4,2.1,2.4,878.4,726.0,133.1,7.3
AGO,0.9057377049180326,62.6,13.4,1.9,28.2,21.5,14.8,3.4,1244.4,1127.1,81.6,16.8
ATG,1.2796214847394376,55.5,7.3,0.0,29.0,25.3,21.7,4.1,1500.6,1920.2,171.6,25.2
ARG,0.30663544106167057,47.6,12.9,71.8,20.8,14.3,7.9,3.5,1281.0,392.8,59.8,10.9
ARM,0.4870744010088272,54.0,11.4,166.0,13.2,7.5,1.7,2.6,951.6,463.5,106.2,6.0
AUS,0.24563892391761244,31.2,14.3,13.2,28.2,21.0,13.9,5.2,1903.2,467.5,60.4,12.8
AUT,1.7336065573770492,65.1,7.5,161.2,9.2,5.4,1.7,1.6,585.6,1015.2,162.9,8.0
AZE,0.4722728192673548,58.0,10.2,105.0,17.1,11.9,6.9,2.7,988.2,466.7,91.2,9.8
BHS,0.7577185792349727,52.6,10.1,0.0,30.0,24.9,19.8,4.0,1464.0,1109.3,105.6,23.5
BHR,0.03981264637002342,32.4,13.2,0.0,34.2,27.5,20.9,7.0,2562.0,102.0,20.6,15.9
BGD,2.736545785726113,53.6,8.9,0.0,29.7,25.3,20.8,3.3,1207.8,3305.2,95.8,24.7
BRB,1.408811475409836,55.5,7.2,0.0,29.0,25.4,21.8,4.0,1464.0,2062.5,188.8,25.6
BLR,0.94101575056252,70.2,8.1,163.0,9.5,5.4,1.4,1.7,622.2,585.5,168.3,8.3
BEL,1.4402322404371584,71.8,8.1,98.6,13.3,9.2,5.2,1.6,585.6,843.4,198.9,10.2
BLZ,1.7196721311475411,57.4,8.6,0.0,29.5,25.2,20.9,3.5,1281.0,2202.9,191.9,27.4
BEN,0.7584299613487938,69.2,12.7,0.0,33.8,27.4,21.0,4.1,1500.6,1138.1,100.4,21.4
BTN,2.561670569867291,54.1,12.0,156.2,13.7,7.7,1.7,2.1,768.6,1968.9,102.0,8.6
BOL,0.6539162112932604,60.7,12.6,32.6,27.8,21.5,15.2,3.9,1427.4,933.4,86.7,19.0
BIH,1.371454592766068,62.1,9.2,123.0,13.8,9.2,4.5,2.1,768.6,1054.1,151.6,9.2
BWA,0.2888265746333046,42.3,15.5,14.2,28.9,21.1,13.4,3.8,1390.8,401.7,53.8,16.1
BRA,1.6985997267759565,71.3,10.8,0.4,29.8,24.4,19.0,3.2,1171.2,1989.4,208.6,24.3
BRN,2.8230213291027684,69.8,7.2,0.0,30.2,26.6,23.0,3.1,1134.6,3203.0,222.7,29.8
BGR,0.7504967709885741,64.3,9.9,123.7,15.0,10.0,5.1,2.2,805.2,604.3,94.1,10.4
BFA,0.4560214375788146,35.5,14.3,0.0,35.4,28.2,21.1,5.2,1903.2,867.9,78.1,17.7
BDI,0.919672131147541,73.1,12.0,0.0,25.9,19.8,13.8,3.0,1098.0,1009.8,166.7,18.2
CPV,0.28888444622151144,42.9,7.4,0.0,26.8,23.1,19.4,4.1,1500.6,433.5,41.1,21.0
KHM,1.384855581576893,63.9,9.0,0.0,31.1,26.5,22.1,3.5,1281.0,1774.0,127.5,27.4
CMR,1.3035197685631628,69.9,11.4,0.0,30.6,24.9,19.2,3.4,1244.4,1622.1,143.0,21.6
CAN,1.171137605563835,61.4,9.8,263.2,-0.7,-5.6,-10.5,1.1,402.6,471.5,107.8,4.7
CAF,0.9964049467932126,47.4,13.4,0.0,32.0,25.3,18.6,3.8,1390.8,1385.8,114.0,20.6
TCD,0.1563647764937741,24.6,16.4,1.2,35.2,27.0,18.9,6.1,2232.6,349.1,40.3,12.9
CHL,0.6840058848255569,49.8,9.3,111.5,13.3,8.6,4.0,2.6,951.6,650.9,52.2,7.4
CHN,0.6725683060109289,54.7,12.2,169.1,13.1,7.0,0.9,2.5,915.0,615.4,99.5,8.0
COL,2.157616120218579,72.0,9.8,0.7,29.2,24.3,19.5,3.2,1171.2,2527.0,201.7,25.1
COM,0.9622454048683556,51.0,7.9,0.0,30.5,26.5,22.6,4.4,1610.4,1549.6,112.6,25.4
COG,1.4859484777517564,77.6,9.4,0.0,29.3,24.5,19.8,2.8,1024.8,1522.8,127.8,25.0
COD,1.3011634056054997,69.6,11.2,0.0,29.7,24.0,18.5,3.1,1134.6,1476.3,126.7,22.6
CRI,2.439226111357258,55.1,10.3,0.0,29.9,24.8,19.6,3.7,1354.2,3303.2,190.0,26.2
