Country,2017
AFG,90
ALB,365
DZA,98
AGO,90
ATG,91
ARG,90
ARM,140
AUS,0
AUT,112
AZE,126
BHS,91
BHR,60
BGD,112
BRB,84
BLR,126
BEL,105
BLZ,98
BEN,98
BTN,56
BOL,90
BIH,365
BWA,84
BRA,120
BRN,91
BGR,410
BFA,98
BDI,84
CPV,60
KHM,90
CMR,98
CAN,105
CAF,98
TCD,98
CHL,126
CHN,128
COL,126
COM,98
COG,105
COD,98
CRI,120
HRV,208
CYP,126
CZE,196
CIV,98
DNK,126
DJI,98
DMA,84
DOM,98
ECU,84
EGY,90
SLV,112
GNQ,84
ERI,60
EST,140
SWZ,14
ETH,90
FJI,84
FIN,147
FRA,112
GAB,98
GMB,180
GEO,183
DEU,98
GHA,84
GRC,119
GRD,90
GTM,84
GIN,98
GNB,60
GUY,91
HTI,42
HND,84
HKG,70
HUN,168
ISL,90
IND,182
IDN,90
IRN,270
IRQ,98
IRL,182
ISR,105
ITA,150
JAM,56
JPN,98
JOR,70
KAZ,126
KEN,90
KIR,84
KOR,90
KWT,70
KGZ,126
LAO,105
LVA,112
LBN,70
LSO,84
LBR,98
LBY,98
LTU,126
LUX,112
MDG,98
MWI,56
MYS,60
MDV,60
MLI,98
MLT,126
MRT,98
MUS,98
MEX,84
MDA,126
MNG,120
MNE,45
MAR,98
MOZ,60
MMR,98
NAM,84
NPL,52
NLD,112
NZL,112
NIC,84
NER,98
NGA,84
OMN,50
PAK,84
PSE,84
PAN,98
PNG,0
PRY,98
PER,98
PHL,60
POL,140
QAT,50
ROU,126
RUS,140
RWA,84
KNA,91
LCA,91
VCT,91
WSM,28
SMR,630
STP,98
SAU,70
SEN,98
SRB,135
SYC,98
SLE,84
SGP,105
SVK,238
SVN,105
SLB,84
ZAF,120
SSD,56
ESP,112
LKA,84
SDN,56
SWE,0
CHE,98
SYR,120
TJK,140
TZA,84
THA,90
MKD,270
TLS,84
TGO,98
TTO,98
TUN,30
TUR,112
UGA,84
UKR,126
ARE,45
GBR,42
URY,98
UZB,126
VUT,84
VEN,182
VNM,180
YEM,70
ZMB,84
ZWE,98
