Country,2005-2018
AFG,50.8
ALB,24.6
AGO,34.8
ARM,8.2
AUS,16.9
AUT,13.0
AZE,13.5
BGD,53.3
BEL,24.0
BTN,26.5
BGR,23.0
BFA,11.5
CPV,12.6
KHM,20.9
CMR,51.1
CAF,29.8
TCD,28.6
COM,6.4
COD,50.7
HRV,13.0
CYP,15.0
CZE,21.0
CIV,25.9
DNK,32.0
DOM,20.4
ECU,37.5
EGY,25.6
SLV,26.3
GNQ,56.9
EST,20.0
ETH,28.0
FJI,64.1
FIN,30.0
FRA,26.0
GAB,48.6
GMB,20.1
GEO,6.1
DEU,22.0
GHA,24.4
GRC,19.0
GTM,18.0
HTI,20.8
HND,21.6
HUN,21.0
ISL,22.4
IND,28.7
IDN,18.3
IRL,15.0
ITA,19.0
JAM,19.7
JOR,23.6
KEN,39.4
KIR,67.6
KGZ,25.4
LAO,15.3
LVA,32.0
LBR,38.5
LTU,24.0
LUX,22.0
MWI,37.5
MDV,19.5
MLI,34.6
MLT,15.0
MHL,50.9
MEX,14.1
FSM,32.8
MDA,45.5
MOZ,21.7
MMR,17.3
NAM,25.0
NRU,48.1
NPL,25.0
NLD,25.0
NIC,22.5
NGA,16.2
NOR,27.0
PLW,25.2
PER,33.2
PHL,16.9
POL,13.0
PRT,19.0
ROU,24.0
RWA,34.4
WSM,46.1
STP,27.9
SLE,45.3
SGP,6.1
SVK,23.0
SVN,13.0
SLB,63.5
ESP,13.0
SWE,28.0
TJK,20.3
TZA,41.7
TLS,58.8
TGO,22.1
TON,39.6
TTO,30.2
TUR,38.0
TUV,36.8
UGA,49.9
UKR,13.2
GBR,29.0
VUT,60.0
VNM,34.4
ZMB,42.7
ZWE,35.4
