Country,1995,2000,2005,2010,2011,2012,2013,2014,2015,2016,2017
AFG,,,268.0,379.0,405.0,469.0,492.0,509.0,522.0,539.0,541.0
ALB,3160.0,4035.0,5521.0,7423.0,7634.0,8323.0,8304.0,8311.0,9025.0,9398.0,9702.0
DZA,1807.0,2049.0,2724.0,3634.0,3838.0,4069.0,4173.0,4052.0,4085.0,4206.0,4232.0
AGO,1557.0,2030.0,2922.0,4537.0,4489.0,4518.0,4863.0,5101.0,5458.0,5204.0,5063.0
ARG,8960.0,9171.0,9418.0,11927.0,12718.0,12622.0,12754.0,12281.0,12338.0,11995.0,12395.0
ARM,1577.0,1768.0,3508.0,4622.0,5001.0,5361.0,5732.0,5727.0,5932.0,5795.0,6358.0
AUS,21071.0,25313.0,28330.0,31658.0,32023.0,33137.0,33706.0,34113.0,34747.0,35356.0,35323.0
AUT,23694.0,24127.0,26387.0,33297.0,30341.0,30580.0,30647.0,34658.0,34369.0,34797.0,35626.0
AZE,2590.0,3383.0,4579.0,10549.0,9580.0,9299.0,9873.0,11280.0,11097.0,10175.0,10089.0
BHS,24131.0,19283.0,18935.0,18190.0,18178.0,23713.0,23587.0,22727.0,22882.0,21990.0,22156.0
BHR,19643.0,21784.0,25456.0,27568.0,26221.0,16265.0,17055.0,16708.0,19291.0,19124.0,18774.0
BGD,503.0,626.0,784.0,1179.0,1261.0,1358.0,1608.0,1694.0,1813.0,1941.0,2041.0
BRB,9984.0,11407.0,11910.0,12973.0,12879.0,12850.0,13012.0,13175.0,13151.0,13228.0,13509.0
BLR,4251.0,5971.0,8975.0,13164.0,13867.0,14059.0,13902.0,14237.0,13382.0,13017.0,13479.0
BEL,22631.0,27007.0,29282.0,32594.0,31904.0,32215.0,32594.0,32850.0,32900.0,32722.0,33260.0
BLZ,2910.0,3472.0,4223.0,4743.0,5064.0,5651.0,5551.0,5570.0,5804.0,5894.0,5689.0
BEN,1052.0,1271.0,1406.0,1588.0,1572.0,1594.0,1664.0,1726.0,1720.0,1748.0,1795.0
BTN,1622.0,2511.0,3397.0,4791.0,5012.0,5391.0,4948.0,4980.0,5231.0,5572.0,6002.0
BOL,2785.0,3071.0,3296.0,3588.0,3776.0,3739.0,3962.0,4327.0,4557.0,4616.0,4686.0
BIH,1340.0,4910.0,5641.0,6670.0,6732.0,6734.0,6993.0,7109.0,7349.0,7487.0,7723.0
BWA,6990.0,7751.0,7951.0,10530.0,12178.0,12732.0,13664.0,14067.0,12230.0,12520.0,12613.0
BRA,7433.0,7904.0,9770.0,10829.0,11832.0,12390.0,11617.0,12016.0,12554.0,10052.0,10073.0
BRN,53188.0,56883.0,58394.0,60567.0,66029.0,66132.0,65480.0,63922.0,66248.0,64542.0,63939.0
BGR,6649.0,6604.0,9995.0,11888.0,12194.0,12428.0,12586.0,12914.0,13200.0,13995.0,14777.0
BFA,706.0,815.0,921.0,1056.0,1084.0,1149.0,1187.0,1187.0,1195.0,1252.0,1289.0
BDI,757.0,676.0,627.0,693.0,875.0,888.0,907.0,921.0,859.0,828.0,807.0
CPV,1782.0,2382.0,2914.0,3776.0,3963.0,3970.0,4039.0,3951.0,4041.0,4186.0,4295.0
KHM,920.0,1165.0,1567.0,2111.0,2217.0,2324.0,2431.0,2565.0,2687.0,2825.0,2970.0
CMR,1777.0,1939.0,2185.0,2395.0,2426.0,2457.0,2513.0,2623.0,2688.0,2721.0,2751.0
CAN,22278.0,26667.0,30382.0,31537.0,32457.0,32739.0,33376.0,33815.0,33874.0,34270.0,34928.0
CAF,689.0,686.0,614.0,705.0,721.0,747.0,467.0,470.0,490.0,506.0,521.0
TCD,794.0,744.0,1161.0,1487.0,1452.0,1534.0,1535.0,1598.0,1624.0,1491.0,1412.0
CHL,6004.0,7510.0,9084.0,11875.0,12872.0,13722.0,14241.0,14653.0,14961.0,15009.0,15137.0
CHN,1980.0,2866.0,4402.0,7546.0,8180.0,8838.0,9416.0,10139.0,10718.0,11364.0,12053.0
COL,4198.0,5081.0,6021.0,8220.0,8688.0,8978.0,9446.0,9470.0,10143.0,10346.0,10271.0
COM,886.0,934.0,974.0,1014.0,1009.0,1028.0,1041.0,1047.0,1032.0,1019.0,1027.0
COG,3223.0,2887.0,2417.0,3413.0,3343.0,3981.0,4281.0,4975.0,6389.0,5705.0,4905.0
COD,600.0,484.0,498.0,560.0,572.0,587.0,591.0,629.0,663.0,700.0,703.0
CRI,4829.0,5625.0,7647.0,8708.0,9370.0,9683.0,9858.0,10156.0,10366.0,10277.0,10419.0
HRV,8896.0,12410.0,15771.0,16372.0,16544.0,16320.0,16605.0,16879.0,16517.0,16624.0,17507.0
CUB,1805.0,2288.0,3091.0,4387.0,4541.0,4687.0,4809.0,4842.0,5053.0,4983.0,5001.0
CYP,16943.0,19506.0,23153.0,25988.0,26822.0,24593.0,23107.0,23637.0,25950.0,26062.0,26580.0
CZE,13895.0,15226.0,17836.0,18750.0,19612.0,19845.0,19987.0,20238.0,21470.0,22283.0,23224.0
CIV,1529.0,1653.0,1601.0,1191.0,1123.0,1237.0,1314.0,1437.0,1535.0,2407.0,2529.0
DNK,27849.0,32432.0,35326.0,36965.0,37930.0,38073.0,38800.0,39153.0,39211.0,39676.0,40293.0
DJI,1268.0,1198.0,1401.0,1838.0,1900.0,1977.0,2052.0,2158.0,2281.0,2397.0,2491.0
DOM,3557.0,4745.0,5345.0,7535.0,8059.0,8279.0,8437.0,8901.0,9598.0,8488.0,8909.0
ECU,4631.0,4471.0,5548.0,6178.0,6514.0,6897.0,7070.0,7096.0,7262.0,7331.0,7388.0
EGY,2457.0,2555.0,2859.0,3584.0,4549.0,1947.0,3001.0,3027.0,3292.0,4001.0,4081.0
SLV,3412.0,4092.0,4555.0,5474.0,5587.0,5417.0,5908.0,5734.0,5857.0,5823.0,5226.0
