Country,2016
AFG,13.9
ALB,0.2
DZA,1.9
AGO,48.8
ATG,0.1
ARG,0.4
ARM,0.2
AUS,0.1
AUT,0.1
AZE,1.1
BHS,0.1
BHR,0.1
BGD,11.9
BRB,0.2
BLR,0.1
BEL,0.3
BLZ,1.0
BEN,59.7
BTN,3.9
BOL,5.6
BIH,0.1
BWA,11.8
BRA,1.0
BRN,0.1
BGR,0.1
BFA,49.6
BDI,65.4
CPV,4.1
KHM,6.5
CMR,45.2
CAN,0.4
CAF,82.1
TCD,101.0
CHL,0.2
CHN,0.6
COL,0.8
COM,50.7
COG,38.7
COD,59.8
CRI,0.9
HRV,0.1
CUB,1.0
CYP,0.3
CZE,0.2
CIV,47.2
DNK,0.3
DJI,31.3
DOM,2.2
ECU,0.6
EGY,2.0
SLV,2.0
GNQ,22.3
ERI,45.6
EST,0.1
SWZ,27.9
ETH,43.7
FJI,2.9
FIN,0.1
FRA,0.3
GAB,20.6
GMB,29.7
GEO,0.2
DEU,0.6
GHA,18.8
GRC,0.1
GRD,0.3
GTM,6.3
GIN,44.6
GNB,35.3
GUY,3.6
HTI,23.8
HND,3.6
HUN,0.2
ISL,0.1
IND,18.6
IDN,7.1
IRN,1.0
IRQ,3.0
IRL,0.1
ISR,0.2
ITA,0.1
JAM,0.6
JPN,0.2
JOR,0.6
KAZ,0.4
KEN,51.2
KIR,16.7
PRK,1.4
KOR,1.8
KWT,0.1
KGZ,0.8
LAO,11.3
LVA,0.1
LBN,0.8
LSO,44.4
LBR,41.5
LBY,0.6
LTU,0.1
LUX,0.1
MDG,30.2
MWI,28.3
MYS,0.4
MDV,0.3
MLI,70.7
MLT,0.1
MRT,38.6
MUS,0.6
MEX,1.1
FSM,3.6
MDA,0.1
MNG,1.3
MNE,0.1
MAR,1.9
MOZ,27.6
MMR,12.6
NAM,18.3
NPL,19.8
NLD,0.2
NZL,0.1
NIC,2.2
NER,70.8
NGA,68.6
NOR,0.2
OMN,0.1
PAK,19.6
PAN,1.9
PNG,16.3
PRY,1.5
PER,1.3
PHL,4.2
POL,0.1
PRT,0.2
QAT,0.1
ROU,0.4
RUS,0.1
RWA,19.3
LCA,0.6
VCT,1.3
WSM,1.5
STP,11.4
SAU,0.1
SEN,23.9
SRB,0.7
SYC,0.2
SLE,81.3
SGP,0.1
SVK,0.1
SVN,0.1
SLB,6.2
SOM,86.6
ZAF,13.7
SSD,63.3
ESP,0.2
LKA,1.2
SDN,17.3
SUR,2.0
SWE,0.2
CHE,0.1
SYR,3.7
TJK,2.7
TZA,38.4
THA,3.5
MKD,0.1
TLS,9.9
TGO,41.6
TON,1.4
TTO,0.1
TUN,1.0
TUR,0.3
TKM,4.0
UGA,31.6
UKR,0.3
ARE,0.1
GBR,0.2
USA,0.2
URY,0.4
UZB,0.4
VUT,10.4
VEN,1.4
VNM,1.6
YEM,10.2
ZMB,34.9
ZWE,24.6
