Country,2016
AFG,211.1
ALB,68.0
DZA,49.7
AGO,118.5
ATG,29.9
ARG,26.6
ARM,54.8
AUS,8.4
AUT,15.3
AZE,63.9
BHS,19.9
BHR,40.1
BGD,149.0
BRB,31.1
BLR,60.7
BEL,15.7
BLZ,68.6
BEN,205.0
BTN,124.5
BOL,63.7
BIH,79.8
BWA,101.3
BRA,29.9
BRN,13.3
BGR,61.8
BFA,206.2
BDI,179.9
CPV,99.5
KHM,149.8
CMR,208.1
CAN,7.0
CAF,211.9
TCD,280.1
CHL,25.3
CHN,112.7
COL,37.0
COM,172.4
COG,130.7
COD,163.9
CRI,23.3
HRV,35.5
CUB,49.5
CYP,20.1
CZE,29.6
CIV,269.1
DNK,13.2
DJI,159.0
DOM,43.0
ECU,24.5
EGY,108.9
SLV,41.9
GNQ,177.7
ERI,173.7
EST,25.0
SWZ,137.0
ETH,144.4
FJI,99.0
FIN,7.2
FRA,9.7
GAB,76.0
GMB,237.0
GEO,101.8
DEU,16.0
GHA,203.8
GRC,27.6
GRD,45.3
GTM,73.8
GIN,243.3
GNB,214.7
GUY,107.8
HTI,184.3
HND,60.7
HUN,38.8
ISL,8.7
IND,184.3
IDN,112.4
IRN,50.9
IRQ,75.1
IRL,11.9
ISR,15.4
ITA,15.0
JAM,25.4
JPN,11.9
JOR,51.2
KAZ,62.7
KEN,78.1
KIR,140.2
PRK,207.2
KOR,20.5
KWT,103.8
KGZ,110.7
LAO,188.5
LVA,41.3
LBN,51.4
LSO,177.6
LBR,170.2
LBY,71.9
LTU,34.0
LUX,11.6
MDG,159.6
MWI,115.0
MYS,47.4
MDV,25.6
MLI,209.1
MLT,20.2
MRT,169.5
MUS,38.3
MEX,36.7
FSM,151.8
MDA,78.3
MNG,155.9
MNE,78.6
MAR,49.1
MOZ,110.0
MMR,156.4
NAM,145.0
NPL,193.8
NLD,13.7
NZL,7.2
NIC,55.7
NER,251.8
NGA,307.4
NOR,8.6
OMN,53.9
PAK,173.6
PAN,25.8
PNG,152.0
PRY,57.5
PER,63.9
PHL,185.2
POL,37.9
PRT,9.8
QAT,47.4
ROU,59.3
RUS,49.4
RWA,121.4
LCA,30.0
VCT,47.6
WSM,85.0
STP,162.4
SAU,83.7
SEN,160.7
SRB,62.5
SYC,49.3
SLE,324.1
SGP,25.9
SVK,33.5
SVN,22.6
SLB,137.0
SOM,212.8
ZAF,86.7
SSD,165.1
ESP,9.9
LKA,79.8
SDN,184.9
SUR,56.7
SWE,7.2
CHE,10.1
SYR,75.2
TJK,129.3
TZA,139.0
THA,61.5
MKD,82.2
TLS,139.8
TGO,249.6
TON,73.3
TTO,38.6
TUN,56.1
TUR,46.6
TKM,79.3
UGA,155.7
UKR,70.7
ARE,54.7
GBR,13.8
USA,13.3
URY,17.5
UZB,81.1
VUT,135.6
VEN,34.6
VNM,64.5
YEM,194.2
ZMB,127.2
ZWE,133.0
