"Rural population with access to electricity (%)"
"58"," Barbados","","","","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0",""
"53"," Belarus","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0",""
"17"," Belgium","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0",""
"106"," Belize","78.7","","81.0","","82.7","","84.2","","83.0","","87.2","","86.8","","87.2","","87.6","","87.5","","88.4",""
"163"," Benin","","","0.3","","5.1","","9.2","","13.9","","12.4","","14.5","","15.6","","13.7","","17.2","","18.0",""
"134"," Bhutan","","","","","14.0","","43.7","","62.4","","74.5","","87.3","","88.0","","95.0","","97.4","","100.0",""
"118"," Bolivia (Plurinational State of)","10.4","","18.9","","24.9","","28.9","","58.0","","66.6","","72.5","","69.3","","71.5","","75.0","","79.1",""
"77"," Bosnia and Herzegovina","96.2","","97.6","","98.6","","99.1","","99.8","","99.7","","100.0","","100.0","","100.0","","100.0","","100.0",""
"101"," Botswana","0.2","","7.7","","14.6","","21.4","","28.6","","23.9","","31.6","","33.1","","34.6","","36.0","","37.5",""
"79"," Brazil","55.4","","62.9","","74.9","","83.5","","93.8","","95.8","","97.0","","97.3","","97.8","","98.2","","100.0",""
"39"," Brunei Darussalam","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0",""
"51"," Bulgaria","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0",""
"183"," Burkina Faso","","","0.9","","2.3","","2.4","","1.4","","1.8","","1.6","","1.5","","3.0","","1.0","","0.8",""
"185"," Burundi","","","","","","","1.0","","1.0","","0.5","","1.2","","0.9","","2.0","","1.4","","1.7",""
"125"," Cabo Verde","","","12.5","","26.6","","44.0","","65.8","","66.8","","71.4","","76.2","","81.3","","86.5","","91.8",""
"146"," Cambodia","","","","","9.0","","12.6","","18.8","","26.0","","28.0","","29.9","","49.2","","34.1","","36.5",""
"151"," Cameroon","5.5","","9.4","","21.0","","15.1","","17.7","","18.5","","18.8","","19.4","","22.2","","20.7","","21.3",""
"12"," Canada","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0",""
"188"," Central African Republic","","","0.3","","0.7","","0.3","","1.7","","0.3","","0.4","","0.4","","0.4","","0.4","","0.4",""
"186"," Chad","0.0","","","","0.5","","0.8","","3.1","","1.5","","1.6","","1.8","","1.9","","0.7","","2.2",""
"44"," Chile","62.9","","75.1","","86.6","","87.9","","96.2","","97.8","","99.3","","98.0","","100.0","","98.6","","100.0",""
"86"," China","89.7","","92.1","","94.1","","96.2","","98.0","","99.5","","99.8","","100.0","","100.0","","100.0","","100.0",""
"90"," Colombia","71.0","","73.6","","83.8","","89.2","","86.8","","86.4","","87.9","","90.5","","90.5","","92.5","","95.7",""
"165"," Comoros","3.0","","16.5","","29.9","","42.9","","56.0","","58.7","","61.4","","64.1","","66.8","","69.5","","72.2",""
"137"," Congo","","","","","","","14.8","","12.4","","14.1","","11.7","","17.5","","19.2","","22.7","","22.6",""
"176"," Congo (Democratic Republic of the)","","","","","1.0","","","","","","","","1.0","","","","0.4","","0.4"," a","0.4"," a"
"63"," Costa Rica","94.9","","96.1","","96.8","","97.8","","97.7","","98.0","","98.7","","98.9","","98.4","","98.6","","100.0",""
"46"," Croatia","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0",""
"73"," Cuba","76.0","","82.2","","87.9","","94.3","","99.8","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0",""
"32"," Cyprus","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0",""
"27"," Czechia","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0",""
"170"," Côte d'Ivoire","13.6","","18.5","","23.2","","37.0","","32.5","","33.5","","29.0","","35.5","","36.5","","30.0","","38.1",""
"11"," Denmark","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0",""
"172"," Djibouti","87.8","","72.8","","56.3","","38.1","","20.0","","16.5","","4.4","","9.3","","5.7","","2.0","","2.0"," b"
"103"," Dominica","66.0","","73.6","","80.8","","87.7","","94.8","","96.3","","97.8","","98.9","","99.6","","99.9","","100.0",""
"94"," Dominican Republic","60.9","","68.3","","73.8","","80.8","","94.7","","94.0","","94.2","","95.2","","95.6","","95.9","","100.0",""
"86"," Ecuador","77.2","","74.9","","84.8","","87.7","","92.7","","91.2","","92.3","","94.7","","97.1","","96.4","","99.8",""
"115"," Egypt","90.2","","91.9","","95.9","","99.1","","99.5","","99.9","","99.8","","100.0","","99.8","","100.0","","100.0",""
"121"," El Salvador","51.5","","51.4","","65.2","","72.2","","81.5","","83.8","","85.7","","90.0","","90.3","","90.6","","98.8",""
"141"," Equatorial Guinea","36.5","","36.8","","40.9","","44.4","","47.9","","43.0","","49.5","","50.2","","51.0","","51.8","","52.6",""
"179"," Eritrea","5.9","","2.1","","18.6","","24.3","","30.4","","31.6","","33.1","","34.7","","36.2","","37.7","","39.3",""
"30"," Estonia","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0",""
"144"," Eswatini (Kingdom of)","","","","","13.7","","28.4","","35.0","","46.1","","49.2","","52.2","","54.0","","58.2","","61.2",""
"173"," Ethiopia","","","","","0.4","","1.9","","12.5","","4.8","","15.5","","17.1","","12.2","","20.2","","26.5",""
"92"," Fiji","41.8","","50.6","","60.7","","71.1","","82.6","","85.1","","87.6","","86.0","","92.7","","95.3","","98.0",""
"15"," Finland","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0",""
"24"," France","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0",""
"110"," Gabon","12.2","","9.9","","29.7","","34.6","","28.2","","31.9","","44.9","","37.4","","44.9","","49.8","","55.0",""
"174"," Gambia","2.0","","5.5","","18.2","","8.1","","12.3","","12.8","","13.3","","12.9","","14.4","","14.9","","15.5",""
"70"," Georgia","96.2","","97.6","","98.5","","97.5","","99.3","","99.5","","100.0","","99.8","","100.0","","100.0","","100.0",""
"5"," Germany","100.0","","","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0",""
"140"," Ghana","","","6.0","","17.5","","30.0","","44.0","","41.0","","50.3","","48.6","","63.0","","60.3","","66.6",""
"31"," Greece","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0",""
"75"," Grenada","81.6","","83.9","","86.0","","87.6","","89.6","","88.8","","90.5","","90.9","","91.4","","91.9","","92.3",""
"127"," Guatemala","38.7","","40.1","","56.4","","64.2","","73.6","","72.1","","77.7","","79.8","","74.8","","84.1","","86.4",""
"175"," Guinea","","","","","","","2.8","","1.5","","1.7","","2.9","","2.1","","2.3","","2.4","","6.9",""
"177"," Guinea-Bissau","","","","","","","","","3.5","","","","","","","","4.0","","4.0"," a","4.0"," a"
"125"," Guyana","61.0","","65.5","","69.6","","75.5","","76.9","","77.7","","78.5","","79.4","","84.0","","81.0","","81.9",""
"168"," Haiti","10.3","","3.9","","5.2","","7.2","","2.6","","1.8","","15.2","","0.5","","0.5"," c","0.5"," c","0.5"," c"
"133"," Honduras","30.3","","43.3","","45.2","","42.4","","63.9","","65.8","","69.2","","75.8","","76.3","","78.3","","72.2",""
"7"," Hong Kong, China (SAR)","100.0","","","","","","","","","","","","","","","","","","","","",""
"45"," Hungary","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0",""
"6"," Iceland","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0",""
"130"," India","29.7","","39.1","","48.2","","56.8","","65.7","","55.8","","72.7","","71.7","","73.6","","83.2","","77.6",""
"116"," Indonesia","48.4","","51.7","","79.7","","77.0","","89.4","","90.4","","92.9","","93.3","","94.3","","95.2","","94.8",""
"60"," Iran (Islamic Republic of)","90.3","","92.2","","94.6","","95.1","","97.1","","97.8","","98.5","","99.6","","99.9","","99.9","","100.0",""
"120"," Iraq","84.7","","88.7","","91.6","","93.4","","95.7","","94.1","","98.6","","98.0","","98.9","","99.5","","100.0",""
"4"," Ireland","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0",""
"22"," Israel","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0",""
"28"," Italy","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0",""
"97"," Jamaica","53.2","","72.6","","76.8","","80.4","","84.7","","80.8","","85.0","","90.0","","92.0","","94.0","","96.0",""
"19"," Japan","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0",""
"95"," Jordan","90.0","","93.4","","95.9","","97.4","","99.6","","100.0","","99.4","","100.0","","100.0","","100.0","","100.0",""
"58"," Kazakhstan","95.6","","99.9","","98.2","","98.6","","99.3","","99.5","","99.8","","99.9","","100.0","","100.0","","100.0",""
"142"," Kenya","","","2.3","","7.4","","11.9","","6.7","","17.4","","18.4","","19.3","","12.6","","16.0","","39.3",""
"134"," Kiribati","","","11.8","","21.5","","55.3","","44.2","","62.5","","66.4","","70.3","","74.3","","92.3","","82.2",""
"n.a"," Korea (Democratic People's Rep. of)","0.0","","3.0","","11.6","","20.0","","28.5","","30.3","","32.1","","33.9","","35.6","","37.4","","39.2",""
"22"," Korea (Republic of)","","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0",""
"56"," Kuwait","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0",""
"122"," Kyrgyzstan","98.8","","99.4","","99.7","","99.2","","98.5","","99.4","","99.8","","99.6","","99.7","","99.9","","100.0",""
"139"," Lao People's Democratic Republic","0.7","","10.1","","28.3","","43.8","","57.2","","56.1","","68.4","","68.1","","72.0","","83.0","","80.3",""
"41"," Latvia","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0",""
"80"," Lebanon","100.0","","100.0","","100.0","","100.0","","99.9","","99.5","","100.0","","100.0","","100.0","","100.0","","100.0",""
"159"," Lesotho","0.0","","","","1.3","","4.6","","9.9","","10.9","","11.9","","12.9","","11.8","","14.8","","15.7",""
"181"," Liberia","0.0","","0.0","","0.0","","","","1.1","","1.0","","2.6","","1.2","","1.4","","4.6","","1.3",""
"108"," Libya","99.3","","99.4","","99.1","","97.5","","96.5","","96.5","","96.4","","96.4","","96.4","","96.4","","96.4",""
"17"," Liechtenstein","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0",""
"35"," Lithuania","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0",""
"21"," Luxembourg","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0",""
"161"," Madagascar","1.0","","0.9","","0.6","","","","","","9.4","","","","8.1","","","","","","17.3",""
"171"," Malawi","","","0.3","","1.0","","2.0","","3.5","","2.9","","2.3","","3.4","","4.7","","3.9","","4.0",""
"57"," Malaysia","91.8","","93.8","","95.4","","96.6","","98.2","","98.8","","99.3","","99.8","","99.9","","100.0","","100.0",""
"101"," Maldives","64.8","","73.2","","78.2","","87.2","","95.4","","97.2","","98.6","","99.5","","100.0","","100.0","","100.0",""
"182"," Mali","","","","","1.1","","3.0","","3.4","","3.3","","11.9","","2.9","","2.6","","23.4","","1.8",""
"29"," Malta","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0",""
"106"," Marshall Islands","","","6.1","","23.2","","41.1","","61.3","","83.7","","70.2","","74.7","","79.4","","84.2","","89.1",""
"159"," Mauritania","","","","","","","1.6","","","","","","","","","","2.3","","2.3"," a","2.3"," a"
"65"," Mauritius","98.6","","99.0","","98.3","","99.8","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0",""
"74"," Mexico","82.6","","86.5","","93.1","","96.6","","97.5","","97.9","","97.2","","99.6","","97.5","","98.0","","100.0",""
"131"," Micronesia (Federated States of)","17.7","","28.4","","10.0","","48.9","","58.6","","60.6","","62.6","","64.6","","66.6","","68.7","","70.7",""
"112"," Moldova (Republic of)","94.0","","96.2","","97.9","","98.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0",""
"92"," Mongolia","25.8","","33.0","","25.1","","67.1","","16.8","","17.9","","40.8","","52.0","","42.2","","43.1","","44.2",""
"50"," Montenegro","97.6","","98.6","","99.2","","99.5","","99.6","","99.8","","99.9","","99.9","","100.0","","100.0","","100.0",""
"123"," Morocco","10.2","","24.2","","37.1","","62.0","","82.1","","86.4","","90.9","","95.5","","84.6","","99.6","","100.0",""
"180"," Mozambique","0.0","","","","","","1.5","","3.2","","5.4","","3.8","","4.2","","4.4","","5.0","","5.0",""
"148"," Myanmar","20.3","","24.9","","28.9","","32.1","","34.3","","36.1","","36.8","","37.5","","49.0","","48.9","","39.8",""
"129"," Namibia","9.0","","14.1","","13.2","","21.6","","24.5","","25.1","","25.8","","20.5","","27.2","","27.9","","28.7",""
"149"," Nepal","","","","","18.8","","39.8","","61.8","","72.9","","70.9","","75.5","","81.7","","84.9","","85.2",""
"10"," Netherlands","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0",""
"16"," New Zealand","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0",""
"124"," Nicaragua","41.3","","44.8","","47.8","","43.6","","52.9","","53.5","","54.1","","54.7","","57.1","","56.0","","56.6",""
"189"," Niger","","","1.3","","0.4","","","","3.6","","4.8","","5.2","","4.2","","4.4","","7.1","","4.7",""
"157"," Nigeria","8.6","","15.9","","20.7","","23.9","","34.9","","35.5","","29.6","","34.4","","31.7","","32.8","","41.1",""
"1"," Norway","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0",""
"48"," Oman","","","","","","","","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0",""
"150"," Pakistan","45.1","","55.2","","65.1","","74.3","","85.1","","87.9","","89.5","","90.5","","94.1","","90.4","","98.8",""
"60"," Palau","93.1","","94.8","","96.2","","97.5","","95.2","","95.4","","96.2","","95.9","","98.6","","96.7","","97.2",""
"119"," Palestine, State of","92.1","","94.5","","99.3","","97.7","","99.7","","98.4","","100.0","","100.0","","100.0","","100.0","","100.0",""
"66"," Panama","43.5","","49.6","","52.2","","61.4","","61.6","","71.5","","73.4","","68.4","","77.3","","79.3","","81.3",""
"153"," Papua New Guinea","","","0.3","","4.4","","7.6","","9.0","","11.7","","12.5","","13.2","","14.0","","14.7","","15.5",""
"110"," Paraguay","65.6","","55.1","","78.4","","89.0","","94.3","","96.3","","95.1","","97.9","","97.7","","98.6","","96.1",""
"89"," Peru","","","7.2","","28.9","","34.6","","58.6","","64.2","","68.6","","71.6","","74.5","","77.9","","75.6",""
"113"," Philippines","40.1","","49.6","","58.5","","67.2","","75.8","","77.6","","79.3","","81.5","","82.8","","85.1","","86.3",""
"33"," Poland","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0",""
"41"," Portugal","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0",""
"37"," Qatar","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0",""
"52"," Romania","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0",""
"49"," Russian Federation","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0",""
"158"," Rwanda","","","","","0.9","","1.3","","4.0","","2.5","","1.3","","7.7","","9.1","","12.4","","17.8",""
"72"," Saint Kitts and Nevis","82.1","","86.4","","90.3","","93.5","","96.9","","97.7","","98.4","","99.1","","99.6","","99.9","","100.0",""
"90"," Saint Lucia","78.6","","83.0","","87.0","","90.7","","94.0","","94.8","","95.6","","96.2","","96.9","","97.7","","98.4",""
"99"," Saint Vincent and the Grenadines","56.4","","65.6","","74.8","","83.8","","93.5","","95.5","","97.7","","99.8","","100.0","","100.0","","100.0",""
"104"," Samoa","72.5","","78.7","","84.6","","90.2","","96.0","","96.1","","98.3","","99.2","","97.6","","100.0","","100.0",""
"n.a"," San Marino","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0",""
"143"," Sao Tome and Principe","30.7","","34.3","","39.0","","40.8","","44.7","","45.6","","43.3","","47.7","","54.8","","49.9","","51.1",""
"39"," Saudi Arabia","","","","","","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0",""
"164"," Senegal","8.9","","15.9","","89.9","","15.8","","34.3","","26.6","","36.7","","27.5","","32.7","","31.8","","38.3",""
"67"," Serbia","99.7","","100.0","","100.0","","99.6","","99.5","","99.6","","99.7","","99.8","","99.4","","100.0","","100.0",""
"62"," Seychelles","79.4","","83.9","","87.8","","91.0","","93.7","","95.7","","96.7","","95.9","","98.8","","99.8","","100.0",""
"184"," Sierra Leone","3.3","","3.3","","2.8","","1.5","","0.9","","0.3","","","","0.7","","","","","","2.5",""
"38"," Slovakia","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0",""
"25"," Slovenia","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0",""
"152"," Solomon Islands","","","","","","","9.9","","23.7","","26.6","","29.5","","41.3","","35.5","","52.6","","41.5",""
"n.a"," Somalia","0.0","","","","","","2.2","","6.6","","7.5","","8.3","","9.2","","10.0","","10.8","","11.6",""
"113"," South Africa","35.1","","43.5","","52.1","","70.7","","71.2","","64.1","","75.6","","74.8","","75.4","","72.9","","67.9",""
"187"," South Sudan","0.0","","0.0","","0.0","","","","0.7","","1.8","","2.6","","3.4","","4.2","","5.1","","5.9",""
"26"," Spain","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0",""
"76"," Sri Lanka","46.9","","56.4","","65.5","","74.2","","84.1","","86.2","","86.8","","88.8","","90.6","","92.6","","94.6",""
"167"," Sudan","13.2","","12.1","","2.2","","16.8","","19.2","","19.7","","20.2","","20.7","","31.7","","21.7","","22.2",""
"100"," Suriname","100.0","","100.0","","95.8","","86.8","","86.7","","76.9","","75.4","","73.8","","72.3","","70.8","","69.3",""
"7"," Sweden","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0",""
"2"," Switzerland","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0",""
"155"," Syrian Arab Republic","64.6","","71.3","","77.4","","83.3","","83.5","","92.5","","94.4","","96.2","","97.9","","99.1","","100.0",""
"127"," Tajikistan","95.4","","96.9","","98.0","","99.1","","99.3","","99.5","","98.8","","99.9","","100.0","","100.0","","100.0",""
"154"," Tanzania (United Republic of)","","","0.8","","2.8","","3.7","","3.7","","4.1","","3.6","","4.2","","4.3","","9.0","","16.9",""
"83"," Thailand","66.0","","73.9","","87.0","","88.0","","97.0","","98.0","","98.8","","100.0","","100.0","","99.5","","100.0",""
"80"," The former Yugoslav Republic of Macedonia","96.0","","97.8","","98.9","","99.4","","100.0","","99.6","","100.0","","100.0","","100.0","","100.0","","100.0",""
"132"," Timor-Leste","","","","","2.9","","17.0","","24.0","","33.9","","36.9","","39.9","","43.0","","56.0","","49.2",""
"165"," Togo","","","","","3.0","","9.6","","6.0","","10.2","","16.1","","16.9","","16.3","","18.6","","19.4",""
"98"," Tonga","72.4","","77.4","","82.0","","86.2","","90.6","","90.6","","91.3","","93.5","","94.5","","95.5","","96.6",""
"69"," Trinidad and Tobago","81.2","","86.0","","96.2","","94.9","","99.2","","99.7","","99.9","","100.0","","100.0","","100.0","","100.0",""
"95"," Tunisia","72.0","","71.1","","86.2","","97.3","","98.6","","98.2","","98.6","","99.2","","99.4","","100.0","","100.0",""
"64"," Turkey","80.9","","85.7","","90.4","","94.7","","100.0","","99.9","","100.0","","100.0","","100.0","","100.0","","100.0",""
"108"," Turkmenistan","98.1","","99.1","","99.6","","99.5","","100.0","","99.9","","99.9","","100.0","","100.0","","100.0","","100.0",""
"n.a"," Tuvalu","89.4","","91.5","","93.2","","94.3","","95.6","","95.9","","96.6","","96.7","","97.2","","97.8","","98.5",""
"162"," Uganda","","","1.5","","3.9","","2.5","","8.9","","5.3","","10.0","","6.9","","10.3","","9.0","","18.0",""
"88"," Ukraine","96.7","","98.4","","99.3","","99.8","","99.9","","100.0","","99.7","","100.0","","100.0","","100.0","","100.0",""
"34"," United Arab Emirates","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0",""
"14"," United Kingdom","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0",""
"13"," United States","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0",""
"55"," Uruguay","76.2","","80.2","","82.7","","86.2","","90.2","","94.4","","93.3","","97.0","","97.5","","97.9","","100.0",""
"105"," Uzbekistan","97.8","","98.9","","99.5","","99.6","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0",""
"138"," Vanuatu","","","","","6.8","","13.8","","21.1","","22.7","","24.2","","8.5","","27.4","","29.0","","46.4",""
"78"," Venezuela (Bolivarian Republic of)","85.1","","86.1","","87.4","","87.0","","89.4","","89.6","","91.4","","92.6","","93.8","","95.1","","96.4",""
"116"," Viet Nam","68.0","","75.1","","82.1","","95.2","","96.7","","97.8","","100.0","","100.0","","98.9","","100.0","","100.0",""
"178"," Yemen","22.1","","28.4","","35.0","","27.6","","48.3","","49.8","","51.3","","65.2","","53.2","","56.1","","57.7",""
"144"," Zambia","1.8","","2.2","","2.2","","4.4","","3.1","","3.5","","3.4","","3.2","","3.8","","3.7","","2.7",""
"156"," Zimbabwe","7.8","","7.3","","7.2","","8.5","","11.6","","13.3","","13.0","","13.7","","9.8","","9.7","","15.6",""
"<a name=""a""></a>a: Refers to 2014.<br /><a name=""b""></a>b: Refers to 2015.<br /><a name=""c""></a>c: Refers to 2013.<br />"
