"Adjusted net savings (% of GNI)"
"HDI Rank (2017)","Country","1990","","1995","","2000","","2005","","2010","","2011","","2012","","2013","","2014","","2015","","2016",""
"168"," Afghanistan","","","","","","","","","-19.3","","-25.3","","-19.2","","-26.7","","-22.9","","-27.6","","-28.5",""
"68"," Albania","5.1","","13.7","","22.0","","23.0","","8.2","","7.1","","6.5","","6.7","","0.5","","5.9","","6.9",""
"85"," Algeria","13.4","","","","","","34.5","","34.4","","32.0","","31.7","","30.2","","27.7","","22.7","","19.3",""
"147"," Angola","-48.0","","","","-75.1","","-50.6","","-38.1","","-39.1","","-33.3","","-33.1","","-37.1","","-39.6","","-38.4",""
"47"," Argentina","6.7","","10.2","","4.4","","9.2","","9.4","","10.0","","9.1","","8.0","","7.9","","7.2","","5.9",""
"83"," Armenia","","","","","-13.6","","14.8","","6.4","","1.3","","1.4","","1.9","","-1.1","","2.2","","-0.0",""
"3"," Australia","8.7","","7.2","","6.6","","6.1","","7.7","","8.7","","10.0","","9.3","","8.0","","7.4","","5.3",""
"20"," Austria","","","","","","","13.9","","13.0","","13.4","","12.6","","12.1","","12.6","","12.2","","12.7",""
"80"," Azerbaijan","","","","","-29.1","","14.5","","22.2","","20.4","","19.6","","21.3","","21.6","","13.6","","1.7",""
"54"," Bahamas","","","29.8","","22.1","","18.3","","10.0","","6.7","","18.1","","17.8","","12.3","","11.2","","10.0",""
"43"," Bahrain","-2.9","","6.0","","13.5","","25.8","","22.1","","18.6","","17.4","","13.6","","8.0","","","","",""
"136"," Bangladesh","6.2","","11.6","","17.1","","21.6","","26.2","","25.2","","27.4","","26.9","","26.1","","24.7","","26.0",""
"58"," Barbados","10.9","","9.8","","7.7","","1.9","","-3.7","","-12.5","","-7.6","","-9.8","","","","","","",""
"53"," Belarus","","","-1.8","","6.8","","20.7","","19.3","","23.2","","26.0","","23.0","","21.9","","19.2","","14.1",""
"17"," Belgium","","","","","","","14.1","","12.3","","10.1","","10.5","","9.1","","9.2","","9.3","","9.5",""
"106"," Belize","29.9","","21.8","","0.8","","-4.4","","-7.0","","-4.4","","-2.4","","-5.0","","-0.9","","0.8","","",""
"163"," Benin","-2.4","","-0.3","","-2.6","","-0.4","","-3.0","","-1.4","","-0.6","","2.2","","3.8","","-0.5","","3.8",""
"134"," Bhutan","","","","","","","","","25.0","","31.9","","42.5","","18.1","","23.8","","15.2","","23.6",""
"101"," Botswana","32.7","","22.6","","34.3","","33.6","","24.1","","28.7","","25.8","","24.6","","29.6","","27.6","","29.9",""
"79"," Brazil","9.9","","6.6","","2.7","","6.9","","9.1","","9.4","","9.1","","9.7","","7.3","","6.5","","5.6",""
"39"," Brunei Darussalam","","","","","","","22.2","","38.2","","34.1","","38.2","","39.8","","43.4","","41.2","","34.1",""
"51"," Bulgaria","0.4","","3.4","","-1.7","","2.2","","6.9","","8.5","","8.5","","11.6","","9.3","","8.9","","12.5",""
"183"," Burkina Faso","","","","","","","2.1","","1.4","","1.4","","3.0","","0.2","","-1.9","","-8.4","","",""
"185"," Burundi","-20.6","","-32.4","","-29.2","","-25.5","","-25.5","","-22.4","","-6.9","","-6.4","","-10.0","","-22.6","","-28.9",""
"125"," Cabo Verde","","","","","","","","","18.8","","18.2","","11.1","","8.7","","8.6","","","","",""
"146"," Cambodia","","","-6.3","","5.6","","4.6","","0.9","","-0.3","","0.5","","1.5","","4.7","","6.2","","6.2",""
"151"," Cameroon","1.2","","5.5","","-1.4","","4.0","","2.3","","2.1","","0.5","","0.7","","3.2","","2.8","","2.3",""
"12"," Canada","5.2","","7.8","","9.5","","11.0","","6.5","","8.3","","8.2","","8.7","","8.8","","6.3","","5.3",""
"188"," Central African Republic","3.1","","","","","","","","","","","","","","","","","","","","",""
"186"," Chad","-5.9","","","","","","","","","","","","","","","","","","","","",""
"44"," Chile","6.3","","12.3","","5.8","","6.2","","6.5","","4.7","","5.4","","5.1","","5.2","","6.0","","5.1",""
"86"," China","18.0","","28.0","","22.1","","30.0","","30.4","","26.5","","27.3","","26.3","","26.9","","26.0","","22.4",""
"90"," Colombia","7.1","","8.9","","-0.7","","3.9","","4.8","","3.8","","4.0","","5.0","","4.3","","6.2","","6.4",""
"165"," Comoros","1.1","","-1.2","","","","-7.3","","-3.5","","-2.4","","2.1","","","","","","","","",""
"137"," Congo","-24.5","","-85.3","","-46.1","","-64.2","","-38.6","","-46.5","","-44.5","","-39.5","","-24.3","","-22.6","","",""
"176"," Congo (Democratic Republic of the)","","","","","","","-8.6","","-14.8","","-16.7","","-13.5","","-16.6","","-12.4","","-11.0","","-12.4",""
"63"," Costa Rica","7.7","","10.2","","13.7","","11.4","","14.9","","13.3","","14.3","","13.3","","13.3","","15.3","","15.5",""
"46"," Croatia","","","-1.7","","5.1","","10.5","","7.0","","7.1","","6.7","","8.0","","8.7","","11.6","","9.0",""
"32"," Cyprus","13.5","","13.5","","11.2","","13.1","","6.0","","7.9","","3.1","","0.7","","-0.4","","4.4","","2.2",""
"27"," Czechia","","","10.9","","5.6","","7.7","","3.4","","3.8","","5.1","","4.6","","","","","","",""
"170"," Côte d'Ivoire","","","","","","","7.7","","11.7","","9.2","","9.0","","14.6","","25.4","","25.9","","",""
"11"," Denmark","13.4","","13.7","","15.0","","15.1","","13.3","","14.3","","12.8","","16.3","","18.3","","18.8","","18.3",""
"172"," Djibouti","","","18.0","","13.4","","23.8","","","","","","","","","","","","","","",""
"94"," Dominican Republic","10.9","","10.5","","13.9","","8.5","","14.7","","12.9","","13.2","","15.0","","16.2","","17.5","","17.1",""
"86"," Ecuador","34.7","","1.5","","6.8","","3.1","","8.7","","10.2","","11.6","","11.5","","11.5","","11.8","","13.1",""
"115"," Egypt","11.5","","11.0","","8.5","","6.2","","7.2","","4.1","","1.5","","3.0","","2.1","","2.9","","2.3",""
"121"," El Salvador","7.3","","13.7","","10.1","","8.8","","6.0","","5.1","","2.6","","2.1","","2.3","","3.5","","4.1",""
"141"," Equatorial Guinea","21.7","","-115.2","","","","","","","","","","","","","","","","","","",""
"179"," Eritrea","","","-0.3","","0.4","","","","","","","","","","","","","","","","",""
"30"," Estonia","","","","","12.0","","14.3","","9.9","","14.6","","14.4","","13.8","","14.5","","13.3","","12.6",""
"144"," Eswatini (Kingdom of)","7.3","","3.9","","6.0","","5.3","","-2.4","","1.2","","10.4","","15.6","","15.8","","18.3","","12.3",""
"173"," Ethiopia","","","","","","","","","","","9.6","","8.6","","4.8","","8.9","","6.2","","4.0",""
"92"," Fiji","-2.9","","13.6","","10.5","","12.5","","","","10.5","","6.0","","11.9","","-0.2","","4.8","","",""
"15"," Finland","11.4","","12.8","","19.8","","15.6","","9.4","","8.6","","7.5","","6.5","","6.4","","7.1","","7.8",""
"24"," France","12.1","","11.5","","12.9","","10.2","","7.1","","7.8","","6.4","","6.2","","6.5","","7.4","","7.1",""
"110"," Gabon","-22.3","","-6.8","","-3.4","","9.3","","","","","","","","","","","","","","",""
