Country,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
AFG,1,2,3,1,3,1,7,8,6,7,11,1,1,4,9,14,5,3,3,16
AGO,1,2,3,1,1,1,7,8,3,6,11,1,1,12,7,6,13,3,12,2
ALB,1,1,1,2,4,4,5,5,1,4,1,5,9,5,13,12,4,1,18,19
AND,1,1,1,3,2,5,6,4,4,10,10,9,11,1,15,13,7,14,14,17
ARE,1,1,1,3,2,5,6,4,4,10,10,9,11,1,15,13,7,1,14,17
ARG,1,1,1,2,4,4,5,5,1,4,1,9,9,5,13,12,4,1,18,19
ARM,1,1,1,2,4,4,5,5,1,4,1,5,9,5,13,12,4,1,18,19
ATG,1,1,1,2,4,4,5,5,1,4,1,5,9,5,13,12,4,1,18,19
AUS,1,1,1,3,2,5,6,4,9,10,10,8,11,1,15,13,7,14,14,17
AUT,1,1,1,3,2,5,6,4,4,10,10,9,11,1,15,13,7,14,14,17
AZE,1,1,1,2,4,4,5,5,1,4,1,5,9,5,13,12,4,1,18,19
BDI,1,2,3,1,3,1,7,8,6,7,11,10,1,4,9,14,5,3,3,16
BEL,1,1,1,3,2,5,6,4,9,10,10,9,11,1,15,13,7,14,14,17
BEN,1,2,3,1,1,1,7,8,6,5,11,1,1,12,9,14,13,3,3,2
BFA,1,2,3,1,3,1,7,8,6,7,11,10,1,4,9,14,5,3,3,16
BGD,1,2,3,4,5,3,2,6,3,6,3,1,4,12,7,6,13,8,12,1
BGR,1,1,1,2,4,4,5,4,4,10,10,9,11,1,15,13,7,1,14,14
BHR,1,1,1,2,4,4,5,4,4,10,1,9,9,1,15,13,7,1,14,14
BHS,1,1,1,2,4,4,5,5,1,4,1,9,9,5,13,12,4,1,18,19
BIH,1,1,1,2,4,4,5,5,1,4,1,9,9,5,13,12,4,1,18,19
BLR,1,1,1,2,4,4,5,4,4,10,10,9,11,1,15,13,7,1,14,14
BLZ,1,1,1,2,4,3,5,5,1,4,1,5,9,5,13,12,4,8,18,19
BOL,1,2,1,4,5,3,2,5,1,4,1,5,9,5,13,12,4,8,18,19
BRA,1,1,1,2,4,3,5,5,1,4,1,5,9,5,13,12,4,8,18,19
BRB,1,1,1,2,4,4,5,5,4,4,1,9,9,5,13,12,4,1,18,19
BRN,1,1,1,3,2,5,6,4,4,10,10,9,11,1,15,13,7,14,14,17
BTN,1,2,3,4,5,3,2,6,3,6,3,1,4,12,7,6,13,8,12,1
BWA,1,2,1,4,5,3,2,5,1,4,1,5,9,5,13,12,4,8,18,19
CAF,1,2,3,1,3,6,7,8,6,7,11,11,1,4,9,14,5,9,3,16
CAN,1,1,1,3,2,5,6,4,9,10,10,8,11,1,15,13,7,14,14,17
CHE,1,1,2,3,2,5,3,3,9,8,8,8,6,3,11,13,7,14,7,15
CHL,1,1,1,2,4,4,5,5,1,4,1,9,9,1,13,13,7,1,18,19
CHN,1,2,1,4,5,2,5,5,4,10,1,9,9,5,15,12,4,1,14,19
CIV,1,2,3,1,3,1,7,8,6,7,11,10,1,4,9,14,5,3,3,16
CMR,1,2,3,1,1,1,7,6,3,6,3,1,4,12,7,6,13,3,12,2
COD,1,2,3,1,3,1,7,8,6,7,11,1,1,4,9,14,5,3,3,16
COG,1,2,3,4,5,3,2,6,3,6,3,1,4,12,7,6,13,3,12,2
COL,1,1,1,2,4,3,5,5,1,4,1,5,9,5,13,12,4,8,18,19
COM,1,2,3,1,1,1,7,6,3,6,3,1,1,12,7,6,13,3,12,2
CPV,1,2,1,4,5,3,2,5,1,4,1,5,9,5,13,12,4,8,18,19
CRI,1,1,1,2,4,4,5,5,1,4,1,5,9,5,13,12,4,1,18,19
CUB,1,1,1,2,4,4,5,4,1,4,10,9,9,1,13,13,7,1,18,14
CYP,1,1,1,2,4,4,5,4,4,10,10,9,11,1,15,13,7,1,14,14
CZE,1,1,1,3,2,5,6,4,4,10,10,9,11,1,15,13,7,14,14,17
DEU,1,1,1,3,2,5,6,3,9,10,10,8,11,1,15,13,7,14,7,17
DJI,1,2,3,1,1,1,7,8,6,6,3,1,1,12,9,6,13,3,3,2
DMA,1,1,1,2,4,3,5,5,1,4,1,5,9,5,13,12,4,8,18,19
DNK,1,1,1,3,2,5,6,3,9,10,10,8,11,1,15,13,7,14,7,17
DOM,1,1,1,2,4,3,5,5,1,4,1,5,9,5,13,12,4,8,18,19
DZA,1,1,1,2,4,3,5,5,1,4,1,5,9,5,13,12,4,8,18,19
ECU,1,1,1,2,4,3,5,5,1,4,1,5,9,5,13,12,4,8,18,19
EGY,1,2,1,4,5,3,2,5,1,4,1,5,9,5,13,6,13,8,18,19
ERI,1,2,3,1,3,1,7,8,6,7,11,1,1,4,9,14,5,3,3,16
ESP,1,1,1,3,2,5,6,4,4,10,10,9,11,1,15,13,7,14,14,17
EST,1,1,1,2,4,4,5,4,4,10,10,9,11,1,15,13,7,1,14,17
ETH,1,2,3,1,3,1,7,8,6,7,11,10,1,4,9,14,5,3,3,16
FIN,1,1,1,3,2,5,6,4,9,10,10,8,11,1,15,13,7,14,14,17
FJI,1,1,1,2,4,3,5,5,1,4,1,5,9,5,13,12,4,8,18,19
FRA,1,1,1,3,2,5,6,4,4,10,10,9,11,1,15,13,7,14,14,17
FSM,1,2,3,4,5,3,2,5,1,6,3,5,4,12,13,6,13,8,18,1
GAB,1,2,3,4,5,3,2,6,1,6,3,5,4,12,7,6,13,8,12,1
GBR,1,1,1,3,2,5,6,4,4,10,10,9,11,1,15,13,7,14,14,17
GEO,1,1,1,2,4,4,5,5,1,4,1,5,9,5,13,12,4,1,18,19
GHA,1,2,3,4,5,3,2,6,3,6,3,1,4,12,7,6,13,8,12,1
GIN,1,2,3,1,3,1,7,8,6,7,11,10,1,4,9,14,5,3,3,16
GMB,1,2,3,1,3,1,7,8,3,6,11,1,1,4,7,14,5,3,12,16
GNB,1,2,3,1,3,1,7,8,6,7,11,10,1,4,9,14,5,3,3,16
GNQ,1,2,3,1,3,1,7,8,3,6,11,1,1,4,7,14,5,3,12,16
GRC,1,1,1,3,2,5,6,4,4,10,10,9,11,1,15,13,7,14,14,17
GRD,1,1,1,2,4,4,5,5,1,4,1,5,9,5,13,12,4,1,18,19
GTM,1,2,3,4,5,3,2,6,1,6,3,5,4,12,7,6,13,8,12,1
GUY,1,2,1,4,5,3,2,5,1,4,1,5,9,5,13,12,4,8,18,19
HKG,1,1,2,3,2,5,3,3,9,8,8,8,6,3,11,13,7,14,7,15
HND,1,2,3,4,5,3,2,6,1,6,3,1,4,12,7,6,13,8,12,1
HRV,1,1,1,2,4,4,5,4,4,10,10,9,11,1,15,13,7,1,14,14
HTI,1,2,3,1,1,1,7,6,3,6,3,1,1,12,7,6,13,3,12,2
HUN,1,1,1,2,4,4,5,4,4,10,10,9,11,1,15,13,7,1,14,14
IDN,1,2,1,4,5,3,2,5,1,4,1,5,9,5,13,12,4,8,18,19
IND,1,2,3,1,1,1,7,8,3,6,3,1,1,12,7,6,13,3,12,2
IRL,1,1,1,3,2,5,6,4,4,10,10,9,11,1,15,13,7,14,14,17
IRN,1,1,1,2,4,4,5,5,1,4,1,5,9,5,13,12,4,1,18,19
IRQ,1,2,3,4,5,3,2,6,1,6,3,5,4,12,7,6,13,8,12,1
ISL,1,1,1,3,2,5,6,3,9,10,10,8,11,1,15,13,7,14,7,17
ISR,1,1,1,2,4,4,5,4,4,10,10,9,11,1,15,13,7,1,14,17
ITA,1,1,1,3,2,5,6,4,4,10,10,9,11,1,15,13,7,14,14,17
JAM,1,1,1,2,4,3,5,5,1,4,1,5,9,5,13,12,4,8,18,19
JOR,1,1,1,2,4,4,5,5,1,4,1,5,9,5,13,12,4,1,18,19
JPN,1,1,1,3,2,5,6,4,4,10,10,9,11,1,15,13,7,14,14,17
KAZ,1,1,1,2,4,4,5,5,1,4,1,9,9,5,13,12,4,1,18,19
KEN,1,2,3,4,5,3,2,6,3,6,3,1,4,12,7,6,13,8,12,1
KGZ,1,1,1,2,4,3,5,5,1,4,1,5,9,5,13,12,4,8,18,19
KHM,1,2,3,4,5,3,2,6,3,6,3,1,4,12,7,6,13,8,12,1
KIR,1,2,3,4,5,3,2,6,3,6,3,1,4,12,7,6,13,8,12,1
KNA,1,1,1,2,4,4,5,5,1,4,1,5,9,5,13,12,4,1,18,19
KOR,1,1,1,2,4,4,5,4,4,10,10,9,11,1,15,13,7,1,14,17
KWT,1,1,1,3,2,5,6,4,9,10,10,9,11,1,11,13,7,14,7,17
LAO,1,2,3,4,5,3,2,6,3,6,3,1,4,12,7,6,13,8,12,1
LBN,1,1,1,2,4,4,5,5,1,4,1,5,9,5,13,12,4,1,18,19
LBR,1,2,3,1,3,1,7,8,6,7,11,1,1,4,9,14,5,3,3,16
LBY,1,2,1,4,5,3,5,5,1,4,1,5,9,5,13,12,4,8,18,19
LCA,1,1,1,2,4,4,5,5,1,4,1,5,9,5,13,12,4,1,18,19
LIE,1,1,2,3,2,5,3,3,9,8,8,8,6,3,11,11,12,14,7,15
LKA,1,1,1,2,4,4,5,5,1,4,1,5,9,5,13,12,4,1,18,19
LSO,1,2,3,1,1,1,7,8,3,5,11,1,1,12,9,6,13,3,12,2
LTU,1,1,1,2,4,4,5,4,4,10,10,9,11,1,15,13,7,1,14,17
LUX,1,1,1,3,2,5,6,3,9,10,10,8,11,1,15,13,7,14,7,17
LVA,1,1,1,2,4,4,5,4,4,10,10,9,11,1,15,13,7,1,14,14
MAR,1,2,3,4,5,3,2,5,1,6,3,5,4,12,7,6,13,8,18,1
MCO,1,1,1,2,4,4,5,5,4,10,10,9,9,1,15,13,7,1,14,14
MDA,1,1,1,2,4,4,5,5,1,4,1,5,9,5,13,12,4,1,18,19
MDG,1,2,3,1,1,1,7,6,3,6,3,1,4,12,7,6,13,3,12,2
MDV,1,1,1,2,4,3,5,5,1,4,1,5,9,5,13,12,4,8,18,19
MEX,1,1,1,2,4,3,5,5,1,4,1,5,9,5,13,12,4,8,18,19
MHL,1,2,3,4,5,3,2,6,1,6,3,1,4,12,13,6,13,8,18,1
MKD,1,1,1,2,4,4,5,5,1,4,1,5,9,5,13,12,4,1,18,19
MLI,1,2,3,1,3,1,7,8,6,7,11,10,1,4,9,14,5,3,3,16
MLT,1,1,1,2,4,4,5,4,4,10,10,9,11,1,15,13,7,1,14,17
MMR,1,2,3,4,5,3,2,6,3,6,3,1,4,12,7,6,13,8,12,1
MNE,1,1,1,2,4,4,5,4,4,10,10,9,11,1,15,13,7,1,14,14
MNG,1,1,1,2,4,3,5,5,1,4,1,5,9,5,13,12,4,8,18,19
MOZ,1,2,3,1,3,1,7,8,6,7,11,10,1,4,9,14,5,3,3,16
MRT,1,2,3,1,3,1,7,8,3,5,11,1,1,4,9,14,5,3,3,16
MUS,1,1,1,2,4,4,5,5,1,4,1,5,9,5,13,12,4,1,18,19
MWI,1,2,3,1,3,1,7,8,6,7,11,1,1,4,9,14,5,3,3,16
MYS,1,1,1,2,4,4,5,5,1,4,1,5,9,5,13,12,4,1,18,19
NAM,1,2,3,4,5,3,2,6,3,6,3,1,4,12,7,6,13,8,12,1
NER,1,2,3,1,3,6,7,8,6,7,11,11,1,4,9,5,3,9,3,16
NGA,1,2,3,1,1,1,7,8,6,7,11,1,1,12,9,14,13,3,3,16
NIC,1,2,1,4,5,3,5,5,1,4,1,5,9,5,13,12,4,8,18,19
NLD,1,1,1,3,2,5,6,4,9,10,10,8,11,1,15,13,7,14,14,17
NOR,1,1,2,3,2,5,3,3,9,8,8,8,6,3,11,11,12,14,7,15
NPL,1,2,3,4,5,3,2,6,3,6,3,1,4,12,7,6,13,8,12,1
NRU,1,2,1,4,5,3,2,5,1,4,1,5,9,5,13,12,4,8,18,19
NZL,1,1,1,3,2,5,6,4,4,10,10,9,11,1,15,13,7,14,14,17
OMN,1,1,1,2,4,4,5,5,1,4,1,9,9,1,13,13,7,1,18,19
PAK,1,2,3,1,1,1,7,6,3,6,3,1,4,12,7,6,13,3,12,2
PAN,1,1,1,2,4,4,5,5,1,4,1,5,9,5,13,12,4,1,18,19
PER,1,1,1,2,4,3,5,5,1,4,1,5,9,5,13,12,4,8,18,19
PHL,1,2,1,4,5,3,2,5,1,4,1,5,9,5,13,12,4,8,18,19
PLW,1,1,1,2,4,4,5,5,1,4,1,9,9,5,13,12,4,1,18,19
PNG,1,2,3,1,1,1,7,6,3,6,3,1,4,12,7,6,13,3,12,2
POL,1,1,1,2,4,4,5,4,4,10,10,9,11,1,15,13,7,1,14,14
PRK,1,1,1,2,4,3,5,5,1,4,1,5,9,5,13,12,4,8,18,19
PRT,1,1,1,2,4,4,5,4,4,10,10,9,11,1,15,13,7,1,14,14
PRY,1,1,1,2,4,3,5,5,1,4,1,5,9,5,13,12,4,8,18,19
PSE,1,2,1,4,5,3,5,5,1,4,1,5,9,5,13,12,4,8,18,19
QAT,1,1,2,3,2,5,3,3,2,1,8,12,6,3,12,11,12,16,17,15
ROU,1,1,1,2,4,4,5,4,4,4,1,9,9,1,13,13,7,1,14,14
RUS,1,1,1,2,4,4,5,4,4,10,10,9,11,1,15,13,7,1,14,14
RWA,1,2,3,1,1,1,7,6,3,6,3,1,4,12,7,6,13,3,12,2
SAU,1,1,1,2,4,4,5,4,4,10,10,9,11,1,15,13,7,1,14,14
SDN,1,2,3,1,3,1,7,8,3,6,11,1,1,4,7,14,5,3,12,16
SEN,1,2,3,1,1,1,7,6,3,6,3,1,1,12,7,6,13,3,12,2
SGP,1,1,2,3,2,5,3,3,9,8,8,8,6,3,11,11,12,14,7,15
SLB,1,2,3,4,5,3,2,6,3,6,3,1,4,12,7,6,13,8,12,1
SLE,1,2,3,1,3,1,7,8,6,7,11,10,1,4,9,14,5,3,3,16
SLV,1,2,1,4,5,3,5,5,1,4,1,5,9,5,13,12,4,8,18,19
SMR,1,1,1,2,4,4,5,5,1,10,10,9,9,1,13,13,7,1,18,14
SOM,1,2,3,1,3,6,7,8,6,7,11,11,1,4,9,5,3,9,3,16
SRB,1,1,1,2,4,4,5,5,1,4,1,9,9,5,13,12,4,1,18,19
SSD,1,2,3,1,3,1,7,8,6,7,11,10,1,4,9,14,5,3,3,16
STP,1,2,3,4,5,3,2,6,3,6,3,1,4,12,7,6,13,8,12,1
SUR,1,1,1,2,4,3,5,5,1,4,1,5,9,5,13,12,4,8,18,19
SVK,1,1,1,2,4,4,5,4,4,10,10,9,11,1,15,13,7,1,14,14
SVN,1,1,1,3,2,5,6,4,4,10,10,9,11,1,15,13,7,14,14,17
SWE,1,1,1,3,2,5,6,4,9,10,10,8,11,1,15,13,7,14,14,17
SWZ,1,2,3,1,1,1,7,6,3,6,3,1,4,12,7,6,13,3,12,2
SYC,1,1,1,2,4,4,5,5,1,4,1,5,9,5,13,12,4,1,18,19
SYR,1,2,3,1,1,1,7,6,3,6,3,1,4,12,7,6,13,3,12,2
TCD,1,2,3,1,3,6,7,8,6,7,11,11,1,4,9,14,5,9,3,16
