Country,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
AFG,1,1,2,4,5,2,6,5,9,6,3,1,9,2,13,1,6,17,12,20
AGO,1,1,2,4,5,2,1,5,9,6,3,12,9,2,13,1,6,17,7,20
ALB,1,2,1,2,1,3,4,2,6,3,11,3,4,3,12,13,3,13,15,7
AND,1,2,1,3,4,6,5,2,6,3,8,9,4,3,4,14,7,2,5,12
ARE,1,2,1,3,4,6,5,2,6,3,8,9,4,3,4,14,14,2,5,12
ARG,1,2,1,2,1,3,4,2,6,3,11,3,4,3,4,13,3,2,15,7
ARM,1,2,1,2,1,3,4,2,3,2,11,3,13,12,12,13,3,13,15,7
ATG,1,2,1,2,1,3,4,2,6,3,11,3,4,3,12,13,3,13,15,7
AUS,1,2,1,3,4,6,5,2,6,3,8,9,4,3,4,14,7,2,5,12
AUT,1,2,1,3,4,6,5,2,6,3,8,9,4,3,4,14,7,2,5,12
AZE,1,2,1,2,1,3,4,2,3,2,11,3,13,12,12,13,3,13,15,7
BDI,1,1,2,4,5,5,6,5,9,5,2,2,3,8,5,1,15,10,12,1
BEL,1,2,1,3,4,6,5,2,6,3,8,9,4,3,4,14,7,2,5,12
BEN,1,1,2,4,5,2,1,5,9,6,3,12,9,2,13,1,6,17,7,20
BFA,1,1,2,4,5,5,6,5,9,6,2,2,9,2,13,1,15,10,12,1
BGD,1,1,2,1,2,2,1,5,9,6,3,12,9,2,13,5,2,17,7,20
BGR,1,2,1,2,1,6,4,2,6,3,8,9,4,3,4,13,14,2,5,12
BHR,1,2,1,2,1,6,4,2,6,3,8,9,4,3,4,13,14,2,5,12
BHS,1,2,1,2,1,6,4,2,6,3,8,9,4,3,4,13,14,2,5,12
BIH,1,2,1,2,1,3,4,2,6,3,11,3,4,3,4,13,3,2,15,7
BLR,1,2,1,2,1,6,4,2,6,3,8,9,4,3,4,13,14,2,5,12
BLZ,1,2,1,2,1,3,4,7,3,2,11,3,13,12,12,13,3,13,15,7
BOL,1,1,1,1,1,3,4,7,3,2,11,3,13,12,13,13,3,13,15,20
BRA,1,2,1,2,1,3,4,7,3,2,11,3,13,12,12,13,3,13,15,7
BRB,1,2,1,2,1,3,4,2,6,3,11,3,4,3,12,13,3,13,15,7
BRN,1,2,1,3,4,6,5,2,6,3,8,9,4,3,4,14,7,2,5,12
BTN,1,1,2,1,2,2,1,5,9,6,3,12,9,2,13,5,2,17,7,20
BWA,1,1,1,1,1,3,4,7,3,2,11,3,13,12,13,13,3,13,15,20
CAF,1,1,2,4,5,5,6,6,1,4,2,2,3,8,6,1,15,10,12,3
CAN,1,2,1,3,4,6,5,2,6,3,8,9,4,3,4,14,7,2,5,12
CHE,1,2,3,3,3,4,3,8,7,3,7,4,8,1,4,3,8,15,8,12
CHL,1,2,1,2,1,3,4,2,6,3,11,3,4,3,4,13,3,2,15,12
CHN,1,2,1,1,4,6,4,3,6,8,8,3,7,5,4,14,1,2,15,12
CIV,1,1,2,4,5,5,6,5,9,6,2,2,9,2,5,1,15,17,12,1
CMR,1,1,2,4,5,2,1,5,9,6,3,12,9,2,13,1,6,17,7,20
COD,1,1,2,4,5,2,6,5,9,6,2,1,9,2,13,1,6,17,7,20
COG,1,1,2,1,2,2,1,5,9,6,3,12,9,2,13,5,2,17,7,20
COL,1,2,1,2,1,3,4,7,3,2,11,3,13,12,12,13,3,13,15,7
COM,1,1,2,4,2,2,1,5,9,6,3,12,9,2,13,5,6,17,7,20
CPV,1,1,1,1,1,3,4,7,3,2,11,3,13,12,12,13,3,13,15,7
CRI,1,2,1,2,1,3,4,2,3,2,11,3,13,12,12,13,3,13,15,7
CUB,1,2,1,2,1,3,4,2,6,3,11,3,4,3,4,13,3,2,15,7
CYP,1,2,1,3,4,6,5,2,6,3,8,9,4,3,4,14,14,2,5,12
CZE,1,2,1,3,4,6,5,2,6,3,8,9,4,3,4,14,14,2,5,12
DEU,1,2,1,3,4,6,5,2,7,3,8,9,4,3,4,14,7,15,5,12
DJI,1,1,2,4,2,2,7,5,9,6,3,1,9,2,13,1,6,17,7,20
DMA,1,2,1,2,1,3,4,7,3,2,11,3,13,12,12,13,3,13,15,7
DNK,1,2,1,3,4,4,5,2,7,3,7,9,4,3,4,14,7,15,5,12
DOM,1,2,1,2,1,3,4,7,3,2,11,3,13,12,12,13,3,13,15,7
DZA,1,2,1,2,1,3,4,7,3,2,11,3,13,12,12,13,3,13,15,7
ECU,1,2,1,2,1,3,4,7,3,2,11,3,13,12,12,13,3,13,15,7
EGY,1,1,1,1,1,3,4,7,3,2,11,3,13,12,13,13,3,13,15,20
ERI,1,1,2,4,5,2,6,5,9,6,2,1,9,2,13,1,6,17,7,20
ESP,1,2,1,3,4,6,5,2,6,3,8,9,4,3,4,14,7,2,5,12
EST,1,2,1,3,4,6,5,2,6,3,8,9,4,3,4,14,14,2,5,12
ETH,1,1,2,4,5,5,6,5,9,6,2,2,9,2,5,1,15,10,12,1
FIN,1,2,1,3,4,6,5,2,6,3,8,9,4,3,4,14,7,2,5,12
FJI,1,2,1,1,1,3,4,7,3,2,11,3,13,12,12,13,3,13,15,7
FRA,1,2,1,3,4,6,5,2,6,3,8,9,4,3,4,14,7,2,5,12
FSM,1,1,2,1,2,3,1,5,3,6,11,12,9,2,13,5,2,13,7,20
GAB,1,1,2,1,2,2,1,5,3,6,3,12,9,2,13,5,2,17,7,20
GBR,1,2,1,3,4,6,5,2,6,3,8,9,4,3,4,14,7,2,5,12
GEO,1,2,1,2,1,3,4,2,3,2,11,3,13,12,12,13,3,13,15,7
GHA,1,1,2,1,2,2,1,5,9,6,3,12,9,2,13,5,2,17,7,20
GIN,1,1,2,4,5,5,6,5,9,6,2,2,9,2,5,1,15,10,12,1
GMB,1,1,2,4,2,2,1,5,9,6,3,12,9,2,13,5,6,17,7,20
GNB,1,1,2,4,5,2,6,5,9,6,3,12,9,2,13,1,6,17,7,20
GNQ,1,1,2,4,2,2,7,5,9,6,3,1,9,2,13,1,6,17,12,20
GRC,1,2,1,2,4,6,5,2,6,3,8,9,4,3,4,14,14,2,5,12
GRD,1,2,1,2,1,3,4,2,6,3,11,3,4,3,12,13,3,13,15,7
GTM,1,1,2,1,2,2,1,5,9,6,3,12,9,2,13,5,2,17,7,20
GUY,1,1,1,1,1,3,4,7,3,2,11,3,13,12,13,13,3,13,15,20
HKG,1,2,3,3,3,4,3,8,7,3,7,7,8,1,4,3,8,15,8,12
HND,1,1,2,1,2,2,1,5,9,6,3,12,9,2,13,5,2,17,7,20
HRV,1,2,1,2,4,6,5,2,6,3,8,9,4,3,4,13,14,2,5,12
HTI,1,1,2,4,5,2,1,5,9,6,3,12,9,2,13,1,6,17,7,20
HUN,1,2,1,2,4,6,5,2,6,3,8,9,4,3,4,14,14,2,5,12
IDN,1,1,1,1,1,3,4,7,3,2,11,3,13,12,13,13,3,13,15,20
IND,1,1,2,1,2,2,1,5,9,6,3,12,9,2,13,5,6,17,7,20
IRL,1,2,1,3,4,6,5,2,6,3,8,9,4,3,4,14,7,2,5,12
IRN,1,2,1,2,1,3,4,2,6,3,11,3,4,3,12,13,3,13,15,7
IRQ,1,1,2,1,2,2,1,5,3,6,3,12,9,2,13,5,2,17,7,20
ISL,1,2,1,3,4,4,5,2,7,3,7,9,4,3,4,14,7,15,5,12
ISR,1,2,1,3,4,6,5,2,6,3,8,9,4,3,4,14,7,2,5,12
ITA,1,2,1,3,4,6,5,2,6,3,8,9,4,3,4,14,7,2,5,12
JAM,1,2,1,2,1,3,4,7,3,2,11,3,13,12,12,13,3,13,15,7
JOR,1,2,1,2,1,3,4,7,3,2,11,3,13,12,12,13,3,13,15,7
JPN,1,2,1,3,4,6,5,2,6,3,8,9,4,3,4,14,7,2,5,12
KAZ,1,2,1,2,1,3,4,2,6,3,11,3,4,3,12,13,3,2,15,7
KEN,1,1,2,1,2,2,1,5,9,6,3,12,9,2,13,5,2,17,7,20
KGZ,1,1,1,1,1,3,4,7,3,2,11,3,13,12,12,13,3,13,15,7
KHM,1,1,2,1,2,2,1,5,9,6,3,12,9,2,13,5,2,17,7,20
KIR,1,1,2,1,2,2,1,5,9,6,3,12,9,2,13,5,2,17,7,20
KNA,1,2,1,2,1,3,4,2,6,2,11,3,4,3,12,13,3,13,15,7
KOR,1,2,1,3,4,6,5,2,6,3,8,9,4,3,4,14,14,2,5,12
KWT,1,2,3,3,3,4,3,8,7,3,7,8,8,1,4,3,8,15,8,12
LAO,1,1,2,1,2,2,1,5,9,6,3,12,9,2,13,5,2,17,7,20
LBN,1,2,1,2,1,3,4,2,3,2,11,3,13,12,12,13,3,13,15,7
LBR,1,1,2,4,5,2,6,5,9,6,3,12,9,2,13,1,6,17,7,20
LBY,1,2,1,1,1,3,4,7,3,2,11,3,13,12,12,13,3,13,15,7
LCA,1,2,1,2,1,3,4,7,3,2,11,3,13,12,12,13,3,13,15,7
LIE,1,2,3,3,3,1,3,8,4,1,4,7,8,1,6,3,8,7,8,3
LKA,1,2,1,2,1,3,4,2,3,2,11,3,13,12,12,13,3,13,15,7
