Measure,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
Log-Likelihood,69980,221240.0,274500.0,294630.0,322530.0,360000.0,358790.0,360830.0,348090.0,347620.0,358820.0,364140.0,359880.0,359710.0,354440.0,361880.0,358610.0,353590.0,362720.0,359870.0
