Measure,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
Log-Likelihood,73330,176660.0,311950.0,313110.0,372520.0,372480.0,373180.0,365430.0,383010.0,381500.0,372370.0,359060.0,382830.0,374670.0,382940.0,384540.0,383010.0,372270.0,383980.0,383850.0
