Measure,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
Log-Likelihood,70323,242170.0,304170.0,306050.0,338550.0,350780.0,360240.0,360220.0,354320.0,358960.0,362380.0,349020.0,345160.0,350920.0,355980.0,353210.0,353550.0,360500.0,360780.0,351230.0
