Country,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
IRL,1,2,1,4,4,3,2,2,1,8,2,1,11,8,11,9,9,3,11,5
IRN,1,1,1,4,1,5,4,1,7,10,11,1,13,1,9,16,16,1,10,11
IRQ,1,1,2,1,2,2,3,6,2,6,5,11,10,3,8,13,14,6,1,19
ISL,1,2,3,3,5,3,1,7,1,3,3,9,11,8,10,15,17,4,9,5
ISR,1,2,1,4,4,3,2,2,7,8,2,1,11,8,11,9,9,3,11,5
ITA,1,2,1,4,4,3,2,2,1,8,2,1,11,8,11,9,9,3,11,5
JAM,1,1,1,4,1,5,4,1,2,10,11,6,10,3,9,16,16,1,10,14
JOR,1,1,1,4,1,5,4,1,7,10,11,1,13,1,9,16,16,1,10,11
JPN,1,2,1,4,4,3,2,2,1,8,2,1,11,8,11,9,9,3,11,5
KAZ,1,1,1,4,1,5,4,1,7,8,11,1,13,1,9,16,16,1,10,5
KEN,1,1,2,1,2,2,3,6,2,6,5,11,10,3,8,13,14,6,1,19
KGZ,1,1,1,4,1,5,4,1,2,10,11,6,10,3,9,16,16,1,10,14
KHM,1,1,2,1,2,2,3,6,2,1,5,11,10,3,8,13,14,10,1,19
KIR,1,1,2,1,2,2,3,6,2,6,5,11,10,3,8,13,14,6,1,19
KNA,1,1,1,4,1,5,4,1,7,10,11,1,13,1,9,16,16,1,10,11
KOR,1,2,1,4,4,3,2,2,1,8,2,1,11,8,11,9,9,3,11,5
KWT,1,2,1,4,4,3,2,2,1,8,2,9,11,8,11,9,17,3,11,5
LAO,1,1,2,1,2,2,3,6,2,6,5,11,10,3,8,13,14,6,1,19
LBN,1,1,1,4,1,5,4,1,7,10,11,1,13,1,9,16,16,1,10,11
LBR,1,2,2,1,3,1,5,4,4,6,7,11,9,6,6,10,13,2,7,19
LBY,1,1,1,4,1,2,4,1,2,10,11,6,10,3,9,16,16,1,10,19
LCA,1,1,1,4,1,5,4,1,7,10,11,1,13,1,9,16,16,1,10,11
LIE,1,2,3,3,5,6,1,7,1,3,8,4,3,8,10,15,17,14,2,13
LKA,1,1,1,4,1,5,4,1,7,10,11,1,13,1,9,16,16,1,10,11
LSO,1,2,2,1,3,2,3,6,4,6,5,11,9,6,8,12,14,6,1,19
LTU,1,1,1,4,4,3,2,2,7,8,2,1,11,1,11,2,9,3,11,5
LUX,1,2,3,3,5,6,1,7,1,3,8,4,3,8,10,15,17,14,2,13
LVA,1,1,1,4,4,3,2,2,7,8,2,1,13,1,11,2,9,3,11,5
MAR,1,1,1,4,1,2,4,1,2,10,11,6,10,3,9,16,16,1,10,19
MCO,1,1,1,4,4,3,2,2,7,8,2,1,11,1,11,2,9,3,11,5
MDA,1,1,1,4,1,5,4,1,7,10,11,1,13,10,9,16,16,1,10,11
MDG,1,2,2,1,2,2,3,6,4,6,5,11,9,6,8,12,14,6,1,19
MDV,1,1,1,4,1,5,4,1,2,10,11,6,10,3,9,16,16,1,10,14
MEX,1,1,1,4,1,5,4,1,7,10,11,1,13,1,9,16,16,1,10,11
MHL,1,1,2,1,2,2,3,6,2,6,5,6,10,3,8,13,16,6,1,19
MKD,1,1,1,4,1,5,4,1,7,10,11,1,13,1,9,16,16,1,10,11
MLI,1,2,2,1,3,1,5,4,4,1,7,11,9,6,6,10,13,2,7,18
MLT,1,2,1,4,4,3,2,2,1,8,2,1,11,8,11,9,9,3,11,5
MMR,1,1,2,1,2,2,3,6,2,6,5,11,10,3,8,13,14,6,1,19
MNE,1,1,1,4,4,3,2,2,7,8,2,1,13,1,11,2,9,3,11,5
MNG,1,1,1,4,1,5,4,1,2,10,11,6,10,3,9,16,16,1,10,14
MOZ,1,2,2,1,3,1,5,4,4,1,7,11,9,6,6,10,13,2,7,18
MRT,1,2,2,1,3,1,5,4,4,6,7,11,9,6,6,10,13,2,7,19
MUS,1,1,1,4,1,5,4,1,7,10,11,1,13,1,9,16,16,1,10,11
MWI,1,2,2,1,3,1,5,4,4,6,7,11,9,6,6,10,13,2,7,19
MYS,1,1,1,4,1,5,4,1,7,10,11,1,13,1,9,16,16,1,10,11
NAM,1,1,2,1,2,2,3,6,2,6,5,11,10,3,8,13,14,6,1,19
NER,1,2,2,1,3,6,5,4,3,1,7,3,6,7,6,10,13,2,7,16
NGA,1,2,2,1,3,1,3,6,4,6,5,11,9,6,6,10,13,6,1,19
NIC,1,1,1,4,1,2,4,1,2,10,11,6,10,3,9,16,16,1,10,19
NLD,1,2,1,4,4,3,2,2,1,8,2,1,11,8,11,9,9,3,11,5
NOR,1,2,3,3,5,6,1,7,1,3,8,4,1,8,10,15,17,14,2,13
NPL,1,1,2,1,2,2,3,6,4,6,5,11,10,3,8,13,14,6,1,19
NRU,1,1,1,4,1,5,4,1,2,10,11,6,10,3,9,16,16,1,10,14
NZL,1,2,1,4,4,3,2,2,1,8,2,1,11,8,11,9,9,3,11,5
OMN,1,1,1,4,4,3,2,2,7,8,2,1,13,1,11,2,9,3,11,5
PAK,1,2,2,1,2,2,3,6,4,6,5,11,9,6,8,12,14,6,1,19
PAN,1,1,1,4,1,5,4,1,7,10,11,1,13,1,9,16,16,1,10,11
PER,1,1,1,4,1,5,4,1,2,10,11,6,10,3,9,16,16,1,10,14
PHL,1,1,1,4,1,5,4,1,2,10,11,6,10,3,9,16,16,1,10,14
PLW,1,1,1,4,1,3,2,2,7,8,2,1,13,1,11,2,9,3,11,5
PNG,1,2,2,1,3,1,3,6,4,6,5,11,9,6,6,10,13,6,1,19
POL,1,1,1,4,4,3,2,2,7,8,2,1,13,1,11,2,9,3,11,5
PRK,1,1,1,4,1,5,4,1,2,10,11,6,10,3,9,16,16,1,10,14
PRT,1,1,1,4,4,3,2,2,7,8,2,1,13,1,11,2,9,3,11,5
PRY,1,1,1,4,1,5,4,1,2,10,11,6,10,3,9,16,16,1,10,14
PSE,1,1,1,4,1,5,4,1,2,10,11,6,10,3,9,16,16,1,10,14
QAT,1,2,3,3,5,6,1,7,6,3,8,4,5,8,10,15,17,14,2,12
ROU,1,1,1,4,1,5,2,2,7,8,2,1,13,1,9,16,16,3,11,5
RUS,1,1,1,4,4,3,2,2,7,8,2,1,13,1,11,2,9,3,11,5
RWA,1,2,2,1,3,2,3,6,4,6,5,11,9,6,8,12,14,6,1,19
SAU,1,1,1,4,4,3,2,2,7,8,2,1,13,1,11,2,9,3,11,5
SDN,1,2,2,1,3,1,5,4,4,6,7,11,9,6,6,10,13,2,7,19
SEN,1,2,2,1,3,2,3,6,4,6,5,11,9,6,8,12,14,6,1,19
SGP,1,2,3,3,5,6,1,7,1,3,8,4,7,8,10,15,17,14,2,13
SLB,1,1,2,1,2,2,3,6,2,6,5,11,10,3,8,13,14,6,1,19
SLE,1,2,2,1,3,1,5,4,4,1,7,11,9,6,6,10,13,2,7,18
SLV,1,1,1,4,1,5,4,1,2,10,11,6,10,3,9,16,16,1,10,14
SMR,1,1,1,4,1,5,2,2,7,8,2,1,13,1,9,16,16,3,11,5
SOM,1,2,3,2,5,6,7,8,3,5,1,12,6,4,14,6,8,2,6,16
SRB,1,1,1,4,1,5,4,1,7,8,11,1,13,1,9,16,16,1,10,5
SSD,1,2,2,1,3,1,5,4,4,1,7,11,9,6,6,10,13,2,7,18
STP,1,1,2,1,2,2,3,6,2,6,5,11,10,3,8,13,14,6,1,19
SUR,1,1,1,4,1,5,4,1,2,10,11,6,10,3,9,16,16,1,10,14
SVK,1,1,1,4,4,3,2,2,7,8,2,1,11,1,11,2,9,3,11,5
SVN,1,2,1,4,4,3,2,2,1,8,2,1,11,8,11,9,9,3,11,5
SWE,1,2,1,4,4,3,2,2,1,8,2,1,11,8,11,9,9,3,11,5
SWZ,1,2,2,1,2,2,3,6,4,6,5,11,9,6,8,12,14,6,1,19
SYC,1,1,1,4,1,5,4,1,7,10,11,1,13,1,9,16,16,1,10,11
SYR,1,2,2,1,3,2,3,6,4,6,5,11,9,6,8,12,14,6,1,19
TCD,1,2,2,1,3,6,5,4,3,1,7,3,6,7,6,10,13,2,7,16
TGO,1,2,2,1,2,2,3,6,4,6,5,11,9,6,8,12,14,6,1,19
THA,1,1,1,4,1,5,4,1,2,10,11,6,10,3,9,16,16,1,10,14
TJK,1,1,1,4,1,2,4,1,2,10,11,6,10,3,9,16,16,1,10,14
TKM,1,1,1,4,1,5,4,1,2,10,11,6,10,3,9,16,16,1,10,14
TLS,1,1,2,1,2,2,3,6,2,6,5,11,10,3,8,13,14,6,1,19
TON,1,1,1,4,1,5,4,1,2,10,11,6,10,3,9,16,16,1,10,14
TTO,1,1,1,4,1,5,4,1,7,8,11,1,13,1,9,16,16,1,10,5
TUN,1,1,1,4,1,5,4,1,2,10,11,6,10,3,9,16,16,1,10,14
TUR,1,1,1,4,1,5,4,1,7,10,11,1,13,1,9,16,16,1,10,11
TUV,1,1,1,4,1,2,4,1,2,10,11,6,10,3,9,16,16,1,10,14
TZA,1,2,2,1,3,2,3,6,4,6,5,11,9,6,8,12,14,6,1,19
UGA,1,2,2,1,3,2,3,6,4,6,5,11,9,6,8,12,14,6,1,19
UKR,1,1,1,4,1,5,4,1,7,8,11,1,13,13,9,16,16,1,10,5
URY,1,1,1,4,1,5,4,1,7,10,11,1,13,1,9,16,16,1,10,11
USA,1,2,3,3,5,6,1,7,1,3,3,9,11,8,10,15,17,4,9,13
UZB,1,1,1,4,1,5,4,1,2,10,11,6,10,3,9,16,16,1,10,14
VCT,1,1,1,4,1,5,4,1,2,10,11,6,10,3,9,16,16,1,10,14
VEN,1,1,1,4,1,5,4,1,7,10,11,1,13,1,9,16,16,1,10,11
VNM,1,1,1,4,1,5,4,1,2,10,11,6,10,3,9,16,16,1,10,14
VUT,1,1,2,1,2,2,3,6,2,6,5,11,10,3,8,13,14,6,1,19
WSM,1,1,1,4,1,5,4,1,2,10,11,6,10,3,9,16,16,1,10,14
YEM,1,2,2,1,3,1,5,4,4,1,7,11,9,6,6,10,13,2,7,18
ZAF,1,1,1,4,1,2,4,1,2,10,11,6,10,3,9,16,16,1,10,19
ZMB,1,2,2,1,2,2,3,6,4,6,5,11,9,6,8,12,14,6,1,19
ZWE,1,2,2,1,2,2,3,6,4,6,5,11,9,6,8,12,14,6,1,19
