Measure,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
Log-Likelihood,74574,185810.0,319430.0,323220.0,360160.0,385790.0,376170.0,371230.0,381460.0,379040.0,383940.0,380840.0,379550.0,379490.0,376470.0,356160.0,357300.0,379470.0,383120.0,381210.0
