Country,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
AFG,1,1,1,2,3,1,3,5,3,10,6,5,5,12,2,10,16,11,6,9
AGO,1,1,2,2,3,1,7,5,7,10,11,12,10,12,8,10,9,1,6,12
ALB,1,2,3,3,2,5,2,8,6,9,3,4,6,5,3,14,12,15,10,13
AND,1,1,1,1,1,3,4,8,9,2,10,6,3,4,14,5,13,17,4,20
ARE,1,1,1,1,1,3,4,8,9,2,10,6,3,4,14,5,13,17,4,20
ARG,1,2,3,3,2,5,2,8,6,9,3,4,6,5,3,14,12,15,10,13
ARM,1,2,3,3,2,5,2,8,6,9,3,4,6,10,3,14,12,15,10,13
ATG,1,2,3,3,2,5,2,7,6,1,3,4,6,5,3,14,12,15,10,13
AUS,1,1,1,1,1,3,4,8,1,2,10,6,3,4,14,5,13,17,4,19
AUT,1,1,1,1,1,3,4,8,9,2,10,6,3,4,14,5,13,17,4,20
AZE,1,2,3,3,2,6,2,7,6,1,3,4,6,10,3,9,12,15,12,13
BDI,1,1,1,2,3,1,3,4,3,4,6,5,8,2,11,10,17,11,6,9
BEL,1,1,1,1,1,3,4,8,9,2,10,6,3,4,14,5,13,17,4,20
BEN,1,1,2,2,3,1,7,5,7,10,11,12,10,12,8,10,9,1,6,12
BFA,1,1,1,2,3,1,3,5,3,10,6,5,8,2,11,10,17,11,6,9
BGD,1,2,3,4,5,6,7,5,7,1,11,12,10,10,8,9,9,1,12,12
BGR,1,2,2,3,2,5,4,8,9,9,10,6,3,5,14,14,13,17,10,20
BHR,1,2,2,3,2,5,4,8,9,9,10,6,3,5,14,14,13,17,10,20
BHS,1,2,3,3,2,5,2,8,6,9,3,4,6,5,3,14,12,15,10,13
BIH,1,2,3,3,2,5,2,8,6,9,3,4,6,5,3,14,12,15,10,13
BLR,1,2,3,3,2,5,2,8,6,9,3,4,3,5,14,14,13,15,10,13
BLZ,1,2,3,3,5,6,2,7,6,1,3,4,6,10,3,9,12,15,12,13
BOL,1,2,3,4,5,6,2,7,6,1,3,4,6,10,3,9,12,15,12,13
BRA,1,2,3,3,2,6,2,7,6,1,3,4,6,10,3,9,12,15,12,13
BRB,1,2,3,3,2,5,2,8,6,9,3,4,6,5,3,14,12,15,10,13
BRN,1,1,1,1,1,3,4,8,9,2,10,6,3,4,14,5,13,17,4,20
BTN,1,2,3,4,5,6,7,5,7,1,11,12,10,10,8,9,9,1,12,12
BWA,1,2,3,4,5,6,2,7,6,1,3,4,6,10,3,9,12,15,12,13
CAF,1,1,1,2,3,2,3,4,3,4,6,5,8,2,11,2,17,11,1,9
CAN,1,1,1,1,1,3,4,8,9,2,10,6,3,4,14,5,13,17,4,20
CHE,1,1,1,1,4,3,6,1,1,2,7,3,7,4,10,5,14,12,4,19
CHL,1,2,3,3,2,5,2,8,6,9,3,4,3,5,14,14,12,15,10,13
CHN,1,1,1,1,4,4,5,2,5,8,4,7,3,8,7,4,7,6,13,17
CIV,1,1,1,2,3,1,3,5,3,10,6,5,5,12,2,10,16,11,6,9
CMR,1,1,2,2,3,1,7,5,7,10,11,12,10,12,8,10,9,1,6,12
COD,1,1,1,2,3,1,3,5,3,10,6,5,10,12,2,10,16,11,6,9
COG,1,2,3,4,5,6,7,5,7,1,11,12,10,10,8,9,9,1,12,12
COL,1,2,3,3,2,6,2,7,6,1,3,4,6,10,3,9,12,15,12,13
COM,1,1,2,2,3,1,7,5,7,10,11,12,10,12,8,10,9,1,6,12
CPV,1,2,3,4,5,6,2,7,6,1,3,4,6,10,3,9,12,15,12,13
CRI,1,2,3,3,2,5,2,8,6,9,3,4,6,5,3,14,12,15,10,13
CUB,1,2,2,3,2,5,2,8,9,9,10,4,3,5,14,14,13,17,10,20
CYP,1,2,2,3,2,5,4,8,9,9,10,6,3,5,14,14,13,17,10,20
CZE,1,1,1,3,1,3,4,8,9,2,10,6,3,4,14,5,13,17,4,20
DEU,1,1,1,1,1,3,4,8,1,2,10,6,3,4,14,5,13,17,4,19
DJI,1,1,1,2,3,1,3,4,7,10,6,5,10,12,2,10,16,13,6,9
DMA,1,2,3,3,5,6,2,7,6,1,3,4,6,10,3,9,12,15,12,13
DNK,1,1,1,1,1,3,4,8,1,2,10,6,3,4,14,5,13,17,4,19
DOM,1,2,3,3,5,6,2,7,6,1,3,4,6,10,3,9,12,15,12,13
DZA,1,2,3,3,2,6,2,7,6,1,3,4,6,10,3,9,12,15,12,13
ECU,1,2,3,3,2,6,2,7,6,1,3,4,6,10,3,9,12,15,12,13
EGY,1,2,3,4,5,6,7,5,6,1,11,12,10,10,8,9,9,1,12,13
ERI,1,1,1,2,3,1,3,5,3,10,6,5,5,12,11,10,16,11,6,9
ESP,1,1,1,1,1,3,4,8,9,2,10,6,3,4,14,5,13,17,4,20
EST,1,2,2,3,2,5,4,8,9,9,10,6,3,5,14,14,13,17,10,20
ETH,1,1,1,2,3,1,3,5,3,10,6,5,8,2,11,10,17,11,6,9
FIN,1,1,1,1,1,3,4,8,9,2,10,6,3,4,14,5,13,17,4,20
FJI,1,2,3,3,2,6,2,7,6,1,3,4,6,10,3,9,12,15,12,13
FRA,1,1,1,1,1,3,4,8,9,2,10,6,3,4,14,5,13,17,4,20
FSM,1,2,3,4,5,6,2,7,6,1,3,4,6,10,3,9,12,15,12,13
GAB,1,2,3,4,5,6,7,5,6,1,11,12,10,10,8,9,9,1,12,12
GBR,1,1,1,1,1,3,4,8,9,2,10,6,3,4,14,5,13,17,4,20
GEO,1,2,3,3,2,5,2,8,6,9,3,4,6,10,3,14,12,15,10,13
GHA,1,2,3,4,5,6,7,5,7,1,11,12,10,10,8,9,9,1,12,12
GIN,1,1,1,2,3,1,3,5,3,10,6,5,10,12,8,10,16,11,6,9
GMB,1,1,2,2,3,1,7,5,7,10,11,12,10,12,8,10,9,1,6,12
GNB,1,1,1,2,3,1,3,5,3,10,6,5,10,12,8,10,16,11,6,9
GNQ,1,1,2,2,3,1,3,5,7,10,6,5,10,12,8,10,9,11,6,12
GRC,1,2,2,3,2,5,4,8,9,9,10,6,3,5,14,14,13,17,10,20
GRD,1,2,3,3,2,5,2,7,6,1,3,4,6,5,3,14,12,15,10,13
GTM,1,2,3,4,5,6,7,5,6,1,11,12,10,10,8,9,9,1,12,12
GUY,1,2,3,4,5,6,7,5,6,1,11,12,10,10,8,9,9,1,12,13
HKG,1,1,1,1,1,3,4,1,1,2,10,6,3,4,14,5,13,17,4,19
HND,1,2,3,3,5,6,7,5,6,1,11,5,10,10,8,9,9,1,12,12
HRV,1,2,2,3,2,5,4,8,9,9,10,6,3,5,14,14,13,17,10,20
HTI,1,1,2,2,3,1,7,5,7,10,11,12,10,12,8,10,9,1,6,12
HUN,1,2,2,3,2,5,4,8,9,9,10,6,3,5,14,14,13,17,10,20
IDN,1,2,3,4,5,6,2,7,6,1,3,4,6,10,3,9,12,15,12,13
IND,1,1,2,1,3,1,3,5,7,10,6,5,10,12,8,1,9,13,6,12
IRL,1,1,1,1,1,3,4,8,1,2,10,6,3,4,14,5,13,17,4,20
IRN,1,2,3,3,2,5,2,7,6,1,3,4,6,5,3,14,12,15,10,13
IRQ,1,2,3,4,5,6,7,5,6,1,11,12,10,10,8,9,9,1,12,12
ISL,1,1,1,1,1,3,4,8,1,2,10,6,3,4,14,5,13,17,4,19
ISR,1,2,2,3,2,5,4,8,9,9,10,6,3,5,14,14,13,17,10,20
