Measure,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
Log-Likelihood,72032,234750.0,319600.0,330130.0,342500.0,361500.0,352910.0,359060.0,359370.0,376050.0,370430.0,368590.0,363850.0,373750.0,373100.0,369610.0,373000.0,363430.0,367790.0,365290.0
