Measure,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
Log-Likelihood,73847,170130.0,293980.0,303030.0,349010.0,361280.0,370570.0,366780.0,365680.0,355070.0,371960.0,367420.0,369840.0,355950.0,376510.0,359120.0,374140.0,369500.0,364070.0,366400.0
