Country,2004-2015
AFG,-0.7104806382453275
ALB,0.18410264713656285
DZA,-0.025929950300924428
AND,-0.7260386084258821
AGO,-0.4615531153564536
ATG,1.6154359037475874
ARG,-0.04148792048147904
ARM,-0.27485747318979825
AUS,-0.1114987862939748
AUT,-0.547121951349504
AZE,0.5497149463795963
BHS,1.5376460528448141
BHR,1.0553489772476212
BGD,-0.9516291760439239
BRB,1.2187076641434447
BLR,1.0942439026990078
BEL,-0.4693321004467309
BLZ,2.2066387706086625
BEN,-0.6871436829744955
BTN,-0.15817269683563864
BOL,-0.3370893539120167
BIH,-0.7182596233356048
BWA,0.17632366204628555
BRA,1.0553489772476212
BRN,-0.25929950300924365
BGR,-0.31375239864118476
BFA,-1.0216400418564198
BDI,-0.5626799215300586
CPV,0.9386642008934616
KHM,-0.4693321004467309
CMR,-0.39154224954395783
CAN,-0.4615531153564536
CAF,-1.1616617734814112
TCD,-0.9827451164050331
CHL,0.6352837823726466
CHN,-0.3604263091828486
COL,0.6119468271018147
COM,-1.0449769971272516
COG,-1.0760929374883608
COD,-1.0371980120369744
CRI,1.452077216851764
HRV,-0.5937958618911678
CUB,2.681156861115578
CYP,-0.5549009364397813
CZE,0.2307765576782267
CIV,-0.8816183102314282
DNK,-0.8116074444189324
DJI,-0.7571545487869913
DMA,1.0475699921573438
DOM,0.5263779911087644
ECU,-0.025929950300924428
EGY,-0.6949226680647728
SLV,2.5411351294905864
GNQ,-0.28263645828007555
EST,0.39413524457405014
SWZ,0.9620011561642935
ETH,-0.29041544337035285
FJI,0.06741787078240326
FIN,-0.8427233847800416
FRA,-0.547121951349504
GAB,0.34746133403238627
GMB,-0.8349443996897643
GEO,0.845316379810134
DEU,-0.6793646978842182
GHA,-0.8738393251411508
GRC,-0.4382161600856217
GRD,1.80991053100452
GTM,-0.344868339002294
GIN,-1.0838719225786382
GUY,0.7286316034559743
HTI,-0.5315639811689493
HND,0.238555542768504
HKG,-0.39932123463423513
HUN,0.16854467695600825
ISL,-0.9360712058633693
IND,-1.029419026946697
IDN,-0.7882704891481005
IRN,0.9464431859837389
IRQ,-0.3293103688217394
IRL,-0.6638067277036636
ISR,0.7052946481851424
ITA,-0.6171328171619997
JAM,-0.15817269683563864
JPN,-0.9127342505925374
JOR,-0.11927777138425211
KAZ,0.5341569761990417
KEN,-0.3682052942731259
KIR,-0.2281835626481344
KOR,-0.5004480408078401
KWT,-0.5704589066203359
KGZ,0.005185990060184798
LAO,-0.7338175935161594
LVA,0.5730519016504282
LBN,-0.3526473240925713
LSO,-0.5704589066203359
LBR,-0.9827451164050331
LBY,-0.5160060109883947
LIE,-1.1227668480300246
LTU,0.79864246926847
LUX,-0.4148792048147898
MDG,-0.6404697724328317
MWI,-0.7182596233356048
MYS,0.04408091551157133
MDV,1.3665083808587135
MLI,-1.029419026946697
MLT,-0.23596254773841172
MHL,-0.7727125189675459
MRT,-0.9438501909536466
MUS,-0.08038284593286557
MEX,0.36301930421294093
FSM,-0.29819442846063016
MDA,0.38635625948377283
MCO,-0.7104806382453275
MNG,0.7830844990879154
MNE,0.06741787078240326
MAR,0.440809155115714
MOZ,-0.8116074444189324
MMR,-0.40710021972451244
NAM,-0.16595168192591594
NRU,-0.19706762228702518
NPL,-0.827165414599487
NLD,-0.749375563696714
NZL,0.2229975725879494
NIC,0.04408091551157133
NER,-0.9827451164050331
NGA,-1.0449769971272516
NOR,-0.7338175935161594
OMN,-1.0060820716758652
PAK,-0.9516291760439239
PLW,1.3820663510392681
PAN,1.7632366204628562
PNG,-0.8116074444189324
PRY,-0.05704589066203366
PER,0.5963888569212601
PHL,-0.344868339002294
POL,0.19966061731711746
PRT,-0.21262559246757978
QAT,-0.8738393251411508
ROU,-0.17373066701619325
RUS,2.1755228302475533
RWA,2.0899539942545027
KNA,3.435718414872477
LCA,1.428740261580932
VCT,1.6543308291989738
WSM,0.6586207376434786
STP,-0.5004480408078401
SAU,-0.03370893539120173
SEN,-0.8038284593286551
SRB,-0.1348357415648067
SYC,4.92928355220572
SLE,-0.8582813549605962
SGP,0.4797040805671005
SVK,0.14520772168517632
SVN,-0.7182596233356048
SLB,-0.8505023698703189
ZAF,0.9853381114351254
SSD,-0.7804915040578232
ESP,-0.2281835626481344
LKA,-0.5704589066203359
SDN,-0.8971762804119828
SUR,0.13742873659489901
SWE,-0.8582813549605962
CHE,-0.6326907873425544
SYR,-0.8193864295092097
TJK,-0.344868339002294
TZA,-0.749375563696714
THA,2.29998659169199
MKD,-0.14261472665508404
TLS,-0.8971762804119828
TGO,-0.7882704891481005
TON,0.005185990060184798
TTO,0.720852618365697
TUN,0.36301930421294093
TUR,0.42525118493515934
TKM,3.2490227727058216
TUV,-0.4304371749953444
UGA,-0.39154224954395783
UKR,0.2307765576782267
ARE,0.4952620507476551
GBR,-0.15039371174536134
USA,4.143606058087712
URY,0.9775591263448481
UZB,-0.11927777138425211
VUT,-0.6093538320717224
VEN,0.09853381114351248
VNM,-0.08816183102314289
YEM,-0.8738393251411508
ZMB,-0.31375239864118476
ZWE,-0.15817269683563864
