Country,2007/2017
AFG,0.05747848226949361
ALB,-0.26658231743964694
DZA,-0.2680553210746885
AGO,0.2592799802701857
ATG,1.6615794408297393
ARG,-0.25479828835931456
ARM,-0.2768933428849378
AUS,-0.23270323383369135
AUT,-0.2768933428849378
AZE,-0.1767290957021125
BHS,-0.2768933428849378
BHR,-0.2768933428849378
BGD,-0.083929866694495
BRB,-0.2768933428849378
BLR,-0.2768933428849378
BEL,-0.2768933428849378
BLZ,-0.2768933428849378
BEN,1.8309748588595174
BTN,-0.2768933428849378
BOL,-0.2106081793080681
BIH,-0.2768933428849378
BWA,-0.2768933428849378
BRA,-0.16494506662178013
BRN,-0.2768933428849378
BGR,-0.253325284724273
BFA,0.20919785667877305
BDI,0.3064160965915152
CPV,-0.2768933428849378
KHM,0.2474959511898533
CMR,0.01623438048833027
CAN,-0.2503792774541899
CAF,0.3609172310880525
TCD,-0.1487420266363231
CHL,6.373718069327651
CHN,-0.055942797628705576
COL,-0.23123023019864977
COM,-0.2768933428849378
COG,0.08546555133528302
COD,-0.23123023019864977
CRI,-0.2768933428849378
HRV,-0.2768933428849378
CUB,1.636538379034033
CYP,-0.2768933428849378
CZE,-0.2768933428849378
CIV,-0.21502719021319275
DNK,-0.2768933428849378
DJI,-0.2768933428849378
DMA,0.9663217250901287
DOM,-0.09276788850474428
ECU,-0.15021503027136465
EGY,-0.27542033924989623
SLV,0.10756060586090625
GNQ,-0.2768933428849378
ERI,-0.2768933428849378
EST,-0.2768933428849378
SWZ,-0.2768933428849378
ETH,-0.2739473356148547
FJI,-0.2768933428849378
FIN,-0.2768933428849378
FRA,-0.27542033924989623
GAB,-0.2165001938482343
GMB,-0.24743327018410682
GEO,-0.08245686305945345
DEU,-0.2768933428849378
GHA,-0.2503792774541899
GRC,-0.22828422292856668
GRD,-0.2768933428849378
GTM,0.26517199481035186
GIN,-0.22975722656360822
GNB,-0.2165001938482343
GUY,-0.2768933428849378
HTI,1.0031468159661674
HND,-0.12075495757053369
HKG,-0.2768933428849378
HUN,-0.2768933428849378
ISL,-0.2768933428849378
IND,0.4021613328692158
IDN,-0.22975722656360822
IRN,-0.237122244738816
IRQ,-0.26658231743964694
IRL,-0.2768933428849378
ISR,-0.2768933428849378
ITA,-0.10602492122011821
JAM,-0.22091920475335894
JPN,-0.20913517567302656
JOR,-0.2768933428849378
KAZ,-0.207662172037985
KEN,-0.2592172992644392
KIR,-0.16936407752690477
PRK,1.0915270340686603
KOR,-0.26952832470973004
KWT,-0.2768933428849378
KGZ,-0.12370096484061678
LAO,-0.27542033924989623
LVA,-0.2768933428849378
LBN,-0.2768933428849378
LSO,-0.11044393212524285
LBR,-0.15316103754144775
LBY,-0.2768933428849378
LTU,-0.2768933428849378
LUX,-0.2768933428849378
MDG,2.402500269255638
MWI,-0.05888880489878867
MYS,-0.14432301573119846
MDV,-0.2768933428849378
MLI,0.12965566038652945
MHL,-0.2768933428849378
MRT,-0.19735114659269418
MUS,-0.2768933428849378
MEX,-0.1885131247824449
FSM,-0.2768933428849378
MDA,-0.2768933428849378
MNG,-0.2768933428849378
MNE,-0.2768933428849378
MAR,-0.2768933428849378
MOZ,0.08399254770024148
MMR,-0.2223922083884005
NAM,-0.2768933428849378
NPL,-0.2562712919943561
NLD,-0.2768933428849378
NZL,-0.2680553210746885
NIC,-0.2739473356148547
NER,0.0059233550430394365
NGA,-0.26658231743964694
NOR,-0.2768933428849378
OMN,-0.2768933428849378
PAK,-0.17083708116194632
PLW,7.7612874935367895
PSE,-0.26069030289948075
PAN,-0.2768933428849378
PNG,-0.2768933428849378
PRY,-0.23564924110377444
PER,-0.0014416631321683031
PHL,-0.07361884124920415
POL,-0.2768933428849378
PRT,-0.23564924110377444
ROU,-0.2768933428849378
RUS,-0.26363631016956385
RWA,-0.1546340411764893
KNA,-0.2768933428849378
LCA,-0.2768933428849378
VCT,0.4581354710007946
WSM,-0.2768933428849378
STP,-0.2768933428849378
SAU,-0.23123023019864977
SEN,-0.2768933428849378
SRB,-0.25479828835931456
SYC,-0.2768933428849378
SLE,-0.23270323383369135
SGP,-0.2768933428849378
SVK,-0.2768933428849378
SVN,-0.20913517567302656
SLB,-0.03679375037316546
SOM,-0.044158768548373195
ZAF,-0.24006825200889909
SSD,-0.2768933428849378
ESP,-0.2341762374687329
LKA,7.560958999171139
SDN,1.0031468159661674
SUR,-0.2768933428849378
SWE,-0.2768933428849378
CHE,-0.2768933428849378
SYR,-0.2768933428849378
TJK,-0.24890627381914837
TZA,-0.20177015749781882
THA,-0.24154125564394063
MKD,-0.2768933428849378
TLS,-0.04710477581845629
TGO,-0.016171699482583783
TON,-0.2768933428849378
TTO,-0.2768933428849378
TUN,-0.2768933428849378
TUR,-0.2165001938482343
TKM,-0.2768933428849378
TUV,-0.2768933428849378
UGA,0.7807232670748936
UKR,-0.26658231743964694
ARE,-0.2768933428849378
GBR,-0.2135541865781512
USA,-0.20177015749781882
URY,0.11787163130619709
UZB,-0.2768933428849378
VUT,-0.2768933428849378
VEN,-0.2680553210746885
VNM,0.4301484019350052
YEM,-0.2710013283447716
ZMB,-0.09424089213978583
ZWE,-0.15610704481153084
