Country,2006-2017
AFG,-1.7355228829487686
ALB,0.6368755747559975
DZA,0.6784966003297653
AND,0.6784966003297653
AGO,-2.4430803177028215
ARG,0.6784966003297653
ARM,0.6368755747559975
AUS,0.6784966003297653
AUT,0.6784966003297653
AZE,0.42877044688715843
BGD,-2.651185445571661
BRB,0.6368755747559975
BLR,0.6784966003297653
BEL,0.6784966003297653
BLZ,0.5120124980346941
BEN,0.054181216723248
BTN,0.6784966003297653
BOL,-0.32040801344066244
BIH,0.6784966003297653
BWA,-0.02906083442428765
BRA,0.5120124980346941
BGR,0.6784966003297653
BFA,-0.2787869878668946
BDI,-0.36202903901443023
CPV,0.30390737016585495
KHM,-0.4452710901619659
CMR,-0.7366182691783407
CAN,0.6784966003297653
CAF,-0.9447233970471798
TCD,-2.984153650161803
CHL,0.6368755747559975
COL,0.5536335236084619
COM,0.13742326787078366
COG,0.5120124980346941
COD,-2.4430803177028215
CRI,0.6784966003297653
CUB,0.6784966003297653
CYP,0.6784966003297653
CZE,0.6784966003297653
CIV,-0.4868921157357337
DNK,0.6784966003297653
DJI,0.3455283957396228
DOM,0.17904429344455147
ECU,0.42877044688715843
EGY,0.6368755747559975
SLV,0.6368755747559975
GNQ,-1.2360705760635546
EST,0.6784966003297653
SWZ,-1.2360705760635546
ETH,-3.3587428803257136
FIN,0.6784966003297653
FRA,0.6784966003297653
GAB,0.2622863445920871
GMB,-0.4868921157357337
GEO,0.6784966003297653
DEU,0.6784966003297653
GHA,-0.5285131413095016
GRC,0.6784966003297653
GTM,0.5120124980346941
GIN,-0.36202903901443023
GNB,-2.484701343276589
GUY,0.2206653190183193
HTI,-0.15392391114559112
HND,0.42877044688715843
HUN,0.6784966003297653
ISL,0.6784966003297653
IND,-0.15392391114559112
IDN,-0.4452710901619659
IRN,0.6368755747559975
IRQ,0.6368755747559975
IRL,0.6784966003297653
ISR,0.6784966003297653
ITA,0.6784966003297653
JAM,0.6784966003297653
JPN,0.6784966003297653
JOR,0.6368755747559975
KAZ,0.6784966003297653
KEN,-0.6949972436045728
KIR,0.42877044688715843
PRK,0.6784966003297653
KGZ,0.5952545491822298
LAO,-0.36202903901443023
LVA,0.6784966003297653
LBN,0.6784966003297653
LSO,-1.6939018573750007
LBR,-2.4430803177028215
LIE,0.6784966003297653
LTU,0.6784966003297653
LUX,0.6784966003297653
MDG,-0.02906083442428765
MWI,-0.6949972436045728
MDV,0.3871494213133906
MLI,0.13742326787078366
MLT,0.6784966003297653
MHL,0.5120124980346941
MRT,-0.7366182691783407
MEX,0.4703914724609263
MDA,0.6784966003297653
MCO,0.6784966003297653
MNG,0.6368755747559975
MNE,0.6368755747559975
MAR,0.42877044688715843
MOZ,-1.4857967295061616
MMR,-0.1123028855718233
NAM,0.13742326787078366
NRU,-0.02906083442428765
NPL,-1.1528285249160188
NLD,0.6784966003297653
NZL,0.6784966003297653
NIC,0.054181216723248
NER,-0.8198603203258763
NGA,-1.5274177550799293
NOR,0.6784966003297653
PAK,-2.068491087538911
PSE,0.6368755747559975
PAN,0.5120124980346941
PRY,0.3871494213133906
PER,0.5952545491822298
PHL,0.2622863445920871
POL,0.6784966003297653
PRT,0.6784966003297653
QAT,0.6784966003297653
RUS,0.6784966003297653
RWA,-1.1528285249160188
LCA,0.3455283957396228
WSM,-1.0279654481947154
SMR,0.6784966003297653
STP,0.4703914724609263
SEN,-0.653376218030805
SRB,0.6368755747559975
SLE,-0.2787869878668946
SVK,0.6784966003297653
SVN,0.6784966003297653
SLB,0.17904429344455147
SOM,-3.3587428803257136
ZAF,0.054181216723248
SSD,-2.0268700619651434
ESP,0.6784966003297653
LKA,0.5536335236084619
SDN,-0.6949972436045728
SUR,0.6368755747559975
SWE,0.6784966003297653
CHE,0.6784966003297653
SYR,0.5120124980346941
TJK,0.17904429344455147
TZA,-2.401459292129054
THA,0.6784966003297653
MKD,0.6784966003297653
TLS,-1.1944495504897867
TGO,-0.23716596229312678
TON,0.3871494213133906
TTO,0.42877044688715843
TUN,0.6368755747559975
TUR,0.6368755747559975
TKM,0.6784966003297653
TUV,-1.4025546783586258
UGA,-2.2349751898339822
UKR,0.6784966003297653
ARE,0.6784966003297653
GBR,0.6784966003297653
USA,0.6784966003297653
URY,0.6784966003297653
UZB,0.6784966003297653
VUT,-1.6939018573750007
VEN,-0.1123028855718233
VNM,0.5120124980346941
YEM,-2.1933541642602146
ZMB,-3.0257746757355712
ZWE,-1.6522808318012328
