Country,1990,1995,2000,2005,2010,2015,2016,2017
AFG,1.06,1.06,1.06,1.06,1.06,1.06,1.06,1.06
ALB,1.07,1.07,1.08,1.08,1.08,1.08,1.08,1.08
DZA,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05
AGO,1.02,1.02,1.02,1.02,1.02,1.03,1.03,1.03
ATG,1.03,1.03,1.03,1.03,1.03,1.03,1.03,1.03
ARG,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04
ARM,1.06,1.08,1.15,1.17,1.15,1.14,1.13,1.13
AUS,1.05,1.06,1.05,1.06,1.06,1.06,1.06,1.06
AUT,1.06,1.06,1.06,1.06,1.06,1.06,1.06,1.06
AZE,1.06,1.08,1.13,1.17,1.17,1.16,1.13,1.13
BHS,1.06,1.06,1.06,1.06,1.06,1.06,1.06,1.06
BHR,1.05,1.05,1.04,1.04,1.04,1.04,1.04,1.04
BGD,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05
BRB,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04
BLR,1.06,1.07,1.07,1.06,1.06,1.06,1.06,1.06
BEL,1.06,1.05,1.04,1.05,1.05,1.05,1.05,1.05
BLZ,1.03,1.03,1.03,1.03,1.03,1.03,1.03,1.03
BEN,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04
BTN,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04
BOL,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05
BIH,1.07,1.07,1.07,1.07,1.07,1.07,1.06,1.06
BWA,1.03,1.03,1.03,1.03,1.03,1.03,1.03,1.03
BRA,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05
BRN,1.06,1.06,1.06,1.06,1.06,1.06,1.06,1.06
BGR,1.06,1.05,1.06,1.06,1.06,1.06,1.06,1.06
BFA,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05
BDI,1.03,1.03,1.03,1.03,1.03,1.03,1.03,1.03
CPV,1.03,1.03,1.03,1.03,1.03,1.03,1.03,1.03
KHM,1.04,1.04,1.04,1.03,1.06,1.05,1.05,1.05
CMR,1.03,1.03,1.03,1.03,1.03,1.03,1.03,1.03
CAN,1.05,1.06,1.05,1.05,1.05,1.06,1.06,1.06
CAF,1.03,1.03,1.03,1.03,1.03,1.03,1.03,1.03
TCD,1.03,1.03,1.03,1.03,1.03,1.03,1.03,1.03
CHL,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04
CHN,1.08,1.12,1.14,1.16,1.17,1.16,1.15,1.15
COL,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05
COM,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05
COG,1.03,1.03,1.03,1.03,1.03,1.03,1.03,1.03
COD,1.03,1.03,1.03,1.03,1.03,1.03,1.03,1.03
CRI,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05
HRV,1.06,1.06,1.06,1.06,1.06,1.06,1.06,1.06
CUB,1.06,1.06,1.06,1.06,1.06,1.06,1.06,1.06
CYP,1.07,1.07,1.07,1.07,1.07,1.07,1.07,1.07
CZE,1.06,1.06,1.06,1.06,1.06,1.06,1.06,1.06
CIV,1.03,1.03,1.03,1.03,1.03,1.03,1.03,1.03
DNK,1.06,1.06,1.06,1.05,1.06,1.06,1.06,1.06
DJI,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04
DOM,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05
ECU,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05
EGY,1.06,1.06,1.06,1.07,1.07,1.07,1.06,1.06
SLV,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05
GNQ,1.03,1.03,1.03,1.03,1.03,1.03,1.03,1.03
ERI,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05
