Country,1990,1995,2000,2005,2010,2011,2012,2013,2014,2015,2016
ALB,,0.2383488681757656,0.13715046604527295,,0.026631158455392805,0.014647137150466042,0.015978695073235683,0.015978695073235683,0.055925432756324896,0.14780292942743006,
DZA,0.12916111850865514,0.13315579227696403,0.07057256990679095,0.11984021304926763,0.07057256990679095,0.09454061251664447,0.04926764314247669,0.08655126498002662,0.08122503328894806,0.08388814913448735,
AND,,,,,,,,0.388814913448735,0.38215712383488676,,
AGO,0.8695073235685753,,,,,,,,,,
ARG,,,0.12117177097203727,0.07190412782956059,0.09054593874833555,0.047936085219707054,0.07057256990679095,0.051930758988015975,0.06125166444740346,,
ARM,,,,0.018641810918774964,0.051930758988015975,0.0758988015978695,,0.12916111850865514,0.007989347536617841,0.0692410119840213,
AUT,,,,,0.006657789613848201,0.0026631158455392803,0.0039946737683089215,0.005326231691078561,0.006657789613848201,0.0039946737683089215,
AZE,,0.01731025299600532,0.051930758988015975,0.03994673768308921,0.035952063914780286,0.022636484687083885,0.014647137150466042,0.03462050599201065,0.030625832223701726,0.013315579227696403,
BHS,,,,0.24633821571238346,,,,,,,
BHR,,0.24766977363515308,0.10119840213049268,,,0.027962716378162448,,,,0.01731025299600532,
BRB,,,,0.11717709720372836,0.08655126498002662,,,,,,
BLR,,0.030625832223701726,0.013315579227696403,0.009320905459387484,0.022636484687083885,0.010652463382157123,0.015978695073235683,0.021304926764314242,0.019973368841544607,0.014647137150466042,
BLZ,,0.39813581890812244,0.21704394141145134,0.12250332889480692,0.11984021304926763,,0.11984021304926763,0.0692410119840213,0.014647137150466042,,
BEN,0.49134487350199724,0.6431424766977363,0.32223701731025295,,0.5872170439414114,0.540612516644474,0.621837549933422,0.6191744340878828,0.5672436750998668,,
BTN,,,0.24633821571238346,0.2077230359520639,0.118508655126498,0.06657789613848202,0.27962716378162444,,,,
BOL,,,,,0.17310252996005324,0.12916111850865514,0.042609853528628484,0.0692410119840213,0.04527296937416777,0.05326231691078561,
BIH,,,,,0.25699067909454054,0.22103861517976026,0.22769640479360848,0.1784287616511318,0.03861517976031957,0.057256990679094545,
