Country,1990,1995,2000,2005,2010,2015
AFG,0.2319353208691258,0.5169277412834765,0.3360282971197575,0.39818089944416374,0.3274381000505306,0.3713996968165741
ALB,0.3567458312278929,0.21627084386053563,0.2986356745831228,0.29914098029307734,0.28398180899444164,0.3244062657908034
DZA,0.3527033855482567,0.35219807983830215,0.35118746841839316,0.3501768569984841,0.3461344113188479,0.3527033855482567
AGO,0.3431025770591208,0.3678625568468924,0.348155634158666,0.36634663971702885,0.36078827690752907,0.3602829711975746
ATG,0.24355735219807984,0.3946437594744821,0.41384537645275393,0.3532086912582112,0.35573521980798384,0.3562405255179384
ARG,0.3617988883274381,0.35775644264780193,0.3547246083880748,0.3542193026781203,0.3547246083880748,0.3572511369378474
ARM,0.3370389085396665,0.20818595250126326,0.2849924204143507,0.30318342597271347,0.29358261748357756,0.3461344113188479
AUS,0.3976755937342092,0.3769580596260738,0.37746336533602826,0.38655886811520973,0.41030823648307224,0.3971702880242547
AUT,0.3713996968165741,0.3860535624052552,0.3648307225871652,0.3789792824658919,0.3754421424962102,0.38858009095502777
AZE,0.33350176856998487,0.3410813542193027,0.3425972713491663,0.3612935826174836,0.36280949974734716,0.3567458312278929
BHS,0.35219807983830215,0.35522991409802934,0.3461344113188479,0.40677109651339066,0.39868620515411823,0.3830217281455281
BHR,0.38504295098534613,0.36735725113693785,0.42142496210207175,0.5588681152097019,0.6149570490146539,0.3890853966649824
BGD,0.3547246083880748,0.34967155128852956,0.3506821627084386,0.34562910560889337,0.3324911571500758,0.34057604850934814
BRB,0.34057604850934814,0.34411318847902983,0.35169277412834765,0.3562405255179384,0.3643254168772107,0.3643254168772107
BLR,0.3542193026781203,0.3506821627084386,0.3623041940373926,0.3562405255179384,0.36331480545730166,0.3648307225871652
BEL,0.3612935826174836,0.36735725113693785,0.3617988883274381,0.37796867104598286,0.38453764527539164,0.38049519959575545
BLZ,0.32592218292066705,0.31076301162203135,0.40980293077311775,0.3789792824658919,0.3860535624052552,0.3794845881758464
BEN,0.3547246083880748,0.36937847397675594,0.3562405255179384,0.3602829711975746,0.35118746841839316,0.35219807983830215
BTN,0.35977766548761997,0.191510864072764,0.3572511369378474,0.404244567963618,0.3815058110156645,0.36988377968671043
BOL,0.34007074279939364,0.34411318847902983,0.3461344113188479,0.3461344113188479,0.3476503284487115,0.3506821627084386
BIH,0.32592218292066705,0.17988883274380998,0.314300151591713,0.35522991409802934,0.34057604850934814,0.3117736230419404
BWA,0.3612935826174836,0.36887316826680144,0.3719050025265286,0.36887316826680144,0.36634663971702885,0.3638201111672562
BRA,0.3567458312278929,0.3567458312278929,0.3567458312278929,0.3567458312278929,0.3567458312278929,0.3567458312278929
BRN,0.36887316826680144,0.3708943911066195,0.36685194542698335,0.36634663971702885,0.35118746841839316,0.3617988883274381
BGR,0.3360282971197575,0.31480545730166754,0.34007074279939364,0.34562910560889337,0.34562910560889337,0.3532086912582112
BFA,0.33451237998989386,0.34057604850934814,0.34411318847902983,0.3466397170288024,0.348155634158666,0.34916624557857506
BDI,0.32642748863062154,0.30318342597271347,0.28398180899444164,0.3643254168772107,0.36937847397675594,0.34916624557857506
CPV,0.2713491662455786,0.3390601313794846,0.34360788276907533,0.3350176856998484,0.32036382011116726,0.3350176856998484
