Country,1995,2000,2005,2010,2011,2012,2013,2014,2015
AFG,,,,0.0880597014925373,0.09402985074626866,0.1298507462686567,0.16865671641791044,0.14776119402985075,0.1970149253731343
ALB,0.032835820895522394,0.11492537313432835,0.09999999999999999,,,,0.09850746268656715,,0.12537313432835823
AGO,,0.005970149253731343,0.014925373134328356,0.016417910447761197,,,,,
ARG,,0.11940298507462686,0.1746268656716418,0.21044776119402986,0.22089552238805968,0.21492537313432836,0.2044776119402985,0.19402985074626866,0.21641791044776118
ARM,,0.032835820895522394,0.04477611940298507,0.023880597014925373,0.0208955223880597,0.032835820895522394,0.034328358208955224,0.029850746268656716,0.04029850746268657
AUS,0.06567164179104477,0.0925373134328358,0.09552238805970148,0.10149253731343283,0.10597014925373134,0.11492537313432835,0.11940298507462686,0.11343283582089551,
AUT,0.1701492537313433,0.21940298507462686,0.2537313432835821,0.282089552238806,0.2865671641791045,0.2940298507462687,0.3074626865671642,0.3074626865671642,
AZE,0.01940298507462686,0.04477611940298507,0.06119402985074626,0.03582089552238806,0.016417910447761197,0.016417910447761197,0.01940298507462686,0.0208955223880597,0.0208955223880597
BHR,,,,,,0.0208955223880597,0.01791044776119403,0.01791044776119403,0.01940298507462686
BGD,,0.04029850746268657,,,0.04477611940298507,0.04626865671641791,0.04626865671641791,,
BLR,,0.12388059701492536,0.11492537313432835,0.11044776119402984,0.10746268656716416,0.11791044776119404,0.11940298507462686,0.11343283582089551,0.1208955223880597
BEL,0.0791044776119403,,0.1970149253731343,0.21940298507462686,0.22985074626865673,,0.2447761194029851,0.2537313432835821,
BLZ,,0.15074626865671642,,0.16268656716417912,,,0.15671641791044777,0.15074626865671642,0.16865671641791044
BEN,,0.1835820895522388,0.11641791044776117,,,0.1417910447761194,0.12835820895522387,0.11791044776119404,0.10746268656716416
BOL,0.049253731343283584,0.06417910447761194,,0.10746268656716416,0.09999999999999999,0.0880597014925373,0.08955223880597014,0.09701492537313433,
BWA,,,0.07761194029850745,,,,,,
BRA,0.05373134328358209,0.09999999999999999,0.11641791044776117,0.12537313432835823,0.1373134328358209,0.1417910447761194,0.14925373134328357,0.15522388059701492,
BRN,,0.016417910447761197,,0.016417910447761197,0.02835820895522388,0.026865671641791048,,0.0208955223880597,
BGR,0.03731343283582089,,0.06417910447761194,0.08656716417910447,0.1044776119402985,0.1044776119402985,0.1044776119402985,,
BFA,,,0.0925373134328358,0.09999999999999999,0.10597014925373134,0.09552238805970148,0.10895522388059702,0.09999999999999999,0.09552238805970148
BDI,0.016417910447761197,0.022388059701492536,0.03731343283582089,,,0.08507462686567163,0.08507462686567163,,
CPV,,,,0.29701492537313434,0.26119402985074625,,0.2582089552238806,0.26716417910447765,0.2656716417910448
KHM,,0.049253731343283584,,0.0791044776119403,0.0835820895522388,0.0791044776119403,0.07761194029850745,0.06716417910447761,
CMR,,0.06865671641791045,0.08208955223880597,0.08208955223880597,0.07611940298507462,0.0880597014925373,0.0880597014925373,,
CAN,0.11791044776119404,0.17761194029850746,0.18059701492537314,0.19253731343283584,0.1880597014925373,,,,
