Country,1990,1995,2000,2005,2010,2011,2012,2013,2014,2015,2016,2017
Afghanistan,161.2,163.9,165.2,146.4,101.8,96.5,91.2,85.9,80.6,75.3,64.5,64.5
Albania,16.3,18.7,19.3,18.8,19.6,19.8,20.0,20.3,20.5,20.7,20.7,20.7
Algeria,33.1,24.3,14.9,9.7,10.6,10.7,10.7,10.8,10.8,10.8,10.1,10.1
Angola,220.5,213.0,202.5,192.8,173.6,170.7,167.7,164.7,161.8,158.8,151.6,151.6
Antigua and Barbuda,83.3,71.9,68.7,62.8,52.4,51.2,50.0,48.8,47.6,46.4,43.5,43.5
Argentina,73.4,73.2,69.8,65.0,63.9,63.8,63.7,63.6,63.5,63.4,62.8,62.8
Armenia,65.6,80.1,49.9,32.4,27.5,27.0,26.6,26.1,25.7,25.2,23.2,23.2
Australia,21.1,20.9,19.5,16.9,16.0,15.5,15.1,14.7,14.3,13.9,12.9,12.9
Austria,21.4,20.4,14.8,13.3,9.8,9.4,8.9,8.5,8.1,7.7,6.9,6.9
Azerbaijan,25.7,37.5,42.3,32.6,43.7,45.2,46.7,48.2,49.7,51.2,53.5,53.5
Bahamas,69.8,69.6,61.9,44.0,36.1,34.8,33.6,32.3,31.0,29.8,26.7,26.7
Bahrain,32.5,22.3,18.8,16.8,14.4,14.2,14.1,14.0,13.8,13.7,13.4,13.4
Bangladesh,169.7,143.5,121.6,106.5,91.1,90.0,89.0,87.9,86.8,85.8,83.5,83.5
Barbados,49.9,57.9,52.0,49.1,47.4,46.3,45.3,44.2,43.1,42.1,37.3,37.3
Belarus,37.8,44.2,33.0,24.3,21.7,21.2,20.7,20.2,19.7,19.2,17.2,17.2
Belgium,11.4,10.8,10.2,10.9,8.0,7.5,7.0,6.5,6.0,5.5,4.9,4.9
Belize,131.6,121.7,106.3,91.2,73.0,71.7,70.4,69.1,67.9,66.6,63.5,63.5
Benin,123.1,126.8,122.8,115.7,102.5,100.3,98.0,95.7,93.5,91.2,86.1,86.1
Bhutan,111.3,102.4,92.0,70.1,39.1,36.2,33.3,30.5,27.6,24.7,20.3,20.3
Bolivia (Plurinational State of),96.1,91.2,93.0,87.9,77.2,75.9,74.5,73.1,71.7,70.4,68.1,68.1
Bosnia and Herzegovina,36.9,25.6,25.2,18.9,14.1,13.5,12.9,12.3,11.7,11.0,10.0,10.0
Botswana,122.0,83.9,71.8,59.8,44.0,42.0,40.1,38.2,36.3,34.3,30.0,30.0
Brazil,82.2,83.7,84.3,76.6,68.2,67.4,66.6,65.9,65.1,64.3,61.6,61.6
