Country,1995,2000,2005,2010,2011,2012,2013,2014,2015,2016,2017
Afghanistan,,,0.742,0.728,0.7170000000000001,0.706,0.6940000000000001,0.682,0.672,0.66,0.653
Albania,,0.38,0.32899999999999996,0.273,0.276,0.275,0.267,0.261,0.256,0.25,0.23800000000000002
Algeria,0.679,0.627,0.561,0.528,0.519,0.436,0.43200000000000005,0.43700000000000006,0.43700000000000006,0.43200000000000005,0.442
Argentina,0.419,0.41100000000000003,0.37200000000000005,0.374,0.368,0.366,0.365,0.365,,0.361,0.358
Armenia,0.474,0.46799999999999997,0.40299999999999997,0.344,0.33899999999999997,0.319,0.312,0.306,0.302,0.29600000000000004,0.262
Australia,0.18,0.16,0.139,0.133,0.129,0.127,0.122,0.121,0.11800000000000001,0.111,0.109
Austria,0.18600000000000003,0.15,0.11800000000000001,0.10300000000000001,0.099,0.095,0.086,0.084,0.083,0.077,0.071
Azerbaijan,,,0.319,0.31,0.311,0.31,0.314,0.32,0.313,0.318,0.318
Bahamas,,0.38799999999999996,0.359,0.37799999999999995,0.377,0.374,0.371,0.37,0.364,0.35600000000000004,0.34
Bahrain,,,0.325,0.23399999999999999,0.22,0.21899999999999997,0.213,0.21600000000000003,0.225,0.223,0.222
Bangladesh,0.71,0.68,0.634,0.586,0.5760000000000001,0.569,0.561,0.5529999999999999,0.547,0.544,0.542
Barbados,0.37200000000000005,0.35600000000000004,0.345,0.32,0.313,0.307,0.295,0.292,0.294,0.284,0.284
Belarus,,,,0.14800000000000002,0.146,0.15,0.14800000000000002,0.146,0.145,0.129,0.13
Belgium,0.162,0.122,0.10400000000000001,0.078,0.07400000000000001,0.07,0.065,0.057,0.052000000000000005,0.047,0.048
Belize,0.515,0.48100000000000004,0.46399999999999997,0.418,0.408,0.392,0.384,0.381,0.38,0.375,0.386
Benin,0.682,0.6779999999999999,0.6559999999999999,0.62,0.628,0.623,0.618,0.614,0.619,0.614,0.611
Bhutan,,,,,,0.478,0.52,0.502,0.489,0.47600000000000003,0.47600000000000003
Bolivia (Plurinational State of),,0.591,0.5579999999999999,0.499,0.495,0.49200000000000005,0.48700000000000004,0.452,0.45399999999999996,0.451,0.45
Bosnia and Herzegovina,,,,0.225,0.20199999999999999,0.19399999999999998,0.187,,0.172,0.166,0.166
Botswana,0.5670000000000001,0.532,0.532,0.496,0.488,0.48100000000000004,0.469,0.452,0.445,0.435,0.434
Brazil,0.521,0.507,0.467,0.452,0.447,0.446,0.429,0.42,0.413,0.41,0.40700000000000003
Brunei Darussalam,,,,,,,,,,0.26,0.23600000000000002
Bulgaria,0.373,0.336,0.25,0.23399999999999999,0.23199999999999998,0.218,0.22,0.23199999999999998,0.23,0.22699999999999998,0.217
Burkina Faso,,,0.645,0.615,0.612,0.606,0.603,,0.621,0.618,0.61
Burundi,,0.593,0.526,0.498,0.496,0.491,0.48700000000000004,0.48200000000000004,0.474,0.47100000000000003,0.47100000000000003
Cambodia,0.66,0.598,0.561,0.494,0.489,0.484,0.48100000000000004,0.47700000000000004,0.473,0.473,0.473
Cameroon,0.6990000000000001,0.691,0.659,0.621,0.617,0.613,0.579,0.5760000000000001,0.573,0.568,0.569
Canada,0.184,,0.132,0.121,0.113,0.11,0.107,0.10400000000000001,0.102,0.09300000000000001,0.092
Central African Republic,0.741,0.706,0.6859999999999999,0.6779999999999999,0.664,0.662,,,,0.6809999999999999,0.6729999999999999
Chad,,,,,,,,,0.7040000000000001,0.7020000000000001,0.708
Chile,0.478,0.435,0.389,0.358,0.35200000000000004,0.34600000000000003,0.33,0.327,0.325,0.32,
China,,0.255,0.231,0.18899999999999997,0.183,0.177,0.165,0.161,0.157,0.154,0.152
Colombia,0.542,0.508,0.49,0.434,0.419,0.413,0.413,0.39299999999999996,0.389,0.381,0.38299999999999995
Congo,,0.62,0.624,0.615,0.61,0.608,0.605,0.593,0.591,0.5870000000000001,0.578
Congo (Democratic Republic of the),,,0.665,0.677,,0.6709999999999999,0.642,0.652,0.655,0.652,0.652
Costa Rica,0.461,0.423,0.345,0.324,0.317,0.312,0.306,0.308,0.303,0.303,0.3
Croatia,0.27899999999999997,0.20600000000000002,0.16399999999999998,0.13699999999999998,0.136,0.131,0.126,0.12,0.14300000000000002,0.149,0.124
Cuba,0.428,0.39399999999999996,0.341,0.32799999999999996,0.322,0.318,0.312,0.309,0.307,0.301,0.301
Cyprus,0.34,0.258,0.14,0.126,0.133,0.132,0.13,0.114,0.111,0.085,0.085
Czechia,0.252,,0.153,0.135,0.133,0.132,0.13699999999999998,0.13699999999999998,0.133,0.129,0.124
Côte d'Ivoire,0.706,,0.69,0.6809999999999999,0.67,0.67,0.6659999999999999,0.6679999999999999,0.6659999999999999,,
Denmark,0.102,0.076,0.064,0.05,0.047,0.045,0.042,0.042,0.042,0.04,0.04
Dominican Republic,0.57,0.484,0.47,0.465,0.491,0.445,0.48100000000000004,0.475,0.46799999999999997,0.452,0.451
Ecuador,0.584,0.488,0.452,0.418,0.42100000000000004,0.415,0.401,0.395,0.387,0.379,0.385
Egypt,0.665,0.633,0.58,,,0.5770000000000001,,,,0.45,0.449
El Salvador,0.527,0.521,0.489,0.44,0.44,0.41700000000000004,0.41,0.405,0.395,0.39299999999999996,0.392
Estonia,0.387,0.282,0.213,0.158,0.163,0.157,0.153,0.156,0.13699999999999998,0.128,0.122
Eswatini (Kingdom of),0.642,0.6559999999999999,0.616,0.57,0.5660000000000001,0.561,0.58,0.5760000000000001,0.573,0.57,0.569
