Country,1990,1995,2000,2005,2010,2011,2012,2013,2014,2015,2016,2017
Afghanistan,,,,,59.6,47.9,51.2,,63.2,58.6,,
Albania,,,95.3,97.1,,,,,,,,
Algeria,,,79.0,,,,,92.7,,,,
Angola,,,,,,,,,,,81.6,
Antigua and Barbuda,,,99.9,99.9,,,,,,,,
Argentina,,,,99.2,,,98.1,,,,,
Armenia,,,92.4,93.0,99.1,,,,,,99.6,
Azerbaijan,,,66.0,,,91.7,,,,,,
Bahrain,,97.1,,,,,,,,,,
Bangladesh,,,39.7,,52.8,54.6,,58.7,63.9,,,
Barbados,100.0,,,100.0,,,93.4,,,,,
Belarus,,,,99.4,,,99.7,,,,,
Belize,,,,,,96.2,,,,97.2,97.2,
Benin,,,,,,,83.5,,82.8,,,
Bhutan,,,51.0,,97.3,,97.9,,,,,
Bolivia (Plurinational State of),,,82.6,,,,90.1,,,,,
Bosnia and Herzegovina,,,99.2,,,,87.0,,,,,
Botswana,,,96.8,,,,,,,,,
Brazil,,,,97.4,,,,,,97.2,,
Burkina Faso,,,,,94.3,,,,,92.8,,
Burundi,,,78.0,92.4,98.9,,96.0,,,,,99.2
Cabo Verde,,,,97.6,,,,,,,,
Cambodia,,,37.7,69.3,89.1,,,,95.3,,,
Cameroon,,,75.3,,,84.7,,,82.8,,,
Central African Republic,,66.9,62.0,,68.2,,,,,,,
Chad,,,41.6,,53.2,,,,,54.7,,
China,,78.7,89.4,89.8,94.1,93.7,95.0,95.6,96.2,96.5,,
Colombia,82.0,82.6,90.8,93.5,97.0,,,,,97.2,,
Comoros,,,74.3,,,,92.1,,,,,
Congo,,,,85.8,,,92.6,,,93.2,,
Congo (Democratic Republic of the),,,,,87.3,,,,88.4,,,
Costa Rica,,,,,,98.1,,,,,,
Cuba,,,100.0,100.0,100.0,100.0,100.0,,98.5,,,
Côte d'Ivoire,,,87.6,87.3,,,90.6,,,,93.2,
Djibouti,,,,,,,87.7,,,,,
Dominica,90.0,,,100.0,,,,,,,,
Dominican Republic,,,97.8,,,,,99.3,98.0,,,
Egypt,,39.1,52.9,69.6,,,,,90.3,,,
El Salvador,,,,,,,,,96.0,,,
Equatorial Guinea,,,86.1,,,91.3,,,,,,
Eritrea,,48.9,,,88.5,,,,,,,
Eswatini (Kingdom of),,,86.6,,96.8,,,,98.5,,,
Ethiopia,,,26.7,27.6,,33.9,,,41.2,,62.4,
Gabon,,,94.4,,,,94.7,,,,,
Gambia,,,90.7,,98.1,,,86.2,,,,
Georgia,,,,96.3,97.6,,,,,,,
Ghana,,,,,,96.4,,,90.5,,,
Grenada,100.0,,,100.0,,,,,,,,
Guatemala,,52.5,,,,,,,,91.3,,
Guinea,,,,82.2,,,85.2,,,,84.3,
Guinea-Bissau,,,62.1,,92.6,,,,92.4,,,
Guyana,,,80.9,,,,,,90.7,,,
Haiti,,67.7,78.8,,,,90.3,,,,,91.0
Honduras,,,,,,,96.6,,,,,
India,,,61.8,,,,,,,,,
Indonesia,,,,,92.7,,95.7,95.4,,,,
Iran (Islamic Republic of),,,,98.3,96.9,,,,,,,
Iraq,,,76.7,,,77.7,,,,,,
Jamaica,,,,90.5,,97.7,,,,,,
Jordan,80.2,,,,,,99.1,,,,,
Kazakhstan,,92.5,,,,99.2,,,,99.3,,
Kenya,,,76.2,,85.8,,,,95.5,93.7,,
Korea (Democratic People's Rep. of),,,97.1,,,,,,,,,
Kyrgyzstan,,,,,,,97.0,,98.4,,,
Lao People's Democratic Republic,,,26.5,28.7,,,54.2,,,,,
Lebanon,,87.0,,,,,,,,,,
Lesotho,,87.6,84.7,,,,,,95.2,,,
Liberia,,,84.4,,,,,95.9,,,,
Libya,,80.8,,,,,,,,,,
Madagascar,,,71.2,,,,,82.1,,,,
Malawi,,,91.4,,94.7,,,,96.1,,94.8,
Malaysia,,,,78.8,,97.4,96.5,98.0,97.2,,,
Mali,,,,,33.3,,,,,47.9,,
Mauritania,,,,,,84.2,,,,86.9,,
Mexico,,86.1,,,,,97.6,,97.2,98.5,,
Moldova (Republic of),,,,98.0,,,98.8,,,,,
Mongolia,,,96.7,98.9,99.0,,,98.7,,,,
Montenegro,,,,,,,,91.7,,,,
Morocco,,44.7,,,,77.1,,,,,,
Mozambique,,,75.8,,,90.6,,,,,,
Myanmar,,,,,83.1,,,,,,80.7,
Namibia,,,90.6,,,,,96.6,,,,
Nepal,,,27.0,,,58.3,,,68.3,,83.6,
Nicaragua,,,,,,,94.7,,,,,
Niger,,,41.0,,,,82.8,,,,,
Nigeria,56.5,,,,,66.2,,60.6,,,,65.8
Oman,,98.2,99.6,,,,99.0,,98.6,,,
Pakistan,,,,36.0,,,,73.1,,,,
Palau,,,,,90.3,,,,,,,
"Palestine, State of",,,95.6,,98.0,,,,99.4,,,
Panama,,,,,,,,93.4,,,,
Paraguay,83.9,,,,,,,,,,98.7,
Peru,,,83.8,,94.7,95.4,96.0,95.9,96.9,97.0,,
Philippines,,,,,,94.5,,95.4,,,,
Qatar,,,,,,,90.8,,,,,
Romania,,,,,,,,,,76.3,,
Rwanda,,,91.5,94.4,98.0,,,,,99.0,,
Saint Kitts and Nevis,100.0,,,100.0,,,,,,,,
Saint Lucia,100.0,,47.8,99.2,,,96.9,,,,,
Saint Vincent and the Grenadines,,,99.0,95.0,,,,,,,,
Samoa,,,,,,,,,93.3,,,
Sao Tome and Principe,,,90.6,,,,,,97.5,,,
Senegal,,,79.0,87.4,,93.3,,94.5,96.2,95.0,,
Serbia,,,,,99.0,,,,98.3,,,
Sierra Leone,,,67.9,81.1,93.0,,,97.1,,,,
Solomon Islands,,,,,,,,,,88.5,,
South Africa,,89.0,,,,,,,,,93.7,
South Sudan,,,,,40.3,,,61.9,,,,
Sri Lanka,,,94.5,,,,,,95.5,,,
Sudan,,,,,74.3,,,,79.1,,,
Suriname,,,90.6,,90.9,,,,,,,
Syrian Arab Republic,,,71.2,,,,,,,,,
Tajikistan,,,71.3,77.1,,,78.8,,,,,
Tanzania (United Republic of),,,,78.2,87.8,,,,,,91.4,
Thailand,,,91.8,,,,98.1,,,,98.1,
The former Yugoslav Republic of Macedonia,,,81.0,,,98.6,,,,,,
Timor-Leste,,,,,84.4,,,,,,,
Togo,,,72.9,,71.6,,,,72.7,,,
Tonga,,,,,97.9,,99.0,,,,,
Trinidad and Tobago,,,92.4,,,95.1,,,,,,
Tunisia,,79.0,91.5,,,,98.1,,,,,
Turkey,,,,,,,,97.0,,,,
Turkmenistan,,,98.1,,,,,,,,99.9,
Uganda,,91.2,,,,93.3,,,,,97.3,
Ukraine,,,,98.8,,,98.6,,,,,
United Arab Emirates,,96.8,,,,,,,,,,
Uruguay,,,,97.1,,,,97.2,,,,
Uzbekistan,,,97.2,,96.6,99.1,99.8,99.8,99.8,99.4,,
Vanuatu,,,,,,,,75.6,,,,
Venezuela (Bolivarian Republic of),,,94.1,,,,,97.5,,,,
Viet Nam,,,68.3,,,93.7,,,95.8,,,
Yemen,,,,,,,,64.4,,,,
Zambia,,,,,,,,,95.7,,,
Zimbabwe,,,,,,89.8,,,93.7,93.3,,
