Country,2011,2014,2017
PSE,0.09475806451612902,0.20564516129032256,0.15221774193548387
PAN,0.22681451612903225,0.39818548387096775,0.4183467741935484
PRY,0.22076612903225803,,0.4556451612903226
PER,0.16935483870967744,0.21875,0.33870967741935487
PHL,0.3316532258064517,0.373991935483871,0.3840725806451613
POL,0.6804435483870968,0.7278225806451613,0.8790322580645161
PRT,0.7762096774193549,0.8598790322580645,0.9052419354838709
QAT,0.6129032258064516,0.6129032258064516,0.6129032258064516
ROU,0.40625000000000006,0.5655241935483871,0.5322580645161291
RUS,0.4727822580645162,0.6995967741935484,0.7590725806451613
RWA,0.2762096774193548,0.3477822580645161,0.44556451612903225
SAU,0.14516129032258063,0.6078629032258065,0.5786290322580645
SEN,0.047379032258064516,0.10685483870967741,0.3800403225806452
SRB,0.6199596774193549,0.8286290322580645,0.6985887096774193
SLE,0.12096774193548386,0.11794354838709677,0.1471774193548387
SGP,0.9818548387096775,0.9606854838709676,0.9627016129032258
SVK,0.7872983870967742,0.7983870967741935,0.8296370967741935
SVN,0.9808467741935484,0.969758064516129,0.9687500000000001
SOM,,0.3316532258064517,0.3316532258064517
ZAF,0.5060483870967742,0.7016129032258065,0.6975806451612904
SSD,,,0.03931451612903226
ESP,0.9163306451612904,0.9758064516129031,0.9153225806451613
LKA,0.6693548387096775,0.8296370967741935,0.7318548387096775
SDN,0.036290322580645164,0.09274193548387095,0.09274193548387095
SWE,0.9899193548387096,0.9979838709677419,1.0
CHE,,0.966733870967742,0.9889112903225807
SYR,0.18951612903225806,0.18951612903225806,0.18951612903225806
TJK,0.01310483870967742,0.08366935483870966,0.41633064516129037
TZA,0.1310483870967742,0.3377016129032258,0.4173387096774194
THA,0.7237903225806451,0.7520161290322581,0.7963709677419355
MKD,0.7127016129032259,0.6370967741935484,0.7268145161290324
TGO,0.08467741935483869,0.1441532258064516,0.37096774193548393
TTO,0.6965725806451614,,0.7338709677419354
TUN,,0.2006048387096774,0.2782258064516129
TUR,0.3215725806451613,0.4405241935483871,0.5393145161290323
TKM,0.0,,0.3497983870967742
UGA,0.1441532258064516,0.36088709677419356,0.5231854838709677
UKR,0.38709677419354843,0.5131048387096775,0.6098790322580645
ARE,0.467741935483871,0.6743951612903226,0.7620967741935485
GBR,0.9768145161290323,0.9868951612903226,0.9606854838709676
USA,0.8397177419354838,0.9475806451612903,0.9264112903225806
URY,0.2318548387096774,0.40826612903225806,0.6028225806451614
UZB,0.2066532258064516,0.38810483870967744,0.3548387096774194
VEN,0.3568548387096775,0.5292338709677419,0.6975806451612904
VNM,0.18245967741935482,0.31451612903225806,0.2983870967741935
YEM,0.003024193548387097,0.00907258064516129,0.00907258064516129
ZMB,0.22681451612903225,0.3266129032258065,0.39818548387096775
ZWE,0.36592741935483875,0.28427419354838707,0.5131048387096775
