Country,1990,1995,2000,2005,2010,2011,2012,2013,2014,2015,2016
Afghanistan,,,,13.0,32.4,33.4,63.8,58.4,87.8,64.2,79.0
Albania,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Algeria,96.4,97.2,97.6,97.4,97.6,97.8,97.9,98.2,98.4,98.7,99.0
Andorra,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Angola,7.5,11.3,14.1,15.5,16.2,5.5,16.3,16.3,3.0,7.0,16.0
Antigua and Barbuda,77.0,81.5,85.4,89.0,92.2,92.7,93.7,94.4,95.1,95.8,96.5
Argentina,90.6,93.0,95.1,96.8,98.8,99.2,99.6,99.8,100.0,100.0,100.0
Armenia,95.8,97.6,98.6,99.7,99.8,99.6,99.8,99.9,100.0,100.0,100.0
Australia,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Austria,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Azerbaijan,92.5,95.3,97.8,98.7,100.0,99.9,100.0,100.0,100.0,100.0,100.0
Bahamas,82.0,88.8,94.9,99.9,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Bahrain,,,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Bangladesh,,6.8,20.5,31.2,42.5,49.3,47.6,54.2,51.4,55.5,68.8
Barbados,,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belarus,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belgium,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belize,78.7,81.0,82.7,84.2,83.0,87.2,86.8,87.2,87.6,87.5,88.4
Benin,,0.3,5.1,9.2,13.9,12.4,14.5,15.6,13.7,17.2,18.0
Bhutan,,,14.0,43.7,62.4,74.5,87.3,88.0,95.0,97.4,100.0
Bolivia (Plurinational State of),10.4,18.9,24.9,28.9,58.0,66.6,72.5,69.3,71.5,75.0,79.1
Bosnia and Herzegovina,96.2,97.6,98.6,99.1,99.8,99.7,100.0,100.0,100.0,100.0,100.0
Botswana,0.2,7.7,14.6,21.4,28.6,23.9,31.6,33.1,34.6,36.0,37.5
Brazil,55.4,62.9,74.9,83.5,93.8,95.8,97.0,97.3,97.8,98.2,100.0
Brunei Darussalam,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Bulgaria,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Burkina Faso,,0.9,2.3,2.4,1.4,1.8,1.6,1.5,3.0,1.0,0.8
Burundi,,,,1.0,1.0,0.5,1.2,0.9,2.0,1.4,1.7
Cabo Verde,,12.5,26.6,44.0,65.8,66.8,71.4,76.2,81.3,86.5,91.8
Cambodia,,,9.0,12.6,18.8,26.0,28.0,29.9,49.2,34.1,36.5
Cameroon,5.5,9.4,21.0,15.1,17.7,18.5,18.8,19.4,22.2,20.7,21.3
Canada,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Central African Republic,,0.3,0.7,0.3,1.7,0.3,0.4,0.4,0.4,0.4,0.4
Chad,0.0,,0.5,0.8,3.1,1.5,1.6,1.8,1.9,0.7,2.2
Chile,62.9,75.1,86.6,87.9,96.2,97.8,99.3,98.0,100.0,98.6,100.0
China,89.7,92.1,94.1,96.2,98.0,99.5,99.8,100.0,100.0,100.0,100.0
Colombia,71.0,73.6,83.8,89.2,86.8,86.4,87.9,90.5,90.5,92.5,95.7
Comoros,3.0,16.5,29.9,42.9,56.0,58.7,61.4,64.1,66.8,69.5,72.2
Congo,,,,14.8,12.4,14.1,11.7,17.5,19.2,22.7,22.6
Congo (Democratic Republic of the),,,1.0,,,,1.0,,0.4,0.4,0.4
Costa Rica,94.9,96.1,96.8,97.8,97.7,98.0,98.7,98.9,98.4,98.6,100.0
Croatia,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Cuba,76.0,82.2,87.9,94.3,99.8,100.0,100.0,100.0,100.0,100.0,100.0
Cyprus,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Czechia,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Côte d'Ivoire,13.6,18.5,23.2,37.0,32.5,33.5,29.0,35.5,36.5,30.0,38.1
Denmark,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Djibouti,87.8,72.8,56.3,38.1,20.0,16.5,4.4,9.3,5.7,2.0,2.0
Dominica,66.0,73.6,80.8,87.7,94.8,96.3,97.8,98.9,99.6,99.9,100.0
Dominican Republic,60.9,68.3,73.8,80.8,94.7,94.0,94.2,95.2,95.6,95.9,100.0
Ecuador,77.2,74.9,84.8,87.7,92.7,91.2,92.3,94.7,97.1,96.4,99.8
Egypt,90.2,91.9,95.9,99.1,99.5,99.9,99.8,100.0,99.8,100.0,100.0
El Salvador,51.5,51.4,65.2,72.2,81.5,83.8,85.7,90.0,90.3,90.6,98.8
Equatorial Guinea,36.5,36.8,40.9,44.4,47.9,43.0,49.5,50.2,51.0,51.8,52.6
Eritrea,5.9,2.1,18.6,24.3,30.4,31.6,33.1,34.7,36.2,37.7,39.3
Estonia,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Eswatini (Kingdom of),,,13.7,28.4,35.0,46.1,49.2,52.2,54.0,58.2,61.2
Ethiopia,,,0.4,1.9,12.5,4.8,15.5,17.1,12.2,20.2,26.5
Fiji,41.8,50.6,60.7,71.1,82.6,85.1,87.6,86.0,92.7,95.3,98.0
Finland,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
France,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Gabon,12.2,9.9,29.7,34.6,28.2,31.9,44.9,37.4,44.9,49.8,55.0
Gambia,2.0,5.5,18.2,8.1,12.3,12.8,13.3,12.9,14.4,14.9,15.5
Georgia,96.2,97.6,98.5,97.5,99.3,99.5,100.0,99.8,100.0,100.0,100.0
Germany,100.0,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Ghana,,6.0,17.5,30.0,44.0,41.0,50.3,48.6,63.0,60.3,66.6
Greece,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Grenada,81.6,83.9,86.0,87.6,89.6,88.8,90.5,90.9,91.4,91.9,92.3
Guatemala,38.7,40.1,56.4,64.2,73.6,72.1,77.7,79.8,74.8,84.1,86.4
Guinea,,,,2.8,1.5,1.7,2.9,2.1,2.3,2.4,6.9
Guinea-Bissau,,,,,3.5,,,,4.0,4.0,4.0
Guyana,61.0,65.5,69.6,75.5,76.9,77.7,78.5,79.4,84.0,81.0,81.9
Haiti,10.3,3.9,5.2,7.2,2.6,1.8,15.2,0.5,0.5,0.5,0.5
Honduras,30.3,43.3,45.2,42.4,63.9,65.8,69.2,75.8,76.3,78.3,72.2
"Hong Kong, China (SAR)",100.0,,,,,,,,,,
Hungary,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Iceland,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
India,29.7,39.1,48.2,56.8,65.7,55.8,72.7,71.7,73.6,83.2,77.6
Indonesia,48.4,51.7,79.7,77.0,89.4,90.4,92.9,93.3,94.3,95.2,94.8
Iran (Islamic Republic of),90.3,92.2,94.6,95.1,97.1,97.8,98.5,99.6,99.9,99.9,100.0
Iraq,84.7,88.7,91.6,93.4,95.7,94.1,98.6,98.0,98.9,99.5,100.0
Ireland,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Israel,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Italy,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Jamaica,53.2,72.6,76.8,80.4,84.7,80.8,85.0,90.0,92.0,94.0,96.0
Japan,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Jordan,90.0,93.4,95.9,97.4,99.6,100.0,99.4,100.0,100.0,100.0,100.0
Kazakhstan,95.6,99.9,98.2,98.6,99.3,99.5,99.8,99.9,100.0,100.0,100.0
Kenya,,2.3,7.4,11.9,6.7,17.4,18.4,19.3,12.6,16.0,39.3
Kiribati,,11.8,21.5,55.3,44.2,62.5,66.4,70.3,74.3,92.3,82.2
Korea (Democratic People's Rep. of),0.0,3.0,11.6,20.0,28.5,30.3,32.1,33.9,35.6,37.4,39.2
Korea (Republic of),,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Kuwait,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Kyrgyzstan,98.8,99.4,99.7,99.2,98.5,99.4,99.8,99.6,99.7,99.9,100.0
Lao People's Democratic Republic,0.7,10.1,28.3,43.8,57.2,56.1,68.4,68.1,72.0,83.0,80.3
Latvia,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Lebanon,100.0,100.0,100.0,100.0,99.9,99.5,100.0,100.0,100.0,100.0,100.0
Lesotho,0.0,,1.3,4.6,9.9,10.9,11.9,12.9,11.8,14.8,15.7
Liberia,0.0,0.0,0.0,,1.1,1.0,2.6,1.2,1.4,4.6,1.3
Libya,99.3,99.4,99.1,97.5,96.5,96.5,96.4,96.4,96.4,96.4,96.4
Liechtenstein,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Lithuania,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Luxembourg,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Madagascar,1.0,0.9,0.6,,,9.4,,8.1,,,17.3
Malawi,,0.3,1.0,2.0,3.5,2.9,2.3,3.4,4.7,3.9,4.0
Malaysia,91.8,93.8,95.4,96.6,98.2,98.8,99.3,99.8,99.9,100.0,100.0
Maldives,64.8,73.2,78.2,87.2,95.4,97.2,98.6,99.5,100.0,100.0,100.0
Mali,,,1.1,3.0,3.4,3.3,11.9,2.9,2.6,23.4,1.8
Malta,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Marshall Islands,,6.1,23.2,41.1,61.3,83.7,70.2,74.7,79.4,84.2,89.1
Mauritania,,,,1.6,,,,,2.3,2.3,2.3
Mauritius,98.6,99.0,98.3,99.8,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Mexico,82.6,86.5,93.1,96.6,97.5,97.9,97.2,99.6,97.5,98.0,100.0
Micronesia (Federated States of),17.7,28.4,10.0,48.9,58.6,60.6,62.6,64.6,66.6,68.7,70.7
Moldova (Republic of),94.0,96.2,97.9,98.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Mongolia,25.8,33.0,25.1,67.1,16.8,17.9,40.8,52.0,42.2,43.1,44.2
Montenegro,97.6,98.6,99.2,99.5,99.6,99.8,99.9,99.9,100.0,100.0,100.0
Morocco,10.2,24.2,37.1,62.0,82.1,86.4,90.9,95.5,84.6,99.6,100.0
Mozambique,0.0,,,1.5,3.2,5.4,3.8,4.2,4.4,5.0,5.0
Myanmar,20.3,24.9,28.9,32.1,34.3,36.1,36.8,37.5,49.0,48.9,39.8
Namibia,9.0,14.1,13.2,21.6,24.5,25.1,25.8,20.5,27.2,27.9,28.7
Nepal,,,18.8,39.8,61.8,72.9,70.9,75.5,81.7,84.9,85.2
Netherlands,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
New Zealand,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Nicaragua,41.3,44.8,47.8,43.6,52.9,53.5,54.1,54.7,57.1,56.0,56.6
Niger,,1.3,0.4,,3.6,4.8,5.2,4.2,4.4,7.1,4.7
Nigeria,8.6,15.9,20.7,23.9,34.9,35.5,29.6,34.4,31.7,32.8,41.1
Norway,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Oman,,,,,100.0,100.0,100.0,100.0,100.0,100.0,100.0
