Country,2010,2011,2012,2013,2014,2015,2016,2017
Afghanistan,,,,31.4,31.4,31.9,29.6,29.6
Albania,12.7,13.9,13.9,13.4,13.4,13.5,12.3,10.0
Algeria,,,,,,,,20.7
Angola,39.9,,43.9,44.0,37.0,37.0,32.4,32.4
Argentina,19.8,19.6,19.6,15.8,15.0,15.6,14.5,14.3
Armenia,10.9,10.8,11.0,10.4,10.2,9.3,8.7,10.0
Australia,7.9,7.9,7.9,7.8,8.2,8.2,8.6,8.2
Austria,7.5,7.4,6.6,7.2,7.7,8.7,7.6,8.0
Azerbaijan,13.8,11.4,11.4,11.8,13.2,13.2,10.2,10.0
Bahamas,14.4,14.8,,14.3,,,,
Bangladesh,29.4,27.4,27.4,29.1,29.4,28.9,28.1,24.1
Barbados,,,,,,,,16.4
Belarus,9.3,8.3,8.3,7.6,7.1,6.4,6.5,6.5
Belgium,8.4,7.6,8.0,8.5,7.9,8.3,8.9,8.7
Belize,28.7,,,,22.7,22.7,22.3,22.3
Benin,35.2,35.8,35.8,34.6,37.4,37.4,36.7,36.6
Bhutan,,,20.0,20.4,29.8,29.4,28.6,27.2
Bolivia (Plurinational State of),38.1,34.1,34.2,29.6,28.6,29.0,26.6,25.8
Bosnia and Herzegovina,20.4,11.6,11.5,10.6,13.3,13.3,13.0,15.5
Botswana,,,,38.2,38.2,38.0,37.4,
Brazil,27.1,27.8,27.2,27.1,26.3,25.6,24.5,23.9
Bulgaria,11.3,11.4,9.9,11.0,10.6,10.7,12.1,12.7
Burkina Faso,36.2,35.1,34.2,35.0,35.0,33.6,30.8,32.1
Burundi,37.0,,,33.9,32.6,31.6,30.5,33.3
Cabo Verde,,,,19.7,19.7,20.1,21.7,
Cambodia,28.8,27.2,25.9,24.7,24.7,22.5,19.4,19.4
Cameroon,34.0,33.4,33.4,32.8,32.8,32.8,30.7,34.2
Canada,8.6,8.6,8.6,7.6,8.9,8.9,8.2,8.0
Central African Republic,42.0,40.6,40.6,40.4,43.5,43.5,42.1,42.1
Chad,39.3,40.1,40.1,37.8,39.9,40.0,38.3,38.3
Chile,19.0,19.0,19.0,19.6,19.3,18.2,16.6,15.7
China,23.0,22.3,22.3,,,,,14.5
Colombia,28.6,32.5,27.8,26.7,24.7,24.6,23.4,23.6
Comoros,43.9,,,,46.7,45.8,45.3,45.3
Congo,31.8,31.1,31.1,30.7,26.6,24.8,22.6,22.6
Congo (Democratic Republic of the),36.2,39.9,39.9,37.6,36.2,31.9,30.8,30.4
Costa Rica,20.6,20.5,21.6,19.9,19.9,19.1,18.7,18.0
Croatia,15.3,15.1,15.1,11.2,9.1,9.1,9.1,9.0
Cyprus,11.7,10.1,11.5,11.0,10.7,10.9,13.4,11.5
Czechia,6.0,5.0,5.4,5.6,5.5,5.4,5.5,5.3
Côte d'Ivoire,36.1,38.6,38.6,38.3,38.0,37.8,36.0,36.9
Denmark,6.4,6.0,6.2,6.9,7.3,7.2,7.8,7.5
Djibouti,37.3,35.9,36.0,34.6,34.6,34.6,34.0,35.8
Dominican Republic,24.8,25.9,27.3,23.6,23.6,21.8,22.2,21.0
Ecuador,20.2,25.7,25.7,22.8,22.1,20.5,20.5,19.8
Egypt,27.5,24.1,24.1,24.0,24.0,29.0,29.2,29.2
El Salvador,27.6,26.6,26.6,26.7,26.7,22.2,22.7,22.3
Estonia,9.8,7.9,9.0,8.7,9.1,8.9,9.8,8.8
Eswatini (Kingdom of),35.7,35.4,35.4,33.3,33.3,33.3,29.7,29.7
Ethiopia,34.3,31.9,31.9,29.4,29.4,26.3,24.4,28.4
Fiji,,,,15.3,15.3,15.3,,
Finland,7.5,5.6,5.9,5.5,5.5,5.8,8.8,5.6
France,9.2,9.2,9.0,9.0,8.7,9.4,12.5,10.3
Gabon,21.1,19.5,19.5,24.0,24.0,23.9,22.3,22.3
Gambia,39.0,,,,,,37.1,37.2
Georgia,17.0,14.1,15.3,14.5,13.6,12.7,12.0,12.6
Germany,8.0,6.9,6.9,7.1,6.9,7.2,8.6,8.1
Ghana,25.3,32.2,32.2,31.3,33.1,32.5,28.9,28.9
Greece,10.2,12.2,11.6,10.6,12.3,12.4,13.2,13.5
Guatemala,33.6,31.6,33.1,32.8,29.4,29.6,28.8,28.2
Guinea,38.4,38.8,38.8,38.0,36.5,34.8,33.4,33.4
Guinea-Bissau,42.4,41.4,41.4,39.6,39.6,39.3,39.4,39.4
Guyana,18.6,22.3,19.1,18.2,18.2,18.7,18.7,18.6
Haiti,40.8,40.2,40.2,39.5,38.8,39.6,39.0,39.0
Honduras,30.6,31.7,27.5,32.3,32.0,29.2,26.2,25.6
"Hong Kong, China (SAR)",,,,,,,,13.3
Hungary,8.6,7.0,7.4,7.4,7.2,7.8,7.9,7.8
Iceland,6.6,5.9,6.4,5.7,5.9,5.8,6.0,6.0
India,29.7,28.3,29.3,28.6,28.6,27.1,27.8,26.8
Indonesia,17.7,18.3,18.3,19.2,18.2,18.2,17.6,18.8
Iran (Islamic Republic of),,,,33.6,33.6,33.1,,11.4
Iraq,,,,21.4,21.7,22.3,21.3,20.4
Ireland,9.2,7.2,7.2,7.5,8.6,7.9,9.0,9.0
Israel,12.5,12.3,12.3,10.7,13.4,13.5,13.3,12.8
Italy,12.0,10.9,11.9,11.9,11.5,11.5,12.7,12.3
Jamaica,16.6,16.2,19.1,19.0,17.5,16.6,17.0,17.0
Japan,,,,12.4,12.4,12.4,12.3,3.6
Jordan,19.2,19.0,19.0,18.6,16.5,16.5,16.1,16.1
Kazakhstan,13.5,11.9,13.6,11.9,11.9,10.1,7.9,7.9
Kenya,31.8,33.6,33.6,32.8,31.3,29.5,26.4,26.4
Kiribati,,,,31.5,31.5,33.1,32.6,
Korea (Republic of),16.7,16.5,16.5,17.4,16.4,16.4,14.3,14.3
Kyrgyzstan,15.1,14.5,17.1,17.2,14.5,12.3,9.8,9.8
Lao People's Democratic Republic,24.8,22.8,24.7,24.5,25.6,27.1,26.1,26.1
Latvia,11.1,11.0,10.9,10.6,10.8,10.6,10.4,10.4
Lebanon,,22.8,22.8,20.9,20.9,21.0,,
Lesotho,34.0,35.9,35.9,35.6,35.6,35.6,31.0,31.0
Liberia,37.3,35.3,35.3,33.8,34.8,33.4,31.6,31.6
Lithuania,11.5,9.8,11.0,10.6,10.2,10.5,10.6,11.7
Luxembourg,9.0,7.8,7.2,7.6,7.8,8.0,9.9,10.3
Madagascar,29.2,30.7,30.7,30.5,27.0,27.0,25.9,25.9
Malawi,32.1,31.9,31.4,31.9,32.9,31.2,30.4,30.4
Maldives,15.6,25.2,25.2,25.4,24.9,24.6,24.2,23.4
Mali,38.3,,,,35.6,33.7,32.3,34.0
Malta,,,8.2,8.3,8.5,8.1,8.2,8.3
Mauritania,35.2,34.2,34.5,35.3,33.4,32.4,33.0,33.0
Mauritius,,13.3,13.3,14.2,14.2,14.4,14.1,13.5
Mexico,21.0,23.5,23.5,22.9,22.4,22.9,21.8,21.3
Micronesia (Federated States of),38.9,38.6,,,,,,
Moldova (Republic of),13.5,12.2,11.5,12.2,10.8,10.2,10.4,10.4
Mongolia,15.2,13.8,15.9,11.5,12.8,13.0,13.7,13.7
Montenegro,9.9,6.9,7.4,7.2,9.2,8.8,8.5,8.9
Morocco,28.1,29.7,29.7,29.7,29.7,29.5,,
Mozambique,45.3,28.9,32.7,29.5,34.3,33.0,32.7,32.7
Myanmar,,,,,,,,19.4
Namibia,44.3,43.5,43.5,43.6,43.6,35.2,34.8,34.8
Nepal,31.9,34.3,34.3,28.8,26.8,27.1,26.2,25.6
Netherlands,8.1,7.0,6.9,6.7,6.6,6.9,7.4,7.9
New Zealand,,,,,,,,7.7
Nicaragua,24.6,27.5,27.5,26.4,24.0,25.8,24.0,22.9
Niger,33.9,34.2,34.2,32.4,29.3,28.2,28.1,29.3
Nigeria,41.7,39.3,41.4,40.3,37.8,37.8,36.9,34.7
Norway,6.6,5.6,6.4,5.6,5.4,5.4,7.5,8.0
Pakistan,31.5,31.4,30.9,30.1,29.9,30.9,30.3,31.0
"Palestine, State of",,,,11.7,14.9,15.1,14.7,15.0
Panama,28.3,24.6,24.6,22.1,22.5,22.0,20.8,21.1
Paraguay,24.6,24.0,,24.1,22.1,24.3,22.4,25.5
Peru,30.6,23.2,24.3,23.7,23.4,21.6,20.0,19.2
Philippines,18.9,19.9,19.9,18.1,18.1,18.4,17.8,17.9
Poland,10.8,9.7,9.9,9.9,9.8,9.5,9.5,9.0
Portugal,11.9,10.2,10.7,10.1,10.3,10.4,13.9,13.6
Romania,12.1,12.6,12.6,10.5,10.4,11.0,11.7,11.7
Russian Federation,11.5,11.3,,12.0,10.5,9.8,9.5,9.5
Rwanda,37.0,35.7,33.9,33.2,31.6,31.9,30.0,30.0
Saint Lucia,,,,,15.9,16.0,15.7,16.7
Sao Tome and Principe,,31.5,31.8,31.2,24.7,24.7,19.8,19.8
Senegal,36.2,33.8,33.0,32.9,34.4,33.1,31.9,32.6
Serbia,10.8,9.5,9.5,10.9,10.1,11.2,14.9,15.2
Sierra Leone,39.3,41.7,41.7,44.3,41.6,37.8,36.5,36.5
Singapore,,,,,,,,12.5
Slovakia,6.7,5.7,6.3,6.3,6.2,6.1,6.9,6.8
Slovenia,6.9,5.3,5.8,5.8,5.9,5.9,5.6,5.6
Solomon Islands,,,,23.8,23.8,23.8,,
South Africa,31.1,,,,35.7,34.7,33.2,33.2
South Sudan,,,,,,,,36.3
Spain,9.8,8.9,10.1,10.9,11.5,10.5,15.6,15.4
Sri Lanka,17.1,16.2,15.1,14.3,11.6,11.6,11.3,13.8
Sudan,,,,,,,36.2,34.7
Suriname,24.3,23.8,23.0,24.2,24.0,24.0,22.5,22.6
Sweden,6.9,5.9,6.2,6.5,6.7,6.7,7.1,7.4
Switzerland,7.1,7.0,7.0,7.7,7.4,8.6,7.8,7.8
