Country,2010,2011,2012,2013,2014,2015,2016,2017
Afghanistan,,,,10.8,10.8,10.8,10.8,10.8
Albania,14.4,18.3,18.3,18.3,18.3,18.3,18.3,12.2
Algeria,,,,,,,,11.4
Angola,36.4,50.0,50.0,50.0,28.9,28.9,28.9,28.9
Argentina,34.4,34.4,34.4,28.1,26.3,27.4,26.5,25.8
Armenia,10.8,10.8,13.9,14.3,13.9,13.9,13.9,17.4
Australia,16.6,16.6,16.6,16.6,17.7,17.7,17.7,17.7
Austria,15.1,15.1,12.7,13.8,15.5,17.5,16.5,17.7
Azerbaijan,4.4,4.5,4.5,4.5,8.9,8.9,8.9,8.9
Bahamas,24.5,24.5,,24.5,,,,
Bangladesh,14.8,17.7,17.7,28.3,28.3,28.3,28.3,15.7
Barbados,16.1,,,,,,,33.6
Belarus,11.1,12.1,12.1,11.1,10.8,9.7,10.8,10.8
Belgium,15.1,11.7,11.9,12.3,11.6,12.7,13.6,13.7
Belize,48.5,,,37.9,37.9,37.9,37.9,37.9
Benin,19.2,23.6,23.6,23.6,29.4,29.4,29.4,30.3
Bhutan,,,23.1,25.1,19.6,19.6,19.6,19.6
Bolivia (Plurinational State of),54.2,47.2,47.4,36.1,36.1,36.4,33.5,31.8
Bosnia and Herzegovina,31.1,19.3,19.2,19.2,20.2,20.2,20.2,20.2
Botswana,,,,55.5,55.5,55.5,55.5,
Brazil,37.6,40.7,39.7,39.7,38.7,37.8,38.0,36.7
Bulgaria,16.1,19.9,15.4,18.8,17.8,18.2,21.8,23.6
Burkina Faso,25.3,25.3,23.4,24.2,24.2,24.2,24.2,24.2
Burundi,24.9,,,13.2,14.1,14.1,14.1,20.9
Cabo Verde,,,,28.0,28.0,28.0,28.0,
Cambodia,21.4,21.4,20.3,20.3,20.3,20.3,14.3,14.3
Cameroon,19.9,19.9,19.9,23.1,23.1,23.1,23.1,35.9
Canada,17.1,17.1,17.1,13.9,17.4,17.4,17.4,17.4
Central African Republic,28.1,28.1,28.1,28.1,49.2,49.2,49.2,49.2
Chad,20.8,21.0,21.0,21.0,30.7,30.7,28.4,28.4
Chile,34.1,34.1,34.1,36.0,36.0,35.5,32.6,31.1
China,29.5,29.5,29.5,29.5,29.5,29.5,29.5,23.3
Colombia,43.6,53.9,44.5,41.5,37.4,39.4,37.5,36.2
Comoros,54.0,,,,56.0,56.0,56.0,56.0
Congo,22.0,30.3,30.3,30.3,21.2,21.2,21.2,21.2
Congo (Democratic Republic of the),22.1,36.8,36.8,31.2,28.2,28.2,28.2,28.2
Costa Rica,33.7,33.7,37.9,34.3,34.3,34.1,33.7,32.4
Croatia,27.8,27.8,27.8,17.6,17.2,17.7,17.7,17.3
Cyprus,13.8,10.9,13.6,14.9,15.0,15.9,22.9,18.7
Czechia,12.2,9.6,10.7,11.3,11.0,11.1,11.3,10.8
Côte d'Ivoire,20.5,34.4,34.4,28.1,27.4,27.4,27.4,27.4
Denmark,11.3,10.2,11.0,13.3,14.4,14.3,15.3,14.4
Djibouti,21.3,21.3,21.7,21.7,21.7,21.7,21.7,27.7
Dominican Republic,32.6,33.8,37.6,29.3,30.3,28.1,29.4,28.1
Ecuador,23.4,38.8,38.8,32.1,30.9,30.1,31.9,30.5
Egypt,15.9,14.2,14.2,14.2,14.2,36.3,36.3,36.3
El Salvador,32.7,31.1,31.1,34.0,34.0,25.7,24.5,23.2
Estonia,17.7,14.5,17.7,17.4,18.6,18.7,21.4,18.9
Eswatini (Kingdom of),32.3,40.9,40.9,37.6,37.6,37.6,37.9,37.9
Ethiopia,20.8,20.8,20.8,9.5,9.5,9.5,9.5,13.4
Fiji,,,,22.6,22.6,22.6,22.6,
Finland,13.4,10.6,11.3,10.8,10.8,11.6,20.4,11.7
France,13.9,13.9,13.3,14.2,13.9,16.3,24.1,18.1
Gabon,22.1,22.1,22.1,20.4,20.4,20.4,20.4,20.4
Gambia,33.3,,,26.9,26.9,26.9,31.5,31.5
Georgia,25.9,22.7,25.9,25.9,23.4,24.1,24.1,25.7
Germany,16.7,14.5,14.5,14.8,14.1,14.8,19.3,17.7
Ghana,25.4,27.2,27.2,27.2,31.7,31.7,25.3,25.3
Greece,19.9,17.1,18.1,16.2,20.6,21.1,21.0,22.8
Guatemala,42.5,38.5,42.5,42.5,33.1,34.1,34.1,32.2
Guinea,26.8,31.1,31.1,31.1,17.1,17.1,17.1,17.1
Guinea-Bissau,32.5,32.5,32.5,32.5,32.5,32.5,37.9,37.9
Guyana,20.3,32.1,24.4,24.4,24.4,24.4,25.1,25.1
Haiti,47.9,47.9,47.9,48.4,48.4,48.4,48.4,48.4
Honduras,39.7,43.4,35.8,46.8,48.6,41.5,36.3,34.9
"Hong Kong, China (SAR)",,,,,,,,25.6
Hungary,14.7,11.2,12.2,13.1,12.6,14.6,15.5,15.2
Iceland,13.4,11.8,13.2,11.6,12.2,11.7,12.8,12.8
India,14.7,14.7,15.8,16.1,16.1,16.1,21.0,18.8
Indonesia,14.8,17.7,17.7,17.7,17.3,17.3,17.3,24.9
Iran (Islamic Republic of),,,,46.6,46.6,46.6,46.6,19.7
Iraq,,,,16.1,16.1,16.1,16.1,16.1
Ireland,18.8,13.8,13.8,13.3,16.3,16.3,20.1,20.1
Israel,23.7,23.7,23.7,19.6,25.0,26.4,26.4,26.4
Italy,19.4,16.8,18.1,19.8,19.8,20.8,22.5,22.5
Jamaica,24.1,24.1,30.1,30.1,30.1,30.1,32.0,32.0
Japan,,,,13.5,13.5,13.5,13.5,6.3
Jordan,18.7,21.1,21.1,21.1,20.5,20.5,20.5,20.5
Kazakhstan,17.6,13.8,17.3,12.7,12.7,12.7,10.3,10.3
Kenya,28.8,36.0,36.0,36.0,36.0,33.1,33.1,33.1
Kiribati,,,,48.4,48.4,48.4,48.4,
Korea (Republic of),18.4,18.4,18.4,18.4,18.4,18.4,20.2,20.2
Kyrgyzstan,12.2,12.2,24.1,24.1,17.7,17.7,12.2,12.2
Lao People's Democratic Republic,15.5,15.5,20.6,16.8,20.3,20.3,20.3,20.3
Latvia,20.5,21.0,20.9,19.8,20.5,20.3,20.7,20.7
Lebanon,,30.0,30.0,30.0,30.0,30.0,,
Lesotho,39.5,47.0,47.0,47.0,47.0,47.0,41.1,41.1
Liberia,19.0,19.0,19.0,19.0,22.7,22.7,22.7,22.7
Lithuania,20.6,17.5,20.1,18.6,17.5,19.6,20.1,23.9
Luxembourg,15.7,13.5,11.6,13.1,13.9,15.1,17.7,17.7
Madagascar,19.3,36.1,36.1,36.1,20.4,20.4,20.4,20.4
Malawi,19.7,19.7,23.1,24.6,27.7,32.5,32.4,32.4
Malaysia,28.7,,,,,,,
Maldives,19.5,23.2,23.2,23.2,23.2,23.2,23.2,20.5
Mali,25.4,,,,16.1,16.1,16.1,15.4
Malta,,,13.6,14.1,13.3,13.6,13.7,13.7
Mauritania,21.5,21.5,23.8,21.2,21.2,21.2,24.6,24.6
Mauritius,,16.6,16.6,19.8,19.8,19.8,19.8,18.2
Mexico,31.6,35.6,35.6,34.6,34.6,34.3,34.3,32.8
Micronesia (Federated States of),63.1,63.1,,63.1,,,,26.4
Moldova (Republic of),19.4,18.9,17.0,18.9,14.0,14.0,14.0,14.0
Mongolia,16.4,16.4,19.7,12.3,12.3,12.3,15.7,15.7
Montenegro,12.6,11.3,12.6,11.3,12.6,13.6,13.6,14.6
Morocco,20.7,23.0,23.0,23.0,23.0,23.0,,
Mozambique,58.1,25.8,37.0,28.4,28.4,28.4,28.4,28.4
Myanmar,,,,,,,,5.8
Namibia,68.3,68.3,68.3,68.3,68.3,53.6,53.6,53.6
Nepal,26.4,37.4,37.4,18.3,15.1,13.9,13.9,16.3
Netherlands,15.3,12.5,12.3,11.8,11.6,12.4,14.1,15.0
New Zealand,,,,,,,,16.4
Nicaragua,23.8,33.6,33.6,31.0,28.3,32.1,32.1,29.2
Niger,21.1,17.9,17.9,17.9,12.3,12.3,12.3,16.4
Nigeria,25.1,28.8,34.5,34.5,28.4,28.4,28.5,28.2
Norway,13.1,10.6,12.8,10.7,10.2,10.4,14.3,14.9
Pakistan,10.6,11.0,11.0,11.0,11.6,11.6,11.6,11.6
Palau,,,,23.0,23.0,23.0,23.0,
"Palestine, State of",,,,15.0,15.0,15.0,18.5,18.5
Panama,52.6,40.5,40.5,35.8,36.5,38.0,35.3,36.5
Paraguay,33.4,33.4,33.4,34.6,30.1,38.3,33.9,39.5
Peru,42.7,30.0,32.5,30.6,31.9,29.5,29.6,28.3
Philippines,28.0,30.0,30.0,25.2,26.8,26.8,26.8,26.8
Poland,18.4,16.3,17.1,17.9,17.5,17.4,17.6,17.1
Portugal,23.9,19.3,20.8,19.9,20.3,20.4,20.5,20.5
Romania,12.2,22.2,22.2,17.3,17.1,19.5,21.5,21.0
Russian Federation,11.9,11.9,11.9,22.9,18.7,17.7,17.7,17.7
Rwanda,31.5,34.5,30.2,39.6,35.2,36.4,36.4,36.4
Saint Lucia,,,,,27.4,27.4,27.4,27.4
Sao Tome and Principe,,44.2,44.2,44.2,25.8,25.8,14.9,14.9
Senegal,21.1,23.9,21.6,22.7,27.7,27.7,26.9,27.7
Serbia,12.2,10.3,10.3,13.5,13.5,17.4,27.0,28.7
Seychelles,,,,,,,,29.3
Sierra Leone,22.2,31.0,31.0,31.0,19.2,19.2,19.2,19.2
Singapore,,,,,,,,25.0
Slovakia,11.7,9.6,11.3,11.5,11.3,11.4,13.5,13.4
Slovenia,12.2,8.5,9.9,10.6,11.0,11.3,11.3,11.4
Solomon Islands,,,,26.3,26.3,26.3,,
South Africa,40.9,,,,57.3,56.4,56.4,56.4
South Sudan,,,,,,,,32.3
Spain,18.5,16.7,19.7,22.1,23.9,21.8,23.3,23.3
Sri Lanka,20.8,20.8,20.8,19.6,13.7,13.7,13.7,21.0
Sudan,,,,,,,37.3,33.0
Suriname,34.9,34.9,32.8,37.3,37.3,37.3,37.3,37.3
Sweden,13.0,10.3,11.2,12.4,13.1,13.1,14.6,15.3
Switzerland,14.3,14.3,14.3,13.2,12.3,15.7,16.8,16.8
Syrian Arab Republic,18.3,18.3,18.3,18.3,18.3,18.3,18.3,
Tajikistan,15.3,15.3,15.0,15.0,15.0,15.0,15.0,13.5
Tanzania (United Republic of),17.6,20.6,20.9,20.9,22.7,22.7,22.7,22.4
Thailand,34.0,34.0,34.0,34.0,34.0,34.0,23.8,23.8
The former Yugoslav Republic of Macedonia,21.8,21.8,21.8,21.8,30.1,30.1,30.1,20.3
Timor-Leste,19.2,17.8,17.8,17.8,17.8,17.8,17.8,13.6
Togo,20.0,20.0,20.0,23.5,23.5,23.5,23.5,25.1
Trinidad and Tobago,21.9,21.9,21.9,21.9,21.9,21.9,21.9,21.9
Tunisia,21.8,21.8,,,18.9,18.9,18.9,18.9
Turkey,26.5,26.5,26.5,21.8,21.8,21.8,21.8,22.6
Turkmenistan,38.7,,,,,,26.8,26.8
Tuvalu,,,,,,,,23.4
Uganda,26.4,29.1,29.1,27.3,27.3,27.3,27.3,24.2
Ukraine,10.4,10.9,10.9,10.9,9.2,9.2,9.2,8.5
United Kingdom,21.0,17.3,16.9,18.8,17.8,16.2,18.2,19.5
United States,23.5,32.4,24.1,35.6,35.6,27.0,27.0,28.1
Uruguay,26.3,27.8,27.9,27.1,24.2,26.2,26.4,25.3
Uzbekistan,17.9,17.9,20.1,20.1,20.1,20.1,20.1,
Vanuatu,,,,18.5,18.5,18.5,18.5,19.7
Venezuela (Bolivarian Republic of),32.0,44.9,44.9,28.4,28.4,28.4,28.4,25.2
Viet Nam,18.2,11.4,11.4,14.6,22.0,21.4,21.4,21.4
Yemen,17.6,17.6,17.6,17.6,20.6,20.6,20.6,21.8
Zambia,20.8,20.8,42.6,42.6,42.6,48.6,48.6,48.6
Zimbabwe,34.5,34.5,35.8,35.8,35.8,35.8,27.0,27.0
