Country,2010-2017
Albania,29
Algeria,27.6
Angola,42.7
Argentina,42.4
Armenia,32.5
Australia,34.7
Austria,30.5
Azerbaijan,16.6
Bangladesh,32.4
Belarus,27
Belgium,27.7
Benin,47.8
Bhutan,38.8
Bolivia (Plurinational State of),44.6
Bosnia and Herzegovina,32.7
Botswana,60.5
Brazil,51.3
Bulgaria,37.4
Burkina Faso,35.3
Burundi,38.6
Cabo Verde,47.2
Cameroon,46.6
Canada,34
Central African Republic,56.2
Chad,43.3
Chile,47.7
China,42.2
Colombia,50.8
Comoros,45.3
Congo,48.9
Congo (Democratic Republic of the),42.1
Costa Rica,48.7
Croatia,30.8
Cyprus,34
Czechia,25.9
Côte d'Ivoire,41.5
Denmark,28.2
Djibouti,44.1
Dominican Republic,45.3
Ecuador,45
Egypt,31.8
El Salvador,40
Estonia,32.7
Eswatini (Kingdom of),51.5
Ethiopia,39.1
Fiji,36.4
Finland,27.1
France,32.7
Gabon,42.2
Gambia,35.9
Georgia,36.5
Germany,31.7
Ghana,42.4
Greece,36
Guatemala,48.3
Guinea,33.7
Guinea-Bissau,50.7
Haiti,41.1
Honduras,50
Hungary,30.4
Iceland,25.6
India,35.1
Indonesia,39.5
Iran (Islamic Republic of),38.8
Iraq,29.5
Ireland,31.9
Israel,41.4
Italy,34.7
Japan,32.1
Jordan,33.7
Kazakhstan,26.9
Kenya,48.5
Kiribati,37
Korea (Republic of),31.6
Kyrgyzstan,26.8
Lao People's Democratic Republic,36.4
Latvia,34.2
Lebanon,31.8
Lesotho,54.2
Liberia,33.2
Lithuania,37.4
Luxembourg,31.2
Madagascar,42.6
Malawi,45.5
Malaysia,46.3
Maldives,38.4
Mali,33
Malta,29
Mauritania,32.6
Mauritius,35.8
Mexico,43.4
Micronesia (Federated States of),40.1
Moldova (Republic of),26.3
Mongolia,32.3
Montenegro,31.9
Morocco,40.7
Mozambique,54
Myanmar,38.1
Namibia,61
Nepal,32.8
Netherlands,29.3
Nicaragua,46.2
Niger,34.3
Nigeria,43
Norway,27.5
Pakistan,30.7
"Palestine, State of",34.4
Panama,50.4
Papua New Guinea,41.9
Paraguay,47.9
Peru,43.8
Philippines,40.1
Poland,31.8
Portugal,35.5
Romania,28.3
Russian Federation,37.7
Rwanda,50.4
Samoa,42
Sao Tome and Principe,30.8
Senegal,40.3
Serbia,28.5
Seychelles,46.8
Sierra Leone,34
Slovakia,26.5
Slovenia,25.4
Solomon Islands,37.1
South Africa,63
South Sudan,46.3
Spain,36.2
Sri Lanka,39.8
Sudan,35.4
Sweden,29.2
Switzerland,32.5
Tajikistan,34
Tanzania (United Republic of),37.8
Thailand,37.8
The former Yugoslav Republic of Macedonia,35.6
Timor-Leste,28.7
Togo,43.1
Tonga,37.5
Tunisia,35.8
Turkey,41.9
Tuvalu,39.1
Uganda,41
Ukraine,25
United Kingdom,33.2
United States,41.5
Uruguay,39.7
Vanuatu,37.6
Venezuela (Bolivarian Republic of),46.9
Viet Nam,34.8
Yemen,36.7
Zambia,57.1
Zimbabwe,43.2
