Country,2010,2011,2012,2013,2014,2015,2016,2017
Sri Lanka,17.9,17.9,14.6,14.6,12.8,12.8,12.8,12.8
Sudan,,,,,42.7,42.7,42.5,42.5
Suriname,20.1,20.1,20.1,19.5,19.0,19.0,15.2,15.6
Sweden,3.6,3.9,3.8,3.6,3.5,3.4,3.5,3.7
Switzerland,2.0,2.0,2.0,5.8,5.7,5.7,2.4,2.4
Syrian Arab Republic,31.5,31.5,31.5,31.5,31.5,31.5,31.5,
Tajikistan,9.4,9.4,12.2,12.2,6.5,6.5,6.5,6.5
Tanzania (United Republic of),28.7,32.8,28.3,29.5,28.5,28.5,27.0,27.0
Thailand,18.0,18.0,18.0,16.1,16.1,16.1,16.6,13.3
The former Yugoslav Republic of Macedonia,17.5,17.5,12.3,10.6,10.6,10.6,10.5,10.5
Timor-Leste,44.3,47.4,47.6,47.6,47.6,47.6,47.6,44.9
Togo,41.5,41.5,41.5,37.6,38.9,38.9,38.9,38.9
Tonga,5.1,,,,,,,4.5
Trinidad and Tobago,6.6,6.6,6.6,6.6,6.6,6.6,6.6,
Tunisia,38.7,38.7,,,34.6,34.6,34.6,34.6
Turkey,27.4,27.4,27.4,14.1,14.2,14.2,14.2,13.5
Turkmenistan,10.2,,,,,,3.6,3.6
Tuvalu,,,,10.5,10.5,10.5,10.5,10.5
Uganda,28.2,32.2,32.2,31.2,29.4,29.4,29.4,27.9
Ukraine,2.8,6.1,6.1,6.1,3.6,3.6,3.6,3.6
United Kingdom,2.1,2.2,2.6,2.6,2.8,2.8,8.7,3.7
United States,3.2,3.7,5.3,6.7,5.3,5.6,5.6,5.5
Uruguay,10.8,10.8,10.8,10.9,9.2,10.4,7.4,7.4
Uzbekistan,1.4,1.4,1.4,1.4,1.4,1.4,1.3,0.8
Vanuatu,,,,,17.5,17.5,17.5,17.5
Venezuela (Bolivarian Republic of),17.0,18.1,18.1,17.6,17.6,17.6,14.5,12.9
Viet Nam,17.1,17.1,17.1,18.0,18.0,17.6,17.6,17.6
Yemen,49.8,49.8,49.8,47.2,48.1,48.1,46.1,46.1
Zambia,24.2,23.8,23.8,23.8,21.7,21.7,21.7,21.7
Zimbabwe,20.1,20.1,17.8,17.8,17.4,17.4,16.8,16.8
