"Mobile phone subscriptions (per 100 people)"
"72"," Saint Kitts and Nevis","2.6","","104.9","","155.5","","148.1","","144.5","","144.8","","121.0","","134.5","","139.7",""
"90"," Saint Lucia","1.6","","64.5","","114.9","","124.6","","123.5","","120.7","","106.8","","105.9","","99.2",""
"99"," Saint Vincent and the Grenadines","2.2","","64.9","","120.6","","120.5","","116.2","","114.7","","105.2","","103.6","","102.7",""
"104"," Samoa","1.4","","13.3","","48.3","","","","53.0","","52.4","","55.4","","62.2","","77.4",""
"n.a"," San Marino","52.9","","58.7","","98.3","","112.6","","112.8","","113.9","","115.1","","111.1","","110.1",""
"143"," Sao Tome and Principe","0.0","","7.7","","58.8","","64.3","","66.8","","67.0","","67.2","","94.6","","89.1",""
"39"," Saudi Arabia","6.6","","59.3","","188.0","","191.2","","182.2","","177.3","","171.3","","167.3","","148.5",""
"164"," Senegal","2.5","","15.4","","64.6","","70.3","","83.7","","93.0","","98.9","","99.9","","98.5",""
"67"," Serbia","","","73.7","","136.0","","141.1","","127.6","","129.3","","132.2","","130.3","","130.2",""
"62"," Seychelles","32.0","","66.3","","128.6","","137.9","","147.9","","147.5","","162.3","","158.1","","161.2",""
"184"," Sierra Leone","0.3","","","","31.0","","32.3","","32.7","","57.8","","67.2","","78.2","","84.9",""
"9"," Singapore","70.2","","97.6","","145.5","","150.6","","153.1","","157.4","","148.7","","148.7","","150.5",""
"38"," Slovakia","23.0","","84.1","","109.6","","110.6","","112.5","","114.4","","117.4","","122.7","","128.4",""
"25"," Slovenia","61.1","","88.1","","103.8","","105.6","","108.8","","110.5","","112.3","","113.5","","114.8",""
"152"," Solomon Islands","0.3","","1.3","","21.9","","50.9","","54.8","","57.3","","65.5","","72.3","","69.5",""
"n.a"," Somalia","0.9","","4.8","","5.4","","14.5","","18.0","","39.5","","40.7","","42.0","","46.5",""
"113"," South Africa","18.2","","69.6","","97.6","","122.5","","129.1","","143.0","","145.4","","159.2","","147.1",""
"187"," South Sudan","","","","","14.9","","17.2","","21.3","","25.5","","24.9","","24.4","","22.1",""
"26"," Spain","59.3","","96.9","","109.8","","112.1","","108.1","","107.4","","109.2","","110.1","","111.2",""
"76"," Sri Lanka","2.3","","17.2","","85.9","","90.2","","94.7","","99.0","","107.3","","115.4","","124.0",""
"167"," Sudan","0.1","","5.9","","52.6","","71.2","","76.8","","75.1","","73.7","","72.3","","70.3",""
"100"," Suriname","8.7","","46.7","","99.1","","100.4","","106.0","","160.1","","169.3","","135.7","","144.5",""
"7"," Sweden","71.7","","100.7","","117.1","","121.0","","124.2","","125.0","","127.1","","129.4","","127.5",""
"2"," Switzerland","64.7","","92.2","","123.1","","127.1","","131.5","","135.9","","135.5","","135.1","","133.8",""
"155"," Syrian Arab Republic","0.2","","16.1","","55.6","","61.9","","63.6","","62.0","","73.1","","76.4","","72.4",""
"127"," Tajikistan","0.0","","3.9","","77.7","","80.9","","81.7","","92.2","","95.7","","99.3","","107.6",""
"154"," Tanzania (United Republic of)","0.3","","7.5","","45.5","","54.0","","55.5","","54.2","","61.0","","73.6","","72.1",""
"83"," Thailand","4.9","","46.6","","106.7","","114.7","","125.3","","137.7","","141.9","","149.9","","173.8",""
"80"," The former Yugoslav Republic of Macedonia","5.7","","54.9","","104.0","","106.8","","107.8","","107.8","","107.1","","100.2","","98.5",""
"132"," Timor-Leste","","","3.2","","42.6","","54.3","","53.7","","54.9","","113.4","","110.9","","117.6",""
"165"," Togo","1.0","","7.6","","40.0","","40.4","","48.3","","60.5","","62.5","","65.5","","72.4",""
"98"," Tonga","0.2","","29.6","","52.1","","52.6","","53.4","","54.6","","64.3","","69.1","","74.7",""
"69"," Trinidad and Tobago","12.8","","71.3","","142.6","","136.8","","140.4","","144.2","","146.2","","156.1","","158.7",""
"95"," Tunisia","1.2","","56.2","","104.5","","115.1","","118.0","","115.4","","128.2","","129.5","","125.2",""
"64"," Turkey","25.5","","64.2","","85.4","","89.0","","90.8","","91.9","","93.3","","94.1","","94.4",""
"108"," Turkmenistan","0.2","","2.2","","62.9","","102.4","","112.0","","114.1","","131.8","","140.9","","151.4",""
"n.a"," Tuvalu","0.0","","13.0","","15.2","","20.0","","26.1","","31.4","","34.8","","60.0","","68.5",""
"162"," Uganda","0.5","","4.6","","37.8","","47.6","","45.1","","48.1","","52.4","","50.4","","55.0",""
"88"," Ukraine","1.7","","64.0","","117.8","","121.9","","130.9","","138.4","","144.3","","144.0","","135.2",""
"34"," United Arab Emirates","45.3","","99.0","","132.1","","135.2","","154.8","","178.4","","185.4","","196.0","","214.7",""
"14"," United Kingdom","73.7","","108.6","","121.2","","120.9","","121.9","","121.7","","120.7","","121.2","","120.0",""
"13"," United States","38.8","","69.0","","92.4","","95.6","","97.3","","98.5","","111.9","","119.5","","122.9",""
"55"," Uruguay","12.4","","34.7","","131.5","","140.5","","147.1","","154.6","","160.8","","150.5","","148.6",""
"105"," Uzbekistan","0.2","","2.7","","73.2","","87.5","","68.6","","71.6","","70.9","","70.3","","74.0",""
"138"," Vanuatu","0.2","","6.1","","71.9","","56.6","","59.0","","50.3","","60.3","","66.1","","80.8",""
"78"," Venezuela (Bolivarian Republic of)","22.2","","46.7","","96.0","","97.7","","102.3","","101.9","","99.3","","93.4","","87.4",""
"116"," Viet Nam","1.0","","11.4","","126.1","","142.4","","145.6","","135.2","","147.1","","128.6","","127.5",""
"178"," Yemen","0.2","","11.1","","47.0","","48.1","","55.8","","65.9","","65.2","","55.8","","59.6",""
"144"," Zambia","0.9","","7.9","","39.3","","57.2","","71.6","","68.6","","64.8","","71.8","","72.4",""
"156"," Zimbabwe","2.2","","5.0","","54.7","","63.9","","85.7","","90.6","","76.6","","80.9","","79.7",""
"<a name=""a""></a>a: Refers to 2015.<br />"
