"Mobile phone subscriptions (per 100 people)"
"HDI Rank (2017)","Country","2000","","2005","","2010","","2011","","2012","","2013","","2014","","2015","","2016",""
"168"," Afghanistan","0.0","","4.8","","35.5","","46.4","","50.0","","53.0","","56.2","","58.4","","62.3",""
"68"," Albania","1.0","","49.7","","91.6","","105.9","","119.9","","126.3","","115.0","","116.3","","115.2",""
"85"," Algeria","0.3","","41.0","","90.8","","96.7","","99.9","","103.1","","110.7","","108.4","","115.8",""
"35"," Andorra","36.0","","81.9","","77.6","","77.7","","77.5","","79.1","","83.6","","91.4","","92.0",""
"147"," Angola","0.2","","8.2","","40.2","","49.9","","50.9","","51.1","","52.2","","49.8","","45.1",""
"70"," Antigua and Barbuda","26.3","","96.4","","177.4","","183.9","","131.6","","116.9","","121.4","","176.1","","178.3",""
"47"," Argentina","17.5","","56.6","","138.5","","145.8","","152.8","","158.3","","142.5","","142.4","","145.3",""
"83"," Armenia","0.6","","10.7","","134.3","","111.7","","115.3","","115.6","","119.0","","118.8","","117.4",""
"3"," Australia","44.9","","91.0","","101.7","","105.8","","106.6","","107.7","","106.8","","108.3","","110.1",""
"20"," Austria","75.8","","105.0","","145.6","","153.9","","159.5","","154.7","","150.0","","155.2","","163.8",""
"80"," Azerbaijan","5.2","","26.3","","100.7","","110.6","","109.3","","107.9","","111.0","","111.2","","104.8",""
"54"," Bahamas","10.6","","69.2","","118.7","","81.5","","80.6","","76.1","","82.4","","80.4","","92.1",""
"43"," Bahrain","31.0","","86.3","","126.3","","132.5","","163.3","","168.0","","174.3","","183.6","","210.1",""
"136"," Bangladesh","0.2","","6.3","","44.6","","54.8","","62.4","","74.0","","79.6","","81.5","","83.4",""
"58"," Barbados","10.5","","75.2","","125.2","","124.0","","124.0","","108.9","","107.8","","117.8","","116.6",""
"53"," Belarus","0.5","","42.6","","109.1","","113.0","","112.7","","117.3","","120.2","","120.7","","120.7",""
"17"," Belgium","54.7","","91.1","","111.1","","113.5","","111.1","","110.4","","113.5","","113.2","","110.5",""
"106"," Belize","6.8","","33.9","","60.4","","67.6","","51.2","","50.7","","49.0","","59.0","","61.9",""
"163"," Benin","0.8","","7.5","","76.9","","82.1","","86.4","","96.2","","84.2","","88.1","","81.8",""
"134"," Bhutan","0.0","","5.5","","54.2","","65.4","","74.5","","71.2","","80.4","","85.8","","87.5",""
"118"," Bolivia (Plurinational State of)","7.0","","26.5","","72.4","","82.9","","92.7","","100.2","","98.9","","94.8","","92.8",""
"77"," Bosnia and Herzegovina","2.5","","42.2","","83.6","","86.0","","92.0","","96.8","","97.9","","97.4","","96.8",""
"101"," Botswana","12.9","","30.4","","117.3","","141.4","","147.5","","152.5","","157.3","","157.3","","146.2",""
"79"," Brazil","13.2","","46.1","","100.1","","118.0","","123.8","","133.9","","137.5","","125.2","","117.5",""
"39"," Brunei Darussalam","28.5","","63.8","","111.9","","112.5","","117.5","","115.6","","109.8","","111.0","","123.7",""
"51"," Bulgaria","9.2","","81.3","","137.8","","142.4","","147.5","","144.3","","131.4","","128.1","","125.8",""
"183"," Burkina Faso","0.2","","4.7","","36.6","","47.8","","60.2","","65.8","","71.0","","79.8","","82.6",""
"185"," Burundi","0.3","","2.1","","19.1","","21.2","","24.1","","26.4","","32.3","","49.0","","50.9",""
"125"," Cabo Verde","4.5","","17.2","","74.0","","78.0","","82.7","","96.0","","116.5","","114.7","","111.6",""
"146"," Cambodia","1.1","","8.0","","57.0","","94.6","","129.3","","134.9","","133.9","","134.4","","126.3",""
"151"," Cameroon","0.7","","12.9","","43.2","","51.1","","62.2","","72.3","","76.6","","79.5","","79.9",""
"12"," Canada","28.4","","52.7","","75.6","","77.7","","79.4","","80.4","","80.9","","82.8","","84.7",""
"188"," Central African Republic","0.1","","2.4","","22.0","","22.2","","25.5","","30.2","","25.6","","27.3","","27.2",""
"186"," Chad","0.1","","2.1","","24.2","","29.8","","34.6","","34.7","","38.7","","39.0","","43.1",""
"44"," Chile","22.3","","65.5","","116.8","","130.1","","138.3","","135.5","","134.4","","130.6","","130.1",""
"86"," China","6.6","","29.8","","63.2","","72.1","","80.9","","88.9","","92.5","","92.5","","97.3",""
"90"," Colombia","5.6","","50.5","","96.9","","99.6","","104.7","","106.2","","115.8","","118.9","","120.6",""
"165"," Comoros","0.0","","2.5","","24.0","","30.6","","39.2","","46.9","","50.4","","54.6","","57.1",""
"137"," Congo","2.2","","15.0","","84.8","","86.1","","92.4","","98.1","","101.2","","104.4","","105.8",""
"176"," Congo (Democratic Republic of the)","0.0","","5.0","","18.3","","23.5","","29.1","","39.6","","50.3","","49.5","","36.7",""
"63"," Costa Rica","5.4","","25.9","","68.8","","90.3","","115.6","","151.1","","147.6","","156.7","","171.5",""
"46"," Croatia","23.3","","83.4","","113.9","","118.6","","115.7","","110.4","","104.8","","104.2","","104.8",""
"73"," Cuba","0.1","","1.2","","8.8","","11.6","","14.8","","17.5","","22.1","","29.1","","34.8",""
"32"," Cyprus","23.1","","75.8","","124.9","","128.5","","128.6","","127.6","","130.2","","131.8","","133.4",""
"27"," Czechia","42.2","","114.8","","122.8","","124.6","","127.7","","129.5","","131.3","","117.5","","117.7",""
"170"," Côte d'Ivoire","2.8","","12.8","","76.5","","83.0","","84.5","","88.3","","98.1","","109.9","","115.8",""
"11"," Denmark","63.0","","100.5","","115.6","","128.5","","130.0","","124.7","","126.4","","124.4","","122.3",""
"172"," Djibouti","0.0","","5.6","","19.5","","22.3","","24.1","","27.2","","31.5","","33.9","","36.6",""
"103"," Dominica","1.7","","73.6","","147.8","","151.9","","151.7","","129.2","","101.5","","105.6","","106.7",""
"94"," Dominican Republic","8.2","","39.2","","89.8","","87.5","","88.0","","89.5","","79.8","","83.6","","81.8",""
"86"," Ecuador","3.8","","45.5","","99.0","","101.0","","106.7","","106.2","","104.4","","80.2","","84.7",""
"115"," Egypt","1.9","","17.8","","84.0","","97.1","","110.2","","111.0","","103.8","","100.3","","102.2",""
"121"," El Salvador","12.7","","40.0","","124.9","","134.3","","139.0","","143.9","","146.4","","147.9","","151.9",""
"141"," Equatorial Guinea","0.8","","12.8","","42.0","","48.2","","48.2","","47.1","","45.7","","45.4","","47.1",""
"179"," Eritrea","0.0","","1.0","","4.2","","5.4","","6.7","","7.6","","8.8","","9.8","","10.2",""
"30"," Estonia","39.8","","106.6","","124.1","","136.0","","150.9","","145.8","","143.9","","144.7","","144.6",""
"144"," Eswatini (Kingdom of)","3.1","","18.1","","60.3","","62.6","","64.5","","70.2","","70.8","","71.3","","74.1",""
"173"," Ethiopia","0.0","","0.5","","7.8","","15.7","","22.2","","27.0","","31.3","","42.4","","50.0",""
"92"," Fiji","6.8","","24.9","","81.2","","83.8","","98.3","","105.8","","98.9","","108.3","","116.2",""
"15"," Finland","71.9","","100.2","","156.4","","165.9","","172.2","","136.3","","139.2","","134.9","","133.9",""
"24"," France","48.7","","78.5","","91.7","","94.4","","97.8","","99.1","","101.9","","103.5","","104.4",""
"110"," Gabon","9.7","","52.5","","98.2","","139.7","","145.6","","151.1","","156.4","","146.2","","149.6",""
"174"," Gambia","0.5","","17.1","","87.4","","80.2","","84.7","","99.4","","119.1","","137.3","","139.2",""
"70"," Georgia","4.1","","26.2","","94.0","","106.2","","114.4","","123.4","","135.3","","140.5","","140.9",""
"5"," Germany","59.2","","97.1","","109.3","","112.3","","114.0","","123.1","","122.1","","117.9","","126.3",""
"140"," Ghana","0.7","","13.3","","71.1","","84.3","","99.6","","106.4","","112.6","","126.9","","135.8",""
"31"," Greece","53.2","","90.8","","107.4","","106.2","","117.4","","110.6","","107.8","","112.0","","112.1",""
"75"," Grenada","4.2","","45.5","","116.5","","115.0","","123.2","","125.6","","110.1","","112.1","","110.9",""
"127"," Guatemala","7.4","","34.4","","123.5","","130.3","","136.1","","139.2","","106.2","","111.5","","110.1",""
"175"," Guinea","0.5","","2.0","","37.1","","44.0","","49.5","","64.5","","73.6","","89.0","","87.1",""
"177"," Guinea-Bissau","0.0","","7.2","","43.5","","45.9","","64.0","","55.9","","64.2","","70.0","","70.8",""
"125"," Guyana","5.3","","37.5","","75.1","","70.6","","72.6","","73.2","","74.3","","70.6","","75.6",""
"168"," Haiti","0.6","","5.4","","40.0","","41.4","","59.2","","68.6","","64.0","","68.2","","60.0",""
"133"," Honduras","2.4","","17.4","","116.0","","96.5","","86.6","","89.7","","87.7","","89.8","","86.0",""
"7"," Hong Kong, China (SAR)","81.7","","125.1","","196.3","","216.4","","230.6","","237.4","","235.7","","230.8","","240.8",""
"45"," Hungary","30.1","","92.4","","121.0","","118.1","","117.3","","117.8","","119.5","","120.5","","120.8",""
"6"," Iceland","76.6","","96.0","","106.5","","106.4","","108.2","","108.9","","112.7","","116.3","","120.8",""
"130"," India","0.3","","7.9","","61.1","","71.7","","68.5","","69.3","","73.0","","76.5","","85.2",""
"116"," Indonesia","1.7","","20.7","","87.1","","101.7","","113.3","","124.3","","127.6","","131.3","","147.7",""
"60"," Iran (Islamic Republic of)","1.5","","12.1","","72.5","","74.2","","76.1","","84.3","","87.9","","93.5","","100.3",""
"120"," Iraq","0.0","","5.7","","75.6","","80.4","","81.6","","95.8","","94.3","","92.9","","81.2",""
"4"," Ireland","63.9","","101.4","","101.6","","105.2","","107.2","","104.2","","104.8","","104.3","","103.2",""
"22"," Israel","73.2","","117.5","","122.7","","121.6","","119.8","","121.5","","119.6","","131.1","","129.0",""
"28"," Italy","73.7","","121.6","","156.8","","160.7","","162.7","","162.3","","150.9","","147.4","","153.0",""
"97"," Jamaica","13.8","","72.2","","112.9","","104.1","","95.6","","99.8","","105.0","","109.2","","113.4",""
"19"," Japan","52.4","","75.2","","95.9","","103.3","","109.9","","115.3","","123.2","","125.5","","130.6",""
"95"," Jordan","7.6","","54.9","","92.2","","98.8","","112.4","","122.6","","125.9","","150.6","","103.8",""
"58"," Kazakhstan","1.3","","34.7","","118.3","","151.6","","178.7","","176.5","","163.5","","148.2","","142.0",""
"142"," Kenya","0.4","","12.8","","60.4","","66.1","","70.4","","71.0","","73.1","","79.8","","80.4",""
"134"," Kiribati","0.4","","0.7","","10.3","","13.2","","16.9","","18.4","","27.2","","36.5","","45.5",""
"n.a"," Korea (Democratic People's Rep. of)","0.0","","0.0","","1.8","","4.0","","6.8","","9.7","","11.1","","12.8","","14.2",""
"22"," Korea (Republic of)","56.6","","78.7","","102.5","","105.6","","107.4","","109.0","","113.7","","116.5","","120.7",""
"56"," Kuwait","23.2","","60.7","","132.7","","154.6","","150.2","","178.1","","200.9","","148.5","","133.1",""
"122"," Kyrgyzstan","0.2","","10.7","","97.3","","114.0","","121.5","","118.5","","131.0","","129.2","","127.8",""
"139"," Lao People's Democratic Republic","0.2","","11.4","","64.1","","86.5","","67.0","","71.0","","70.2","","55.9","","58.6",""
"41"," Latvia","16.8","","83.1","","108.8","","110.3","","127.3","","125.3","","118.2","","130.0","","134.5",""
"80"," Lebanon","23.0","","24.9","","66.0","","75.3","","76.4","","73.6","","78.3","","79.6","","81.4",""
"159"," Lesotho","1.2","","12.8","","48.4","","59.7","","73.9","","84.6","","99.7","","98.4","","103.6",""
"181"," Liberia","0.1","","4.9","","39.8","","49.6","","56.9","","59.5","","73.5","","81.2","","67.6",""
"108"," Libya","0.7","","34.5","","176.7","","161.5","","154.7","","165.2","","137.0","","156.3","","121.7",""
"17"," Liechtenstein","30.0","","78.9","","98.6","","101.9","","98.7","","104.3","","109.5","","109.5","","117.6",""
"35"," Lithuania","15.0","","130.2","","156.6","","160.3","","164.5","","152.3","","144.1","","142.7","","144.6",""
"21"," Luxembourg","69.5","","111.4","","143.1","","147.1","","143.0","","144.7","","144.2","","142.4","","132.7",""
"161"," Madagascar","0.4","","2.8","","36.5","","39.9","","39.3","","36.9","","41.2","","44.1","","32.1",""
"171"," Malawi","0.4","","3.2","","20.6","","25.3","","28.9","","31.9","","33.0","","37.4","","39.7",""
"57"," Malaysia","22.1","","76.2","","120.4","","128.0","","141.7","","144.8","","148.6","","143.6","","140.8",""
"101"," Maldives","2.7","","63.9","","135.6","","141.4","","145.1","","157.3","","163.1","","176.8","","189.9",""
"182"," Mali","0.1","","6.0","","49.4","","69.6","","91.3","","119.9","","138.6","","129.9","","112.4",""
"29"," Malta","28.9","","79.6","","109.5","","124.7","","126.5","","131.5","","128.4","","122.6","","123.9",""
"106"," Marshall Islands","0.9","","1.3","","","","","","","","","","29.3","","29.2","","29.2"," a"
"159"," Mauritania","0.6","","23.8","","76.9","","89.2","","105.1","","101.1","","92.4","","87.1","","84.0",""
"65"," Mauritius","15.2","","53.8","","95.4","","103.4","","118.5","","122.2","","131.4","","139.9","","143.7",""
"74"," Mexico","13.8","","43.4","","77.9","","79.4","","83.4","","87.1","","84.5","","85.5","","87.6",""
"112"," Moldova (Republic of)","3.3","","26.2","","62.4","","78.9","","88.0","","90.8","","91.8","","91.3","","93.3",""
"n.a"," Monaco","43.4","","50.9","","63.1","","84.8","","87.9","","93.4","","88.3","","88.8","","86.5",""
"92"," Mongolia","6.4","","22.1","","92.5","","106.5","","119.9","","100.3","","103.5","","103.1","","111.2",""
"50"," Montenegro","","","88.1","","187.4","","185.3","","158.2","","158.5","","161.4","","160.4","","165.6",""
"123"," Morocco","8.1","","40.6","","98.7","","111.2","","117.0","","125.4","","128.5","","123.8","","117.7",""
"180"," Mozambique","0.3","","7.2","","29.8","","31.5","","34.3","","46.9","","67.9","","71.9","","52.1",""
"148"," Myanmar","0.0","","0.3","","1.2","","2.5","","7.3","","13.3","","55.9","","78.2","","95.7",""
"129"," Namibia","4.3","","22.1","","89.7","","99.0","","94.8","","117.8","","112.7","","105.1","","107.3",""
"n.a"," Nauru","12.0","","","","61.8","","65.6","","64.9","","","","","","83.5","","87.2",""
"149"," Nepal","0.0","","0.9","","34.0","","48.9","","60.1","","76.3","","81.3","","96.0","","110.8",""
"10"," Netherlands","67.5","","96.7","","115.0","","118.5","","117.4","","115.6","","115.8","","122.9","","123.0",""
"16"," New Zealand","40.0","","85.4","","107.8","","109.1","","110.2","","105.5","","111.7","","121.4","","124.4",""
"124"," Nicaragua","1.8","","20.8","","69.1","","83.1","","99.6","","114.5","","117.5","","119.4","","125.9",""
"189"," Niger","0.0","","2.4","","22.3","","27.8","","30.4","","38.0","","43.0","","45.0","","42.2",""
"157"," Nigeria","0.0","","13.4","","55.0","","58.4","","67.4","","74.1","","78.7","","83.2","","83.0",""
"1"," Norway","71.7","","102.6","","114.6","","115.7","","115.7","","112.1","","111.6","","109.9","","109.0",""
"48"," Oman","7.1","","53.1","","151.4","","148.6","","152.3","","151.4","","156.4","","158.3","","155.2",""
"150"," Pakistan","0.2","","8.3","","58.2","","62.5","","67.5","","70.3","","73.2","","66.5","","70.6",""
"119"," Palestine, State of","0.2","","15.9","","64.0","","69.0","","73.0","","72.3","","70.5","","75.7","","77.5",""
"66"," Panama","13.5","","52.5","","182.4","","181.7","","164.7","","161.6","","158.9","","175.0","","127.5",""
"153"," Papua New Guinea","0.2","","1.2","","26.9","","33.0","","36.5","","39.5","","43.3","","45.0","","46.8",""
"110"," Paraguay","15.5","","32.6","","95.3","","103.7","","106.5","","109.1","","111.5","","111.6","","111.4",""
"89"," Peru","4.9","","20.2","","99.1","","109.1","","97.4","","97.5","","102.9","","109.1","","116.2",""
"113"," Philippines","8.3","","40.3","","88.7","","98.9","","105.3","","104.4","","111.2","","115.8","","109.4",""
"33"," Poland","17.5","","76.0","","122.5","","130.9","","141.2","","148.7","","148.6","","142.5","","138.7",""
"41"," Portugal","64.4","","108.3","","114.6","","116.1","","112.6","","113.9","","113.6","","112.4","","111.6",""
"37"," Qatar","20.4","","82.9","","122.9","","117.9","","123.3","","147.1","","139.2","","150.7","","142.1",""
"52"," Romania","11.3","","62.3","","119.2","","115.4","","113.2","","114.2","","114.8","","116.3","","115.8",""
"49"," Russian Federation","2.2","","83.6","","166.0","","142.2","","145.1","","152.0","","153.7","","158.0","","159.2",""
"158"," Rwanda","0.5","","2.5","","34.6","","42.3","","52.7","","60.5","","68.3","","75.3","","74.9",""
