Country,Aridity Index (AI),Cloud Cover (CLD) [percentage],Diurnal Temperature Range (DTR) [degrees Celsius],Ground Frost Frequency (FRS) [days],Maximum Temperature (TMX) [degrees Celsius],Mean Temperature (TMP) [degrees Celsius],Minimum Temperature (TMN) [degrees Celsius],Potential Evapotranspiration (PET) [mm_day],Potential Evapotranspiration (PET) [mm_month],Precipitation (PRE) [mm_month],Rain Days (WET) [days],Vapour Pressure (VAP) [hPa]
AFG,0.3272849462365591,45.6,12.3,3.7,22.4,16.2,10.1,4.8,148.8,48.7,9.2,7.0
ALB,0.5806451612903226,52.7,12.3,0.9,22.0,15.8,9.7,3.6,111.6,64.8,11.4,12.5
DZA,0.014888337468982632,41.3,14.7,0.0,34.2,26.9,19.5,6.5,201.5,3.0,0.9,9.4
AND,1.0182795698924731,62.5,10.7,6.7,15.1,9.7,4.4,3.0,93.0,94.7,14.8,8.2
AGO,0.1207075962539022,51.5,14.8,0.0,28.5,21.1,13.8,3.1,96.1,11.6,1.7,15.8
ATG,1.6884164222873899,61.3,6.2,0.0,29.5,26.4,23.4,4.4,136.4,230.3,16.4,26.9
ARG,0.4879032258064516,51.8,11.9,11.8,14.6,8.6,2.6,1.6,49.6,24.2,4.1,8.5
ARM,1.421505376344086,62.8,10.6,5.1,16.3,11.0,5.7,3.0,93.0,132.2,18.5,7.9
AUS,0.45369406867846,50.0,11.8,0.5,23.9,18.0,12.1,3.1,96.1,43.6,6.2,12.4
AUT,0.4903225806451613,65.5,10.5,2.6,18.3,13.0,7.8,3.0,93.0,45.6,11.8,10.8
AZE,0.4709677419354839,61.1,10.4,2.1,20.6,15.4,10.2,3.5,108.5,51.1,9.8,11.5
BHS,1.1869501466275658,59.3,10.4,0.0,30.2,24.9,19.7,4.4,136.4,161.9,10.8,23.1
BHR,0.0,33.3,14.3,0.0,38.5,31.3,24.2,9.1,282.1,0.0,0.0,17.4
BGD,2.7338709677419355,64.7,8.0,0.0,31.6,27.6,23.6,4.0,124.0,339.0,13.9,28.2
BRB,1.0413744740532958,61.3,7.4,0.0,30.6,26.9,23.1,4.6,142.6,148.5,14.6,26.5
BLR,0.3089983022071307,52.4,11.6,0.0,21.9,16.1,10.4,3.8,117.8,36.4,11.1,11.3
BEL,0.6060606060606061,65.7,11.0,0.5,19.7,14.1,8.7,3.3,102.3,62.0,17.4,10.9
BLZ,1.1342835708927228,52.4,9.3,0.0,30.9,26.2,21.6,4.3,133.3,151.2,10.3,28.2
BEN,0.7713884992987378,70.9,11.8,0.0,35.4,29.4,23.6,4.6,142.6,110.0,10.1,25.7
BTN,1.89247311827957,62.9,10.8,9.2,15.6,10.2,4.8,2.7,83.7,158.4,12.5,9.7
BOL,0.4861751152073733,56.2,12.1,4.2,25.1,19.1,13.0,2.8,86.8,42.2,4.6,18.1
BIH,0.6148007590132827,57.9,12.0,0.5,21.8,15.8,9.9,3.4,105.4,64.8,11.1,12.7
BWA,0.00576036866359447,30.2,17.3,0.1,28.2,19.6,11.0,2.8,86.8,0.5,0.0,14.0
BRA,1.5781637717121593,69.0,10.3,0.0,28.9,23.7,18.6,2.6,80.6,127.2,16.7,24.4
BRN,2.1410138248847925,66.3,8.3,0.0,32.3,28.2,24.0,3.5,108.5,232.3,16.4,30.5
BGR,0.552073732718894,62.6,12.1,0.4,22.5,16.4,10.4,3.5,108.5,59.9,9.3,12.9
BFA,0.3917793964620188,37.9,13.8,0.0,38.6,31.7,24.8,6.2,192.2,75.3,7.0,21.5
BDI,0.7212903225806452,76.9,11.0,0.0,24.6,19.1,13.7,2.5,77.5,55.9,11.0,18.5
CPV,0.0219941348973607,41.9,7.6,0.0,25.8,22.0,18.3,4.4,136.4,3.0,4.3,19.3
KHM,1.2588916459884198,68.7,9.3,0.0,33.9,29.2,24.6,3.9,120.9,152.2,14.4,30.6
CMR,1.5908319185059423,69.4,11.7,0.0,32.5,26.7,20.8,3.8,117.8,187.4,16.1,23.5
CAN,0.5891341256366723,65.0,10.1,21.9,6.0,0.9,-4.1,1.9,58.9,34.7,8.1,5.2
CAF,1.1661290322580644,48.0,11.8,0.0,31.7,25.7,19.8,4.0,124.0,144.6,12.1,23.8
