Country,Aridity Index (AI),Cloud Cover (CLD) [percentage],Diurnal Temperature Range (DTR) [degrees Celsius],Ground Frost Frequency (FRS) [days],Maximum Temperature (TMX) [degrees Celsius],Mean Temperature (TMP) [degrees Celsius],Minimum Temperature (TMN) [degrees Celsius],Potential Evapotranspiration (PET) [mm_day],Potential Evapotranspiration (PET) [mm_month],Precipitation (PRE) [mm_month],Rain Days (WET) [days],Vapour Pressure (VAP) [hPa]
AFG,0.021794871794871797,18.0,17.7,3.1,27.1,18.3,9.4,5.2,156.0,3.4,1.2,5.2
ALB,1.2526881720430108,42.0,12.1,0.1,24.1,18.1,12.1,3.1,93.0,116.5,10.1,13.6
DZA,0.01904761904761905,37.3,14.6,0.0,35.1,27.8,20.5,5.6,168.0,3.2,1.1,11.4
AND,1.0541666666666667,52.5,11.6,4.3,17.1,11.3,5.5,2.4,72.0,75.9,12.6,9.8
AGO,0.20833333333333331,55.6,15.2,0.0,29.7,22.1,14.5,4.0,120.0,25.0,2.1,14.3
ATG,1.4292682926829265,58.8,7.0,0.0,29.6,26.1,22.6,4.1,123.0,175.8,14.9,26.9
ARG,0.4490196078431372,45.7,13.9,7.2,19.6,12.6,5.7,3.4,102.0,45.8,5.5,8.4
ARM,0.6092592592592593,36.0,13.8,0.7,23.7,16.7,9.9,3.6,108.0,65.8,8.7,8.5
AUS,0.0858974358974359,24.1,14.9,1.2,26.0,18.5,11.1,5.2,156.0,13.4,3.2,10.2
AUT,1.9944444444444445,57.5,7.9,2.4,15.4,11.5,7.6,1.8,54.0,107.7,13.1,11.2
AZE,0.2540540540540541,40.8,11.4,0.6,26.8,21.1,15.4,3.7,111.0,28.2,4.1,14.2
BHS,1.4043859649122807,71.2,10.1,0.0,31.9,26.8,21.8,3.8,114.0,160.1,12.8,26.1
BHR,0.0,23.8,14.8,0.0,40.0,32.6,25.2,8.0,240.0,0.0,0.0,18.0
BGD,2.052688172043011,75.7,6.2,0.0,31.3,28.2,25.1,3.1,93.0,190.9,10.6,30.9
BRB,1.8289473684210529,57.5,7.3,0.0,29.5,25.9,22.3,3.8,114.0,208.5,16.8,27.1
BLR,0.7289855072463768,60.1,9.8,0.0,20.0,15.1,10.3,2.3,69.0,50.3,12.8,11.8
BEL,1.325490196078431,65.7,9.1,0.4,18.1,13.6,9.1,1.7,51.0,67.6,16.1,13.4
BLZ,2.1401960784313725,63.9,8.4,0.0,30.4,26.3,22.1,3.4,102.0,218.3,17.8,29.8
BEN,1.7583333333333335,79.9,9.0,0.0,30.7,26.2,21.7,3.2,96.0,168.8,14.8,26.3
BTN,1.8028985507246376,74.1,9.9,5.1,18.0,13.0,8.1,2.3,69.0,124.4,11.3,11.8
BOL,0.2693333333333333,51.9,15.0,3.2,30.1,22.6,15.2,5.0,150.0,40.4,4.3,16.9
BIH,1.9102564102564104,48.7,11.0,0.3,21.4,15.9,10.5,2.6,78.0,149.0,13.8,12.8
BWA,0.004651162790697674,36.1,18.3,0.1,29.9,20.7,11.6,4.3,129.0,0.6,0.4,12.0
BRA,0.6324561403508772,65.5,11.8,0.0,31.2,25.3,19.4,3.8,114.0,72.1,10.8,23.5
BRN,1.8822222222222225,75.1,8.2,0.0,29.9,25.8,21.8,3.0,90.0,169.4,16.1,29.2
BGR,0.9881720430107528,47.0,11.8,0.0,24.7,18.8,12.9,3.1,93.0,91.9,8.6,14.0
BFA,1.2953488372093025,46.8,10.4,0.0,32.5,27.3,22.1,4.3,129.0,167.1,15.0,26.0
