Country,Aridity Index (AI),Cloud Cover (CLD) [percentage],Diurnal Temperature Range (DTR) [degrees Celsius],Ground Frost Frequency (FRS) [days],Maximum Temperature (TMX) [degrees Celsius],Mean Temperature (TMP) [degrees Celsius],Minimum Temperature (TMN) [degrees Celsius],Potential Evapotranspiration (PET) [mm_day],Potential Evapotranspiration (PET) [mm_month],Precipitation (PRE) [mm_month],Rain Days (WET) [days],Vapour Pressure (VAP) [hPa]
AFG,0.03225806451612903,18.8,17.8,14.2,19.0,10.0,1.1,3.2,99.2,3.2,0.2,2.8
ALB,2.120071684587814,59.6,10.3,2.8,18.3,13.1,7.9,1.8,55.8,118.3,11.4,10.5
DZA,0.061515378844711165,34.5,14.7,0.0,30.2,22.9,15.6,4.3,133.3,8.2,1.5,9.4
AND,1.1461100569259959,63.1,8.8,10.8,11.5,7.1,2.7,1.7,52.7,60.4,11.6,6.7
AGO,0.6052631578947368,68.4,13.6,0.0,29.4,22.6,15.8,3.8,117.8,71.3,6.7,16.9
ATG,1.83786078098472,56.2,7.0,0.0,29.9,26.3,22.9,3.8,117.8,216.5,17.0,27.4
ARG,0.2956989247311828,47.2,14.1,4.6,21.5,14.5,7.5,4.2,130.2,38.5,5.5,9.7
ARM,0.3633276740237691,27.7,14.9,16.1,15.5,8.0,0.6,1.9,58.9,21.4,4.9,5.1
AUS,0.1956989247311828,38.0,13.9,0.4,28.1,21.2,14.2,6.0,186.0,36.4,5.3,11.4
AUT,7.064516129032258,64.7,6.8,11.3,9.4,6.0,2.6,1.0,31.0,219.0,18.9,7.9
AZE,0.38863287250384027,39.8,11.2,4.9,17.7,12.1,6.5,2.1,65.1,25.3,5.2,8.9
BHS,1.1813426329555359,52.5,10.1,0.0,31.0,25.9,20.9,3.7,114.7,135.5,12.8,24.4
BHR,0.0,31.5,14.9,0.0,34.3,26.8,19.4,6.1,189.1,0.0,0.0,14.7
BGD,3.6247311827956987,56.3,6.4,0.0,30.3,27.1,23.9,3.0,93.0,337.1,8.6,28.9
BRB,1.8888888888888893,55.2,6.8,0.0,29.4,26.0,22.6,3.6,111.6,210.8,15.9,27.4
BLR,1.4695340501792116,72.3,7.8,8.7,11.4,7.4,3.6,0.9,27.9,41.0,11.5,8.7
BEL,3.5935483870967744,76.1,8.1,7.0,12.4,8.3,4.3,1.0,31.0,111.4,19.3,9.3
BLZ,1.2076612903225803,58.0,8.4,0.0,28.9,24.7,20.5,3.2,99.2,119.8,13.9,26.5
BEN,0.3198924731182796,68.8,11.4,0.0,32.4,26.7,21.0,3.6,111.6,35.7,4.7,24.6
BTN,0.6114369501466276,38.2,13.3,11.3,16.8,10.1,3.4,2.2,68.2,41.7,3.2,9.1
BOL,0.7412023460410556,66.6,12.8,2.6,28.6,22.2,15.9,4.4,136.4,101.1,7.7,18.6
BIH,3.836405529953917,69.9,9.4,3.9,15.6,10.9,6.2,1.4,43.4,166.5,16.3,10.1
BWA,0.16787360105332455,51.5,15.3,0.0,32.0,24.3,16.7,4.9,151.9,25.5,5.1,15.2
BRA,1.2615518744551002,71.2,11.2,0.0,30.9,25.2,19.6,3.7,114.7,144.7,15.7,24.7
BRN,2.218279569892473,75.2,8.1,0.0,30.5,26.4,22.3,3.0,93.0,206.3,18.2,28.7
BGR,0.6850094876660342,52.8,10.1,1.8,18.1,13.0,8.0,1.7,52.7,36.1,6.0,11.4
BFA,0.17674731182795694,28.6,14.1,0.0,35.4,28.4,21.3,4.8,148.8,26.3,4.9,22.6
BDI,0.9276637341153472,74.7,12.2,0.0,26.0,19.8,13.8,3.3,102.3,94.9,16.5,16.7
CPV,0.01075268817204301,43.5,7.3,0.0,28.5,24.8,21.1,3.9,120.9,1.3,0.5,24.1
KHM,2.619146722164412,70.0,6.8,0.0,30.4,26.9,23.6,3.1,96.1,251.7,16.9,30.2
CMR,2.6420395421436007,73.6,10.5,0.0,29.3,24.0,18.8,3.1,96.1,253.9,19.3,23.0
CAN,2.220430107526881,67.3,7.9,24.8,1.5,-2.4,-6.4,0.6,18.6,41.3,10.7,4.8
CAF,2.26280834914611,52.1,11.6,0.0,29.7,23.8,18.0,3.4,105.4,238.5,15.1,23.3
TCD,0.07285873192436039,18.7,16.1,0.0,33.9,25.8,17.8,5.8,179.8,13.1,1.7,13.4
CHL,0.2832661290322581,46.2,11.0,10.4,14.1,8.6,3.1,3.2,99.2,28.1,2.7,6.8
CHN,0.8421052631578948,51.2,12.0,14.9,14.1,8.1,2.1,1.9,58.9,49.6,8.4,8.2
COL,2.607862903225806,70.7,10.5,0.1,29.4,24.1,18.9,3.2,99.2,258.7,19.0,25.1
COM,0.31571722717913525,45.7,8.4,0.0,29.3,25.1,20.9,4.7,145.7,46.0,6.3,23.9
COG,2.6509216589861757,79.9,9.1,0.0,28.7,24.1,19.6,2.8,86.8,230.1,17.3,24.0
COD,1.7681451612903225,72.2,11.0,0.0,29.3,23.8,18.3,3.2,99.2,175.4,13.5,22.1
CRI,4.5348595213319465,60.4,9.5,0.0,28.4,23.6,18.9,3.1,96.1,435.8,22.1,26.4
CIV,0.8293444328824142,71.0,9.5,0.0,30.5,25.7,21.0,3.1,96.1,79.7,11.1,25.0
HRV,5.638248847926268,72.5,8.7,3.1,15.9,11.5,7.1,1.4,43.4,244.7,18.0,10.6
CUB,2.3000977517106547,55.1,9.0,0.0,30.2,25.6,21.2,3.3,102.3,235.3,17.5,26.8
CYP,0.0016129032258064516,14.0,13.6,0.0,28.3,21.4,14.7,4.0,124.0,0.2,0.2,14.1
CZE,3.4935483870967743,69.9,7.7,9.3,11.0,7.1,3.3,1.0,31.0,108.3,18.9,8.6
DNK,3.557603686635945,68.8,6.4,6.8,10.8,7.6,4.4,0.7,21.7,77.2,17.0,9.3
DJI,0.020336605890603085,37.5,9.8,0.0,32.0,27.1,22.2,4.6,142.6,2.9,1.1,25.6
DMA,3.4089861751152077,56.3,6.7,0.0,25.7,22.4,19.1,2.8,86.8,295.9,18.1,24.5
DOM,0.8083491461100569,57.8,9.5,0.0,30.2,25.4,20.7,3.4,105.4,85.2,12.0,26.1
ECU,0.9582542694497154,79.5,13.4,1.5,27.8,21.1,14.5,3.4,105.4,101.0,13.1,19.5
EGY,0.002434570906877663,25.2,14.8,0.0,31.4,24.0,16.6,5.3,164.3,0.4,0.1,12.7
SLV,1.3491461100569258,55.4,10.0,0.0,28.0,23.0,18.0,3.4,105.4,142.2,18.7,22.7
GNQ,5.897022332506204,87.2,9.2,0.0,28.6,24.0,19.4,2.6,80.6,475.3,24.9,25.4
ERI,0.13261648745519716,29.1,11.3,0.0,30.2,24.5,18.9,4.5,139.5,18.5,3.5,19.7
EST,2.2096774193548385,77.0,5.9,6.0,10.7,7.7,4.8,0.8,24.8,54.8,13.0,8.9
ETH,0.6856906534325891,43.6,12.7,0.2,27.3,20.9,14.6,3.9,120.9,82.9,7.1,16.4
FJI,1.962903225806452,67.9,7.7,0.0,28.0,24.1,20.3,4.0,124.0,243.4,19.3,22.1
FIN,2.290322580645161,78.1,5.5,11.7,7.9,5.1,2.4,0.5,15.5,35.5,15.1,7.6
FRA,2.240694789081886,70.2,7.7,4.3,13.6,9.8,6.0,1.3,40.3,90.3,13.4,9.7
GAB,3.4181600955794504,89.4,9.0,0.0,29.6,25.1,20.6,2.7,83.7,286.1,19.8,25.2
GMB,0.1827956989247312,34.0,11.6,0.0,33.6,27.8,22.0,4.2,130.2,23.8,6.1,26.5
GEO,0.7894736842105263,34.8,13.8,16.8,13.7,6.8,-0.1,1.9,58.9,46.5,4.9,5.7
DEU,2.1397849462365595,77.9,7.1,8.1,10.9,7.4,3.8,0.9,27.9,59.7,14.9,8.7
GHA,0.6559139784946236,67.7,9.5,0.0,30.9,26.2,21.5,3.3,102.3,67.1,12.0,25.3
GRC,0.4606451612903226,35.8,10.7,0.3,23.0,17.6,12.3,2.5,77.5,35.7,5.4,13.6
GRD,1.2859633827375765,52.2,7.6,0.0,30.4,26.6,22.8,3.7,114.7,147.5,15.3,28.3
GTM,2.5900104058272637,56.9,9.2,0.0,27.1,22.5,17.9,3.1,96.1,248.9,16.9,23.2
GIN,1.2580645161290325,59.5,10.9,0.0,30.6,25.1,19.7,3.5,108.5,136.5,13.6,23.3
GNB,1.0769230769230769,41.1,9.4,0.0,31.5,26.8,22.1,3.9,120.9,130.2,11.7,26.9
GUY,0.7970102281667978,56.0,10.3,0.0,32.0,26.8,21.7,4.1,127.1,101.3,13.0,24.3
HTI,0.8951612903225807,55.4,10.4,0.0,30.9,25.7,20.5,3.6,111.6,99.9,11.1,25.5
HND,2.0546594982078856,53.3,8.8,0.0,27.2,22.8,18.4,3.6,111.6,229.3,20.2,22.8
HKG,4.756048387096773,64.6,6.1,0.0,28.7,25.6,22.6,3.2,99.2,471.8,23.2,26.1
HUN,2.7849462365591395,62.3,9.8,4.4,15.4,10.5,5.6,1.2,37.2,103.6,16.5,10.3
ISL,6.64516129032258,76.0,5.6,17.7,5.6,2.8,-0.0,0.6,18.6,123.6,19.3,6.3
IND,0.6050566695727987,33.5,11.8,1.6,30.2,24.3,18.4,3.7,114.7,69.4,3.3,18.9
IDN,2.4638186573670446,62.0,9.7,0.0,30.6,25.7,20.9,3.7,114.7,282.6,20.1,27.0
IRN,0.01105990783410138,27.5,17.7,5.6,24.9,16.0,7.1,3.5,108.5,1.2,0.4,6.6
IRQ,0.0006863417982155113,10.8,19.5,0.5,31.9,22.1,12.4,4.7,145.7,0.1,0.1,9.5
IRL,4.039426523297491,75.8,6.8,3.5,12.9,9.5,6.1,0.9,27.9,112.7,19.3,10.4
ISR,0.009925558312655087,18.7,13.4,0.0,29.1,22.3,15.6,3.9,120.9,1.2,0.4,14.5
ITA,2.9354838709677424,68.6,7.0,1.7,17.8,14.3,10.9,1.8,55.8,163.8,14.1,12.4
JAM,3.245967741935484,59.9,8.9,0.0,29.5,25.0,20.6,3.2,99.2,322.0,18.4,26.4
JPN,1.869269949066214,63.0,9.0,3.2,17.7,13.2,8.7,1.9,58.9,110.1,15.2,12.1
JOR,0.0,14.4,16.6,0.0,29.1,20.8,12.6,4.6,142.6,0.0,0.0,9.2
KAZ,0.3074003795066413,53.3,11.5,18.8,10.8,5.0,-0.7,1.7,52.7,16.2,6.0,5.2
KEN,0.3071236559139785,60.6,12.1,0.1,30.2,24.1,18.1,4.8,148.8,45.7,8.3,18.6
KIR,,66.9,5.4,0.0,30.2,27.5,24.8,,,8.5,5.7,26.9
PRK,1.3165322580645158,45.3,11.7,13.1,13.4,7.6,1.7,1.6,49.6,65.3,9.7,8.1
KOR,0.6774193548387096,52.8,10.5,2.0,19.0,13.7,8.5,1.9,58.9,39.9,6.7,12.1
KWT,0.0,25.2,17.3,0.0,33.8,25.1,16.5,5.5,170.5,0.0,0.2,12.0
KGZ,0.11544991511035653,40.1,13.9,26.3,7.8,0.8,-6.2,1.9,58.9,6.8,1.8,0.8
LAO,4.123058542413381,68.1,7.6,0.0,27.5,23.7,19.9,2.7,83.7,345.1,19.0,24.8
LVA,2.443548387096774,78.0,6.5,7.5,10.6,7.3,4.1,0.8,24.8,60.6,13.4,8.8
LBN,0.08805579773321709,17.4,14.7,0.3,27.1,19.7,12.4,3.7,114.7,10.1,0.6,12.7
LSO,1.5686635944700458,57.7,11.5,3.1,18.3,12.5,6.8,3.5,108.5,170.2,18.0,8.3
LBR,1.3296370967741935,76.2,9.9,0.0,29.8,24.9,20.0,3.2,99.2,131.9,14.2,23.5
LBY,0.003949967083607636,23.8,15.6,0.0,31.0,23.2,15.4,4.9,151.9,0.6,0.2,11.6
LIE,5.985663082437277,87.5,4.9,12.1,7.1,4.6,2.2,0.9,27.9,167.0,17.3,6.5
LTU,2.423387096774193,76.3,7.3,8.7,10.9,7.2,3.6,0.8,24.8,60.1,12.4,8.7
LUX,3.161290322580645,84.7,7.8,8.8,11.3,7.4,3.5,1.0,31.0,98.0,18.2,8.6
MDG,0.6152635719905587,51.2,10.0,0.0,27.3,22.3,17.3,4.1,127.1,78.2,10.8,20.4
MWI,0.004181600955794504,48.8,12.5,0.0,30.8,24.5,18.3,5.4,167.4,0.7,0.3,16.8
MYS,2.8987764182424915,77.3,8.6,0.0,29.3,24.9,20.7,2.9,89.9,260.6,22.6,27.4
MDV,,63.8,5.8,0.0,29.9,27.0,24.1,,,239.7,16.1,28.1
MLI,0.04528535980148884,42.4,15.3,0.0,36.6,28.9,21.3,5.2,161.2,7.3,1.3,14.1
MLT,,51.5,8.0,0.0,25.1,21.0,17.1,,,60.7,6.4,18.1
MHL,,61.3,6.0,0.0,30.1,27.1,24.1,,,394.0,21.9,28.8
MRT,0.022332506203473948,29.3,14.8,0.0,36.5,29.1,21.7,5.2,161.2,3.6,1.2,12.4
MUS,0.7994768962510898,61.3,7.4,0.0,24.2,20.4,16.7,3.7,114.7,91.7,21.2,18.6
MEX,0.4626485568760612,47.8,14.3,0.4,28.4,21.2,14.1,3.8,117.8,54.5,5.2,16.5
MDA,1.1267281105990783,55.3,8.3,1.6,15.6,11.5,7.3,1.4,43.4,48.9,9.6,10.6
MCO,2.141935483870968,54.9,6.1,0.0,17.1,14.0,11.0,2.0,62.0,132.8,11.9,10.9
MNG,0.3064516129032258,33.0,13.6,28.5,4.9,-1.9,-8.7,1.2,37.2,11.4,6.4,3.2
MNE,3.6653225806451615,65.7,8.7,5.7,14.2,9.8,5.5,1.6,49.6,181.8,14.2,8.6
MAR,0.02656546489563567,41.9,12.3,0.3,24.3,18.1,11.9,3.4,105.4,2.8,1.7,11.9
MOZ,0.09743252139565503,53.3,11.6,0.0,31.3,25.5,19.7,4.9,151.9,14.8,2.3,20.6
MMR,2.8542413381123057,66.1,8.0,0.2,28.5,24.5,20.5,2.7,83.7,238.9,15.0,25.5
NAM,0.03935483870967742,41.9,15.5,0.0,28.6,20.8,13.1,5.0,155.0,6.1,2.6,9.9
NRU,,69.4,6.6,0.0,30.8,27.5,24.3,,,0.5,0.6,27.8
NPL,0.3212365591397849,38.4,14.6,13.6,17.5,10.2,2.9,2.4,74.4,23.9,2.4,8.5
NLD,4.266129032258064,78.4,7.4,6.8,11.8,8.0,4.4,0.8,24.8,105.8,19.1,9.5
NZL,1.4784946236559138,64.6,9.5,6.1,14.7,9.9,5.1,2.4,74.4,110.0,13.2,9.4
NIC,3.2385141739980448,55.4,8.7,0.0,28.5,24.1,19.8,3.3,102.3,331.3,22.3,25.6
NER,0.0015120967741935483,16.3,17.1,0.0,36.4,27.8,19.3,6.4,198.4,0.3,0.1,10.9
NGA,0.7521636506687648,60.1,12.0,0.0,32.3,26.2,20.3,4.1,127.1,95.6,6.9,22.0
NOR,7.112903225806452,73.7,5.1,15.8,5.9,3.3,0.7,0.6,18.6,132.3,21.8,6.4
