Country,Aridity Index (AI),Cloud Cover (CLD) [percentage],Diurnal Temperature Range (DTR) [degrees Celsius],Ground Frost Frequency (FRS) [days],Maximum Temperature (TMX) [degrees Celsius],Mean Temperature (TMP) [degrees Celsius],Minimum Temperature (TMN) [degrees Celsius],Potential Evapotranspiration (PET) [mm_day],Potential Evapotranspiration (PET) [mm_month],Precipitation (PRE) [mm_month],Rain Days (WET) [days],Vapour Pressure (VAP) [hPa]
AFG,0.029353233830845774,26.4,14.9,1.0,30.3,22.8,15.4,6.7,201.0,5.9,1.9,9.1
ALB,0.2108843537414966,25.6,12.5,0.0,25.4,19.1,12.9,4.9,147.0,31.0,8.5,14.2
DZA,0.00787037037037037,40.4,14.5,0.0,38.4,31.2,24.0,7.2,216.0,1.7,0.9,12.2
AND,0.4203703703703704,53.2,10.4,1.6,17.7,12.5,7.3,3.6,108.0,45.4,11.1,9.4
AGO,0.0041666666666666675,34.3,17.4,0.5,28.1,19.4,10.8,3.2,96.0,0.4,0.1,13.2
ATG,0.7013605442176869,62.5,6.7,0.0,30.9,27.5,24.2,4.9,147.0,103.1,11.5,27.9
ARG,1.1571428571428573,52.7,10.5,10.7,14.0,8.7,3.5,1.4,42.0,48.6,6.7,8.7
ARM,0.5015151515151516,44.4,13.1,0.7,22.9,16.3,9.8,4.4,132.0,66.2,10.9,9.6
AUS,0.4476190476190477,42.6,12.2,0.6,23.1,17.0,11.0,2.8,84.0,37.6,6.6,11.7
AUT,1.7466666666666666,66.0,9.4,1.7,17.9,13.2,8.6,3.0,90.0,157.2,17.5,11.6
AZE,0.14615384615384616,42.0,12.8,0.6,28.1,21.6,15.2,5.2,156.0,22.8,5.3,13.7
BHS,1.2120567375886526,61.3,9.8,0.0,32.7,27.7,22.9,4.7,141.0,170.9,10.6,27.2
BHR,0.0,28.2,14.6,0.0,41.6,34.3,27.0,10.7,321.0,0.0,0.0,18.3
BGD,4.33939393939394,80.1,5.6,0.0,30.1,27.3,24.5,3.3,99.0,429.6,14.6,30.9
BRB,0.8492063492063492,65.0,6.5,0.0,30.8,27.6,24.4,4.2,126.0,107.0,14.3,29.6
BLR,0.965686274509804,57.0,10.4,0.0,21.4,16.1,11.0,3.4,102.0,98.5,15.9,14.3
BEL,1.3765432098765429,79.1,8.2,0.2,17.4,13.3,9.2,2.7,81.0,111.5,17.2,11.8
BLZ,1.0560975609756098,61.6,8.4,0.0,32.0,27.8,23.7,4.1,123.0,129.9,13.8,31.5
BEN,1.5343137254901962,77.7,9.3,0.0,32.1,27.4,22.8,3.4,102.0,156.5,12.1,28.3
BTN,5.029629629629628,73.8,8.7,4.4,17.2,12.8,8.5,2.7,81.0,407.4,18.8,12.0
BOL,0.5802083333333333,47.8,14.4,5.0,26.2,19.0,11.8,3.2,96.0,55.7,5.1,16.0
BIH,0.4753968253968254,42.6,11.5,0.0,23.8,18.0,12.3,4.2,126.0,59.9,13.1,14.0
BWA,0.006060606060606061,34.3,18.0,3.4,24.3,15.2,6.3,2.2,66.0,0.4,0.2,11.1
BRA,1.0369047619047618,60.5,11.0,0.0,29.6,24.1,18.6,2.8,84.0,87.1,12.1,24.1
BRN,2.554838709677419,72.9,7.5,0.0,31.8,28.0,24.3,3.1,93.0,237.6,17.5,31.4
BGR,0.4460317460317461,48.6,11.4,0.0,25.2,19.5,13.8,4.2,126.0,56.2,8.4,16.1
BFA,0.6647435897435897,42.8,10.5,0.0,34.7,29.4,24.2,5.2,156.0,103.7,10.2,27.0
BDI,0.20098039215686275,52.6,13.6,0.0,26.6,19.8,13.0,3.4,102.0,20.5,5.1,16.5
CPV,0.011111111111111113,47.5,6.9,0.0,26.4,22.9,19.4,4.5,135.0,1.5,0.3,20.0
KHM,2.209803921568628,78.1,8.4,0.0,32.7,28.5,24.3,3.4,102.0,225.4,16.2,31.4
CMR,1.6,78.1,9.7,0.0,30.0,25.1,20.2,3.0,90.0,144.0,14.7,24.5
CAN,0.6183908045977011,64.3,10.2,8.7,14.5,9.4,4.3,2.9,87.0,53.8,9.9,8.8
CAF,1.3980392156862744,56.8,10.5,0.0,30.6,25.3,20.1,3.4,102.0,142.6,11.4,24.7
TCD,0.1468599033816425,31.6,15.5,0.0,39.4,31.6,23.9,6.9,207.0,30.4,4.1,17.2
CHL,2.0717948717948715,49.1,8.4,14.7,9.4,5.2,0.9,1.3,39.0,80.8,5.2,6.1
CHN,0.9097560975609756,64.0,11.3,4.1,23.5,17.9,12.2,4.1,123.0,111.9,13.7,13.7
COL,2.6476190476190475,83.0,8.5,0.0,28.9,24.6,20.4,2.8,84.0,222.4,18.2,26.2
COM,0.6859649122807018,41.7,9.2,0.0,28.7,24.1,19.5,3.8,114.0,78.2,5.1,21.7
COG,0.732,78.6,9.1,0.0,29.1,24.5,20.0,2.5,75.0,54.9,5.7,25.0
COD,0.6041666666666666,58.3,12.4,0.0,30.3,24.0,17.8,3.2,96.0,58.0,5.3,21.4
CRI,2.9185185185185185,60.3,9.5,0.0,30.3,25.5,20.8,3.6,108.0,315.2,19.4,27.5
CIV,1.7766666666666668,79.7,8.0,0.0,30.6,26.6,22.6,3.0,90.0,159.9,14.0,28.4
HRV,0.6390243902439023,44.7,11.0,0.0,23.9,18.4,12.9,4.1,123.0,78.6,14.2,15.0
CUB,1.2162601626016258,63.3,8.7,0.0,31.9,27.6,23.3,4.1,123.0,149.6,11.7,29.8
CYP,0.0033333333333333327,25.3,11.6,0.0,29.5,23.7,17.9,6.0,180.0,0.6,0.4,16.7
CZE,0.95625,66.7,10.2,0.2,19.5,14.3,9.2,3.2,96.0,91.8,16.4,12.1
DNK,1.4680000000000002,67.9,6.8,0.4,15.6,12.2,8.9,2.5,75.0,110.1,17.2,11.9
DJI,0.0049751243781094535,42.7,11.0,0.0,37.6,32.1,26.6,6.7,201.0,1.0,1.0,30.0
DMA,1.8009803921568626,65.7,6.2,0.0,27.2,24.1,21.1,3.4,102.0,183.7,16.4,25.9
DOM,0.35238095238095235,63.6,9.5,0.0,30.6,25.8,21.1,4.2,126.0,44.4,7.4,25.3
ECU,1.085714285714286,84.6,10.8,0.6,27.7,22.2,16.9,2.8,84.0,91.2,12.8,22.0
EGY,0.0049382716049382715,25.2,14.2,0.0,35.9,28.8,21.7,8.1,243.0,1.2,0.1,12.9
SLV,2.3953488372093017,51.6,11.0,0.0,31.0,25.5,20.0,4.3,129.0,309.0,25.4,25.2
GNQ,1.7472222222222222,88.8,7.4,0.0,28.5,24.7,21.0,2.4,72.0,125.8,11.2,26.2
ERI,0.18474576271186444,41.1,13.2,0.0,35.6,28.9,22.4,5.9,177.0,32.7,4.5,21.2
EST,1.049425287356322,58.1,8.7,0.5,17.2,12.8,8.5,2.9,87.0,91.3,16.1,12.0
ETH,0.5519379844961241,60.4,12.0,0.0,29.6,23.6,17.6,4.3,129.0,71.2,7.2,18.8
FJI,0.3022988505747127,60.3,7.9,0.0,26.3,22.3,18.4,2.9,87.0,26.3,8.0,20.0
FIN,0.9896551724137932,62.3,8.9,1.8,16.2,11.7,7.3,2.9,87.0,86.1,17.4,10.6
FRA,0.7242424242424242,64.5,8.9,0.2,19.5,15.0,10.6,3.3,99.0,71.7,13.4,12.6
GAB,1.0682539682539682,94.7,7.6,0.0,28.6,24.7,21.0,2.1,63.0,67.3,6.3,25.4
GMB,0.10566037735849056,41.1,12.4,0.0,36.3,30.1,24.0,5.3,159.0,16.8,4.0,25.5
GEO,0.9138888888888888,53.5,12.2,4.0,20.5,14.4,8.3,3.6,108.0,98.7,13.2,11.8
