Country,Aridity Index (AI),Cloud Cover (CLD) [percentage],Diurnal Temperature Range (DTR) [degrees Celsius],Ground Frost Frequency (FRS) [days],Maximum Temperature (TMX) [degrees Celsius],Mean Temperature (TMP) [degrees Celsius],Minimum Temperature (TMN) [degrees Celsius],Potential Evapotranspiration (PET) [mm_day],Potential Evapotranspiration (PET) [mm_month],Precipitation (PRE) [mm_month],Rain Days (WET) [days],Vapour Pressure (VAP) [hPa]
AFG,0.3978494623655914,50.8,13.0,26.9,6.0,-0.5,-7.0,1.5,46.5,18.5,2.4,2.9
ALB,4.577060931899641,91.4,5.8,13.3,7.6,4.7,1.8,0.9,27.9,127.7,16.2,6.4
DZA,0.13859020310633213,27.0,16.3,6.5,21.1,12.9,4.8,2.7,83.7,11.6,2.0,6.1
AND,3.419354838709677,79.5,6.3,20.0,5.6,2.4,-0.8,1.0,31.0,106.0,19.1,5.4
AGO,1.6179435483870968,79.5,11.5,0.0,29.0,23.2,17.5,3.2,99.2,160.5,12.8,21.4
ATG,0.4532258064516129,51.4,7.8,0.0,28.9,25.0,21.1,4.0,124.0,56.2,12.5,23.6
ARG,0.5546123372948499,47.8,13.3,0.8,28.2,21.6,15.0,5.7,176.7,98.0,8.7,15.2
ARM,0.5430107526881721,55.8,9.9,29.9,-1.3,-6.2,-11.2,0.6,18.6,10.1,6.1,2.3
AUS,0.3075563411400795,43.6,13.4,0.0,35.5,28.7,22.0,7.3,226.3,69.6,7.4,17.8
AUT,6.39784946236559,71.6,5.8,26.2,0.9,-2.1,-5.0,0.3,9.3,59.5,12.8,4.7
AZE,0.9400921658986174,51.1,8.2,22.0,4.8,0.7,-3.4,0.7,21.7,20.4,6.9,5.1
BHS,0.6415770609318997,52.5,10.5,0.0,25.1,19.9,14.7,2.7,83.7,53.7,7.1,17.6
BHR,0.3007284079084287,33.1,11.2,0.0,21.5,15.9,10.3,3.1,96.1,28.9,6.2,11.8
BGD,0.011166253101736974,18.8,14.6,0.0,26.7,19.4,12.1,2.6,80.6,0.9,0.7,13.9
BRB,0.6094158674803837,49.4,7.4,0.0,28.9,25.3,21.6,3.7,114.7,69.9,14.8,24.8
BLR,6.451612903225807,87.8,3.1,25.3,-0.9,-2.5,-4.1,0.2,6.2,40.0,16.0,4.5
BEL,7.346774193548387,85.3,5.5,16.9,5.9,3.1,0.4,0.4,12.4,91.1,19.0,6.8
BLZ,0.6013824884792627,58.3,9.8,0.0,27.6,22.7,17.8,2.8,86.8,52.2,9.9,22.9
BEN,0.018817204301075263,53.9,16.0,0.0,34.7,26.6,18.7,4.8,148.8,2.8,0.4,13.9
BTN,0.03795066413662239,26.7,17.9,25.0,10.1,1.2,-7.8,1.7,52.7,2.0,1.1,3.0
BOL,2.177855274629468,75.7,10.0,1.0,27.9,22.8,17.9,3.7,114.7,249.8,18.7,22.4
BIH,6.2304147465437785,92.1,6.4,19.7,5.7,2.4,-0.8,0.7,21.7,135.2,16.1,5.7
BWA,0.2945830797321972,48.0,15.7,0.0,34.8,27.0,19.2,5.3,164.3,48.4,6.3,21.2
BRA,2.0175953079178885,80.7,9.4,0.0,30.6,25.9,21.2,3.3,102.3,206.4,23.4,27.3
BRN,5.644086021505376,74.3,7.1,0.0,30.3,26.7,23.2,3.0,93.0,524.9,25.2,29.3
BGR,1.5944700460829495,82.7,6.2,20.3,5.1,2.0,-1.1,0.7,21.7,34.6,8.3,5.6
BFA,0.0,11.5,17.9,0.0,34.0,25.0,16.1,5.2,161.2,0.0,0.0,6.5
BDI,2.789725209080048,84.7,9.3,0.0,25.1,20.5,15.8,2.7,83.7,233.5,26.4,19.1
CPV,0.09824046920821114,37.0,9.1,0.0,26.4,21.8,17.3,4.4,136.4,13.4,2.3,16.7
KHM,0.25358422939068104,46.7,9.6,0.0,31.6,26.8,22.0,3.6,111.6,28.3,3.8,26.1
CMR,0.024813895781637715,50.1,14.6,0.0,31.1,23.8,16.5,3.9,120.9,3.0,0.9,16.9
CAN,7.935483870967742,56.1,9.6,30.6,-14.0,-18.8,-23.6,0.1,3.1,24.6,7.6,1.6
CAF,0.045161290322580636,31.1,16.5,0.0,32.1,23.8,15.5,4.0,124.0,5.6,1.1,14.3
TCD,0.001861042183622829,10.3,19.6,1.7,30.0,20.2,10.5,5.2,161.2,0.3,0.0,6.8
CHL,0.5916808149405773,56.3,9.8,3.9,17.3,12.4,7.6,3.8,117.8,69.7,5.9,9.3
CHN,0.7132616487455197,47.6,11.6,24.8,-1.2,-7.0,-12.8,0.9,27.9,19.9,5.9,3.2
COL,0.83446519524618,51.5,11.7,0.2,30.4,24.5,18.7,3.8,117.8,98.3,9.4,23.7
COM,2.6584440227703983,76.8,6.3,0.0,30.0,26.8,23.7,3.4,105.4,280.2,22.0,29.9
COG,1.1693548387096775,76.7,9.6,0.0,29.3,24.5,19.7,2.8,86.8,101.5,8.0,25.1
COD,1.7301075268817203,75.7,10.4,0.0,29.5,24.2,19.1,3.0,93.0,160.9,12.2,23.0
CRI,1.5950764006791172,53.7,11.1,0.0,30.1,24.5,19.0,3.8,117.8,187.9,13.1,24.3
CIV,0.06277244986922406,48.4,15.3,0.0,33.9,26.2,18.6,3.7,114.7,7.2,1.0,18.4
HRV,7.142857142857142,88.6,6.5,16.8,6.9,3.6,0.3,0.7,21.7,155.0,15.3,6.3
CUB,0.2724014336917563,52.8,9.3,0.0,25.8,21.1,16.4,2.7,83.7,22.8,4.8,20.1
CYP,1.1992409867172675,51.9,9.0,2.3,16.2,11.6,7.2,1.7,52.7,63.2,9.5,9.9
CZE,6.919354838709677,81.1,5.2,25.4,1.1,-1.5,-4.1,0.2,6.2,42.9,12.8,5.3
DNK,7.85483870967742,89.2,3.5,20.2,2.5,0.8,-1.0,0.2,6.2,48.7,13.5,6.2
DJI,0.053763440860215055,33.6,10.3,0.0,29.2,24.0,18.9,3.9,120.9,6.5,0.6,22.3
DMA,1.0489432703003336,52.2,7.6,0.0,25.4,21.6,17.8,2.9,89.9,94.3,20.2,21.5
DOM,0.7845993756503643,50.5,10.0,0.0,27.7,22.6,17.7,3.1,96.1,75.4,11.8,21.0
ECU,2.6119815668202757,74.8,12.3,0.9,28.4,22.2,16.1,3.5,108.5,283.4,24.7,21.1
EGY,0.03746097814776275,23.5,13.5,2.4,20.8,14.0,7.3,3.1,96.1,3.6,1.1,8.6
SLV,0.01075268817204301,31.3,15.6,0.0,31.6,23.7,16.0,4.8,148.8,1.6,1.5,18.4
GNQ,0.8676307007786429,74.6,8.0,0.0,29.2,25.2,21.2,2.9,89.9,78.0,8.1,26.7
ERI,0.03619197482297404,15.0,13.8,0.0,29.3,22.4,15.5,4.1,127.1,4.6,0.9,17.1
EST,6.774193548387097,90.8,3.2,24.2,0.0,-1.6,-3.2,0.2,6.2,42.0,15.8,4.9
ETH,0.09175627240143368,24.7,16.0,0.3,29.6,21.6,13.6,4.5,139.5,12.8,2.3,13.9
FJI,2.4468922108575923,69.3,7.4,0.0,30.0,26.3,22.6,4.1,127.1,311.0,21.4,26.7
FIN,inf,76.5,5.8,28.6,-2.6,-5.5,-8.5,0.0,0.0,26.8,16.1,3.9
FRA,4.411290322580644,84.5,5.4,11.2,8.1,5.3,2.6,0.8,24.8,109.4,19.9,7.3
GAB,1.7861409796893668,84.0,8.1,0.0,29.9,25.8,21.8,2.7,83.7,149.5,10.7,27.2
GMB,0.0,22.4,19.7,0.0,35.2,25.4,15.5,4.7,145.7,0.0,0.0,10.9
GEO,1.5591397849462365,57.2,9.8,27.4,-1.2,-6.0,-10.9,0.6,18.6,29.0,8.4,3.2
DEU,5.225806451612904,88.4,4.9,21.5,3.3,0.9,-1.6,0.3,9.3,48.6,14.0,5.9
GHA,0.09062980030721968,41.4,14.2,0.0,34.2,27.1,20.0,4.2,130.2,11.8,2.4,17.8
GRC,2.1700879765395893,67.4,6.3,6.0,11.7,8.5,5.4,1.1,34.1,74.0,11.3,8.7
GRD,0.2168458781362007,51.2,7.9,0.0,29.5,25.5,21.6,3.6,111.6,24.2,9.8,25.3
GTM,0.21700879765395892,46.0,12.5,0.3,27.7,21.4,15.2,3.3,102.3,22.2,5.0,19.5
GIN,0.0,28.4,17.1,0.0,33.3,24.8,16.2,4.6,142.6,0.0,0.0,12.8
GNB,0.0,12.4,16.8,0.0,33.6,25.2,16.8,4.4,136.4,0.0,0.0,15.1
GUY,0.5730050933786078,50.1,8.4,0.0,29.5,25.3,21.1,3.8,117.8,67.5,10.9,24.2
HTI,0.4755463059313216,51.9,9.5,0.0,27.8,23.1,18.3,3.1,96.1,45.7,9.2,21.1
HND,0.3449820788530466,46.5,10.4,0.0,26.6,21.4,16.2,3.6,111.6,38.5,9.1,20.3
HKG,1.13049853372434,62.9,6.3,0.0,20.2,17.0,13.9,2.2,68.2,77.1,18.5,15.0
HUN,4.387096774193549,75.3,6.9,24.1,4.0,0.5,-3.0,0.4,12.4,54.4,14.2,5.4
ISL,6.354838709677418,72.2,4.9,23.7,2.0,-0.5,-2.9,0.5,15.5,98.5,14.5,4.7
IND,0.07563959955506118,22.5,14.1,2.9,24.4,17.3,10.2,2.9,89.9,6.8,0.9,12.0
