Country,Aridity Index (AI),Cloud Cover (CLD) [percentage],Diurnal Temperature Range (DTR) [degrees Celsius],Ground Frost Frequency (FRS) [days],Maximum Temperature (TMX) [degrees Celsius],Mean Temperature (TMP) [degrees Celsius],Minimum Temperature (TMN) [degrees Celsius],Potential Evapotranspiration (PET) [mm_day],Potential Evapotranspiration (PET) [mm_month],Precipitation (PRE) [mm_month],Rain Days (WET) [days],Vapour Pressure (VAP) [hPa]
AFG,0.6,46.9,14.5,7.2,20.4,13.2,5.9,4.0,120.0,72.0,11.3,6.6
ALB,0.4320987654320987,60.7,10.0,4.3,16.4,11.3,6.3,2.7,81.0,35.0,8.6,9.0
DZA,0.05090909090909091,40.2,14.8,0.1,29.7,22.3,15.0,5.5,165.0,8.4,2.1,8.0
AND,0.9486111111111112,65.0,10.1,13.7,11.5,6.4,1.4,2.4,72.0,68.3,14.1,6.4
AGO,1.3233333333333333,64.3,12.4,0.0,27.7,21.5,15.3,3.0,90.0,119.1,9.2,18.6
ATG,0.7023255813953488,53.8,8.0,0.0,28.0,23.9,20.0,4.3,129.0,90.6,9.9,23.0
ARG,0.9547619047619048,45.2,13.3,5.0,20.7,14.0,7.4,2.8,84.0,80.2,7.6,10.5
ARM,1.1361111111111108,64.1,10.9,15.4,11.7,6.2,0.7,2.4,72.0,81.8,15.1,5.3
AUS,0.22847222222222224,29.5,14.2,0.1,29.8,22.7,15.6,4.8,144.0,32.9,4.7,13.7
AUT,1.1142857142857143,66.0,10.0,12.0,12.1,7.1,2.2,2.1,63.0,70.2,13.8,7.5
AZE,0.791358024691358,65.1,10.4,5.8,15.8,10.6,5.4,2.7,81.0,64.1,11.0,8.2
BHS,1.1901515151515152,50.0,10.2,0.0,29.0,23.9,18.8,4.4,132.0,157.1,9.5,21.7
BHR,0.12488262910798124,39.6,13.2,0.0,33.4,26.8,20.2,7.1,213.0,26.6,6.7,16.2
BGD,1.8454545454545452,47.3,10.4,0.0,30.9,25.7,20.5,4.4,132.0,243.6,7.9,23.8
BRB,0.810077519379845,55.7,7.8,0.0,28.7,24.8,21.0,4.3,129.0,104.5,10.9,24.5
BLR,0.6000000000000001,69.6,8.6,9.9,11.5,7.2,3.0,1.9,57.0,34.2,12.1,7.4
BEL,0.5654761904761905,68.7,11.1,4.5,16.5,11.0,5.4,2.8,84.0,47.5,14.9,8.2
BLZ,0.875,48.8,9.7,0.0,30.4,25.6,20.7,4.4,132.0,115.5,11.3,26.9
BEN,0.2846153846153846,71.0,14.1,0.0,37.2,30.1,23.1,5.2,156.0,44.4,4.6,23.3
BTN,2.148,52.8,12.5,15.9,12.0,5.7,-0.5,2.5,75.0,161.1,7.1,6.7
BOL,0.7885416666666667,61.9,11.7,2.5,26.9,21.0,15.2,3.2,96.0,75.7,7.3,20.0
BIH,0.6893333333333334,63.5,11.1,5.8,16.0,10.5,5.0,2.5,75.0,51.7,11.1,8.6
BWA,0.15,44.0,14.9,0.0,30.0,22.6,15.2,3.4,102.0,15.3,2.5,17.5
BRA,1.9,76.0,9.7,0.0,29.8,24.9,20.1,2.8,84.0,159.6,18.2,26.4
BRN,0.7138888888888888,61.9,8.2,0.0,31.3,27.2,23.1,3.6,108.0,77.1,10.8,30.1
BGR,0.4213333333333333,66.5,12.3,7.1,16.6,10.4,4.3,2.5,75.0,31.6,7.6,8.8
BFA,0.07741935483870968,42.6,14.7,0.0,39.2,31.9,24.5,6.2,186.0,14.4,1.9,16.8
BDI,1.575,85.6,10.5,0.0,23.4,18.1,12.8,2.0,60.0,94.5,17.4,20.2
CPV,0.08449612403100776,37.1,8.1,0.0,25.1,21.1,17.0,4.3,129.0,10.9,1.9,17.8
KHM,0.3384057971014493,56.8,10.4,0.0,34.8,29.5,24.4,4.6,138.0,46.7,5.7,28.6
CMR,0.9825,66.1,10.6,0.0,32.4,27.0,21.8,4.0,120.0,117.9,12.1,23.4
CAN,1.0481481481481485,54.8,11.2,28.1,-3.3,-8.9,-14.5,0.9,27.0,28.3,7.6,3.0
CAF,0.8193798449612403,45.2,12.5,0.0,32.6,26.3,20.1,4.3,129.0,105.7,8.7,22.1
TCD,0.03047619047619048,28.4,17.0,0.0,37.4,28.9,20.4,7.0,210.0,6.4,1.2,10.4
CHL,0.6405797101449275,45.6,10.8,10.4,13.9,8.5,3.1,2.3,69.0,44.2,4.3,7.0
CHN,0.4397849462365591,58.6,13.3,14.0,14.4,7.7,1.0,3.1,93.0,40.9,7.3,6.4
COL,3.281111111111111,77.6,9.5,0.1,28.9,24.1,19.4,3.0,90.0,295.3,19.5,25.8
COM,1.96,54.6,7.6,0.0,31.3,27.5,23.7,4.0,120.0,235.2,14.1,27.9
COG,2.216666666666667,74.4,10.1,0.0,30.7,25.6,20.6,3.0,90.0,199.5,15.0,26.1
COD,1.7655555555555555,72.9,10.7,0.0,29.5,24.1,18.8,3.0,90.0,158.9,14.2,23.8
CRI,1.1992592592592592,47.4,11.4,0.0,31.8,26.1,20.4,4.5,135.0,161.9,9.4,26.9
