Country,Aridity Index (AI),Cloud Cover (CLD) [percentage],Diurnal Temperature Range (DTR) [degrees Celsius],Ground Frost Frequency (FRS) [days],Maximum Temperature (TMX) [degrees Celsius],Mean Temperature (TMP) [degrees Celsius],Minimum Temperature (TMN) [degrees Celsius],Potential Evapotranspiration (PET) [mm_day],Potential Evapotranspiration (PET) [mm_month],Precipitation (PRE) [mm_month],Rain Days (WET) [days],Vapour Pressure (VAP) [hPa]
AFG,1.2116129032258065,58.1,11.3,16.6,10.8,5.1,-0.5,2.5,77.5,93.9,12.1,4.4
ALB,0.8810483870967742,65.6,9.9,15.8,10.6,5.6,0.7,1.6,49.6,43.7,9.8,6.9
DZA,0.13440860215053765,37.4,13.9,0.8,24.2,17.2,10.3,4.2,130.2,17.5,3.1,6.8
AND,1.4749103942652333,61.3,9.9,21.3,8.7,3.7,-1.3,1.8,55.8,82.3,13.3,5.4
AGO,1.4828629032258065,76.4,11.6,0.0,29.4,23.6,17.8,3.2,99.2,147.1,11.4,20.7
ATG,0.6157706093189964,50.0,7.5,0.0,28.1,24.3,20.5,4.5,139.5,85.9,11.5,22.4
ARG,0.6179966044142614,47.1,12.7,2.1,24.1,17.7,11.4,3.8,117.8,72.8,7.1,13.9
ARM,1.3091397849462365,64.8,9.5,28.5,1.4,-3.3,-8.1,1.2,37.2,48.7,11.4,2.8
AUS,0.33815350389321464,38.2,13.3,0.0,32.5,25.8,19.2,5.8,179.8,60.8,6.3,16.6
AUT,0.9950372208436724,69.4,9.2,22.9,6.6,2.0,-2.6,1.3,40.3,40.1,10.6,5.2
AZE,1.099255583126551,72.4,8.5,20.4,6.3,2.0,-2.2,1.3,40.3,44.3,10.0,5.6
BHS,0.2918961447678993,51.0,11.4,0.0,28.3,22.6,17.0,4.1,127.1,37.1,3.8,19.7
BHR,0.01674937965260546,41.9,12.3,0.0,27.2,21.0,14.9,5.2,161.2,2.7,2.2,13.7
BGD,0.034408602150537634,31.5,15.0,0.0,32.9,25.4,17.9,4.5,139.5,4.8,0.6,17.9
