Country,2010-2017
ALB,0.07662835249042146
DZA,0.06513409961685825
AGO,0.2567049808429119
ARG,0.2758620689655173
ARM,0.10727969348659004
AUS,0.13409961685823757
AUT,0.09961685823754791
AZE,0.0
BGD,0.09578544061302682
BLR,0.0574712643678161
BEL,0.0727969348659004
BEN,0.5363984674329503
BTN,0.1762452107279694
BOL,0.39463601532567055
BIH,0.1149425287356322
BWA,0.8007662835249042
BRA,0.5095785440613028
BGR,0.19157088122605365
BFA,0.1149425287356322
BDI,0.16858237547892724
CPV,0.3218390804597701
CMR,0.3524904214559387
CAN,0.14942528735632188
CAF,0.6168582375478927
TCD,0.29501915708812265
CHL,0.34099616858237547
CHN,0.26436781609195403
COL,0.4597701149425288
COM,0.34099616858237547
COG,0.40229885057471265
COD,0.24904214559386978
CRI,0.4061302681992338
HRV,0.11111111111111113
CYP,0.1149425287356322
CZE,0.053639846743295035
CIV,0.23371647509578547
DNK,0.06513409961685825
DJI,0.30268199233716475
DOM,0.31034482758620696
ECU,0.3218390804597701
EGY,0.08812260536398467
SLV,0.2145593869731801
EST,0.11877394636015329
SWZ,0.4559386973180076
ETH,0.1839080459770115
FJI,0.13409961685823757
FIN,0.061302681992337175
FRA,0.11111111111111113
GAB,0.23371647509578547
GMB,0.13793103448275865
GEO,0.16091954022988508
DEU,0.10727969348659004
GHA,0.25287356321839083
GRC,0.1839080459770115
GTM,0.3678160919540231
GIN,0.12260536398467435
GNB,0.39463601532567055
HTI,0.2413793103448276
HND,0.5593869731800766
HUN,0.09961685823754791
ISL,0.04980842911877396
IND,0.1149425287356322
IDN,0.16475095785440613
IRN,0.1877394636015326
IRQ,0.08045977011494256
IRL,0.10727969348659004
ISR,0.2873563218390805
ITA,0.16475095785440613
JPN,0.11877394636015329
JOR,0.11111111111111113
KAZ,0.053639846743295035
KEN,0.3524904214559387
KIR,0.16858237547892724
KOR,0.1149425287356322
KGZ,0.053639846743295035
LAO,0.13793103448275865
LVA,0.13409961685823757
LBN,0.10727969348659004
LSO,0.7088122605363986
LBR,0.11877394636015329
LTU,0.1877394636015326
LUX,0.10344827586206898
MDG,0.24521072796934865
MWI,0.2720306513409962
MYS,0.34099616858237547
MDV,0.18007662835249044
MLI,0.11111111111111113
MLT,0.08045977011494256
MRT,0.11877394636015329
MUS,0.13793103448275865
MEX,0.24904214559386978
FSM,0.23371647509578547
MDA,0.053639846743295035
MNG,0.10727969348659004
MNE,0.09578544061302682
MAR,0.19540229885057475
MOZ,0.4559386973180076
MMR,0.15325670498084293
NAM,0.681992337164751
NPL,0.10344827586206898
NLD,0.08045977011494256
NIC,0.30268199233716475
NER,0.11877394636015329
NGA,0.260536398467433
NOR,0.06896551724137931
PAK,0.08045977011494256
PSE,0.12260536398467435
PAN,0.5478927203065135
PNG,0.26819923371647514
PRY,0.36398467432950193
PER,0.3180076628352491
PHL,0.1877394636015326
POL,0.10344827586206898
PRT,0.157088122605364
ROU,0.07662835249042146
RUS,0.16475095785440613
RWA,0.3333333333333333
WSM,0.20689655172413796
STP,0.09195402298850577
SEN,0.20689655172413796
SRB,0.0727969348659004
SYC,0.2873563218390805
SLE,0.11877394636015329
SVK,0.06896551724137931
SVN,0.053639846743295035
SLB,0.157088122605364
ZAF,1.0
SSD,0.4099616858237548
ESP,0.19157088122605365
LKA,0.1724137931034483
SDN,0.14942528735632188
SWE,0.08812260536398467
CHE,0.11111111111111113
TJK,0.12643678160919541
TZA,0.14942528735632188
THA,0.16091954022988508
MKD,0.19157088122605365
TLS,0.06896551724137931
TGO,0.2835249042145594
TON,0.16858237547892724
TUN,0.157088122605364
TUR,0.23754789272030655
TUV,0.18007662835249044
UGA,0.1992337164750958
UKR,0.04597701149425289
GBR,0.11877394636015329
USA,0.2720306513409962
URY,0.2145593869731801
VUT,0.16858237547892724
VEN,0.5172413793103449
VNM,0.13793103448275865
YEM,0.14559386973180077
ZMB,0.7203065134099618
ZWE,0.2413793103448276
