Country,2010,2011,2012,2013,2014,2015,2016,2017
AFG,0.13698630136986303,0.1457036114570361,0.1519302615193026,0.12951432129514318,0.1357409713574097,0.13823163138231634,0.1357409713574097,0.1394769613947696
ALB,0.5877957658779578,0.6176836861768369,0.6587795765877958,0.6600249066002492,0.6600249066002492,0.6612702366127023,0.6973848069738482,0.7048567870485679
DZA,,,,,,,0.4047322540473226,0.4059775840597759
AND,,,,,,,,0.6625155666251558
AGO,0.22291407222914073,,0.211706102117061,0.22166874221668742,0.23163138231631383,0.24159402241594025,0.25529265255292655,0.2640099626400997
ARG,0.7347447073474471,0.7397260273972605,0.738480697384807,0.7721046077210462,0.7820672478206725,0.7870485678704857,0.8082191780821919,0.8094645080946452
ARM,0.7073474470734744,0.7085927770859279,0.738480697384807,0.742216687422167,0.7471980074719801,0.75093399750934,0.763387297633873,0.7621419676214197
AUS,0.9738480697384808,0.9775840597758407,0.9813200498132006,0.9838107098381073,0.9850560398505603,0.9887920298879205,0.9701120797011209,0.982565379825654
AUT,0.8742216687422169,0.87546699875467,0.8779576587795767,0.8567870485678705,0.8717310087173101,0.8667496886674969,0.8891656288916565,0.8904109589041096
AZE,0.6027397260273973,0.6376089663760898,0.6438356164383562,0.6537982565379826,0.6662515566625157,0.6662515566625157,0.7023661270236614,0.7061021170610213
BHS,0.6774595267745954,0.6861768368617683,,0.6874221668742218,,,,0.7036114570361147
BHR,,,,,,,,0.6214196762141968
BGD,0.149439601494396,0.19053549190535496,0.19925280199252807,0.21668742216687423,0.22166874221668742,0.23785803237858036,0.23910336239103364,0.25404732254047324
BRB,,,,,0.770859277708593,0.770859277708593,0.770859277708593,0.770859277708593
BLR,0.8069738480697386,0.838107098381071,0.8418430884184309,0.8468244084682442,0.8580323785803239,0.8605230386052304,0.8617683686176838,0.8617683686176838
BEL,0.8854296388542964,0.8729763387297634,0.863013698630137,0.8518057285180575,0.8667496886674969,0.87546699875467,0.8655043586550437,0.8717310087173101
BLZ,0.5504358655043587,,,,0.5940224159402243,0.5940224159402243,0.5965130759651308,0.5965130759651308
BEN,0.1357409713574097,0.15317559153175594,0.16936488169364886,0.18430884184308846,0.17310087173100874,0.17683686176836866,0.18057285180572855,0.18679950186799507
BTN,,0.13698630136986303,0.32129514321295144,0.3200498132004983,0.16189290161892902,0.16189290161892902,0.16313823163138233,0.17932752179327524
BOL,0.42590286425902874,0.44209215442092153,0.4508094645080947,0.4545454545454546,0.4819427148194272,0.5193026151930262,0.5317559153175593,0.5404732254047322
BIH,0.4669987546699876,0.5952677459526775,0.6500622665006227,0.6662515566625157,0.6189290161892902,0.613947696139477,0.6388542963885431,0.5740971357409715
BWA,,,,0.40971357409713577,0.4122042341220424,0.4134495641344957,0.41469489414694893,
BRA,0.4296388542963886,0.4321295143212952,0.44209215442092153,0.4707347447073475,0.4881693648816937,0.5118306351183064,0.5230386052303861,0.5230386052303861
BGR,0.7222914072229141,0.7471980074719801,0.75093399750934,0.770859277708593,0.7820672478206725,0.8107098381070983,0.7920298879202988,0.7945205479452055
BFA,0.037359900373598987,0.0485678704856787,0.05853051058530511,0.05728518057285181,0.05977584059775841,0.06849315068493152,0.0846824408468244,0.0734744707347447
BDI,0.1556662515566625,,,0.15691158156911583,0.18555417185554177,0.18804483188044835,0.18929016189290165,0.17559153175591535
CPV,0.29887920298879206,0.3075965130759652,,0.4047322540473226,0.40971357409713577,0.4159402241594023,0.389788293897883,0.3835616438356165
KHM,0.24283935242839355,0.2515566625155667,0.27397260273972607,0.2801992528019926,0.28393524283935245,0.29140722291407223,0.2938978829389789,0.29763387297633875
CMR,0.23412204234122044,0.24782067247820674,0.2677459526774596,0.28393524283935245,0.29265255292652553,0.29763387297633875,0.3013698630136987,0.3138231631382318
CAN,0.8929016189290163,0.8966376089663761,0.9016189290161895,0.8978829389788294,0.9178082191780822,0.9227895392278954,0.9464508094645082,0.9613947696139478
CAF,0.06475716064757159,0.06973848069738482,0.0734744707347447,0.07845579078455793,0.12951432129514318,0.13325031133250312,0.13449564134495642,0.13449564134495642
TCD,0.049813200498132,0.046077210460772094,0.052303860523038606,0.05853051058530511,0.06849315068493152,0.07222914072229142,0.06849315068493152,0.06849315068493152
CHL,0.6637608966376091,0.6662515566625157,0.6687422166874223,0.6899128268991284,0.7098381070983812,0.767123287671233,0.770859277708593,0.779576587795766
CHN,0.43337484433374845,0.439601494396015,0.44707347447073476,,,,,0.567870485678705
COL,0.4669987546699876,0.4831880448318805,0.489414694894147,0.5006226650062268,0.5093399750933998,0.5454545454545454,0.555417185554172,0.5354919053549192
COM,0.14072229140722292,0.1481942714819427,0.15691158156911583,0.16313823163138233,0.16438356164383564,0.16562889165628894,0.16562889165628894,0.16562889165628894
COG,0.29265255292652553,0.32129514321295144,0.32129514321295144,0.32876712328767127,0.35990037359900373,0.36612702366127026,0.3711083437110835,0.3711083437110835
COD,0.23163138231631383,0.23412204234122044,0.23536737235367375,0.25653798256537985,0.2764632627646327,0.2876712328767124,0.2938978829389789,0.31133250311332505
CRI,0.5230386052303861,0.5317559153175593,0.5753424657534248,0.5815691158156913,0.5915317559153176,0.6338729763387299,0.6376089663760898,0.6463262764632628
HRV,0.7048567870485679,0.7173100871731009,0.7247820672478208,0.7359900373599004,0.8007471980074721,0.8007471980074721,0.7932752179327522,0.7932752179327522
CUB,,,,0.6986301369863014,0.7036114570361147,0.7085927770859279,0.7160647571606475,0.7222914072229141
CYP,0.6625155666251558,0.6724782067247822,0.6674968866749689,0.701120797011208,0.7148194271481945,0.7210460772104609,0.7359900373599004,0.745952677459527
CZE,0.9115815691158158,0.9178082191780822,0.9128268991282691,0.9389788293897885,0.9526774595267747,0.9514321295143214,0.9514321295143214,0.9514321295143214
CIV,0.1145703611457036,0.12951432129514318,0.13449564134495642,0.12826899128268993,0.12577833125778337,0.13823163138231634,0.14445828144458284,0.13449564134495642
DNK,0.9377334993773351,0.9726027397260274,0.9738480697384808,0.9925280199252803,0.9763387297633874,0.9651307596513077,0.9526774595267747,0.9526774595267747
DJI,0.052303860523038606,0.05479452054794521,0.05603985056039851,0.05853051058530511,0.05977584059775841,0.05977584059775841,0.06102117061021168,0.06102117061021168
DOM,0.44333748443337495,0.4134495641344957,0.4184308841843089,0.44333748443337495,0.45579078455790795,0.4981320049813201,0.4881693648816937,0.5043586550435867
ECU,0.4719800747198008,0.47571606475716083,0.4794520547945206,0.4968866749688668,0.5168119551681196,0.567870485678705,0.5990037359900374,0.605230386052304
EGY,0.24408468244084686,0.2665006226650062,0.2777085927770859,0.2851805728518057,0.2876712328767124,0.34246575342465757,0.3312577833125779,0.3312577833125779
SLV,0.3499377334993774,0.3362391033623911,0.34246575342465757,0.35740971357409723,0.3511830635118307,0.37858032378580325,0.35990037359900373,0.35990037359900373
GNQ,0.24283935242839355,0.24283935242839355,,,,,,
EST,0.9090909090909092,0.9178082191780822,0.920298879202989,0.9190535491905355,0.9140722291407225,0.9128268991282691,0.9128268991282691,0.9140722291407225
SWZ,0.24159402241594025,0.3013698630136987,0.3075965130759652,0.3325031133250312,0.3387297633872977,0.3387297633872977,0.3561643835616439,0.3561643835616439
ETH,0.09090909090909091,0.09713574097135742,0.09838107098381069,0.07845579078455793,0.0797011207970112,0.1108343711083437,0.11332503113325033,0.08717310087173101
FJI,0.6724782067247822,,,0.7098381070983812,0.7148194271481945,0.7322540473225405,,
FIN,0.900373599003736,0.9352428393524285,0.9352428393524285,0.9526774595267747,0.9576587795765878,0.9589041095890412,0.9613947696139478,0.9613947696139478
FRA,0.7733499377334995,0.7770859277708595,0.7783312577833127,0.7920298879202988,0.8119551681195518,0.8244084682440848,0.8119551681195518,0.8132004981320051
GAB,0.5491905354919054,0.5541718555417187,0.5591531755915318,0.44582814445828145,0.44582814445828145,0.44582814445828145,0.4495641344956414,0.45579078455790795
GMB,0.08841843088418437,,,,,,0.08841843088418437,0.09215442092154418
GEO,0.7770859277708595,0.7945205479452055,0.8082191780821919,0.8244084682440848,0.8393524283935244,0.8692403486924035,0.8854296388542964,0.8854296388542964
DEU,0.9850560398505603,0.9962640099626402,1.0,0.9912826899128269,0.9937733499377335,0.9975093399750934,0.9975093399750934,0.9962640099626402
GHA,0.4632627646326277,0.24906600249066005,0.25529265255292655,0.29638854296388545,0.2826899128268992,0.3075965130759652,0.30884184308841844,0.30884184308841844
GRC,0.7870485678704857,0.7048567870485679,0.745952677459527,0.7546699875466999,0.770859277708593,0.7721046077210462,0.7521793275217934,0.763387297633873
GTM,0.22042341220423411,0.23038605230386053,0.215442092154421,0.21668742216687423,0.26151930261519307,0.26151930261519307,0.27397260273972607,0.27397260273972607
GIN,0.06226650062266501,0.0797011207970112,0.0896637608966376,0.09713574097135742,0.07471980074719799,0.07471980074719799,0.07471980074719799,0.07471980074719799
GNB,0.12453300124533001,0.1320049813200498,0.13698630136986303,0.1419676214196762,0.1457036114570361,0.1457036114570361,0.14072229140722292,0.14072229140722292
