2,1,4,11,6,2
2,2,4,11,8,6
1,5,7,1,9,1
1,3,1,1,11,3
1,3,1,9,11,3
1,5,7,1,9,1
1,5,7,1,9,1
1,5,7,1,9,1
1,3,1,1,11,3
1,3,1,1,11,3
1,5,2,6,9,1
2,1,4,11,6,2
1,3,1,1,11,3
2,2,4,11,8,6
2,1,4,11,6,2
2,2,2,11,8,6
1,3,7,1,11,3
1,3,7,1,11,3
1,5,7,1,9,1
1,5,7,1,9,1
1,3,7,1,11,3
1,5,2,6,9,1
1,5,2,6,9,1
1,5,7,1,9,1
1,5,7,1,9,1
1,3,1,1,11,3
2,2,2,11,8,6
1,5,2,6,9,1
2,6,3,3,6,2
1,3,1,1,11,3
3,3,1,9,10,4
1,5,7,1,9,3
1,3,9,1,11,3
2,1,4,11,6,2
2,2,4,11,8,6
2,1,4,11,6,2
2,2,2,11,8,6
1,5,2,6,9,1
2,2,4,11,8,6
2,2,2,11,8,6
1,5,7,1,9,1
1,3,7,1,11,3
1,3,7,1,11,3
1,3,1,1,11,3
1,3,1,1,11,3
2,1,4,11,6,6
1,5,2,6,9,1
1,3,1,1,11,3
1,5,2,6,9,1
1,5,2,6,9,1
1,5,2,6,9,1
2,2,2,11,8,6
2,1,4,11,6,2
1,3,1,1,11,3
1,3,7,1,11,3
2,1,4,11,6,2
1,3,1,1,11,3
1,5,2,6,9,1
1,3,1,1,11,3
2,2,2,11,8,6
2,2,2,11,8,6
1,3,1,1,11,3
1,5,7,1,9,1
2,2,2,11,8,6
2,1,4,11,6,2
2,2,4,11,8,6
2,1,4,11,6,2
2,2,4,11,8,6
1,3,7,1,11,3
1,5,7,1,9,1
2,2,2,11,8,6
1,2,2,6,9,1
3,3,1,9,10,4
2,2,2,11,8,6
1,3,7,1,11,3
2,1,4,11,6,6
1,3,7,1,11,3
1,5,2,6,9,1
2,2,4,11,8,10
1,3,1,1,11,3
1,5,7,1,9,1
2,2,2,11,8,6
3,3,1,9,10,4
1,3,7,1,11,3
1,3,1,1,11,3
1,5,2,6,9,1
1,5,7,1,9,1
1,3,1,1,11,3
1,5,7,1,9,1
2,2,2,11,8,6
1,5,2,6,9,1
2,2,2,11,8,10
2,2,2,11,8,6
1,5,7,1,9,1
1,3,1,1,11,3
1,3,1,9,11,3
2,2,2,11,8,6
1,5,7,1,9,1
2,1,4,11,6,2
1,2,2,6,9,1
1,5,7,1,9,1
3,6,1,4,10,14
1,5,7,1,9,1
2,2,4,11,8,6
1,3,7,1,11,3
3,6,1,4,10,14
1,3,7,1,11,3
1,2,2,6,9,1
1,3,7,1,11,3
1,5,7,1,9,1
2,2,4,11,8,6
1,5,2,6,9,1
1,5,7,1,9,1
2,2,2,6,8,6
1,5,7,1,9,1
2,1,4,11,6,2
1,3,1,1,11,3
2,2,2,11,8,6
1,3,7,1,11,3
1,5,2,6,9,1
2,1,4,11,6,2
2,1,4,11,6,2
1,5,7,1,9,1
2,1,4,11,6,2
1,5,7,1,9,1
2,2,2,11,8,6
2,6,3,3,6,2
2,1,4,11,6,6
1,2,2,6,9,1
1,3,1,1,11,3
3,6,1,4,10,14
2,2,4,11,8,6
1,5,2,6,9,1
1,3,1,1,11,3
1,3,7,1,11,3
2,2,4,11,8,6
1,5,7,1,9,1
1,5,2,6,9,1
1,5,2,6,9,1
1,3,7,1,11,3
2,1,4,11,6,6
1,3,7,1,11,3
1,5,2,6,9,1
1,3,7,1,11,3
1,5,2,6,9,1
1,5,2,6,9,1
3,6,6,4,10,14
1,5,7,1,9,3
1,3,7,1,11,3
2,2,4,11,8,6
1,3,7,1,11,3
2,1,4,11,6,2
2,2,4,11,8,6
3,6,1,4,10,14
2,2,2,11,8,6
2,1,4,11,6,2
1,5,2,6,9,1
1,5,7,1,9,3
3,6,3,12,14,2
1,5,7,1,9,1
2,1,4,11,6,2
2,2,2,11,8,6
1,5,2,6,9,1
1,3,7,1,11,3
1,3,1,1,11,3
1,3,1,1,11,3
2,2,4,11,8,6
1,5,7,1,9,1
2,2,4,11,8,6
2,6,3,3,6,2
2,2,4,11,8,6
1,5,2,6,9,1
1,2,2,6,9,1
1,5,2,6,9,1
2,2,2,11,8,6
1,5,2,6,9,1
1,5,7,1,9,1
1,5,2,6,9,1
1,5,7,1,9,1
1,2,2,6,9,1
2,2,4,11,8,6
2,2,4,11,8,6
1,5,7,1,9,1
1,5,7,1,9,1
3,6,1,9,10,4
1,5,2,6,9,1
1,5,2,6,9,1
1,5,7,1,9,1
1,5,2,6,9,1
2,2,2,11,8,6
1,5,2,6,9,1
2,1,4,11,6,2
1,2,2,6,9,1
2,2,4,11,8,6
2,2,4,11,8,6
