1,4,5,2,11,7,2
1,2,1,1,9,9,7
1,2,3,6,5,14,19
1,1,7,4,13,11,5
1,1,7,4,13,11,5
1,1,3,4,13,14,19
1,2,3,6,5,14,19
1,2,3,6,5,14,19
1,1,7,4,13,11,5
1,1,7,4,13,11,5
1,2,3,6,5,14,19
1,4,5,7,11,7,2
1,1,7,4,13,11,5
1,2,1,1,9,9,7
1,4,5,2,11,7,2
1,2,1,1,9,9,7
1,1,7,4,13,11,5
1,1,7,4,13,11,5
1,1,7,4,13,11,5
1,2,3,6,5,14,19
1,1,7,4,13,11,5
1,2,3,6,5,14,19
1,2,3,6,9,14,19
1,2,3,6,5,14,19
1,1,3,4,5,14,19
1,1,4,8,13,16,16
1,2,1,1,9,9,7
1,2,3,6,5,14,19
1,3,5,7,11,7,2
1,1,7,4,13,11,5
1,1,4,8,13,16,16
1,1,3,4,13,14,19
1,2,3,6,5,14,19
1,2,5,1,11,7,2
1,2,1,1,9,9,7
1,2,1,1,9,9,7
1,2,1,1,9,9,7
1,2,3,6,5,14,19
1,2,1,1,9,9,7
1,2,3,6,5,14,19
1,2,3,6,5,14,19
1,2,3,6,5,14,19
1,1,7,4,13,11,5
1,1,7,4,13,11,5
1,1,4,8,13,16,16
1,2,1,1,9,9,7
1,2,3,6,5,14,19
1,1,4,8,13,16,16
1,2,3,6,5,14,19
1,2,3,6,5,14,19
1,2,3,6,5,14,19
1,2,3,6,9,14,19
1,2,1,1,9,9,7
1,1,7,4,13,11,5
1,1,7,4,13,11,5
1,4,5,7,11,7,2
1,1,7,4,13,11,5
1,2,3,6,5,14,19
1,1,7,4,13,11,5
1,2,1,1,9,9,7
1,2,3,1,9,9,19
1,1,7,4,13,11,5
1,2,3,6,5,14,19
1,2,1,1,9,9,7
1,2,5,1,11,7,2
1,2,1,1,9,9,7
1,2,1,1,9,9,7
1,2,1,1,9,9,7
1,1,7,4,13,11,5
1,2,3,6,5,14,19
1,2,1,1,9,9,7
1,2,3,6,9,14,19
1,1,4,8,13,16,16
1,2,1,1,9,9,7
1,1,7,4,13,11,5
1,2,1,1,9,9,7
1,1,7,4,13,11,5
1,2,3,6,5,14,19
1,2,1,1,9,9,7
1,1,7,4,13,11,5
1,2,3,6,5,14,19
1,2,3,6,9,14,19
1,1,7,4,13,11,5
1,1,7,4,13,11,5
1,1,7,4,13,11,5
1,2,3,6,5,14,19
1,2,3,6,5,14,19
1,1,7,4,13,11,5
1,1,3,4,5,14,19
1,2,1,1,9,9,7
1,2,3,6,5,14,19
1,2,1,1,9,9,7
1,2,3,6,9,14,19
1,2,3,6,5,14,19
1,1,7,4,13,11,5
1,1,4,8,13,16,16
1,2,1,1,9,9,7
1,2,3,6,5,14,19
1,2,1,1,9,9,7
1,2,3,6,5,14,19
1,2,3,6,5,14,19
1,1,4,9,10,12,9
1,2,3,6,5,14,19
1,2,1,1,9,9,7
1,1,7,4,13,11,5
1,1,4,8,10,16,16
1,1,7,4,13,11,5
1,2,1,1,9,9,7
1,1,7,4,13,11,5
1,2,3,6,5,14,19
1,2,1,1,9,9,7
1,2,3,6,5,14,19
1,2,3,6,5,14,19
1,2,1,6,9,14,19
1,2,3,6,5,14,19
1,4,5,2,11,7,2
1,1,7,4,13,11,5
1,2,1,1,9,9,7
1,1,7,4,13,11,5
1,2,3,6,5,14,19
1,4,5,7,11,7,2
1,2,1,1,9,9,7
1,2,3,6,5,14,19
1,4,5,2,11,7,2
1,2,3,6,5,14,19
1,2,1,1,9,9,7
1,3,5,5,4,7,12
1,2,1,1,9,9,7
1,2,3,6,9,14,19
1,1,4,4,13,11,16
1,1,4,8,10,16,16
1,2,1,1,9,9,7
1,2,1,6,9,14,19
1,1,7,4,13,11,5
1,1,7,4,13,11,5
1,2,1,1,9,9,7
1,2,3,6,5,14,19
1,2,3,6,5,14,19
1,2,3,6,5,14,19
1,2,3,6,5,14,19
1,2,1,1,9,9,7
1,1,7,4,13,11,5
1,2,3,6,5,14,19
1,1,7,4,13,11,5
1,2,3,6,5,14,19
1,2,3,6,5,14,19
1,1,4,9,10,12,9
1,1,7,4,13,11,5
1,1,7,4,13,11,5
1,2,1,1,9,9,7
1,1,7,4,13,11,5
1,2,1,1,9,9,7
1,2,1,1,9,9,7
1,1,4,8,13,16,16
1,2,1,1,9,9,7
1,3,5,7,11,7,2
1,2,3,6,5,14,19
1,1,7,4,13,11,5
1,3,5,7,4,7,2
1,1,7,4,13,11,5
1,2,1,1,9,9,7
1,2,1,1,9,9,7
1,2,3,6,5,14,19
1,1,7,4,13,11,5
1,1,7,4,13,11,5
1,1,7,4,13,11,5
1,2,1,1,9,9,7
1,2,3,6,5,14,19
1,2,1,2,9,8,7
1,3,5,7,11,7,2
1,2,1,1,9,9,7
1,2,3,6,5,14,19
1,2,3,6,5,14,19
1,2,3,6,5,14,19
1,2,1,1,9,9,7
1,2,3,6,5,14,19
1,1,3,4,13,14,19
1,2,3,6,5,14,19
1,2,3,6,5,14,19
1,2,3,6,9,14,19
1,2,1,1,9,9,7
1,2,1,1,9,9,7
1,2,3,6,5,14,19
1,2,3,6,5,14,19
1,1,4,8,13,16,16
1,2,3,6,5,14,19
1,2,3,6,5,14,19
1,2,3,6,5,14,19
1,2,3,6,5,14,19
1,2,3,6,9,14,19
1,2,3,6,5,14,19
1,2,1,1,9,9,7
1,2,3,6,9,14,19
1,2,1,1,9,9,7
1,2,1,1,9,9,7
